VALUE	SESSIONLENGTH	TIMEONPAGE	FREQUENCY	TIMER
5190	4.506	109242.0724	727193	PLT
410	2.111	18709.61497	426266	PLT
5310	4.499	78040.39276	710612	PLT
9690	3.868	89933.77077	283631	PLT
5680	4.452	77601.58821	659116	PLT
21510	2.844	85008.29543	60041	PLT
22800	2.816	97643.09151	53311	PLT
13580	3.384	84362.13134	153117	PLT
210	1.521	9505.588674	377162	PLT
12300	3.527	77148.29643	184110	PLT
27260	2.676	78260.43863	34166	PLT
8220	4.039	95818.24222	380047	PLT
16740	3.144	95046.77332	101736	PLT
25270	2.745	78959.99678	41553	PLT
17270	3.142	69047.19085	95768	PLT
25950	2.666	76530.09553	38880	PLT
14050	3.339	83232.41727	144029	PLT
15900	3.176	67195.10095	114109	PLT
1330	4.249	51273.49289	688212	PLT
16220	3.153	73356.75421	109576	PLT
8890	3.94	107177.9787	331411	PLT
15560	3.128	84004.3421	118868	PLT
11370	3.56	109510.7146	213194	PLT
20210	2.881	77919.22803	67647	PLT
19510	2.953	68462.38049	73196	PLT
17310	3.106	82744.72197	94891	PLT
1170	3.992	53224.50594	648554	PLT
12730	3.466	85085.79973	174051	PLT
10550	3.799	88113.07694	243922	PLT
2160	4.791	59161.6128	884306	PLT
12990	3.413	81234.54391	167009	PLT
21720	2.8	66516.9948	58758	PLT
22860	2.776	65682.38456	53229	PLT
20190	2.881	63389.27605	67727	PLT
29890	2.674	110221.6616	26926	PLT
28850	2.667	72174.68551	29596	PLT
26190	2.658	74934.30586	38041	PLT
6150	4.402	96546.7781	595106	PLT
8230	4.09	87053.85824	378800	PLT
360	1.93	16517.66113	416078	PLT
8420	4.016	113227.4573	365145	PLT
14640	3.296	93112.66012	132753	PLT
23940	2.742	83805.09165	47527	PLT
11970	3.528	133539.7712	194129	PLT
10560	3.729	92576.39738	242734	PLT
26630	2.675	71761.89847	36398	PLT
10930	3.693	81229.49888	229204	PLT
24910	2.795	78714.22135	42694	PLT
710	2.984	35890.15795	529249	PLT
22160	2.81	73760.03087	56162	PLT
26770	2.69	90065.58305	35464	PLT
7570	4.141	93741.86106	436658	PLT
10630	3.709	101511.687	239544	PLT
11220	3.622	79918.24917	219236	PLT
5780	4.432	76872.8724	647142	PLT
240	1.547	10631.31659	393975	PLT
10850	3.659	72446.14478	231835	PLT
15310	3.207	78568.54631	122334	PLT
9370	3.907	92433.02861	301708	PLT
19090	2.974	116467.5402	76430	PLT
14430	3.319	138515.3251	136671	PLT
14780	3.266	65370.27667	130206	PLT
25140	2.709	70936.12847	41851	PLT
19690	2.962	248726.4303	71468	PLT
21920	2.848	103851.9398	57900	PLT
14820	3.307	95470.82091	128791	PLT
21690	2.783	71110.08699	59179	PLT
27150	2.672	110871.1579	34242	PLT
29820	2.606	75547.18528	27166	PLT
2140	4.786	58669.65039	882392	PLT
770	3.153	37350.26679	552830	PLT
2880	4.891	73837.21402	964981	PLT
10360	3.75	111458.472	252611	PLT
10880	3.692	88193.19587	230134	PLT
6690	4.31	86084.63033	528491	PLT
21290	2.91	64755.48727	61038	PLT
13020	3.465	88223.64021	165905	PLT
16960	3.121	77853.14542	99030	PLT
23620	2.804	85479.40883	49566	PLT
23470	2.844	269959.9568	49805	PLT
12080	3.533	75507.17474	190859	PLT
21520	2.918	89052.49534	60033	PLT
29240	2.621	77069.47435	28557	PLT
14190	3.295	76542.64621	141482	PLT
5940	4.41	91327.5372	622973	PLT
7900	4.106	89518.28227	406790	PLT
27110	2.661	89844.03268	34458	PLT
22810	2.832	79256.60913	53346	PLT
14680	3.295	86922.96626	132181	PLT
23290	2.76	80075.38903	50931	PLT
21450	2.937	91020.18111	60020	PLT
4090	4.711	69042.21896	900185	PLT
1880	4.692	56752.31908	836218	PLT
11670	3.542	76757.531	203894	PLT
3230	4.86	75553.21425	972072	PLT
5970	4.425	76415.60942	619784	PLT
28880	2.706	105027.3705	29803	PLT
13910	3.378	83196.76282	145970	PLT
9410	3.869	78341.63401	300275	PLT
29270	2.53	68861.59736	28366	PLT
27990	2.648	78755.46784	32032	PLT
24960	2.646	79707.22517	42671	PLT
25830	2.742	74387.36168	39030	PLT
22760	2.786	68954.48397	53441	PLT
2150	4.805	70710.57499	887863	PLT
6530	4.306	134586.1169	545673	PLT
4800	4.58	97265.12437	791920	PLT
20810	2.859	63030.28018	63438	PLT
19360	2.977	132959.7577	75255	PLT
16050	3.14	87849.96302	112202	PLT
3400	4.808	78228.07291	968062	PLT
26400	2.676	90722.18313	37179	PLT
22590	2.846	101581.9599	54249	PLT
29140	2.592	65801.13699	28626	PLT
21840	2.839	81407.3615	58397	PLT
23730	2.777	66967.80466	48478	PLT
17440	3.171	81832.66444	92648	PLT
27000	2.834	65751.27656	35286	PLT
580	2.605	26867.19915	486220	PLT
11980	3.511	125843.266	194196	PLT
29370	2.642	121108.6538	28090	PLT
3550	4.793	81495.85735	958732	PLT
20490	2.842	101624.4639	65748	PLT
26530	2.674	95981.87086	36659	PLT
1380	4.297	73605.61074	701951	PLT
8050	4.102	77793.5109	394415	PLT
11040	3.648	67768.71439	223516	PLT
2570	4.859	73935.44506	943257	PLT
1290	4.188	55202.05872	677112	PLT
9200	3.902	84880.33366	313554	PLT
3390	4.832	76986.33998	969313	PLT
30	1.717	9944.846493	107644	PLT
20620	2.913	64509.497	64599	PLT
17410	3.004	103318.8719	94002	PLT
23200	2.792	73369.082	51334	PLT
23020	2.78	96450.06407	52246	PLT
25170	2.751	71714.35651	41753	PLT
28540	2.602	149103.5637	30238	PLT
2920	4.878	75342.8236	966353	PLT
11450	3.635	86198.87726	210585	PLT
9780	3.836	83531.53433	279933	PLT
10460	3.737	76730.97557	246331	PLT
11430	3.591	137186.8799	210622	PLT
28080	2.705	65633.64297	31819	PLT
19820	3.009	196645.7453	70519	PLT
13260	3.389	100971.0348	160393	PLT
29840	2.629	71059.73134	26963	PLT
3020	4.893	69455.4553	970016	PLT
5750	4.445	79297.13574	650200	PLT
7650	4.136	90874.48153	428777	PLT
10610	3.712	88086.15892	241130	PLT
11470	3.629	70549.53429	209754	PLT
19630	2.872	90682.60669	72497	PLT
25180	2.741	72489.13678	41839	PLT
25530	2.756	87412.93646	40755	PLT
22180	2.854	90748.19176	56321	PLT
18680	3.002	73775.13659	80455	PLT
28790	2.657	88917.99805	29984	PLT
20450	3.04	231582.3669	65972	PLT
11780	3.581	80365.90745	199717	PLT
6660	4.321	88490.19324	531178	PLT
22200	2.856	64233.47587	56781	PLT
4340	4.666	85740.34014	861364	PLT
7080	4.247	88199.49151	484800	PLT
2130	4.77	59299.18505	883557	PLT
1270	4.12	50207.68033	671991	PLT
7010	4.197	91360.45499	492037	PLT
20540	2.913	84541.0448	65164	PLT
13140	3.471	77739.40109	163711	PLT
13880	3.328	73056.26617	147265	PLT
20120	2.893	88664.95465	68497	PLT
22600	2.838	72515.17958	54222	PLT
23500	2.87	74326.98681	49914	PLT
25570	2.694	75582.98022	40451	PLT
20400	2.93	125386.6829	66576	PLT
14520	3.339	112839.0974	134400	PLT
8390	4.025	103205.7703	367634	PLT
8830	3.952	88624.54368	336614	PLT
12060	3.531	71503.64291	191709	PLT
22210	2.846	72987.9787	56322	PLT
28420	2.659	79314.82171	30651	PLT
20100	2.885	101872.7787	68227	PLT
20830	2.825	99850.48793	63456	PLT
25980	2.66	65324.38695	38788	PLT
2090	4.783	61566.93256	873129	PLT
24710	2.683	76104.10728	43445	PLT
10420	3.712	117824.3075	249015	PLT
1830	4.664	54613.44766	822808	PLT
5090	4.552	73271.726	744331	PLT
18660	3.038	76564.55892	80862	PLT
19230	2.938	93668.42758	75468	PLT
6300	4.378	100421.6137	577531	PLT
10390	3.704	81620.16255	251773	PLT
12250	3.529	85904.3359	186910	PLT
14950	3.265	78221.83471	126740	PLT
590	2.633	28378.50379	488362	PLT
13680	3.389	69001.51535	152753	PLT
890	3.433	39591.50779	585416	PLT
9870	3.792	98288.64706	276394	PLT
15950	3.154	104826.1343	113313	PLT
14550	3.306	79778.40612	133593	PLT
17110	3.108	71735.11518	97577	PLT
24010	2.76	91607.09013	47257	PLT
29870	2.602	534084.9669	27130	PLT
11200	3.577	129287.0438	219158	PLT
3860	4.731	81548.78594	928670	PLT
9980	3.79	106277.5151	268990	PLT
11440	3.568	123854.3982	211046	PLT
7670	4.103	95998.67378	426196	PLT
5470	4.488	81542.02707	688584	PLT
12480	3.431	97260.73394	180260	PLT
10370	3.758	144039.5212	251260	PLT
7680	4.121	112594.1678	424508	PLT
9860	3.832	108832.985	275732	PLT
15100	3.277	100638.4985	125552	PLT
27160	2.636	86228.11602	34561	PLT
24230	2.786	355943.1967	45926	PLT
23480	2.754	80531.88957	50017	PLT
17660	3.049	68941.83125	90987	PLT
21910	2.901	82089.71776	58010	PLT
20160	2.993	78713.38707	68347	PLT
15330	3.186	85581.37349	122302	PLT
1430	4.344	58115.16394	715416	PLT
3590	4.789	84385.90035	956212	PLT
20770	2.881	91596.04913	63862	PLT
450	2.225	28263.99677	441143	PLT
1580	4.481	59450.18257	757907	PLT
12960	3.44	91028.67815	167578	PLT
1260	4.144	51430.57433	667201	PLT
11850	3.548	93316.69129	197872	PLT
26930	2.651	68744.89197	34941	PLT
18050	3.032	87355.54964	86369	PLT
18970	2.952	123714.8967	78419	PLT
21680	2.931	95371.4925	58113	PLT
7870	4.114	86925.35958	409372	PLT
26650	2.714	76007.21469	36054	PLT
29230	2.572	92686.12033	28510	PLT
21310	2.851	73189.83815	60930	PLT
2290	4.815	71137.21688	903547	PLT
29590	2.619	129430.4389	28131	PLT
14080	3.362	87771.61498	143414	PLT
2610	4.898	64126.41614	944319	PLT
5200	4.492	89150.66129	727442	PLT
15210	3.203	76541.97199	123579	PLT
4180	4.674	71651.77281	888036	PLT
9890	3.863	104017.027	274473	PLT
15870	3.203	70334.46481	114598	PLT
4960	4.555	76347.03524	765099	PLT
4810	4.575	88062.55961	787696	PLT
5370	4.489	71351.9004	703536	PLT
15580	3.159	104106.8339	118386	PLT
25660	2.821	71676.22501	39803	PLT
13540	3.389	117995.9839	154183	PLT
18780	2.978	153323.0946	79723	PLT
27370	2.703	98830.22759	33740	PLT
270	1.662	11733.09081	399985	PLT
3030	4.889	72316.38754	967407	PLT
6840	4.246	112540.6935	516551	PLT
10260	3.759	88153.77392	255512	PLT
25090	2.709	79115.06795	42298	PLT
330	1.834	14617.87632	411963	PLT
22820	2.82	75207.55035	53080	PLT
23400	2.763	88949.48968	50299	PLT
26870	2.868	64612.89971	35419	PLT
21150	2.935	94970.51803	61772	PLT
25210	2.769	65826.48222	41337	PLT
20060	2.977	87499.59346	69050	PLT
19670	2.904	96139.13893	71773	PLT
18270	3.041	103358.5355	85027	PLT
25330	2.765	102098.7329	41181	PLT
18110	3.033	75195.23956	86226	PLT
29830	2.508	64882.84498	26926	PLT
18430	2.973	64924.89592	82773	PLT
8290	4.049	92007.35654	374457	PLT
6210	4.376	81757.62625	587427	PLT
8520	3.994	100172.8923	357664	PLT
28900	2.578	94231.2361	29111	PLT
60	1.752	11179.9588	191855	PLT
18020	3.015	73343.83341	87455	PLT
20360	2.883	75586.55382	66969	PLT
28410	2.733	98753.80605	30978	PLT
10010	3.784	91729.32304	266332	PLT
6020	4.412	103846.5194	613806	PLT
160	1.444	9210.703533	301455	PLT
8490	3.972	115231.9489	358664	PLT
5790	4.432	91212.12851	642170	PLT
10950	3.634	79585.623	228615	PLT
12640	3.551	128178.299	176209	PLT
4050	4.714	69821.42701	906005	PLT
27020	2.759	78587.86754	34975	PLT
24420	2.753	165764.4617	45285	PLT
21760	2.877	82392.04016	58633	PLT
17700	3.066	114948.1428	90899	PLT
5920	4.416	83544.00343	626634	PLT
19370	2.962	79367.80378	74827	PLT
4270	4.664	72595.92596	872731	PLT
4820	4.568	88634.34147	786645	PLT
10470	3.713	68573.71869	247547	PLT
16530	3.165	78021.87489	105359	PLT
8720	3.977	137810.8867	344010	PLT
17070	3.049	56537.05031	98138	PLT
17830	3.032	108397.5892	89560	PLT
26250	2.784	63770.75878	37721	PLT
6720	4.326	95385.35387	525185	PLT
1590	4.488	59800.90381	760780	PLT
24870	2.772	78125.456	43123	PLT
15810	3.171	102105.6638	115415	PLT
1100	3.873	46386.5022	632015	PLT
2990	4.9	69917.38583	967772	PLT
140	1.54	9743.323533	254629	PLT
5440	4.456	92041.56397	692254	PLT
3100	4.866	77157.40943	972292	PLT
3830	4.73	74366.00075	932241	PLT
12040	3.522	74640.03535	192026	PLT
2580	4.912	73759.36522	942076	PLT
21440	2.853	66155.31313	60027	PLT
18450	3.018	86893.67494	83125	PLT
18200	2.983	72548.48219	85340	PLT
15440	3.197	130170.5194	120888	PLT
29040	2.658	68604.19495	29098	PLT
23110	2.796	74608.63215	51668	PLT
13100	3.418	110411.9107	164020	PLT
26330	2.742	80285.87867	37142	PLT
29750	2.633	96550.31002	27268	PLT
1850	4.668	63926.755	829079	PLT
13290	3.399	113532.0019	159612	PLT
14420	3.317	87328.20691	136908	PLT
10000	3.806	94442.41958	269407	PLT
16510	3.124	75617.71501	104948	PLT
12940	3.389	133885.3417	167651	PLT
15600	3.171	69659.65856	117811	PLT
23330	2.805	68858.56199	50624	PLT
19350	2.959	94598.00755	73964	PLT
5350	4.487	90533.34928	705479	PLT
2710	4.911	73709.68429	952837	PLT
3940	4.73	76208.84847	917029	PLT
15930	3.179	109614.3213	113613	PLT
27500	2.83	70644.50479	33108	PLT
6090	4.389	82715.05504	602988	PLT
1750	4.613	160451.0812	804761	PLT
18990	2.982	81758.55591	77604	PLT
7140	4.221	102617.1556	479634	PLT
6190	4.36	72869.19353	590381	PLT
1550	4.4	59809.48012	762520	PLT
9010	3.915	82658.18352	324161	PLT
26780	2.686	66080.32101	35711	PLT
9830	3.809	76247.42821	278199	PLT
11650	3.52	89573.20637	204968	PLT
20960	2.792	67467.6858	62751	PLT
25610	2.747	79602.75082	39904	PLT
19660	2.926	66358.52801	72001	PLT
7720	4.107	109711.4419	421116	PLT
3300	4.849	66027.01715	973138	PLT
630	2.747	28581.57368	501944	PLT
1670	4.553	57553.6767	782337	PLT
2180	4.797	58402.36414	889677	PLT
10710	3.689	107183.8745	237009	PLT
26230	2.728	72841.82064	37552	PLT
14710	3.237	72529.38258	131003	PLT
18590	3.032	90347.49926	81589	PLT
19060	3.051	80651.62898	77149	PLT
24450	2.743	78664.06928	44894	PLT
24560	2.758	62099.46934	44548	PLT
28530	2.592	65558.38663	30453	PLT
3250	4.852	80819.77541	973384	PLT
4150	4.682	72004.88216	890989	PLT
19390	2.993	70572.7985	74508	PLT
12000	3.538	98745.58841	193875	PLT
12210	3.559	80935.87251	186737	PLT
24610	2.716	75813.96717	44268	PLT
28030	2.666	350151.1483	31868	PLT
17420	3.092	88075.50896	94265	PLT
4620	4.618	77411.58143	820944	PLT
3140	4.878	71900.16645	971167	PLT
22430	2.875	83336.83605	55307	PLT
8300	4.075	83626.93431	374572	PLT
14900	3.284	78810.06698	128312	PLT
2260	4.813	68211.31468	900122	PLT
1400	4.289	53422.68707	708312	PLT
29720	2.621	105213.9977	27387	PLT
14110	3.321	71880.75032	142085	PLT
20330	2.845	90864.6916	66900	PLT
18640	3.024	78031.33883	80633	PLT
23060	2.909	65216.36321	51665	PLT
26680	2.732	74761.88964	36043	PLT
26380	2.753	91251.51739	37166	PLT
27670	2.745	135931.9838	32484	PLT
2660	4.897	63346.08522	950308	PLT
600	2.659	28598.63038	492295	PLT
570	2.608	29331.17479	483077	PLT
810	3.226	36669.91531	565761	PLT
23080	2.758	229223.2111	52253	PLT
29010	2.63	109782.6006	29121	PLT
19530	2.922	80997.63434	73415	PLT
13530	3.35	76783.56005	157227	PLT
25340	2.747	106251.3808	40961	PLT
390	2.044	18702.17441	421284	PLT
2530	4.861	71567.32459	935862	PLT
24290	2.794	72890.10645	45514	PLT
20800	2.954	73650.34944	64087	PLT
4110	4.692	84871.59098	894867	PLT
16840	3.115	69287.92418	100955	PLT
1420	4.302	54176.39437	714131	PLT
22680	2.826	90795.23429	53825	PLT
18850	2.973	94650.22625	78643	PLT
1320	4.205	59477.26103	686784	PLT
18820	2.954	69765.93362	79287	PLT
17630	3.066	79778.68495	90910	PLT
16410	3.101	62957.96777	106738	PLT
29070	2.588	68814.68761	28763	PLT
14740	3.271	65245.89796	131288	PLT
11740	3.589	95215.90933	200641	PLT
14480	3.332	67486.90334	134670	PLT
15920	3.17	82732.22423	113403	PLT
27720	2.647	82742.3916	32803	PLT
11910	3.554	133479.1368	196586	PLT
5720	4.424	90483.28626	652944	PLT
4300	4.668	72213.71884	867340	PLT
2060	4.761	62089.45674	868507	PLT
12690	3.479	63378.04171	174002	PLT
28090	2.654	138355.4905	31691	PLT
11340	3.598	81918.15909	214620	PLT
18280	2.973	104976.2309	85236	PLT
24630	2.698	70254.42623	44545	PLT
12350	3.47	84521.63635	183139	PLT
29640	2.619	77836.53369	27720	PLT
16230	3.164	92413.90268	108846	PLT
25050	2.727	86082.43665	42153	PLT
26240	2.753	83139.47934	37431	PLT
13790	3.372	79682.76998	148635	PLT
17930	3.047	83215.1344	88222	PLT
28270	2.669	86676.90337	31163	PLT
9310	3.9	98554.55308	305375	PLT
4690	4.59	78907.82013	805402	PLT
11050	3.664	68913.80734	225481	PLT
5640	4.44	88943.82508	663342	PLT
13170	3.435	80748.28496	161914	PLT
20010	2.921	82304.90827	69213	PLT
19330	3.025	65095.22127	74805	PLT
25100	2.708	72139.50205	41904	PLT
28610	2.727	111906.4442	30611	PLT
23420	2.827	66771.01421	50737	PLT
18060	3.083	74910.99946	86582	PLT
3430	4.818	87035.89809	965610	PLT
5670	4.433	105996.8439	661442	PLT
23190	2.833	80517.43767	51682	PLT
3470	4.842	81174.02959	965777	PLT
29210	2.762	83962.84948	28435	PLT
8910	3.954	104822.7075	330212	PLT
26050	2.687	65214.36045	38542	PLT
19380	2.93	69700.20187	74709	PLT
15050	3.294	73923.29899	125715	PLT
25350	2.76	82441.68945	41279	PLT
24790	2.829	70186.18355	43432	PLT
28840	2.609	84091.71827	29570	PLT
28680	2.706	65901.01372	29869	PLT
11160	3.663	89182.17518	220651	PLT
6940	4.272	86731.9458	499335	PLT
25080	2.728	89642.65823	42401	PLT
10040	3.793	82370.56215	265187	PLT
15110	3.223	70748.45331	124618	PLT
11290	3.618	80502.48018	214851	PLT
29910	2.62	71480.35626	27044	PLT
21060	2.869	258788.1188	62551	PLT
7410	4.16	77194.23877	449980	PLT
26010	2.805	81834.10723	38360	PLT
25440	2.726	141386.2258	40539	PLT
16200	3.117	72075.39737	110562	PLT
20940	2.84	79603.80131	62908	PLT
25110	2.672	93236.39923	42461	PLT
5590	4.474	81222.26271	671778	PLT
2030	4.709	65940.60563	863997	PLT
1370	4.26	60564.63665	701030	PLT
9760	3.794	89862.92131	280535	PLT
4290	4.679	82965.27222	867104	PLT
16800	3.124	91469.29189	102167	PLT
2860	4.891	71229.40146	962012	PLT
18720	2.981	65306.83225	80434	PLT
11520	3.576	67153.22885	207965	PLT
23590	2.774	71108.27074	49425	PLT
16400	3.144	69793.9978	107203	PLT
24000	2.725	68286.97165	47278	PLT
14970	3.312	91965.65748	127130	PLT
14040	3.609	55874.99623	48378	TTI
1080	4.4	42499.80906	117287	TTI
350	3.308	29999.28352	17751	TTI
3130	4.722	48132.85267	342208	TTI
23880	3.089	70004.5743	11716	TTI
25410	3.019	69986.57645	9719	TTI
28250	2.889	73808.64413	6913	TTI
130	4.899	29556.69331	3488	TTI
23390	3.019	68296.75288	12738	TTI
9700	3.899	50542.84762	108556	TTI
5820	4.475	46260.32524	251854	TTI
18100	3.3	61587.61643	25114	TTI
12130	3.564	52944.86444	68098	TTI
27750	2.858	74663.00612	7498	TTI
18930	3.368	64379.26888	22242	TTI
16920	3.321	60319.7044	30670	TTI
10130	3.695	50598.61101	100561	TTI
17670	3.358	61417.19117	26853	TTI
9240	3.949	49516.79981	119665	TTI
25360	2.988	69763.43828	9816	TTI
20140	3.229	65008.26826	18751	TTI
16210	3.364	58754.10136	33824	TTI
22690	3.37	69297.22511	13821	TTI
25240	2.999	70839.89944	10206	TTI
12030	3.627	53896.83831	69334	TTI
4030	4.694	46974.56142	332003	TTI
16180	3.49	59420.9666	34088	TTI
13430	3.543	54580.74535	53636	TTI
7260	4.219	47425.33045	184618	TTI
8250	4.029	48435.33124	148717	TTI
16970	3.422	60973.0648	29922	TTI
12750	3.536	55257.51182	60695	TTI
23840	3.089	70129.18558	11808	TTI
27450	2.716	71942.3351	7685	TTI
27480	2.887	72486.83417	7700	TTI
24700	2.964	68317.25357	10704	TTI
27280	2.844	76438.69933	7948	TTI
6770	4.285	47406.51508	206344	TTI
29190	3.014	76820.83478	6174	TTI
4500	4.648	46308.69805	313802	TTI
4990	4.587	46010.09909	291778	TTI
8880	3.959	49121.94142	129873	TTI
2380	4.744	48110.47704	306441	TTI
13980	3.413	55910.50571	49595	TTI
26550	2.886	74544.6813	8642	TTI
29530	3.026	77937.39911	5907	TTI
21730	3.218	65859.91449	15384	TTI
24890	3.026	70362.01096	10372	TTI
10500	3.815	50660.07483	93562	TTI
760	3.981	38111.94722	69852	TTI
11590	3.706	53041.43218	75521	TTI
21340	3.058	64866.48671	16256	TTI
10690	3.719	51223.94896	90317	TTI
21650	3.125	65855.52068	15780	TTI
15500	3.323	57955.35787	37539	TTI
25810	3.341	73569.69205	9357	TTI
16610	3.439	60095.73908	31764	TTI
15940	3.341	58704.74406	35210	TTI
25940	3.226	72001.2916	9010	TTI
17760	3.297	61105.34822	26481	TTI
26800	3.038	72851.89128	8357	TTI
12630	3.616	54024.60993	62267	TTI
11710	3.586	51954.32413	73754	TTI
800	4.079	37586.38685	76658	TTI
2220	4.614	47264.56558	290679	TTI
7550	4.125	47828.68344	174433	TTI
13800	3.559	56321.02393	50359	TTI
20520	3.237	65453.7685	17892	TTI
9320	3.86	50253.00305	117925	TTI
24540	3.044	67030.07551	10941	TTI
24120	3.095	68687.4172	11617	TTI
21070	3.157	66953.36014	17028	TTI
17540	3.398	61075.38106	27495	TTI
14000	3.49	55979.53548	49309	TTI
2770	4.729	48059.46353	334056	TTI
17060	3.271	60691.05277	29656	TTI
5360	4.536	46464.13766	273865	TTI
26590	3.038	74402.43206	8483	TTI
23810	3.155	68560.77285	11977	TTI
7130	4.202	47119.42786	191560	TTI
18510	3.236	62785.00481	23978	TTI
7040	4.21	47189.95194	193702	TTI
23700	2.928	69443.92246	12189	TTI
18530	3.254	62515.64655	24162	TTI
28150	3.052	77207.38494	7220	TTI
24620	3.119	73123.16369	10760	TTI
9600	3.854	50273.94422	111395	TTI
2900	4.712	48292.35785	338494	TTI
2320	4.732	47627.92813	301058	TTI
10650	3.82	51846.0285	91037	TTI
6480	4.344	46751.96892	219360	TTI
6880	4.287	47644.33026	201648	TTI
21850	3.089	68112.45655	15344	TTI
2560	4.699	47941.10269	320952	TTI
26180	2.922	72015.91178	8829	TTI
12910	3.549	53669.28139	59292	TTI
12870	3.655	54756.3611	59329	TTI
19680	3.232	65514.36226	19864	TTI
24590	2.976	69465.82392	10989	TTI
24810	2.977	70290.13473	10663	TTI
23220	3.17	68392.50998	12839	TTI
13190	3.529	54168.1939	56303	TTI
22260	3.151	66438.34687	14585	TTI
25930	3.004	72498.07162	9383	TTI
1730	4.549	46098.50032	227936	TTI
1050	4.352	42491.65691	113049	TTI
1160	4.494	43201.6449	130966	TTI
9030	3.931	49020.44102	125846	TTI
14690	3.456	57255.08075	43179	TTI
11990	3.66	53396.67304	69816	TTI
12800	3.634	55042.54557	60382	TTI
8310	4.004	47788.16086	147133	TTI
15290	3.384	59220.64553	39003	TTI
940	4.23	40374.08641	95796	TTI
24500	2.911	70576.41387	10995	TTI
25880	3.229	70795.52866	9310	TTI
26510	3.07	71321.10265	8487	TTI
12160	3.663	52733.93519	68192	TTI
2040	4.602	46502.77534	270728	TTI
5490	4.486	46373.4531	268670	TTI
27910	2.827	72552.83249	7315	TTI
29990	3.193	78265.22287	5467	TTI
22780	3.167	67728.45839	13506	TTI
16140	3.375	59155.84902	34123	TTI
17120	3.32	60742.44356	29103	TTI
27610	2.876	74962.8544	7561	TTI
1010	4.287	42306.6701	106995	TTI
4580	4.621	46067.7966	310422	TTI
3260	4.679	47576.37257	344371	TTI
4950	4.564	46043.9135	294654	TTI
2210	4.682	47258.68435	289472	TTI
7330	4.168	47979.96565	182049	TTI
1360	4.442	44499.45046	166275	TTI
7470	4.162	47459.03952	176235	TTI
18140	3.372	63116.50148	25200	TTI
18960	3.263	63923.52521	22064	TTI
22830	3.161	69316.21277	13499	TTI
24250	3.114	67480.07323	11402	TTI
27860	2.962	74083.07054	7368	TTI
9000	3.941	49243.70685	127023	TTI
12380	3.597	54520.51219	65185	TTI
7310	4.167	47137.35398	183328	TTI
26670	3.066	71920.64391	8434	TTI
