VALUE	BOUNCE_RATE	FREQUENCY	TIMER
4113	0.508816	3573	FID
4682	0.517159	2506	FID
3939	0.510018	3843	FID
4774	0.50182	2473	FID
3360	0.520428	5605	FID
4783	0.519833	2395	FID
4261	0.508197	3172	FID
42	0.505078	468361	FID
1941	0.504234	12871	FID
1708	0.518999	14501	FID
49	0.496378	385863	FID
474	0.564013	29627	FID
1374	0.519211	17750	FID
167	0.50936	84510	FID
971	0.539816	22315	FID
1565	0.511406	16044	FID
250	0.525246	52859	FID
2644	0.510648	8499	FID
1646	0.509354	15341	FID
1111	0.534916	20721	FID
1968	0.509479	12554	FID
1132	0.530203	20362	FID
4781	0.501911	2355	FID
4872	0.517998	2278	FID
2981	0.516143	6969	FID
3571	0.519559	4806	FID
1509	0.520309	16815	FID
1780	0.512872	14062	FID
4743	0.504545	2420	FID
4646	0.518721	2564	FID
3765	0.515457	4270	FID
703	0.560438	25580	FID
2379	0.51694	10065	FID
2974	0.507648	6995	FID
4796	0.506832	2415	FID
2467	0.511424	9585	FID
2233	0.509444	10747	FID
2696	0.517304	8264	FID
4413	0.515851	2902	FID
1902	0.516716	13071	FID
635	0.563637	26824	FID
801	0.546269	24660	FID
1620	0.51074	15317	FID
2965	0.500282	7088	FID
4830	0.511083	2391	FID
4647	0.496291	2561	FID
2673	0.518483	8278	FID
1442	0.523015	17271	FID
3292	0.506908	5790	FID
3874	0.519099	3953	FID
4639	0.522667	2625	FID
3837	0.519655	4172	FID
4758	0.508907	2470	FID
1705	0.50795	14905	FID
127	0.49721	113067	FID
1603	0.5152	15724	FID
2699	0.515409	8242	FID
1094	0.532298	20806	FID
395	0.565835	33432	FID
4132	0.508884	3433	FID
375	0.550661	34800	FID
3460	0.518491	5300	FID
4172	0.511435	3367	FID
4181	0.503819	3404	FID
4968	0.512306	2194	FID
4533	0.510717	2706	FID
3500	0.519617	5123	FID
1302	0.522359	18583	FID
1369	0.516761	17929	FID
819	0.552724	24287	FID
138	0.49905	102611	FID
2484	0.51325	9434	FID
1310	0.522492	18362	FID
2170	0.515304	11304	FID
1271	0.5163	18896	FID
4240	0.510772	3342	FID
1126	0.525388	20659	FID
1699	0.517749	14592	FID
2081	0.510505	11994	FID
4650	0.513173	2619	FID
4251	0.518564	3232	FID
1325	0.513899	18239	FID
2795	0.522407	7743	FID
2021	0.504502	12218	FID
557	0.565906	27577	FID
1847	0.505258	13502	FID
2035	0.509799	12399	FID
2410	0.509593	9747	FID
3418	0.520228	5265	FID
3610	0.510729	4707	FID
4753	0.513083	2446	FID
2156	0.512275	11283	FID
2452	0.507014	9410	FID
2767	0.522923	8005	FID
4293	0.500981	3058	FID
3705	0.50851	4348	FID
1147	0.530246	20317	FID
3894	0.509964	3914	FID
670	0.561931	25811	FID
3791	0.510204	4263	FID
1660	0.513259	14858	FID
2776	0.505469	7771	FID
183	0.513907	74891	FID
95	0.47934	162054	FID
4125	0.516744	3464	FID
958	0.534318	22335	FID
1569	0.512183	15965	FID
2683	0.516557	8214	FID
3885	0.522466	4006	FID
1627	0.51138	15597	FID
2664	0.518176	8445	FID
2650	0.518497	8623	FID
4914	0.501144	2185	FID
3189	0.511375	6066	FID
2399	0.513115	9760	FID
1419	0.520306	17409	FID
50	0.495864	377583	FID
1679	0.515528	14973	FID
262	0.526263	49652	FID
3686	0.505093	4516	FID
1315	0.518721	18455	FID
1975	0.506084	12739	FID
1718	0.511746	14771	FID
3905	0.519711	3881	FID
3377	0.525882	5583	FID
3942	0.504139	3745	FID
1786	0.507377	14165	FID
4211	0.518564	3259	FID
2782	0.5135	7889	FID
4728	0.532692	2493	FID
3416	0.525185	5261	FID
3476	0.529311	5237	FID
4193	0.508977	3342	FID
4121	0.505389	3526	FID
4578	0.508244	2790	FID
231	0.520404	57294	FID
984	0.535708	22236	FID
708	0.555604	25133	FID
2576	0.515564	8899	FID
2839	0.518887	7545	FID
1036	0.540336	21631	FID
1130	0.519358	20612	FID
1245	0.5258	19496	FID
2825	0.517087	7579	FID
4470	0.501925	2857	FID
4718	0.521229	2473	FID
2755	0.514827	8026	FID
4129	0.519048	3360	FID
4513	0.508143	2763	FID
3274	0.518768	5648	FID
4593	0.51632	2696	FID
2640	0.514429	8594	FID
274	0.531952	46820	FID
2106	0.511342	11726	FID
158	0.50108	88872	FID
90	0.477642	172447	FID
1877	0.513168	13366	FID
870	0.544206	23447	FID
429	0.564552	31579	FID
1115	0.531975	20657	FID
2771	0.508072	7991	FID
4439	0.51283	2845	FID
1461	0.522056	17002	FID
902	0.53961	23315	FID
2230	0.509042	10783	FID
2902	0.52077	7270	FID
2630	0.513731	8703	FID
3026	0.516299	6841	FID
4727	0.502982	2515	FID
4731	0.499013	2533	FID
1510	0.510867	16380	FID
2348	0.506888	10162	FID
1676	0.510013	14880	FID
2073	0.50902	11974	FID
1376	0.519914	17726	FID
493	0.57283	29157	FID
1230	0.527519	19550	FID
2430	0.515378	9787	FID
1368	0.519406	17778	FID
3922	0.523326	3837	FID
3482	0.509044	5086	FID
4649	0.521553	2575	FID
3863	0.508874	4113	FID
3490	0.508323	5046	FID
970	0.532132	22361	FID
353	0.547677	36286	FID
999	0.534553	21966	FID
4566	0.505651	2743	FID
299	0.53551	43622	FID
1460	0.522355	17021	FID
1383	0.514145	17816	FID
503	0.571784	28927	FID
539	0.575266	28180	FID
2884	0.513808	7242	FID
2501	0.512405	9311	FID
2398	0.515105	9798	FID
2789	0.514763	7790	FID
1806	0.504241	13912	FID
2590	0.502082	8644	FID
3993	0.510387	3803	FID
2919	0.515787	7348	FID
1689	0.51191	14862	FID
285	0.530315	45654	FID
2173	0.509539	11322	FID
2445	0.511924	9519	FID
1665	0.51536	14974	FID
1189	0.526249	19848	FID
621	0.57041	26637	FID
1339	0.521732	18314	FID
4152	0.520891	3279	FID
2486	0.509995	9355	FID
826	0.54616	24220	FID
3762	0.50365	4384	FID
4280	0.518802	3138	FID
2236	0.51593	10672	FID
3621	0.504062	4801	FID
4834	0.50549	2368	FID
3257	0.513259	5732	FID
3688	0.513561	4535	FID
3882	0.527641	4052	FID
3237	0.518394	5926	FID
4348	0.519287	3085	FID
1554	0.514563	16274	FID
1179	0.529748	19951	FID
1107	0.527499	20728	FID
1477	0.521825	16770	FID
644	0.564054	26189	FID
3971	0.501433	3839	FID
3554	0.522557	4943	FID
3702	0.519536	4479	FID
4444	0.5061	2869	FID
4546	0.517082	2810	FID
1044	0.531563	21433	FID
4000	0.52	3800	FID
27	0.5365	865394	FID
607	0.563799	26513	FID
351	0.546576	36714	FID
430	0.561644	31625	FID
1755	0.515836	14303	FID
417	0.558462	32303	FID
876	0.545171	23400	FID
3205	0.518797	6118	FID
4122	0.521453	3496	FID
2080	0.509799	11889	FID
4736	0.496324	2448	FID
1817	0.514907	14020	FID
3127	0.515133	6476	FID
3679	0.52202	4496	FID
3398	0.521356	5104	FID
2851	0.51791	7482	FID
2722	0.507545	8151	FID
2420	0.513326	9793	FID
1305	0.516134	18718	FID
3074	0.506035	6545	FID
4301	0.504183	3108	FID
4678	0.505317	2539	FID
3012	0.512308	6703	FID
1300	0.518308	18653	FID
1336	0.51626	17958	FID
2062	0.51462	12209	FID
1032	0.533407	21867	FID
3598	0.527215	4740	FID
1843	0.510344	13824	FID
818	0.551298	24114	FID
3810	0.513335	4237	FID
2077	0.499959	12133	FID
1123	0.527578	20687	FID
2927	0.511187	7285	FID
2842	0.508387	7512	FID
2977	0.511796	7036	FID
2240	0.51058	10633	FID
4395	0.514009	2998	FID
1682	0.512407	14830	FID
3648	0.526386	4510	FID
3544	0.511432	4855	FID
3506	0.513568	4975	FID
2362	0.504158	10102	FID
4143	0.512057	3359	FID
4648	0.516117	2606	FID
311	0.537843	41263	FID
532	0.576631	28474	FID
1231	0.525718	19189	FID
887	0.545974	23274	FID
805	0.551101	24471	FID
1188	0.52207	19687	FID
1346	0.51972	18129	FID
802	0.546223	24609	FID
4373	0.51068	3043	FID
799	0.553536	24376	FID
1982	0.51991	12481	FID
2719	0.513616	8152	FID
956	0.537628	22523	FID
3577	0.510044	4978	FID
2544	0.522913	9078	FID
1846	0.51558	13575	FID
3228	0.511918	6083	FID
655	0.559396	26273	FID
2672	0.510427	8248	FID
2636	0.51248	8574	FID
2939	0.514915	7040	FID
3431	0.512772	5324	FID
1349	0.51827	18309	FID
3790	0.519299	4223	FID
3369	0.517197	5379	FID
3184	0.522746	6089	FID
3787	0.500117	4289	FID
94	0.479953	164141	FID
2015	0.509251	12377	FID
3513	0.515567	5107	FID
2812	0.515365	7810	FID
4254	0.517187	3171	FID
374	0.554084	34659	FID
4426	0.520216	2968	FID
3270	0.508012	5866	FID
3070	0.510978	6513	FID
3778	0.516304	4416	FID
3318	0.518479	5601	FID
3817	0.519535	4044	FID
2602	0.515881	8721	FID
2790	0.505067	7894	FID
43	0.502778	453224	FID
1855	0.507346	13545	FID
1582	0.515064	15932	FID
913	0.540553	23019	FID
1623	0.51664	15355	FID
2803	0.513287	7752	FID
1440	0.51566	17114	FID
3966	0.515048	3821	FID
2041	0.503066	12068	FID
1945	0.511732	12743	FID
2275	0.505661	10422	FID
1311	0.521137	18333	FID
1434	0.515143	17302	FID
4496	0.512785	2855	FID
4613	0.515904	2578	FID
3916	0.515567	4015	FID
4243	0.513396	3210	FID
4741	0.499791	2395	FID
70	0.482285	236132	FID
2343	0.498883	10291	FID
243	0.520854	53418	FID
1075	0.531633	21370	FID
834	0.539009	24302	FID
3514	0.51713	4933	FID
990	0.534721	22105	FID
1196	0.522072	19482	FID
1927	0.513364	12983	FID
2099	0.514913	11835	FID
899	0.538731	23431	FID
4259	0.512256	3223	FID
1561	0.513962	15865	FID
4860	0.48906	2331	FID
3321	0.521573	5771	FID
3027	0.529931	6682	FID
4411	0.500165	3027	FID
4575	0.512204	2704	FID
2550	0.511533	9061	FID
2658	0.515804	8447	FID
2394	0.508591	10010	FID
1221	0.526338	19326	FID
2411	0.517126	9839	FID
987	0.537719	22058	FID
2091	0.514047	11746	FID
2184	0.512193	11277	FID
4784	0.480986	2393	FID
2674	0.51004	8217	FID
1799	0.514388	14005	FID
2097	0.50674	11572	FID
2740	0.511737	8094	FID
4108	0.510017	3494	FID
2626	0.511073	8715	FID
4645	0.508631	2607	FID
2446	0.507841	9629	FID
3147	0.513294	6168	FID
2134	0.503722	11419	FID
1783	0.513538	14145	FID
2928	0.524958	7172	FID
1172	0.524391	20212	FID
483	0.564981	29447	FID
4660	0.498866	2646	FID
3747	0.515858	4288	FID
880	0.544727	23621	FID
2556	0.518846	9153	FID
665	0.564985	25783	FID
4577	0.504628	2701	FID
3635	0.520513	4680	FID
4412	0.49455	2936	FID
3927	0.50311	3858	FID
1525	0.518473	16402	FID
768	0.552639	24839	FID
3223	0.517997	6112	FID
2603	0.508641	8680	FID
3305	0.512559	5693	FID
2256	0.521271	10413	FID
1614	0.505288	15696	FID
1618	0.519228	15602	FID
3232	0.52062	5868	FID
3351	0.519625	5656	FID
2463	0.52282	9290	FID
1571	0.51349	15901	FID
4807	0.516267	2336	FID
3280	0.520283	5793	FID
2924	0.513832	7302	FID
769	0.555089	24742	FID
2503	0.51163	9458	FID
2078	0.510039	11854	FID
2836	0.520117	7506	FID
400	0.558307	33478	FID
3256	0.530106	5929	FID
3468	0.517923	5161	FID
1579	0.513088	15816	FID
2459	0.514862	9521	FID
3672	0.51659	4551	FID
1343	0.520864	18381	FID
4542	0.497498	2798	FID
3308	0.520237	5732	FID
4446	0.512522	2835	FID
4772	0.534428	2498	FID
4555	0.521221	2686	FID
4403	0.519664	2975	FID
2003	0.510196	12260	FID
133	0.497221	107578	FID
824	0.554537	24112	FID
82	0.480411	194729	FID
1102	0.527017	20709	FID
869	0.541359	23997	FID
686	0.556616	25664	FID
846	0.545853	23739	FID
3903	0.526342	3948	FID
1164	0.519085	20016	FID
2229	0.507533	11018	FID
4147	0.506924	3322	FID
4009	0.50316	3798	FID
3640	0.514343	4497	FID
2850	0.516198	7470	FID
678	0.565792	25672	FID
116	0.488953	126728	FID
959	0.53518	22243	FID
3838	0.51623	4159	FID
178	0.511264	77013	FID
1201	0.520782	19849	FID
3432	0.526928	5329	FID
2200	0.512844	10978	FID
4767	0.510252	2536	FID
2946	0.509191	7072	FID
4804	0.5133	2406	FID
2225	0.510055	10840	FID
526	0.569366	27975	FID
3492	0.512458	5017	FID
3454	0.518669	5169	FID
4116	0.513709	3465	FID
2629	0.508524	8505	FID
184	0.515909	74676	FID
2852	0.522341	7587	FID
4980	0.49675	2154	FID
2417	0.510516	9890	FID
4693	0.511582	2547	FID
65	0.486156	260731	FID
2292	0.521105	10495	FID
3593	0.507705	4737	FID
822	0.549331	24133	FID
2181	0.521907	11412	FID
1852	0.515401	13603	FID
484	0.570444	29598	FID
894	0.543159	23448	FID
1161	0.527856	20193	FID
4880	0.501109	2255	FID
4944	0.502517	2185	FID
2154	0.505913	11415	FID
13	0.55955	2166301	FID
20	0.548909	1310063	FID
52	0.493607	353972	FID
1671	0.515875	15118	FID
2268	0.517912	10803	FID
1398	0.515496	17521	FID
1150	0.524702	20322	FID
2306	0.511771	10534	FID
4468	0.512971	2891	FID
1358	0.520797	17911	FID
1256	0.520433	19136	FID
1225	0.525122	19186	FID
2979	0.513319	6945	FID
2025	0.508884	12325	FID
3834	0.52223	4251	FID
4339	0.507957	3079	FID
3389	0.518081	5420	FID
4048	0.505578	3675	FID
3776	0.510397	4232	FID
4036	0.516481	3671	FID
4641	0.517464	2634	FID
2404	0.515725	9984	FID
145	0.500269	96650	FID
251	0.522939	52050	FID
2026	0.507102	12179	FID
303	0.532201	42437	FID
465	0.571386	29873	FID
2461	0.514707	9417	FID
581	0.565869	27699	FID
820	0.54454	24057	FID
4015	0.504643	3769	FID
2466	0.510561	9658	FID
1515	0.515335	16335	FID
3450	0.519123	5151	FID
2098	0.509014	11870	FID
2925	0.515438	7190	FID
1262	0.517307	18981	FID
4884	0.49345	2290	FID
4387	0.515542	3024	FID
910	0.546341	23068	FID
1478	0.517297	16795	FID
1765	0.514512	14161	FID
2361	0.517418	9961	FID
402	0.556834	32753	FID
2985	0.509591	6986	FID
2287	0.512575	10338	FID
3853	0.511948	4143	FID
2662	0.512215	8432	FID
2572	0.513689	8912	FID
1522	0.51704	16432	FID
1506	0.51672	16388	FID
3555	0.509356	4810	FID
1764	0.511307	14416	FID
3180	0.519994	6202	FID
1604	0.516021	15542	FID
2552	0.508328	9126	FID
2773	0.514594	7880	FID
3707	0.511253	4399	FID
2786	0.509612	7751	FID
3728	0.506488	4547	FID
4238	0.513707	3210	FID
4982	0.499311	2177	FID
780	0.551246	24646	FID
1407	0.520492	17641	FID
295	0.534758	43457	FID
2257	0.518237	10665	FID
2947	0.508396	7146	FID
4057	0.529542	3622	FID
4921	0.504711	2229	FID
1422	0.520715	17186	FID
326	0.538137	39384	FID
714	0.554302	25432	FID
1060	0.530932	21434	FID
318	0.53335	40690	FID
187	0.514311	72740	FID
3779	0.51186	4300	FID
3288	0.514379	5807	FID
2168	0.512818	11273	FID
1324	0.516907	18336	FID
3159	0.518381	6175	FID
2370	0.513389	9971	FID
3299	0.51269	5713	FID
2174	0.507922	11234	FID
4001	0.512971	3739	FID
2618	0.521931	8823	FID
2581	0.523282	8848	FID
4323	0.494197	3102	FID
4058	0.522247	3596	FID
11	0.565338	2599264	FID
88	0.478402	177675	FID
1254	0.517894	19224	FID
1200	0.5209	19904	FID
1264	0.521443	18677	FID
261	0.529475	49279	FID
1281	0.526257	18833	FID
753	0.553446	24754	FID
2752	0.515763	8025	FID
1581	0.511666	15815	FID
1387	0.514793	17508	FID
2270	0.503731	10722	FID
2982	0.516055	6976	FID
490	0.570815	29316	FID
4189	0.497456	3341	FID
3101	0.511505	6606	FID
2584	0.511633	8768	FID
4840	0.495983	2365	FID
4871	0.503231	2321	FID
2368	0.510554	10091	FID
4447	0.503178	2832	FID
3339	0.518971	5561	FID
4699	0.515711	2546	FID
7	0.568165	4178447	FID
3623	0.51062	4755	FID
1890	0.502938	13105	FID
629	0.565476	26880	FID
757	0.556156	24993	FID
2608	0.524485	8740	FID
934	0.540921	22898	FID
1606	0.511808	15498	FID
2264	0.512177	10594	FID
4974	0.50094	2128	FID
1798	0.507385	13812	FID
1501	0.511861	16651	FID
2262	0.514821	10728	FID
574	0.56926	27072	FID
2987	0.502678	7094	FID
2879	0.511983	7469	FID
2620	0.512215	8514	FID
900	0.534056	23344	FID
2961	0.523238	7165	FID
2827	0.509299	7689	FID
3629	0.523238	4583	FID
2690	0.513266	8292	FID
3872	0.516391	4057	FID
4487	0.522583	2834	FID
4369	0.514706	3060	FID
2708	0.519868	8179	FID
4464	0.510847	2858	FID
2601	0.517253	8810	FID
361	0.549282	35794	FID
1462	0.517235	16768	FID
1268	0.515913	18978	FID
1274	0.523917	18669	FID
186	0.510592	72982	FID
816	0.553313	24225	FID
2234	0.521306	10936	FID
1105	0.526856	21038	FID
2948	0.513251	7094	FID
2304	0.513485	10493	FID
2203	0.504562	10851	FID
3915	0.522225	3937	FID
1468	0.516956	17015	FID
3936	0.524755	3878	FID
4668	0.495669	2540	FID
4066	0.511233	3650	FID
3910	0.526422	3974	FID
2732	0.515436	8001	FID
4069	0.528169	3692	FID
237	0.518229	55103	FID
1085	0.524635	21230	FID
593	0.566432	27163	FID
957	0.534097	22700	FID
2893	0.50405	7408	FID
1950	0.509632	12925	FID
1473	0.522767	16801	FID
994	0.534161	22306	FID
3046	0.509083	6606	FID
4047	0.511063	3661	FID
3763	0.504196	4409	FID
4659	0.513619	2570	FID
4295	0.519134	3188	FID
3002	0.51295	6911	FID
3044	0.513597	6766	FID
2011	0.507948	12393	FID
4124	0.521532	3576	FID
4606	0.48945	2654	FID
1190	0.519913	19761	FID
1545	0.516347	16272	FID
2092	0.513308	11948	FID
967	0.539977	22588	FID
1539	0.514252	16103	FID
1978	0.523976	12617	FID
3008	0.515552	6880	FID
4170	0.505398	3427	FID
3738	0.516441	4440	FID
3066	0.510961	6660	FID
4298	0.524171	3165	FID
2357	0.526447	10020	FID
1220	0.525308	19737	FID
3307	0.511874	5769	FID
3794	0.520319	4134	FID
4021	0.513973	3650	FID
4398	0.520966	2981	FID
35	0.520331	610461	FID
3597	0.519145	4727	FID
720	0.559771	25539	FID
1496	0.5128	16562	FID
2627	0.517221	8565	FID
611	0.569397	26932	FID
2801	0.517148	7785	FID
933	0.536813	22764	FID
1301	0.519024	18529	FID
3291	0.515199	5757	FID
2926	0.517017	7081	FID
4547	0.526545	2750	FID
2878	0.515513	7284	FID
2859	0.50583	7461	FID
3502	0.52343	5015	FID
729	0.55693	25215	FID
253	0.523343	51471	FID
1809	0.519848	13931	FID
257	0.528706	50529	FID
850	0.545176	23818	FID
985	0.536695	22115	FID
2652	0.508643	8446	FID
3112	0.515083	6232	FID
1298	0.527229	18565	FID
1070	0.532061	21007	FID
1096	0.528025	20821	FID
1749	0.512947	14559	FID
2703	0.517582	8304	FID
2675	0.521103	8340	FID
2337	0.510394	10102	FID
3558	0.518805	4919	FID
849	0.540003	23898	FID
428	0.566692	31608	FID
4688	0.521251	2494	FID
1059	0.528391	21486	FID
1125	0.532879	20530	FID
1327	0.526779	18279	FID
3525	0.511054	5021	FID
1804	0.511761	13647	FID
1448	0.514779	17254	FID
4177	0.518054	3351	FID
2409	0.50793	9710	FID
4975	0.495345	2148	FID
1505	0.515906	16755	FID
3591	0.515709	4838	FID
3119	0.509252	6323	FID
4353	0.512574	3022	FID
170	0.507818	82244	FID
812	0.549715	24369	FID
1822	0.507811	13570	FID
1776	0.511916	14309	FID
3185	0.531635	6006	FID
1137	0.534352	20494	FID
2691	0.508307	8186	FID
3510	0.516789	5033	FID
1962	0.507316	12643	FID
3095	0.513492	6300	FID
2834	0.513927	7647	FID
3908	0.526763	3886	FID
4749	0.51495	2408	FID
241	0.522762	54587	FID
102	0.484417	148814	FID
1239	0.524958	19272	FID
317	0.542037	40643	FID
787	0.549238	24534	FID
297	0.535752	43634	FID
4334	0.515103	3145	FID
2903	0.510115	7365	FID
4616	0.529217	2721	FID
4831	0.520187	2353	FID
4206	0.501349	3335	FID
4739	0.513065	2411	FID
1472	0.512919	17106	FID
1082	0.52746	21122	FID
2994	0.489869	7008	FID
338	0.546218	37853	FID
1595	0.51337	15632	FID
4482	0.502107	2848	FID
911	0.534653	22942	FID
1686	0.513123	15088	FID
2490	0.509707	9272	FID
1794	0.505888	13926	FID
3473	0.504496	5005	FID
4053	0.530708	3631	FID
169	0.509419	82810	FID
1866	0.505717	13381	FID
501	0.571738	29057	FID
1863	0.517525	13352	FID
1087	0.527869	21242	FID
3660	0.520769	4526	FID
1820	0.511781	13666	FID
1338	0.520422	18216	FID
2823	0.507463	7638	FID
1104	0.530598	20769	FID
4757	0.508892	2474	FID
4178	0.501501	3332	FID
4816	0.500842	2376	FID
4264	0.521968	3232	FID
2715	0.51047	8214	FID
4303	0.515484	3100	FID
3118	0.528302	6413	FID
2389	0.513974	9911	FID
1272	0.518083	18802	FID
4169	0.514261	3401	FID
1437	0.51823	17087	FID
276	0.5258	46706	FID
230	0.519567	57469	FID
2013	0.509428	12251	FID
1465	0.517739	17053	FID
981	0.536652	22277	FID
2988	0.505804	6892	FID
771	0.550762	24664	FID
2231	0.513756	10941	FID
3720	0.517681	4468	FID
3150	0.508747	6231	FID
2574	0.513425	8827	FID
3930	0.498369	3985	FID
4229	0.516823	3299	FID
3955	0.517701	3898	FID
4715	0.5	2520	FID
3409	0.516701	5359	FID
4367	0.50051	2941	FID
4089	0.509594	3544	FID
3710	0.515939	4580	FID
4754	0.495955	2472	FID
1629	0.519187	15349	FID
79	0.477364	202929	FID
211	0.515767	62569	FID
254	0.523145	51437	FID
4034	0.517437	3699	FID
889	0.542493	23545	FID
1519	0.521979	16288	FID
3869	0.508045	4102	FID
2372	0.517803	9830	FID
882	0.544161	23403	FID
1134	0.529193	20724	FID
2806	0.520096	7514	FID
3266	0.513666	5854	FID
1630	0.515695	15674	FID
829	0.547976	24116	FID
4858	0.507673	2346	FID
2367	0.516597	10002	FID
4071	0.520242	3631	FID
4628	0.507704	2596	FID
3608	0.511065	4790	FID
2822	0.503191	7522	FID
427	0.563114	31768	FID
445	0.566532	30782	FID
1257	0.519187	18945	FID
883	0.546844	23429	FID
3247	0.516732	5887	FID
1693	0.514003	14747	FID
2625	0.519913	8688	FID
2593	0.517513	8879	FID
512	0.571635	28401	FID
4257	0.511811	3175	FID
3182	0.522242	6137	FID
2176	0.508728	11114	FID
4825	0.516474	2337	FID
3945	0.514813	3848	FID
4436	0.512538	2991	FID
4148	0.513926	3411	FID
4770	0.493302	2538	FID
4787	0.509627	2441	FID
4385	0.52644	2969	FID
4997	0.497806	2051	FID
4535	0.520514	2803	FID
2444	0.515696	9684	FID
865	0.541976	23597	FID
871	0.542749	23556	FID
1012	0.536137	21903	FID
412	0.559027	32426	FID
502	0.571801	28746	FID
4343	0.513478	3005	FID
3131	0.505702	6401	FID
1854	0.506762	13383	FID
1816	0.511076	13859	FID
4326	0.504602	3042	FID
3523	0.516953	4896	FID
3739	0.525259	4434	FID
3674	0.526792	4535	FID
4483	0.515879	2834	FID
4527	0.523026	2736	FID
3301	0.521913	5750	FID
4552	0.496596	2644	FID
1248	0.52051	19137	FID
1458	0.515199	17073	FID
96	0.481076	160035	FID
2440	0.509708	9631	FID
3059	0.513036	6674	FID
203	0.51767	66863	FID
4551	0.513239	2757	FID
3655	0.510405	4469	FID
1930	0.518299	12815	FID
1292	0.519465	18623	FID
2701	0.511671	8140	FID
1767	0.522834	14299	FID
3851	0.508278	4047	FID
3336	0.51528	5432	FID
1549	0.519758	16221	FID
2677	0.509809	8564	FID
4607	0.503478	2588	FID
3144	0.5128	6328	FID
4451	0.528616	2883	FID
4115	0.519809	3559	FID
1926	0.504213	12937	FID
1687	0.512726	14930	FID
208	0.517481	63583	FID
1247	0.528089	19171	FID
1885	0.518204	13184	FID
1289	0.52033	18544	FID
3253	0.511341	6084	FID
1203	0.523305	19738	FID
4190	0.508103	3332	FID
673	0.562728	26089	FID
1988	0.514371	12769	FID
3104	0.518359	6509	FID
4714	0.515128	2545	FID
3526	0.515581	5006	FID
4341	0.522814	3156	FID
4330	0.517007	3087	FID
3803	0.519991	4227	FID
4691	0.515493	2485	FID
1873	0.501836	13341	FID
721	0.551939	25626	FID
75	0.478402	215528	FID
476	0.568458	29529	FID
1849	0.502226	13476	FID
3634	0.505885	4673	FID
1911	0.520554	13209	FID
1417	0.517626	17588	FID
2799	0.512919	7779	FID
3373	0.520768	5417	FID
1103	0.536061	20798	FID
1790	0.504486	13820	FID
3666	0.521034	4683	FID
2365	0.508767	10152	FID
1939	0.513346	12888	FID
4683	0.525431	2497	FID
623	0.570586	26974	FID
2347	0.520647	10195	FID
4437	0.500171	2931	FID
3128	0.515528	6279	FID
3204	0.516689	5992	FID
575	0.566581	27583	FID
2349	0.502539	10043	FID
919	0.543533	23224	FID
423	0.566832	31729	FID
3417	0.521837	5358	FID
2734	0.516404	8108	FID
4091	0.512161	3577	FID
463	0.56764	30315	FID
196	0.514587	68245	FID
668	0.562095	26097	FID
3359	0.509325	5523	FID
2872	0.516898	7427	FID
1622	0.513635	15585	FID
848	0.542934	23944	FID
1574	0.506615	15949	FID
1084	0.529641	21322	FID
1583	0.512119	16008	FID
3209	0.516296	6167	FID
1960	0.510955	12825	FID
3980	0.519533	3686	FID
3283	0.513776	5771	FID
4701	0.528133	2577	FID
3611	0.517352	4668	FID
804	0.545837	24238	FID
3985	0.521105	3838	FID
1888	0.507115	13212	FID
382	0.555487	34224	FID
456	0.567959	30136	FID
953	0.538242	22789	FID
3451	0.511478	5271	FID
300	0.532003	43246	FID
1004	0.53398	21851	FID
466	0.569967	30007	FID
3259	0.516305	5857	FID
378	0.556873	34322	FID
2737	0.516493	7973	FID
3602	0.536198	4724	FID
4409	0.520607	3033	FID
1499	0.511567	16729	FID
4405	0.518531	2914	FID
4145	0.512628	3326	FID
3933	0.518434	3933	FID
2554	0.508822	9125	FID
236	0.52142	56187	FID
754	0.552627	25006	FID
541	0.567872	27714	FID
2973	0.512237	7028	FID
1675	0.514157	15081	FID
1995	0.515122	12498	FID
947	0.539475	22533	FID
2684	0.516242	8250	FID
2109	0.508536	11773	FID
3125	0.511888	6351	FID
1153	0.524761	20274	FID
2425	0.507702	9738	FID
4085	0.507159	3632	FID
3407	0.50737	5292	FID
3589	0.514758	4777	FID
3067	0.505063	6716	FID
3472	0.514019	5029	FID
2374	0.512142	10048	FID
3826	0.524708	4189	FID
134	0.495701	107476	FID
4322	0.504944	3135	FID
2614	0.508784	8766	FID
2745	0.511465	7981	FID
3218	0.518434	6103	FID
925	0.537771	23060	FID
2642	0.512673	8680	FID
3812	0.521209	4267	FID
1701	0.511623	14755	FID
2546	0.513936	8898	FID
3311	0.518655	5709	FID
3316	0.51174	5622	FID
3040	0.508101	6666	FID
3748	0.508732	4352	FID
2039	0.514733	12150	FID
4782	0.509161	2347	FID
1110	0.5308	20552	FID
3160	0.505508	6354	FID
4194	0.51042	3311	FID
4239	0.506124	3266	FID
4460	0.502723	2938	FID
3484	0.522565	5052	FID
672	0.562879	26082	FID
4101	0.503953	3415	FID
4864	0.523632	2412	FID
1291	0.520527	18537	FID
3690	0.503119	4488	FID
3606	0.517406	4826	FID
3981	0.513896	3742	FID
3290	0.51848	5763	FID
4778	0.503823	2485	FID
357	0.549981	36314	FID
1028	0.529319	21590	FID
713	0.560683	25526	FID
2895	0.512999	7462	FID
2940	0.502274	7036	FID
4956	0.498416	2209	FID
4970	0.50932	2146	FID
1212	0.52465	19838	FID
2135	0.503774	11527	FID
606	0.569661	26988	FID
2115	0.514394	11637	FID
308	0.53627	41660	FID
