VALUE	SESSIONLENGTH	FREQUENCY	TIMER
28960	5.779	412	FID
4490	6.521	103608	FID
1500	6.069	510973	FID
8140	5.545	21569	FID
7460	6.337	27511	FID
16780	5.128	2216	FID
12100	5.18	6761	FID
16330	5.506	2717	FID
21470	4.617	1346	FID
25600	4.747	666	FID
14180	6.96	4001	FID
21200	4.52	1166	FID
16420	5.513	2692	FID
2390	6.613	325886	FID
5220	6.312	71004	FID
7590	5.922	26327	FID
5600	6.4	58516	FID
5500	6.355	61856	FID
13780	5.337	4153	FID
8350	5.819	19089	FID
20700	5.033	1279	FID
19480	5.498	1447	FID
28480	4.404	606	FID
3360	6.859	193866	FID
3730	6.543	159434	FID
3010	6.821	235630	FID
2460	6.627	314290	FID
7420	6.094	27767	FID
13310	5.273	4791	FID
9340	6.02	14594	FID
17160	5.292	2217	FID
22970	5.2	1023	FID
25650	4.735	691	FID
25190	3.956	637	FID
19290	5.834	1785	FID
22120	6.021	1088	FID
25560	5.086	662	FID
29250	3.944	451	FID
27130	5.6	578	FID
250	6.492	1338678	FID
1780	6.182	443779	FID
15430	5.671	3413	FID
17770	5.907	2002	FID
20480	5.004	1416	FID
6790	5.844	35039	FID
22920	4.194	955	FID
16640	6.377	2460	FID
23720	5.654	930	FID
24330	5.856	873	FID
29290	4.603	431	FID
14330	5.046	3416	FID
1620	6.239	479216	FID
4830	6.303	87460	FID
14930	4.989	3364	FID
8270	6.695	20715	FID
22890	4.753	900	FID
20930	5.196	1701	FID
27890	8.282	478	FID
20370	6.738	1377	FID
20040	4.78	1350	FID
3460	6.621	184290	FID
3500	6.682	180293	FID
13520	5.535	4453	FID
11720	5.363	7007	FID
17820	5.018	1860	FID
12540	5.188	5734	FID
13450	4.999	4471	FID
14130	5.824	3878	FID
2170	6.459	372561	FID
1310	6.1	559599	FID
4240	6.406	120310	FID
4650	6.179	94562	FID
5040	6.403	75958	FID
8100	5.845	21774	FID
5760	6.089	54750	FID
22910	4.445	823	FID
20310	6.621	1399	FID
17350	4.837	2116	FID
14750	5.021	3648	FID
23740	4.923	850	FID
22990	4.664	912	FID
8000	5.744	22825	FID
17360	5.217	2031	FID
22560	4.187	960	FID
2410	6.716	322343	FID
6060	5.963	47592	FID
5570	6.037	60534	FID
5700	6.119	57476	FID
3610	6.617	168145	FID
6010	5.928	49404	FID
10780	6.117	9391	FID
17940	5.662	1903	FID
13870	5.915	4297	FID
29610	5.438	481	FID
1660	6.178	472043	FID
670	5.958	713666	FID
2650	6.885	283234	FID
8670	6.26	18303	FID
14350	5.238	3601	FID
15990	5.881	2710	FID
15170	5.78	3368	FID
23570	4.401	769	FID
14580	4.69	3583	FID
16950	5.209	2429	FID
23990	4.769	859	FID
21050	5.4	1250	FID
28460	4.496	435	FID
26840	9.015	564	FID
29160	4.176	391	FID
50	6.009	9001090	FID
5660	6.185	57847	FID
11270	5.931	7924	FID
11230	5.769	8365	FID
6830	5.875	35057	FID
28140	5.048	456	FID
22490	5.511	924	FID
16340	5.87	2726	FID
28230	3.991	491	FID
27200	5.445	546	FID
5850	5.941	52382	FID
4470	6.514	105134	FID
2640	6.628	285086	FID
1130	6.259	611101	FID
5100	6.262	76223	FID
16560	5.353	2388	FID
6540	6.043	36931	FID
11380	5.432	7666	FID
6760	5.781	36181	FID
16470	5.864	2480	FID
18620	4.942	1653	FID
20320	5.39	1290	FID
19730	5.827	1446	FID
14250	6.115	3734	FID
22470	5.081	952	FID
26960	5.654	503	FID
1510	6.218	508119	FID
2230	6.619	355650	FID
870	6.158	674464	FID
90	6.581	4259465	FID
2630	6.726	287843	FID
7000	6.181	32242	FID
5930	6.37	50930	FID
9190	6.141	14756	FID
7580	5.96	26557	FID
15130	6.029	3442	FID
25150	5.077	633	FID
18290	5.263	1917	FID
10060	5.603	11183	FID
1230	6.106	580604	FID
2430	6.808	318674	FID
3490	6.672	181657	FID
9550	6.149	13095	FID
16660	5.246	2494	FID
7750	5.821	24637	FID
22740	5.443	898	FID
12930	6.335	5070	FID
13560	5.35	4504	FID
28590	3.57	517	FID
26620	5.495	619	FID
1460	6.031	519660	FID
2590	6.739	290799	FID
970	6.241	651830	FID
16730	5.812	2248	FID
9970	5.179	11628	FID
25040	4.55	618	FID
28070	4.166	631	FID
23090	6.079	957	FID
27380	4.138	623	FID
25580	5.8	646	FID
4280	6.584	119771	FID
8040	5.857	22289	FID
9940	6.088	11852	FID
12520	5.829	5699	FID
15190	4.915	3209	FID
25070	4.98	671	FID
28910	6.132	583	FID
16900	6.384	2370	FID
27780	4.369	512	FID
16650	4.804	2418	FID
27120	5.858	620	FID
20280	5.16	1268	FID
26300	4.396	527	FID
6050	6.109	47042	FID
10160	5.271	11052	FID
22570	6.048	1010	FID
7110	5.677	31045	FID
4000	6.648	137402	FID
8340	5.952	20060	FID
19780	4.907	1595	FID
28100	3.506	415	FID
28870	4.533	482	FID
18220	4.808	1998	FID
9810	5.624	12252	FID
13070	5.902	5535	FID
28440	5.417	599	FID
2420	6.58	320924	FID
430	6.005	839088	FID
2080	6.459	383961	FID
5210	6.38	70966	FID
8750	5.507	17670	FID
14170	5.538	4075	FID
29060	4.842	483	FID
15370	6.271	3241	FID
18120	5.747	1739	FID
17840	6.852	1856	FID
24670	4.738	777	FID
2240	6.474	353565	FID
1300	6.155	561879	FID
3810	6.555	152021	FID
8940	5.704	16274	FID
18810	4.492	1720	FID
19810	5.486	1410	FID
9430	5.269	13826	FID
9380	5.758	13868	FID
27540	6.736	644	FID
17650	5.615	2204	FID
16170	5.117	2796	FID
14450	12.631	3725	FID
3790	6.556	152639	FID
9120	5.713	15279	FID
7100	5.778	30867	FID
11930	5.399	6675	FID
15880	5.698	2550	FID
22840	4.992	1033	FID
20580	5.248	1404	FID
19050	5.164	1715	FID
22020	4.37	1105	FID
11350	5.587	8415	FID
21130	6.573	1267	FID
22850	5.377	862	FID
3270	6.668	206602	FID
3070	6.894	228936	FID
2790	6.707	265303	FID
7910	6.155	22949	FID
6710	6.165	36109	FID
8970	5.751	15338	FID
12980	5.834	5129	FID
29170	5.574	428	FID
18370	5.064	1851	FID
15820	5.494	2825	FID
14230	5.804	3953	FID
26610	4.756	514	FID
16120	4.798	2666	FID
23610	4.597	863	FID
21580	4.463	1235	FID
25000	4.653	682	FID
28890	7.672	424	FID
27410	4.83	485	FID
23560	4.976	883	FID
13300	4.666	5239	FID
1440	6.14	526638	FID
19590	4.272	1875	FID
10050	5.679	11506	FID
8780	5.805	17478	FID
10070	5.589	10938	FID
18340	5.018	1819	FID
12740	5.531	5490	FID
13180	5.548	5313	FID
18250	5.135	1901	FID
17140	5.829	2278	FID
28370	5.909	388	FID
21400	4.427	1271	FID
27620	5.646	651	FID
70	6.402	5845868	FID
2550	6.723	300972	FID
990	6.24	645889	FID
4860	6.343	85033	FID
10720	5.554	9497	FID
26830	5.219	597	FID
29130	4.5	368	FID
22500	4.04	996	FID
13650	4.666	4519	FID
23710	4.256	868	FID
29180	5.031	601	FID
20150	4.836	1459	FID
25550	5.881	710	FID
2740	6.794	271967	FID
15630	4.857	2858	FID
11920	5.237	7180	FID
13150	5.445	5271	FID
20080	6.422	1597	FID
7890	5.84	23127	FID
10340	5.7	10696	FID
20470	5.22	1244	FID
16110	5.179	2652	FID
19890	5.649	1402	FID
880	6.212	669689	FID
4660	6.425	93476	FID
5480	6.132	63446	FID
19280	5.466	1609	FID
22790	6.3	946	FID
23360	4.803	839	FID
3280	6.843	205114	FID
28700	6.318	594	FID
18160	5.112	1846	FID
21900	5.792	1159	FID
19450	4.496	1592	FID
27170	5.358	449	FID
21090	4.561	1233	FID
5300	6.135	68834	FID
400	6.085	880789	FID
7600	6.139	25715	FID
5230	6.165	70384	FID
7830	5.799	24008	FID
27800	6.037	425	FID
19900	4.855	1343	FID
3640	6.51	165365	FID
10580	6.5	9991	FID
21490	6.607	1142	FID
23340	4.408	869	FID
2200	6.557	359103	FID
4980	6.331	81031	FID
7630	5.736	25285	FID
2850	6.762	252952	FID
7390	5.971	27842	FID
6980	6.1	32410	FID
9260	5.44	15199	FID
21390	5.176	1084	FID
9070	5.794	15144	FID
12570	5.3	5753	FID
17280	5.468	2103	FID
12760	6.934	5885	FID
27330	4.422	459	FID
14400	5.149	3698	FID
29620	5.43	478	FID
23210	4.879	858	FID
20220	5.916	1417	FID
14200	5.526	4053	FID
29940	5.672	415	FID
11600	5.871	7878	FID
4880	6.347	85197	FID
28930	5.695	552	FID
21960	4.718	959	FID
28630	3.571	427	FID
20970	5.134	1072	FID
17980	5.237	1929	FID
20	4.975	30528988	FID
1150	6.239	603432	FID
15840	4.725	2876	FID
11660	5.031	7232	FID
5170	6.256	73416	FID
6500	5.95	39755	FID
7760	5.835	25159	FID
21370	5.834	1223	FID
24570	5.603	655	FID
19870	4.707	1421	FID
29400	4.553	432	FID
28180	4.884	494	FID
19250	5.51	1466	FID
820	6.186	682335	FID
3450	6.768	184572	FID
8820	5.669	17654	FID
7170	6.489	30664	FID
6000	5.93	49080	FID
24520	4.837	726	FID
28280	5.327	476	FID
27580	4.697	548	FID
25700	4.18	699	FID
3180	6.724	213217	FID
910	6.218	663124	FID
780	6.19	689351	FID
27350	6.659	526	FID
10140	5.916	11394	FID
13110	4.861	4800	FID
13770	5.136	4578	FID
15040	5.504	3321	FID
14830	5.766	3601	FID
22100	5.919	1102	FID
11390	5.5	7880	FID
21120	4.469	1167	FID
17050	4.598	2334	FID
27530	4.228	513	FID
25200	4.637	812	FID
20950	7.169	1268	FID
16460	5.049	2352	FID
20110	5.262	1328	FID
1060	6.24	629786	FID
2370	6.69	327517	FID
9020	5.323	15410	FID
8130	5.994	21053	FID
9140	5.749	15657	FID
17790	5.062	1981	FID
18540	5.6	1801	FID
21600	4.434	1221	FID
490	5.991	787180	FID
2270	6.557	347393	FID
1200	6.112	589405	FID
4840	6.317	86815	FID
23600	6.531	687	FID
10290	5.574	10850	FID
14590	5.941	3469	FID
29350	6.759	420	FID
27220	5.407	574	FID
23230	4.791	891	FID
12530	5.253	5776	FID
900	6.257	669061	FID
1890	6.321	419097	FID
2690	6.819	279590	FID
2620	6.707	288257	FID
7240	5.873	29582	FID
6870	6.257	33498	FID
6490	5.945	39511	FID
10800	5.283	9373	FID
6920	5.865	33270	FID
9950	5.645	12549	FID
12150	5.937	6601	FID
21180	4.773	1060	FID
14470	5.488	4000	FID
23860	4.133	669	FID
22540	5.708	890	FID
22510	3.998	991	FID
20840	4.411	1183	FID
29810	3.718	505	FID
3910	6.481	147259	FID
8200	5.787	20476	FID
7620	5.702	25927	FID
13820	5.131	3961	FID
12390	5.828	6264	FID
9740	5.574	13258	FID
12860	5.192	5235	FID
16500	5.222	2372	FID
20510	5.198	1217	FID
1950	6.429	409170	FID
7610	5.868	24992	FID
11280	5.591	7976	FID
21330	7.117	1196	FID
10520	5.518	9916	FID
16680	5.157	2569	FID
24350	6.398	692	FID
26790	10.184	602	FID
26710	4.395	594	FID
1220	6.201	583219	FID
1190	6.183	592563	FID
9880	5.675	12251	FID
4170	6.495	121986	FID
5580	6.543	59759	FID
14020	5.558	3917	FID
23120	4.058	834	FID
10490	5.315	9865	FID
19920	4.935	1395	FID
9920	5.331	12070	FID
16520	5.566	2641	FID
5550	6.246	60123	FID
14240	4.843	3929	FID
24740	4.033	687	FID
27710	5.193	645	FID
720	6.079	703498	FID
8280	5.609	20874	FID
17380	4.905	2176	FID
18350	4.839	1767	FID
29000	4.471	441	FID
16580	5.848	2626	FID
15510	5.394	3353	FID
16450	6.052	2700	FID
24370	6.034	813	FID
19040	5.659	1655	FID
27090	4.896	524	FID
1070	6.178	627009	FID
850	6.166	675588	FID
5390	6.481	65335	FID
5810	6.759	53139	FID
29550	4.273	476	FID
10600	5.874	9660	FID
15960	4.752	3001	FID
10410	5.977	10522	FID
28260	4.819	431	FID
10990	5.656	8694	FID
13890	6.126	4446	FID
15400	6.088	3064	FID
21990	4.934	1042	FID
27700	4.906	568	FID
170	6.713	1970791	FID
6610	5.988	37841	FID
3510	6.743	180681	FID
6180	6.194	45798	FID
12280	5.279	6256	FID
25370	4.307	582	FID
27570	4.65	506	FID
23260	5.023	806	FID
28660	4.611	432	FID
28600	7.808	523	FID
5910	6.548	51518	FID
14100	4.879	3981	FID
15690	5.489	3058	FID
22070	5.263	999	FID
26040	5.256	569	FID
6100	5.995	47396	FID
2490	6.741	307310	FID
7510	6.35	26294	FID
20300	6.001	1306	FID
19100	5.209	1660	FID
12770	5.031	5031	FID
14090	5.592	3900	FID
10700	5.332	9742	FID
21430	4.647	1119	FID
19790	4.923	1497	FID
18070	5.193	1885	FID
6320	6.025	42563	FID
1820	6.221	432713	FID
6990	5.479	32344	FID
3660	6.755	167209	FID
13700	4.831	4184	FID
12580	5.627	5826	FID
10220	5.374	10997	FID
16690	4.987	2275	FID
19860	4.891	1381	FID
25490	5.125	675	FID
26940	5.834	550	FID
26260	5.438	684	FID
19500	6.044	1493	FID
14940	5.513	3151	FID
26140	5.987	666	FID
24320	5.455	865	FID
230	6.56	1445801	FID
3930	6.759	141634	FID
3150	6.783	217991	FID
3710	6.8	160681	FID
3720	6.604	161088	FID
6930	6.276	32845	FID
6030	5.996	47902	FID
10660	6.088	9278	FID
17910	5.631	2067	FID
14800	6.015	3320	FID
12920	5.093	5327	FID
13090	5.816	5128	FID
24820	3.847	681	FID
13460	5.784	4319	FID
13730	5.242	4249	FID
28020	5.682	491	FID
23680	4.668	829	FID
1630	6.132	480434	FID
6430	5.773	41135	FID
9050	5.359	15131	FID
15770	5.526	3017	FID
12560	5.493	5771	FID
13550	5.538	4654	FID
15460	4.861	3010	FID
19940	5.373	1467	FID
19930	5.762	1535	FID
4770	6.404	89474	FID
7990	5.678	23422	FID
9790	5.899	12816	FID
9530	5.539	13461	FID
8950	5.854	16595	FID
16440	4.98	2615	FID
26320	4.898	544	FID
21890	6.023	942	FID
24510	8.759	859	FID
24830	5.274	695	FID
19520	6.264	1469	FID
24310	5.064	911	FID
19030	4.807	1688	FID
10380	5.884	10695	FID
7250	6.129	29091	FID
7370	5.739	28490	FID
10670	5.703	9990	FID
21950	4.604	1196	FID
17510	5.259	2080	FID
17190	4.966	2093	FID
26520	5.427	783	FID
6820	6	34410	FID
1930	6.324	409884	FID
2440	6.639	317792	FID
7780	5.781	23571	FID
7980	5.73	22298	FID
18230	5.03	1718	FID
24280	5.708	628	FID
8480	6.063	18649	FID
12140	5.343	6546	FID
29110	4.376	396	FID
22710	3.889	922	FID
19550	4.909	1557	FID
26490	7.034	645	FID
21640	4.222	1141	FID
4330	6.388	113510	FID
7050	6.288	31483	FID
4190	6.61	123493	FID
13610	4.868	4798	FID
9100	5.603	15412	FID
13670	5.305	4396	FID
26000	4.563	527	FID
13000	5.217	5115	FID
10270	5.39	10434	FID
24760	4.562	658	FID
17580	6.372	2041	FID
24800	4.972	659	FID
29500	7.405	400	FID
17040	6.228	2220	FID
1790	6.31	442951	FID
9660	6.162	12121	FID
6950	5.882	33375	FID
10910	5.393	9076	FID
6890	6.25	34055	FID
10450	5.306	9587	FID
17130	4.905	2517	FID
17390	4.625	2197	FID
14500	5.273	3654	FID
11580	5.21	7101	FID
25030	4.727	680	FID
11630	5.818	7140	FID
25800	6.07	694	FID
29850	6.174	503	FID
1960	6.362	406332	FID
3980	6.629	137889	FID
11770	5.681	7573	FID
24340	4.187	742	FID
15320	5.363	3186	FID
17450	4.842	2398	FID
18000	5.628	1936	FID
25690	3.864	621	FID
21740	5.196	1044	FID
28170	4.223	376	FID
27600	6.134	490	FID
300	6.351	1126471	FID
7960	6.078	23042	FID
9080	5.963	15393	FID
17000	5.233	2299	FID
9590	5.608	13137	FID
13390	6.984	5082	FID
25220	4.357	756	FID
29430	4.059	522	FID
28690	4.808	445	FID
29680	4.662	427	FID
6160	6.164	45510	FID
6470	6.03	39556	FID
5630	5.942	58464	FID
11540	5.196	7622	FID
15250	5.343	3191	FID
17600	5.006	2044	FID
28740	4.635	436	FID
19320	5.837	1596	FID
17560	5.656	1990	FID
23900	6.567	791	FID
29360	4.49	483	FID
26070	4.753	664	FID
22360	5.577	1017	FID
1110	6.31	614692	FID
4460	6.577	105334	FID
3160	6.714	217765	FID
3040	6.829	232071	FID
5410	6.636	64659	FID
15980	5.217	2786	FID
20230	4.532	1451	FID
13600	5.396	4786	FID
17860	5.97	2249	FID
16750	6.055	2385	FID
17290	5.671	2426	FID
27550	4.805	479	FID
21030	5.349	1229	FID
26600	5.401	550	FID
22640	7.02	1192	FID
29710	5.061	388	FID
27240	4.96	510	FID
3690	6.627	163013	FID
2940	6.832	242816	FID
4970	6.358	81956	FID
5510	6.039	63289	FID
3290	6.7	202177	FID
9720	5.563	12049	FID
6780	5.796	35838	FID
19200	4.563	1517	FID
14840	5.844	3263	FID
17220	5.134	2256	FID
23850	5.524	858	FID
21630	7.673	1321	FID
11690	5.517	7555	FID
25960	4.166	689	FID
28040	4.188	569	FID
2830	6.74	260241	FID
9680	5.706	12965	FID
3110	6.78	223020	FID
6600	5.712	37861	FID
8600	5.749	17812	FID
11640	5.233	7123	FID
22270	5.341	1158	FID
17300	5.676	2239	FID
17530	5.29	2319	FID
19150	5.122	1599	FID
26270	4.109	567	FID
1250	6.212	575678	FID
10440	5.434	10491	FID
11310	5.593	7810	FID
7740	6.196	25816	FID
8650	5.72	17998	FID
9180	5.849	15056	FID
12670	5.191	5652	FID
14220	5.682	3861	FID
28110	5.092	484	FID
15700	5.583	2977	FID
2870	6.771	254619	FID
3340	6.632	198281	FID
4120	6.549	128128	FID
2950	6.967	244975	FID
6130	6.151	45932	FID
6910	5.779	33115	FID
7660	5.828	24683	FID
23250	4.667	933	FID
18010	7.338	1835	FID
24730	5.114	732	FID
3210	6.847	211320	FID
4900	6.377	83377	FID
15740	5.759	2814	FID
6170	5.992	45044	FID
10680	5.591	9262	FID
10750	6.419	10154	FID
27940	5.853	519	FID
1020	6.199	633308	FID
150	6.766	2251758	FID
9110	5.992	15325	FID
10480	5.527	9660	FID
27250	4.475	534	FID
9280	5.809	14940	FID
20860	7.313	1318	FID
15910	11.414	3094	FID
27080	6.262	538	FID
23070	4.754	781	FID
24640	5.017	695	FID
5280	6.04	70008	FID
4350	6.373	113633	FID
8980	5.769	16473	FID
18320	5.003	1989	FID
16070	5.303	2766	FID
9730	5.847	12972	FID
22220	5.61	990	FID
6640	6.724	37213	FID
15670	5.145	2934	FID
22190	5.572	1055	FID
19080	5.005	1686	FID
9400	6.375	14459	FID
25590	3.772	677	FID
3700	6.585	163783	FID
20420	5.574	1247	FID
25630	5.984	641	FID
9630	5.653	13197	FID
19540	5.011	1463	FID
14440	6.634	3292	FID
21590	5.083	993	FID
18700	5.922	1963	FID
1240	6.324	580379	FID
2360	6.539	328948	FID
8410	6.043	19387	FID
7230	6.208	29956	FID
20560	5.193	1310	FID
28300	5.667	535	FID
22930	4.613	963	FID
25760	5.1	644	FID
8460	5.771	18773	FID
15380	5.552	3223	FID
4760	6.417	92422	FID
6340	6.033	42783	FID
6520	5.946	40073	FID
18860	5.671	1610	FID
21880	4.834	1007	FID
12430	5.029	5767	FID
7280	6.131	28410	FID
10110	5.947	11059	FID
16370	5.757	2748	FID
26060	4.188	625	FID
26700	4.628	552	FID
190	6.648	1738327	FID
540	5.939	756842	FID
4790	6.297	88336	FID
7930	5.954	22836	FID
27520	4.732	534	FID
12410	4.972	5701	FID
17640	6.299	1927	FID
23830	4.475	696	FID
17100	5.112	2207	FID
28290	4.194	494	FID
26210	6.429	631	FID
17590	5.079	2048	FID
6620	5.751	37679	FID
1570	6.188	494561	FID
14600	5.063	3571	FID
19010	4.895	1670	FID
17780	5.585	1887	FID
25020	5.553	692	FID
1450	6.023	526781	FID
8640	5.872	17867	FID
7400	5.855	27185	FID
4530	6.465	102782	FID
13630	5.733	4442	FID
29740	3.606	447	FID
6550	5.963	38647	FID
14980	5.304	3705	FID
12780	6.382	5659	FID
16910	5.222	2253	FID
15890	5.149	2683	FID
21540	5.572	1003	FID
12230	5.455	6128	FID
15010	6.359	3220	FID
17180	5.133	2245	FID
23800	4.539	778	FID
25310	5.874	750	FID
15150	6.679	3322	FID
18240	5.014	1818	FID
7490	5.833	26171	FID
20570	5.753	1357	FID
26460	5.49	665	FID
11950	5.837	6833	FID
28310	4.241	502	FID
19310	5.723	1705	FID
20680	6.166	1337	FID
18670	4.534	1586	FID
22320	6.087	925	FID
22900	5.383	1226	FID
29800	5.006	432	FID
3190	6.743	213396	FID
9510	5.285	12995	FID
10920	5.793	8945	FID
21530	5.21	1110	FID
14720	5.761	3813	FID
21610	5.076	1060	FID
24130	6.196	916	FID
19000	4.97	1640	FID
29520	4.026	496	FID
1640	6.216	477291	FID
3540	6.618	175906	FID
3650	6.713	165284	FID
4370	6.431	111410	FID
5130	6.324	74347	FID
8530	6.334	19439	FID
12200	5.474	6038	FID
24440	4.94	969	FID
21260	5.643	1072	FID
15410	5.271	2956	FID
660	6.104	713912	FID
5800	6.421	53823	FID
24050	5.046	857	FID
16770	5.323	2494	FID
27690	4.883	609	FID
8730	5.952	17801	FID
26370	5.538	581	FID
20780	5.967	1367	FID
27950	3.87	533	FID
11870	5.189	6560	FID
25970	6.225	622	FID
29460	15.363	586	FID
8260	5.894	20309	FID
4070	6.461	131824	FID
2070	6.513	382572	FID
14340	6.387	3744	FID
13940	6.374	4192	FID
9440	5.487	14226	FID
7030	5.762	32090	FID
6420	6.028	40675	FID
29600	6	480	FID
19650	6.396	1642	FID
16190	6.391	2920	FID
21380	5.113	1154	FID
25750	4.313	533	FID
8380	6.094	18811	FID
7290	5.799	29362	FID
4870	6.443	85628	FID
8920	5.433	16332	FID
11750	5.173	6886	FID
27420	5.338	473	FID
17320	5.198	2344	FID
22420	4.958	931	FID
28810	5.888	540	FID
29920	3.23	400	FID
22230	4.198	1068	FID
22670	5.302	1145	FID
12900	4.855	5542	FID
24200	5.83	813	FID
26430	5.735	582	FID
1280	6.197	569573	FID
740	6.148	696461	FID
3970	6.318	138691	FID
1860	6.364	426585	FID
4420	6.676	107563	FID
4220	6.418	121997	FID
3820	6.613	152422	FID
13620	5.831	4306	FID
10570	5.942	9945	FID
19440	4.746	1537	FID
18910	4.671	1755	FID
15720	5.996	2863	FID
12550	6.456	5783	FID
16710	5.097	2407	FID
24980	5.087	617	FID
9580	6.319	12551	FID
20980	4.819	1149	FID
18830	5.573	1733	FID
1030	6.2	632617	FID
4940	6.336	82467	FID
5860	6.059	52068	FID
4750	6.354	89950	FID
6040	6.307	48703	FID
9910	5.213	11781	FID
29020	4.839	479	FID
28380	5.769	460	FID
13930	5.997	4272	FID
17680	5.56	1917	FID
24660	4.039	609	FID
28520	4.722	411	FID
25890	5.616	654	FID
24360	5.98	827	FID
8470	5.404	18819	FID
7020	5.847	32268	FID
10330	5.746	10386	FID
25730	5.066	723	FID
25840	4.445	664	FID
15260	5.207	3135	FID
16570	5.783	2463	FID
26720	3.948	605	FID
21800	5.793	1179	FID
8580	5.522	18676	FID
2350	6.569	332177	FID
11320	5.034	8116	FID
11240	5.371	8492	FID
10530	5.565	10069	FID
4400	6.294	109959	FID
8930	5.677	15796	FID
14270	5.441	4056	FID
23530	8.564	818	FID
19470	4.444	1644	FID
22950	4.787	950	FID
18500	5.531	1876	FID
25420	5.054	607	FID
1410	6.157	534174	FID
7060	5.84	31001	FID
10030	5.752	10794	FID
8710	5.552	16871	FID
24950	5.536	755	FID
16270	5.483	2610	FID
18480	5.094	1766	FID
16870	5.793	2517	FID
23750	4.599	777	FID
21040	5.419	1370	FID
23240	6.081	912	FID
3220	6.678	209446	FID
10320	5.355	11006	FID
28990	4.638	385	FID
21300	5.035	1090	FID
2800	6.852	265773	FID
2190	6.565	357739	FID
8790	6.669	17866	FID
7340	6.017	29046	FID
11420	5.349	7886	FID
7770	5.973	24205	FID
29410	3.515	413	FID
21750	5.452	1000	FID
23300	4.906	842	FID
21700	4.698	1121	FID
24400	6.54	774	FID
29340	5.393	460	FID
12310	5.719	6469	FID
5330	6.138	67507	FID
6440	6.275	40547	FID
5890	6.202	52613	FID
16020	5.525	2731	FID
16030	5.819	2773	FID
20000	6.019	1492	FID
15650	4.884	2985	FID
15590	5.579	2987	FID
28000	9.764	535	FID
19220	5.899	1581	FID
16790	5.951	2435	FID
26440	6.22	489	FID
15200	5.193	3371	FID
25620	7.434	589	FID
26350	5.134	632	FID
480	6.039	792709	FID
5320	7.403	67555	FID
8110	5.915	22472	FID
11560	5.313	7482	FID
15830	5.089	2862	FID
9540	5.483	13826	FID
19300	5.072	1494	FID
21810	5.137	975	FID
22060	4.377	992	FID
22000	7.486	1040	FID
19950	5.59	1479	FID
21460	4.583	1224	FID
24080	4.102	784	FID
28060	3.844	469	FID
23130	6.069	971	FID
18950	5.546	1584	FID
23790	5.576	832	FID
610	6.008	733156	FID
5870	6.445	51095	FID
7640	5.761	26020	FID
3800	6.806	154746	FID
6250	6.171	44743	FID
8960	6.189	16238	FID
6110	5.973	46491	FID
19180	4.831	1800	FID
28970	9.434	580	FID
18710	5.397	1670	FID
14910	5.187	3374	FID
28860	4.344	543	FID
21080	5.007	1169	FID
24550	5.944	716	FID
13850	5.358	4279	FID
960	6.206	651958	FID
1840	6.376	430199	FID
5050	6.435	77478	FID
6960	6.04	33940	FID
9620	6.552	12909	FID
23580	5.533	967	FID
9670	5.526	12849	FID
26950	4.07	497	FID
11860	5.534	6782	FID
27740	4.513	493	FID
18580	5.964	1731	FID
15180	5.102	3029	FID
25720	5.767	547	FID
27960	3.983	496	FID
20920	5.123	1348	FID
8740	5.531	17612	FID
25280	4.541	718	FID
5260	6.452	71515	FID
4380	6.528	111915	FID
9300	5.695	14606	FID
19640	4.987	1445	FID
11170	5.628	8759	FID
24600	4.115	760	FID
15000	5.029	3501	FID
20350	5.325	1126	FID
26500	4.276	561	FID
29730	5.55	436	FID
29690	4.395	329	FID
26820	4.251	628	FID
2330	6.628	336549	FID
8570	5.545	18206	FID
5420	6.044	65073	FID
26360	7.204	607	FID
15850	6.141	3054	FID
11400	5.275	7465	FID
20500	5.142	1393	FID
12790	6.216	5643	FID
25640	4.363	641	FID
13200	5.071	4983	FID
27790	4.06	432	FID
2540	7.036	302356	FID
6310	5.882	41735	FID
3780	6.584	153737	FID
7450	5.779	27512	FID
24160	5.195	861	FID
12050	5.869	6697	FID
14060	6.519	3796	FID
18520	5.213	1650	FID
28490	5.589	565	FID
27930	4.825	544	FID
550	5.876	758634	FID
3480	6.774	184519	FID
1090	6.154	620769	FID
14760	5.77	4101	FID
2820	6.929	261257	FID
7540	5.875	26116	FID
5770	6.28	55525	FID
10400	5.372	10522	FID
20690	5.998	1236	FID
18940	5.534	1660	FID
27300	4.319	564	FID
25380	4.054	643	FID
1180	6.171	594638	FID
4210	6.573	121107	FID
21280	5.13	1098	FID
18090	5.302	2018	FID
8170	5.766	21808	FID
18030	6.219	1948	FID
19840	5.497	1625	FID
19210	5.559	1711	FID
13640	5.321	4367	FID
23440	4.705	765	FID
19740	6.681	1543	FID
21500	6.332	1121	FID
11010	5.602	8609	FID
13960	5.641	4192	FID
19700	6.003	1471	FID
1710	6.212	461478	FID
22650	4.455	865	FID
15540	4.397	2959	FID
