TTFB,TTI,FREQ
3141,9971,16310
3139,9949,16278
3131,9876,16275
3157,9940,16273
3144,9873.5,16264
3136,9939,16236
3149,9970,16209
3156,9976,16191
3161,9900,16181
3167,10001.5,16176
3152,9904,16173
3147,9951,16171
3145,9950.5,16164
3159,9961,16152
3170,9864,16133
3158,9977,16109
3163,9990,16097
3165,9913,16097
3176,10029,16069
3153,9957,16067
3164,10049.5,16058
3151,9887,16049
3162,10022,16047
3154,10040,16046
3175,10011,16017
3169,9994,16005
3146,9921.5,15992
3155,9941,15986
3171,9978,15985
3186,10002,15926
3182,10033.5,15926
3172,10004.5,15922
3177,10070,15905
3160,9969.5,15874
3168,10071.5,15864
3178,9949,15860
3183,10045,15850
3166,10028.5,15830
3181,9883,15810
3188,10024.5,15788
3174,10017,15732
3180,9944,15732
3193,10079,15731
3184,10031.5,15720
3187,10072,15719
3200,9970.5,15682
3191,9978,15681
3190,9995,15660
3173,9937,15652
3185,10106,15634
3195,10094,15625
3179,10075,15621
3194,9988,15616
3199,9984,15606
3197,10074.5,15586
3209,10007,15581
3192,10081.5,15580
3208,9939,15553
3212,9976,15549
3198,10022,15537
3196,9900,15461
3216,9986.5,15448
3203,10160.5,15446
3211,10006.5,15442
3189,9844,15435
3204,9985,15415
3205,10087.5,15392
3214,10026,15388
3222,10048,15380
3202,9891,15373
3213,10032,15359
3210,10040,15325
3226,10019,15301
3234,10088,15298
3201,10094,15288
3224,10063.5,15284
3220,10039,15282
3230,10034,15281
3221,10073,15264
3206,10083.5,15256
3207,10009,15249
3229,10051,15243
3217,10120,15230
3218,10087,15217
3215,10003,15213
3225,10000,15205
3239,9998,15182
3219,10045.5,15178
3227,10079,15151
3232,9977,15144
3249,9998,15138
3237,10092,15128
3233,10085,15123
3241,10054,15118
3250,10174.5,15116
3235,10030,15095
3231,10020,15087
3240,10034,15077
3228,10108,15077
3238,10066,15062
3223,9907,15060
3242,10208,14990
3254,10043,14967
3272,10196,14943
3236,10148,14939
3246,10130,14909
3261,10074.5,14902
3243,10155,14879
3247,10075.5,14876
3253,10143,14875
3268,10192,14866
3245,10155,14855
3264,10086,14855
3266,10287,14855
3244,10092,14838
3257,10163,14829
3248,10204,14804
3260,10160,14801
3252,10105,14789
3256,10190,14781
3255,10158,14773
3273,10237,14766
3276,10287,14720
3267,10085,14716
3251,10080,14703
3275,10234,14663
3274,10135,14663
3259,10137.5,14652
3282,10199,14651
3280,10309,14650
3262,10126,14643
3270,10184,14633
3271,10212,14611
3258,10118,14602
3287,10302,14597
3289,10193,14593
3278,10169,14588
3269,10168,14567
3284,10251,14557
3286,10279,14536
3265,10144,14529
3288,10157.5,14524
3299,10122,14523
3305,10076,14512
3290,10148,14509
3283,10174,14480
3285,10208,14473
3277,10224,14465
3293,10157,14461
3279,10157,14447
3298,10271,14443
3281,10024,14429
3291,10261.5,14418
3300,10275,14407
3263,10025.5,14368
3306,10307,14347
3294,10178,14344
3304,10153,14333
3296,10280,14328
3307,10186,14317
3292,10236.5,14292
3297,10240.5,14284
3327,10341,14259
3295,10308,14249
3308,10162,14245
3310,10206,14243
3302,10236.5,14230
3318,10141,14225
3311,10213,14185
3321,10249,14184
3315,10149,14179
3312,10242,14161
3309,10309,14154
3334,10213,14136
3324,10221,14132
3303,10235,14131
3323,10145,14129
3320,10153,14125
3338,10247,14117
3316,10239,14117
3335,10280,14091
3301,10312,14087
3317,10257,14080
3313,10172,14079
3329,10245,14053
3331,10158,14040
3322,10111,14028
3319,10293,13989
3337,10286.5,13966
3342,10375,13945
3326,10288,13934
3328,10374.5,13922
3350,10358,13921
3325,10218,13907
3330,10256,13895
3314,10235,13894
3369,10412.5,13882
3343,10284,13881
3355,10422,13881
3340,10309,13881
3347,10345,13878
3336,10247.5,13872
3333,10180.5,13864
3344,10279,13863
3341,10304,13861
3348,10273,13825
3354,10307,13824
3352,10198,13803
3384,10239.5,13774
3353,10247,13769
3351,10275,13757
3356,10255,13745
3345,10201,13739
3332,10351,13732
3358,10310,13725
3363,10348.5,13702
3376,10257,13697
3368,10325,13694
3357,10190,13685
3339,10201,13675
3364,10349,13671
3367,10393.5,13666
3374,10326.5,13662
3349,10402,13649
3378,10319,13638
3373,10318.5,13638
3391,10426,13633
3346,10357,13627
3366,10258,13621
3360,10249.5,13614
3386,10246,13611
3380,10381,13607
3401,10302,13595
3361,10243,13584
3387,10333,13581
3375,10237.5,13572
3362,10322,13551
3377,10357,13535
3370,10425,13534
3383,10359,13514
3379,10349,13487
3388,10364,13487
3372,10214,13485
3359,10406.5,13474
3406,10384,13451
3400,10463,13433
3392,10404.5,13428
3365,10396,13417
3371,10279,13417
3394,10374,13415
3381,10381,13371
3407,10343,13367
3414,10375.5,13352
3399,10262.5,13348
3404,10360,13330
3408,10270,13327
3390,10265.5,13312
3398,10293.5,13312
3382,10374.5,13304
3389,10215,13294
3385,10450,13293
3395,10198,13263
3396,10428,13244
3397,10292,13239
3413,10371,13237
3410,10347,13233
3393,10278.5,13218
3402,10346.5,13210
3412,10540,13198
3403,10327.5,13176
3415,10516,13151
3409,10392.5,13150
3418,10461.5,13140
3419,10375,13133
3416,10385,13122
3426,10407,13105
3423,10333,13104
3405,10294.5,13090
3411,10400,13084
3430,10515,13070
3429,10410,13037
3420,10399,13030
3417,10420.5,13020
3422,10338,13006
3448,10337.5,13002
3428,10517,12990
3446,10449.5,12970
3432,10410,12970
3443,10376,12964
3434,10486,12956
3438,10477,12941
3427,10423,12933
3442,10505.5,12920
3440,10566,12915
3450,10516,12907
3421,10404.5,12906
3425,10428,12891
3457,10445,12887
3439,10378,12873
3452,10444,12864
3424,10394,12813
3433,10401,12811
3451,10370,12807
3435,10572,12796
3444,10493.5,12794
3431,10488,12791
3441,10481,12771
3437,10478,12765
3449,10301.5,12750
3470,10490,12747
3436,10392,12734
3473,10584,12730
3462,10400.5,12708
3454,10439,12705
3458,10348,12694
3456,10472,12673
3468,10624.5,12646
3467,10428,12645
3447,10330.5,12644
3464,10455,12641
3445,10455,12639
3453,10307.5,12634
3475,10458,12613
3500,10564.5,12612
3466,10501.5,12604
3455,10551,12582
3476,10416,12567
3460,10461.5,12534
3471,10568,12521
3481,10638,12508
3472,10438,12500
3483,10502,12499
3480,10402,12493
3461,10603,12475
3465,10572,12470
3478,10601,12453
3497,10395,12449
3469,10573,12447
3463,10460,12445
3486,10545,12437
3489,10600,12391
3477,10463,12380
3484,10522,12375
3509,10615,12373
3493,10547.5,12370
3474,10550.5,12350
3485,10536,12341
3496,10701.5,12336
3487,10582,12329
3479,10464,12319
3499,10437.5,12314
3492,10441,12310
3503,10579,12305
3495,10524.5,12232
3488,10521,12225
3498,10553,12213
3490,10423.5,12200
3494,10542,12185
3491,10473,12166
3504,10610,12165
3512,10580,12145
3510,10657,12121
3482,10410.5,12112
3524,10613,12108
3505,10578,12105
3519,10540.5,12102
3501,10590.5,12100
3515,10545,12093
3506,10533,12086
3502,10521,12075
3514,10598,12065
3521,10728,12039
3508,10551,12037
3513,10683,12033
3520,10531.5,12032
3517,10551.5,12022
3511,10591,12011
3525,10724.5,11996
3516,10647,11985
3526,10523,11960
3530,10738,11957
3518,10546.5,11952
3522,10623,11919
3507,10470,11900
3529,10529.5,11892
3532,10706,11891
3544,10701,11887
3523,10643,11879
3538,10549,11867
3531,10699,11857
3534,10691,11852
3550,10633,11849
3528,10694.5,11846
3533,10660,11838
3541,10641,11832
3527,10624,11815
3535,10616,11797
3546,10604,11784
3539,10519,11769
3536,10491,11753
3542,10612,11741
3548,10630,11729
3543,10519,11721
3540,10713,11712
3608,10493,11707
3547,10649,11705
3553,10645,11699
3565,10638,11686
3561,10654.5,11672
3549,10529,11663
3545,10647,11662
3559,10631.5,11660
3554,10559.5,11640
3537,10638,11637
3551,10541,11636
3558,10669,11632
3564,10761,11629
3552,10693,11625
3562,10679,11604
3563,10764,11581
3577,10693.5,11570
3594,10804,11559
3557,10703,11548
3575,10706.5,11520
3567,10713.5,11502
3574,10740,11498
3583,10644,11495
3576,10742,11484
3560,10647,11447
3581,10552,11443
3568,10667,11429
3589,10878,11424
3556,10674.5,11418
3571,10604,11412
3566,10671.5,11404
3572,10745,11396
3569,10656,11370
3570,10505,11366
3580,10714.5,11366
3582,10807,11365
3555,10660.5,11364
3573,10705.5,11350
3588,10828,11346
3584,10784,11337
3586,10748.5,11332
3579,10706,11329
3578,10812,11301
3587,10749,11296
3599,10632.5,11290
3598,10666,11276
3591,10665,11275
3601,10748,11263
3604,10688,11257
3593,10680,11252
3618,10773,11218
3596,10813,11209
3595,10835.5,11202
3597,10758,11183
3617,10855,11181
3585,10747.5,11180
3611,10894,11175
3605,10825,11169
3616,10701,11168
3613,10800,11141
3609,10744.5,11120
3590,10732,11117
3610,10794.5,11114
3602,10870,11113
3619,10775,11103
3626,10908,11101
3629,10680.5,11096
3630,10837,11095
3607,10843,11095
3631,10811,11074
3603,10723,11071
3634,10870,11061
3592,10742,11059
3606,10829,11043
3628,10832,11040
3625,10861.5,11040
3623,10918,11028
3600,10699,11023
3614,10743,11017
3622,10748.5,11014
3649,10936,11009
3633,10783.5,10976
3638,10935,10974
3620,10759,10973
3650,10992.5,10972
3615,10898.5,10964
3635,10754,10958
3621,10792,10935
3632,10827,10933
3639,10819,10927
3643,10854,10908
3627,10803,10905
3640,10867.5,10900
3624,10786.5,10892
3612,10789,10862
3654,10776,10862
3637,10891.5,10840
3659,10823,10819
3645,10828,10775
3655,10858,10772
3642,10960,10767
3656,10872,10766
3665,10788,10759
3646,10807,10753
3668,10885,10750
3648,10911,10741
3666,10848,10733
3636,10873,10732
3672,11018,10727
3641,10837,10725
3647,10769,10719
3644,10832,10715
3669,10993.5,10712
3652,10992,10708
3664,10934,10706
3651,10886,10689
3657,10925,10683
3676,10901.5,10680
3671,10888,10678
3661,10890,10673
3663,10925,10652
3685,10934,10648
3660,10829,10639
3658,10868.5,10632
3662,10904,10631
3653,10968,10608
3690,10966,10603
3675,10977,10595
3700,11051,10587
3677,10922,10565
3680,11034.5,10564
3667,10977,10561
3686,10844,10547
3670,11006,10529
3682,10797,10527
3674,11019.5,10526
3688,10931.5,10516
3683,10982,10513
3706,11119,10505
3702,10926,10503
3692,11074,10487
3703,10984,10484
3673,10841.5,10462
3714,11021.5,10450
3687,10933,10430
3691,10924,10425
3697,10959,10421
3679,11000,10413
3696,11041,10409
3694,11039,10393
3689,10899,10389
3708,10949.5,10388
3681,10807.5,10372
3684,10970.5,10360
3695,10988.5,10358
3712,10991.5,10350
3701,10882,10343
3711,10946,10341
3709,11038,10338
3707,10999,10327
3693,10976,10326
3729,11028,10313
3715,11029,10313
3717,11039,10302
3705,10871.5,10298
3678,10958.5,10294
3698,11007,10285
3713,10942,10251
3728,11162,10231
3724,10945,10231
3699,11079,10221
3720,11066,10216
3723,10904,10211
3730,10976,10207
3744,10990.5,10206
3719,11040,10187
3722,11041,10182
3732,10990,10181
3740,11012,10176
3718,11151,10159
3754,11015,10151
3716,10977,10149
3725,11143,10147
3749,11101,10145
3727,11053,10143
3726,11014,10137
3737,10964.5,10132
3704,10949.5,10118
3710,10942,10114
3735,11134.5,10112
3736,10973.5,10100
3747,11187,10100
3741,10949.5,10074
3721,11083,10052
3756,10961,10037
3750,11147.5,10036
3746,11082,10028
3731,11051.5,10018
3742,11137,10015
3752,11057.5,10008
3760,11155,10006
3745,11209,9999
3743,11074.5,9980
3762,11175.5,9974
3734,11055,9971
3765,11073.5,9968
3733,11065,9964
3738,11029.5,9958
3748,11107,9939
3776,11100,9932
3770,11023,9923
3755,11104.5,9922
3751,11259,9917
3767,11160,9907
3771,11174.5,9906
3778,11021,9904
3753,11017.5,9902
3782,11075,9883
3761,11151.5,9868
3763,11032,9866
3768,11238,9852
3774,11118,9843
3783,11091.5,9822
3775,11101,9817
3779,11164,9804
3784,11091,9791
3814,11299.5,9770
3757,11152,9760
3773,11048.5,9760
3766,11062.5,9746
3777,11188,9746
3769,11079.5,9744
3764,11196.5,9740
3759,11021.5,9738
3794,11172,9732
3799,11232,9731
3808,11150.5,9712
3816,11280.5,9712
3796,11221,9705
3789,11157,9701
3800,11203,9691
3758,11231.5,9688
3786,11184,9685
3780,11258,9674
3790,11079.5,9666
3739,10967.5,9664
3797,11279,9649
3798,11175,9648
3781,11169,9647
3804,10965.5,9644
3802,11168.5,9642
3810,11249,9639
3795,11255.5,9614
3817,11189.5,9600
3827,11242,9597
3772,11026,9597
3785,11161,9593
3803,11289.5,9582
3791,11217,9573
3792,11239,9571
3818,11255,9571
3839,11242,9562
3809,11177,9542
3788,11113,9529
3813,11113,9526
3787,11192.5,9510
3793,11079,9502
3830,11426.5,9484
3820,11189,9480
3837,11300,9479
3860,11255,9473
3807,11285,9469
3801,11046,9469
3821,11154,9467
3805,11039,9458
3828,11248,9451
3812,11135,9431
3840,11057,9429
3811,11160,9422
3843,11280,9403
3832,11253,9395
3825,11340,9360
3833,11408,9358
3819,11313.5,9356
3823,11261,9347
3838,11248,9345
3854,11225,9343
3826,11110,9342
3831,11182,9335
3853,11378,9331
3841,11294.5,9330
3824,11134.5,9310
3806,11082.5,9306
3842,11291,9305
3848,11295,9291
3829,11254.5,9288
3857,11292,9283
3822,11273.5,9280
3866,11301,9274
3845,11285.5,9260
3834,11291,9259
3856,11095.5,9252
3815,11149,9240
3836,11278,9238
3835,11183,9233
3847,11288.5,9220
3867,11325,9219
3861,11448,9215
3852,11278.5,9212
3862,11310.5,9200
3864,11330,9189
3846,11298.5,9172
3869,11357,9166
3850,11334,9149
3851,11326,9147
3849,11330,9145
3858,11461,9141
3870,11423,9140
3893,11202,9126
3855,11333,9115
3863,11249.5,9096
3873,11414,9083
3859,11212,9081
3865,11256,9075
3878,11248.5,9066
3875,11244.5,9062
3868,11266,9046
3886,11230.5,9038
3871,11307,9024
3872,11252,9011
3890,11479.5,9010
3844,11519,9007
3877,11384,8981
3876,11271.5,8978
3879,11359,8975
3880,11326,8974
3888,11319.5,8972
3882,11209,8959
3900,11488,8953
3903,11300,8953
3892,11338,8949
3884,11322.5,8930
3874,11265,8928
3881,11323,8919
3902,11377,8917
3912,11599,8914
3911,11333,8909
3898,11387,8904
3906,11507,8901
3915,11329.5,8898
3896,11242,8898
3909,11474.5,8898
3885,11330,8892
3897,11505,8885
3887,11352,8870
3905,11460,8859
3894,11241.5,8846
3924,11423.5,8836
3883,11453.5,8834
3891,11301,8811
3904,11401,8807
3889,11333,8807
3916,11396.5,8802
3926,11467.5,8800
3901,11397,8794
3910,11420,8793
3930,11494,8783
3920,11327,8780
3908,11369.5,8778
3918,11283,8777
3917,11335,8777
3925,11428.5,8776
3936,11274,8776
3922,11588.5,8756
3919,11340,8749
3961,11490.5,8742
3931,11485,8741
3929,11494.5,8726
3899,11580,8721
3895,11358,8718
3928,11283,8707
3937,11516,8706
3935,11385,8704
3934,11643,8700
3913,11522,8675
3955,11302,8671
3921,11242,8671
3932,11434,8664
3941,11503.5,8646
3945,11466,8645
3940,11404.5,8642
3943,11489.5,8640
3948,11527,8633
3946,11571,8633
3914,11397,8625
3952,11404.5,8616
3938,11505,8609
3927,11265,8606
3939,11272,8604
3953,11400,8599
3923,11529.5,8576
3960,11429,8574
3907,11339.5,8574
3951,11398,8552
3971,11547,8537
3979,11578.5,8536
3942,11590,8531
3954,11426,8527
3966,11346,8521
3973,11497.5,8510
3967,11625,8509
3947,11569,8504
3957,11469,8501
3944,11468,8500
3933,11488,8496
3963,11545,8469
3949,11370,8468
3994,11580,8465
3959,11342,8461
3962,11477.5,8460
3986,11632,8459
3974,11432,8456
3964,11445,8452
3978,11574.5,8436
3976,11490,8429
3980,11635,8428
3972,11642,8427
3970,11650,8426
3977,11642,8421
3965,11500,8421
3968,11538.5,8414
3950,11554.5,8412
3985,11529,8398
3958,11468,8393
3956,11451,8390
3982,11768,8369
3969,11555,8362
3997,11616,8359
3975,11556,8342
3981,11577,8337
3998,11644,8324
4016,11684.5,8322
3983,11705,8303
3991,11547.5,8302
4022,11599,8299
4014,11577,8297
3989,11558,8296
3993,11533.5,8294
3988,11565,8284
4001,11483,8269
3984,11634.5,8258
4038,11572,8252
4019,11482,8245
4012,11820,8241
4004,11674,8239
4030,11643,8227
4010,11595,8220
4036,11633,8215
4011,11713,8215
4000,11675,8215
3999,11525.5,8210
4006,11636.5,8208
3987,11691,8198
3992,11639.5,8196
4003,11581,8191
4018,11526.5,8184
4005,11643,8173
3995,11355,8142
4017,11652,8138
4013,11558,8130
3996,11677,8119
4047,11873.5,8114
4050,11631,8111
4007,11608,8101
4024,11700,8095
4015,11631,8093
3990,11799,8092
4008,11582,8075
4032,11632.5,8074
4021,11650,8071
4029,11681,8069
4054,11808,8068
4026,11737,8058
4035,11702,8055
4031,11686,8051
4002,11696,8043
4061,11655,8041
4048,11830.5,8026
4034,11680,8023
4027,11471,8019
4066,11748,8017
4033,11558,8017
4009,11508,8016
4045,11835,8015
4041,11702,8009
4025,11701,7996
4023,11623,7990
4042,11661,7985
4046,11762,7971
4051,11756.5,7968
4055,11720.5,7968
4039,11737,7967
4020,11769,7965
4057,11766.5,7962
4052,11738,7961
4058,11709,7948
4044,11682,7947
4064,11543,7935
4037,11694,7919
4028,11722,7919
4068,11733,7906
4059,11658,7890
4056,11678,7884
4078,11593,7881
4043,11872,7877
4049,11587,7873
4065,11681,7869
4063,11714,7863
4067,11754,7862
4077,11810,7851
4060,11864.5,7850
4053,11674,7842
4073,11738,7829
4107,11752.5,7826
4086,11591,7823
4083,11753.5,7816
4084,11583,7809
4069,11684.5,7806
4074,11613.5,7802
4092,11773,7800
4090,11751,7794
4108,11710,7785
4062,11736,7780
4087,11680,7767
4081,11921.5,7766
4040,11668,7763
4093,11655,7762
4085,11609,7757
4097,11795,7753
4079,11547,7737
4099,11681,7733
4089,11692,7728
4071,11804,7725
4098,11965,7723
4072,11812,7723
4088,11650,7717
4070,11788,7715
4106,11737,7712
4096,12002,7711
4091,11781,7703
4075,11616.5,7702
4111,11839,7696
4124,11880,7686
4127,11824,7675
4105,11756,7673
4102,11922,7663
4100,11990,7663
4076,11854,7663
4121,11776,7657
4133,11819,7650
4119,11792,7649
4116,11776.5,7646
4101,11869,7640
4129,11859,7639
4118,11782,7636
4113,11819,7629
4123,11822,7618
4082,11590,7618
4095,11858,7618
4103,11935,7611
4130,11871,7608
4128,11803,7597
4080,11485.5,7588
4131,11914,7587
4094,11760.5,7584
4122,11826,7582
4115,11795.5,7574
4104,11895,7564
4125,11804,7561
4114,11772,7561
4136,11897.5,7554
4152,11915,7546
4148,11916.5,7532
4155,11845,7531
4117,11888,7527
4134,11935,7519
4112,12073,7517
4144,11743,7517
4169,11945,7516
4132,11831,7515
4138,11893.5,7494
4170,11837,7491
4142,11849,7491
4109,11821.5,7488
4146,11802,7481
4145,11728,7481
4166,11913.5,7476
4150,11788,7464
4135,11827,7463
4126,11789,7459
4110,11843,7453
4120,11857.5,7452
4165,11803,7445
4180,11912,7445
4162,12004,7443
4147,11914.5,7442
4143,11797,7427
4178,12044,7400
4161,12037,7393
4151,11984,7389
4156,11959.5,7386
4158,11752.5,7380
4149,11749,7373
4164,11993,7369
4163,11885,7364
4188,12051,7362
4139,11759,7360
4172,11987,7354
4137,11798.5,7354
4174,11930,7350
4182,12056.5,7338
4159,11847,7335
4186,11919,7335
4140,11816,7327
4141,11860,7325
4154,11948,7317
4199,11965,7309
4190,11828,7301
4176,11933.5,7298
4183,11807,7298
4171,11939.5,7296
4196,11966,7277
4157,11892,7275
4187,11858,7269
4168,11827,7269
4173,11799,7265
4177,11927,7263
4195,11921,7261
4185,11916,7260
4160,11721,7251
4175,12014,7245
4153,11776,7239
4167,12204,7223
4214,12052.5,7218
4208,12106,7211
4202,12087,7207
4223,11939,7197
4194,11874,7195
4181,12004,7193
4221,12046,7191
4217,12007,7189
4235,12216,7187
4201,12045,7183
4191,11919,7180
6497,10101,7178
4204,11864,7177
4219,12083,7176
4200,11817.5,7166
4189,11850,7156
4203,12129,7151
4205,11964,7146
4227,12123.5,7142
4228,11886,7138
4211,11987.5,7138
4193,11969,7136
4218,12078,7135
4198,12068,7131
4192,12078,7127
4184,11838,7123
4222,11694,7110
4210,11894,7097
4237,12032.5,7090
4212,11927,7089
4229,12003,7087
4231,11991.5,7080
4247,11996,7077
4207,12055,7076
4220,12090,7076
4216,11935,7071
4233,12126,7061
4255,12115,7053
4215,11853,7045
4197,11946,7043
4239,12103,7043
4230,11992.5,7036
4179,12024.5,7036
4206,11870,7029
4244,12159,7022
4209,11927,7022
4213,11859,7002
4232,12255,6991
4225,11916,6986
4260,12299.5,6982
4241,12215,6981
4226,12037.5,6980
4277,12080,6975
4224,11831,6965
4254,12220,6955
4248,11937.5,6948
4250,12024,6943
4238,11980,6941
4263,12444,6935
4246,12022,6934
4243,11973,6928
4234,12026.5,6928
4265,12241.5,6922
4242,12112,6919
4245,12095,6917
4258,12027,6911
4257,12092,6896
4287,12074,6895
4278,12020,6894
4251,11900,6892
4261,12197,6883
4273,12126.5,6878
4280,12131,6876
4249,12116,6875
4236,12161,6872
4240,12023,6864
4279,12154,6864
4284,12028,6860
4270,12037,6855
4294,12431.5,6854
4259,11978,6852
4266,11980,6841
4281,12082,6836
4290,12070.5,6836
4300,12354,6836
4252,11859,6834
4253,12210,6833
4291,12084.5,6826
4304,12214,6825
4264,12207.5,6822
4262,12269,6819
4256,11956,6812
4276,12092.5,6810
4269,12193.5,6800
4272,12112,6792
4292,12118,6785
4275,12073.5,6774
4285,12187.5,6774
4268,12189,6772
4295,12310,6767
4296,12065.5,6760
4286,12128,6760
4271,12264,6748
4283,12178,6728
4322,12322,6726
4328,12108,6719
4267,12122.5,6716
4301,12288,6711
4309,11914,6711
4299,12147,6711
4324,12210.5,6704
4274,12174,6701
4310,12143.5,6700
4298,12295,6689
4312,12140,6689
4293,11890,6687
4320,12197,6686
4303,12172,6685
4317,12212.5,6684
4321,12255,6680
4282,12144,6677
4289,12137,6676
4333,12258,6666
4288,12238,6655
4308,12035,6651
4306,12053,6639
4307,11979.5,6630
4297,12013.5,6630
4330,12111,6620
4334,12134,6617
4314,11990,6614
4331,12219.5,6612
4305,12175,6609
4319,12132.5,6600
4355,12152.5,6588
4313,12183,6587
4329,12098,6585
4323,12136,6581
4318,12221,6579
4311,11915,6566
4343,12382.5,6564
4336,12323,6554
4335,12341,6545
4326,12127,6545
4366,12323,6535
4352,12323,6535
4338,12415,6535
4337,12203,6532
4347,12129,6528
4315,12250,6526
4302,12202,6523
4357,12233.5,6522
4361,12500,6517
4325,12343.5,6516
4332,12217,6513
4346,12231,6511
4374,12293.5,6508
4364,12368.5,6498
4351,12334,6495
4344,12327,6485
4356,12315,6481
4353,12408,6481
4341,12354,6479
4339,12364.5,6478
4342,12304.5,6478
4376,12281,6475
4349,12240,6466
4384,12348,6464
4316,12143.5,6464
4327,12355,6462
4389,12212,6453
4362,12199,6437
4340,12416,6435
4360,12171,6431
4382,12433.5,6430
4345,11944,6427
4365,12399,6427
4380,12414,6421
4375,12237.5,6414
4354,12228,6404
4388,12120,6404
4359,12310,6400
4407,12270,6398
4386,12369,6395
4368,12516,6395
4358,12146,6391
4372,12369,6389
4350,12361,6387
4385,12280,6385
4370,12221,6381
4348,12235,6373
4371,12214,6360
4378,12379.5,6360
4383,12373,6359
4423,12306,6355
4373,12178,6350
4394,12528,6339
4369,12156,6335
4414,12633,6333
4393,12356,6319
4390,12265.5,6314
4363,12374,6313
4387,12548,6307
4377,12143.5,6306
4392,12471,6306
4397,12332,6302
4399,12407,6299
4381,12648,6298
4367,12378,6289
4406,12414,6283
4395,12462,6283
4400,12576.5,6274
4403,12400,6273
4401,12227.5,6268
4402,12372,6267
4420,12364,6267
4422,12340,6265
4398,12291,6263
4439,12409,6256
4413,12350,6249
4410,12361,6248
4404,12470,6242
4391,12486.5,6238
4379,12248,6226
4429,12584,6223
4433,12580,6216
4396,12328,6214
4448,12527,6213
4425,12606.5,6208
4409,12314,6201
4426,12580,6191
4412,12455,6188
4408,12543,6185
4415,12516,6182
4470,12518,6179
4434,12519,6177
4416,12347,6150
4424,12396,6149
4405,12252.5,6148
4456,12348.5,6144
4443,12598,6143
4428,12508,6129
4450,12502,6124
4430,12483.5,6124
4418,12478.5,6122
4421,12381,6121
4435,12337,6120
4411,12279,6112
4451,12522,6111
4484,12415,6104
4440,12528,6104
4417,12261,6095
4427,12212,6094
4419,12348,6094
4445,12674,6090
4436,12256.5,6090
4454,12408,6090
4441,12576,6088
4431,12508.5,6086
4455,12429,6079
4446,12486.5,6072
4438,12664.5,6066
4432,12438,6062
4481,12490,6059
4449,12480,6053
4463,12535,6049
4453,12460.5,6042
4480,12757,6033
4462,12610.5,6032
4479,12432,6025
4478,12639,6023
4437,12489,6023
4471,12455,6017
4460,12654.5,6012
4492,12582.5,6004
4474,12540,6002
4468,12403,6001
4452,12479,6001
4466,12569,5999
4461,12722,5989
4472,12352,5986
4467,12534.5,5986
4469,12464,5985
4442,12388.5,5980
4494,12613,5977
4459,12411,5974
4444,12419,5967
4475,12639,5966
4447,12481,5962
4458,12476,5961
4506,12588,5955
4493,12397,5953
6348,9344,5953
4486,12504,5944
4509,12484,5943
4482,12559,5942
4489,12760,5939
4507,12668.5,5938
4477,12388,5937
4473,12650,5932
4476,12693,5927
4491,12541,5923
4464,12637,5911
4487,12673.5,5910
4490,12598,5910
4499,12599,5903
4508,12505,5900
4504,12491,5889
4457,12651,5889
4488,12643,5886
4501,12683,5882
4465,12602.5,5880
4483,12330,5871
4534,12721.5,5862
4498,12690,5862
4500,12508,5859
4503,12623.5,5856
4505,12694.5,5854
4511,12475,5850
4525,12690,5836
4521,12536.5,5832
4497,12623,5831
4530,12710.5,5828
4512,12460,5828
4485,12627.5,5826
4496,12626.5,5824
4518,12637,5822
4516,12950,5817
4520,12698,5813
4517,12623,5810
4514,12588,5810
4519,12724,5809
4570,12672.5,5798
4550,12974,5797
4502,12696,5790
4538,12716,5788
4541,12672,5784
4554,12899,5784
4526,12490,5784
4510,12427,5781
4522,12705,5778
4543,12913.5,5776
4513,12418.5,5768
4528,12672,5766
4546,12748,5761
4542,12621,5757
4536,12618.5,5752
4549,12580,5741
4524,12556,5733
4539,12638,5723
4547,12851,5721
4540,12669,5719
4531,12574,5715
4533,12666,5709
4537,12678,5705
4495,12526,5702
4557,12719,5699
4527,12498,5698
4553,12816,5691
4555,12715,5690
4544,12663,5677
4563,12600,5667
4529,12827.5,5660
4523,12755,5655
4535,12706,5645
4545,12573,5633
4551,12478.5,5632
4594,12704,5629
4577,12801,5622
4564,12566.5,5620
4515,12606,5619
4600,13049.5,5612
4560,12672,5604
4569,12957,5602
4556,12510,5595
4601,12854,5582
4561,12872,5582
4572,12599,5581
4579,12693.5,5578
4587,12501,5578
4562,12711,5577
4532,12600,5577
4573,12903,5577
4583,12819.5,5572
4552,12663,5571
4580,12726,5569
4559,12507,5567
4567,12708,5567
4565,12680.5,5560
4576,12828,5559
4595,12714,5556
4615,12877,5551
4571,12791.5,5548
4574,12616,5548
4548,12571,5540
4558,12895.5,5540
4608,12896.5,5540
4578,12857.5,5524
4626,12782,5523
4606,12616,5523
4590,12959,5519
4637,12984,5519
4592,12804,5519
4596,12820.5,5518
4620,12937,5516
4581,12726,5516
4575,12664.5,5512
4609,13010.5,5508
4568,12854.5,5506
4566,12721,5505
4584,12831,5500
4641,12951,5491
4585,12783.5,5490
4597,12904,5480
4591,12536,5474
4598,12883,5471
4586,12910,5467
4614,12784,5467
4589,12751,5460
4593,12931,5459
4610,12938.5,5458
4632,12796,5456
4604,12761,5452
4599,12991,5451
4588,12897.5,5448
4617,13083,5444
4636,12724,5432
4644,12990,5431
4607,12730,5427
4623,13022.5,5424
4582,12890,5423
