TTFB,TTI,FREQ
1646,7319,77731
1645,7340,77611
1650,7356,77517
1651,7346,77512
1647,7296,77426
1653,7321,77119
1656,7341,76792
1658,7336,76761
1655,7326,76746
1657,7335,76702
1652,7299,76685
1660,7341,76532
1661,7339,76422
1654,7312.5,76414
1662,7352,76322
1666,7367,76291
1663,7390,76189
1668,7351,75923
1659,7296,75918
1669,7373.5,75798
1664,7317,75668
1667,7354,75448
1670,7352,75324
1671,7355,75316
1665,7344,75240
1672,7356,75079
1673,7374,74863
1680,7349,74802
1675,7354,74697
1676,7351,74508
1679,7365,74486
1677,7358,74465
1674,7387.5,74426
1683,7366,74362
1678,7389,74358
1681,7355.5,74306
1684,7359,74305
1685,7400,74213
1688,7375,74069
1682,7353,74041
1686,7358.5,73824
1691,7387,73615
1694,7420,73544
1687,7388.5,73498
1690,7355,73329
1696,7368,73324
1692,7364,73270
1699,7382,73239
1689,7353,73197
1693,7360,73107
1700,7408,72939
1702,7403,72884
1703,7351,72868
1695,7363,72845
1698,7421,72771
1697,7432,72608
1706,7418,72351
1705,7380,72300
1704,7437,72271
1701,7382,72226
1707,7414,72180
1709,7407,71916
1712,7418,71891
1710,7406,71870
1711,7383.5,71762
1718,7430,71667
1708,7458,71452
1719,7427,71431
1716,7377,71323
1715,7423,71280
1714,7409,71235
1713,7429,70993
1722,7383,70907
1720,7399,70726
1723,7394,70573
1724,7410,70540
1725,7427,70453
1727,7400,70444
1717,7417,70401
1730,7466,70374
1721,7404,70369
1733,7445,70357
1728,7448,70249
1726,7439,70078
1729,7389,69945
1737,7451,69854
1732,7430,69798
1731,7481,69682
1735,7421,69629
1736,7397,69597
1734,7417,69490
1742,7451,69255
1739,7479,69207
1740,7452,69159
1738,7455,69158
1744,7465,69074
1741,7444,69029
1746,7423,69003
1745,7501,68966
1749,7452.5,68944
1750,7446,68851
1747,7440,68735
1748,7443.5,68568
1743,7452,68412
1752,7471,68359
1751,7430.5,68306
1753,7448,68231
1755,7479,68005
1754,7479,67981
1762,7497,67944
1758,7496,67922
1756,7471,67901
1759,7451.5,67746
1757,7508.5,67570
1764,7501,67467
1760,7441.5,67396
1761,7462.5,67290
1763,7474,67210
1765,7471,67152
1772,7494,67129
1766,7491,67126
1771,7505,66941
1767,7512,66928
1769,7503,66701
1778,7535,66679
1768,7524,66640
1780,7532,66474
1774,7507,66367
1777,7525,66224
1773,7481,66209
1770,7568,66166
1782,7521,66142
1775,7484,66134
1779,7497,66066
1781,7489,65908
1784,7518,65902
1776,7516.5,65838
1786,7559,65557
1790,7528,65363
1788,7575,65356
1787,7535,65234
1783,7557,65206
1789,7531,65127
1792,7523,65077
1794,7567,65076
1785,7533,65045
1791,7568,64951
1793,7532,64888
1796,7587,64854
1797,7578.5,64786
1799,7540,64634
1798,7534,64629
1800,7576,64590
1806,7579,64479
1803,7556,64460
1795,7539,64449
1801,7548.5,64442
1802,7574,64335
1810,7571,64233
1805,7546,64223
1813,7603,64081
1804,7511,63999
1808,7574,63899
1812,7609,63837
1807,7535,63698
1809,7590,63658
1814,7607,63594
1815,7611,63489
1811,7576,63480
1816,7578,63160
1817,7596,63143
1820,7566,62973
1822,7579,62933
1818,7555,62921
1821,7600,62850
1829,7543,62813
1823,7613,62789
1830,7575,62763
1827,7642.5,62708
1819,7571.5,62702
1824,7586,62644
1828,7593,62577
1826,7576,62504
1825,7577.5,62336
1831,7603,62331
1837,7630.5,62282
1833,7594,62244
1838,7661,62077
1832,7631,62018
1840,7644,61967
1835,7638,61965
1836,7613,61937
1834,7624,61914
1842,7629,61639
1839,7634,61451
1843,7678,61170
1841,7599,61164
1844,7642,61040
1850,7652.5,61000
1845,7623,60994
1851,7651,60813
1847,7604,60798
1854,7637,60688
1846,7657,60666
1857,7690,60561
1848,7645,60549
1853,7659,60483
1849,7614,60351
1852,7622,60262
1856,7648,60165
1860,7651,60123
1855,7639,60078
1858,7671,60076
1863,7667.5,60026
1859,7672,59949
1861,7678,59948
1870,7684.5,59856
1864,7694,59752
1865,7673,59709
1862,7674,59644
1866,7656,59527
1868,7660,59415
1872,7725,59386
1876,7698,59265
1869,7646,59109
1871,7692,59091
1874,7687,59080
1881,7702.5,58990
1873,7697,58961
1867,7688,58905
1875,7677,58785
1880,7659,58728
1992,7033,58689
1886,7730,58688
1882,7701,58664
1878,7696,58544
1884,7668,58406
1885,7688,58404
1888,7716,58383
1879,7709,58348
1877,7748,58321
1890,7727,58021
1883,7679,57987
1894,7718,57969
1887,7704,57909
1891,7708,57892
1896,7695,57830
1893,7715,57827
1889,7740,57767
1898,7749,57524
1899,7745.5,57522
1897,7669,57467
1892,7699,57441
1895,7743,57300
1900,7738.5,57250
1902,7751,57156
1906,7731,57155
1904,7724,57053
1901,7727.5,57014
1903,7743.5,56992
1909,7719,56801
1905,7733,56798
1907,7708.5,56764
1912,7745,56691
1908,7694,56657
1910,7766,56623
1911,7708,56423
1913,7743,56210
1914,7739,56102
1918,7749,56011
1921,7744,55979
1917,7758,55977
1922,7825,55915
1919,7714,55810
1920,7732,55797
1915,7743,55793
1916,7733,55710
1924,7796.5,55692
1923,7699,55669
1928,7803,55556
1929,7742,55502
1931,7789,55475
1925,7782,55389
1926,7771,55358
1934,7719,55172
1932,7847,55096
1930,7784,55020
1927,7783,55001
1936,7803,54793
1940,7796,54719
1933,7759,54689
1937,7742,54624
1935,7793,54602
1938,7814,54454
1939,7797,54447
1950,7772,54379
1947,7804,54123
1941,7773,54117
1942,7824,54037
1945,7788,53981
1952,7803.5,53942
1944,7839,53824
1943,7788,53809
1949,7774,53764
1948,7827,53743
1946,7766,53714
1958,7851,53629
1951,7747,53599
1961,7903,53422
1954,7787,53422
1955,7823,53402
1953,7832,53393
1956,7786,53264
1957,7765.5,53060
1962,7789,52994
1966,7841,52911
1960,7839,52869
1959,7825,52823
1968,7844,52800
1967,7833.5,52706
1964,7848,52693
1965,7801,52621
1963,7829,52610
1969,7839,52529
1975,7865,52349
1970,7830,52328
1977,7811.5,52178
1973,7835,52166
1979,7828,52154
1978,7901,52059
1974,7865,51955
1972,7851,51921
1971,7870,51878
1980,7826,51872
1982,7882.5,51816
1981,7853.5,51764
1983,7863,51749
1989,7870,51682
1976,7835.5,51536
1986,7901,51528
1990,7905,51478
1987,7836,51325
1985,7864,51306
1984,7855.5,51214
1993,7938,51166
1995,7896,51121
1991,7842,50947
1997,7875,50889
1994,7895,50813
1996,7875,50778
2000,7919,50669
2001,7898.5,50666
1998,7899,50624
1988,7868,50563
1999,7824,50549
2002,7886,50454
2007,7897.5,50428
2004,7845.5,50416
2010,7897,50384
2006,7934.5,50360
2110,7315,50345
2008,7853,50300
2016,7927.5,50134
2012,7920.5,50066
2018,7919,50022
2005,7893,50004
2003,7892,49990
2011,7939,49912
2017,7876,49848
2014,7886,49776
2019,7900.5,49764
2013,7920,49700
2009,7932,49683
2025,7836,49656
2024,7979,49633
2021,7891,49398
2026,7946,49367
2015,7910,49353
2032,7912.5,49352
2020,7930,49341
2028,7939,49327
2023,7886,49261
2033,7948,49163
2022,7933.5,49116
2027,7933,49027
2034,7994,49000
2036,7954,48837
2031,7898,48780
2029,7964,48651
2030,7939,48641
2040,8019,48617
2038,7935,48589
2035,7936,48498
2043,7951,48449
2044,8022,48330
2037,7951,48295
2042,7982,48189
2039,7868,48152
2047,7991,48121
2055,8019,47848
2045,7973,47822
2048,7949,47750
2041,7987,47750
2046,7971,47743
2049,8003,47673
2051,7943,47637
2050,7958.5,47584
2058,7994,47571
2053,8015,47549
2060,8024.5,47450
2052,7966,47426
2054,7996,47408
2056,8030,47262
2061,7993,47236
2057,8003,47093
2064,8024,47083
2059,8012,47059
2066,8008.5,47056
2062,8028.5,46888
2063,8003,46861
2065,8009,46857
2075,7999,46793
2070,8001,46696
2074,7971,46651
2068,8031,46645
2067,8008,46605
2078,8009,46552
2072,7972,46481
2079,8064,46402
2071,7994,46387
2069,8016,46381
2082,8124.5,46276
2077,8018,46253
2081,8085,46195
2073,8038,46157
2076,8021,46113
2085,8058.5,46088
2088,8018,46078
2080,8077,46076
2084,8077,45871
2089,8041,45819
2083,8062,45800
2092,8032,45707
2094,8094,45636
2093,8034.5,45634
2091,8012,45588
2086,8070,45577
2097,8082,45565
2087,8072,45542
2096,8093,45406
2095,8104,45385
2100,8061,45380
2099,8089,45376
2090,8108,45271
2098,8101,45263
2102,8032,45236
2104,8012,45167
2101,8042,45037
2106,8100,45026
2103,8082,44951
2108,8078,44821
2105,8030,44782
2111,8015,44764
2107,8144,44702
2109,8057,44610
2112,8061,44407
2116,8108,44402
2114,8054,44237
2119,8051,44207
2118,8036,44113
2113,8036.5,44106
2115,8082,44077
2117,8089,44021
2120,8069,44015
2131,8125,44005
2122,8046.5,43884
2121,8064,43877
2123,8063,43869
2124,8113,43843
2128,8120.5,43782
2127,8092,43660
2129,8109,43621
2126,8087,43571
2132,8110.5,43558
2130,8052,43541
2125,8069,43444
2137,8140,43441
2140,8085,43441
2133,8158,43440
2138,8127,43388
2135,8107,43292
2136,8077,43102
2141,8114,43101
2139,8098,43017
2143,8113,42994
2148,8037,42941
2142,8138,42913
2150,8144,42806
2134,8128,42753
2146,8117,42741
2145,8174.5,42724
2153,8106,42700
2155,8118,42668
2149,8064,42548
2147,8101.5,42546
2144,8132,42483
2157,8119.5,42358
2159,8152,42339
2156,8160,42251
2151,8135,42222
2152,8154,42219
2154,8155,42210
2161,8143,42142
2158,8137,42056
2160,8129,41999
2164,8175,41992
2162,8141,41942
2163,8145,41917
2170,8186,41848
2172,8143,41761
2165,8094,41745
2169,8144,41710
2167,8147,41699
2166,8147,41633
2171,8168,41616
2168,8185.5,41612
2174,8208,41610
2176,8201.5,41502
2178,8186,41451
2184,8200,41396
2175,8202,41348
2179,8178,41314
2177,8156,41235
2173,8127,41228
2186,8208,41191
2180,8110,41186
2181,8218,41122
2183,8153,41081
2182,8209,40981
2187,8164,40951
2189,8235.5,40820
2185,8191,40811
2192,8189,40657
2196,8181,40650
2188,8209,40649
2200,8201,40598
2194,8221,40559
2197,8178,40526
2195,8183,40509
2193,8206,40493
2201,8268,40477
2190,8217,40449
2191,8225,40418
2202,8227.5,40348
2214,8290,40244
2199,8159,40240
2198,8207,40231
2205,8188,40130
2212,8205,40060
2207,8215,40021
2203,8273,40003
2216,8280.5,40000
2217,8244,39977
2209,8264,39969
2208,8181,39934
2204,8292,39903
2210,8223.5,39874
2220,8295,39861
2219,8264,39827
2211,8280.5,39792
2206,8270,39709
2213,8233.5,39704
2215,8244,39692
2260,8642,39582
2227,8262,39542
2226,8272,39513
2218,8298,39433
2225,8223,39410
2221,8250,39409
2224,8264,39367
2230,8233,39363
2234,8258.5,39328
2232,8268,39268
2222,8189,39133
2235,8237,39117
2228,8267,39117
2229,8253,39061
2240,8322,39031
2237,8284,38968
2231,8307,38961
2233,8265.5,38926
2223,8256,38892
2244,8299,38800
2238,8242,38759
2236,8251,38553
2239,8289,38500
2241,8285,38495
2250,8334,38462
2247,8288,38419
2245,8241,38387
2246,8309,38298
2243,8285,38292
2248,8324,38240
2242,8296,38239
2252,8275.5,38210
2256,8305,38200
2251,8280,38156
2249,8259,38021
2267,8333,37947
2259,8310,37941
2254,8332,37919
2253,8324.5,37816
2255,8317,37812
2257,8247,37718
2262,8336,37704
2268,8331,37702
2266,8271,37692
2258,8325,37691
2261,8348,37641
2265,8340,37639
2263,8248,37505
2269,8307.5,37456
2270,8323,37349
2282,8352,37277
2264,8324,37238
2273,8288,37202
2278,8328,37193
2280,8349.5,37166
2271,8334,37150
2272,8291,37098
2276,8433,37037
2274,8279.5,36990
2277,8350,36949
2275,8292,36942
2279,8366,36830
2284,8361,36829
2293,8378,36761
2281,8363,36733
2288,8383,36655
2286,8391,36602
2285,8355,36601
2289,8384,36578
2296,8356,36577
2283,8360,36461
2287,8342,36457
2292,8365,36435
2297,8455,36429
2290,8396,36413
2295,8395,36375
2294,8410,36368
2301,8426,36355
2291,8362,36346
2299,8424,36281
2302,8368,36274
2300,8427.5,36104
2298,8356,36056
2314,8469,36053
2306,8373,36049
2308,8441.5,35996
2312,8476,35983
2310,8402,35888
2303,8393,35831
2307,8380.5,35676
2309,8438,35596
2305,8365,35558
2304,8315,35518
2315,8436.5,35474
2311,8427,35460
2316,8448,35435
2322,8467,35410
2319,8468.5,35338
2318,8428,35337
2317,8431,35321
2328,8477,35313
2313,8455,35288
2332,8460,35263
2325,8426,35247
2324,8411,35241
2323,8473,35227
2320,8411,35227
2333,8419,35179
2329,8489,35099
2327,8512,35061
2334,8431.5,35058
2330,8453.5,35044
2321,8445,34971
2331,8459.5,34896
2326,8452,34819
2336,8402,34811
2340,8428,34719
2337,8318,34677
2338,8408.5,34644
2344,8478,34614
2339,8484,34558
2335,8461.5,34536
2346,8378,34521
2341,8471.5,34416
2349,8463,34416
2343,8472,34415
2342,8393,34303
2347,8402.5,34248
2348,8461.5,34238
2352,8480.5,34156
2356,8453,34142
2350,8426.5,34140
2351,8412,34103
2345,8497,34043
2359,8471,34033
2355,8447,34001
2372,8450,33987
2353,8401.5,33972
2365,8484,33928
2358,8482,33919
2357,8503,33915
2363,8432,33895
2354,8446,33883
2364,8467,33780
2360,8497,33753
2361,8468,33728
2362,8516.5,33670
2368,8522,33659
2382,8547,33595
2366,8518,33524
2369,8503,33509
2367,8510,33496
2375,8512,33493
2371,8488,33485
2380,8499,33419
2374,8502,33368
2381,8526,33312
2377,8491,33298
2376,8543,33243
2373,8518,33227
2390,8572.5,33200
2370,8536,33163
2389,8518.5,33162
2379,8503,33152
2383,8508,33083
2386,8509,33024
2388,8514,32969
2378,8520.5,32934
2385,8490,32891
2384,8516,32870
2387,8531,32840
2392,8533,32832
2394,8548,32809
2393,8576,32785
2391,8519,32759
2404,8594,32755
2399,8519,32688
2396,8582,32684
2403,8531,32668
2400,8594,32629
2398,8540.5,32626
2402,8631,32566
2408,8576.5,32526
2406,8508,32505
2395,8540.5,32488
2397,8522.5,32462
2405,8483,32405
2401,8519,32356
2417,8646,32335
2418,8621,32321
2411,8571.5,32278
2410,8590.5,32242
2413,8567,32145
2421,8609.5,32140
2412,8588,32107
2422,8604,32071
2414,8619,32051
2428,8604.5,32020
2415,8615.5,32002
2423,8609,31983
2407,8651,31981
2424,8623,31953
2426,8554,31940
2409,8578,31935
2419,8595,31889
2416,8557,31889
2427,8595.5,31860
2429,8612,31806
2420,8558,31770
2436,8623,31751
2425,8563,31715
2430,8658,31657
2434,8617,31646
2435,8632,31605
2432,8645,31594
2447,8591,31584
2445,8600,31531
2438,8651,31530
2440,8594,31521
2441,8565.5,31432
2446,8643,31421
2437,8620,31412
2433,8573.5,31400
2431,8507.5,31354
2444,8659,31353
2442,8585,31305
2449,8647,31285
2443,8599,31273
2439,8584,31181
2450,8693,31151
2454,8634,31083
2452,8679,31017
2448,8661,30870
2451,8626,30810
2460,8683.5,30808
2457,8688,30785
2463,8715,30782
2458,8707,30752
2456,8681,30736
2461,8658.5,30696
2453,8673,30693
2462,8669,30642
2468,8696,30625
2474,8689,30605
2455,8589.5,30592
2466,8668,30592
2464,8588,30572
2472,8705,30534
2471,8702,30515
2459,8660,30453
2476,8713.5,30416
2478,8724,30385
2473,8713.5,30368
2500,8768.5,30306
2477,8698.5,30302
2470,8674,30296
2467,8758,30293
2465,8672,30229
2475,8674,30221
2490,8732,30168
2469,8655,30165
2484,8764,30158
2479,8793.5,30106
2480,8743,30091
2483,8725,30038
2491,8776,30036
2481,8711,29987
2482,8710,29975
2494,8757,29973
2496,8746.5,29958
2485,8732,29890
2488,8738.5,29886
2489,8818.5,29874
2497,8782,29867
2486,8735,29831
2504,8731,29830
2499,8724,29829
2503,8775,29778
2487,8714,29755
2506,8797,29724
2492,8710,29702
2493,8698,29671
2495,8748.5,29668
2501,8727,29628
2498,8660.5,29582
2502,8737,29575
2508,8747.5,29430
2505,8794.5,29404
2512,8795,29340
2518,8729,29318
2524,8798,29305
2513,8761,29268
2516,8822,29257
2515,8762,29251
2507,8774,29222
2511,8697,29209
2522,8769,29151
2509,8697,29139
2510,8792,29119
2520,8780,29086
2514,8861,29066
2519,8831,29045
2528,8765,29016
2521,8738,29014
2523,8685,28959
2526,8800,28886
2517,8759.5,28884
2533,8717,28816
2531,8767,28815
2525,8727,28809
2537,8836,28722
2530,8755,28696
2527,8782,28643
2529,8763.5,28634
2534,8825,28630
2536,8831.5,28614
2532,8861,28602
2544,8856.5,28574
2539,8782.5,28544
2538,8836.5,28542
2562,8679,28536
2535,8837,28529
2550,8820,28433
2547,8751.5,28430
2558,8848,28395
2541,8886.5,28378
2554,8870,28357
2549,8818,28345
2542,8800,28342
2540,8837,28337
2543,8802,28323
2555,8809,28280
2551,8827.5,28192
2545,8793,28135
2561,8908,28106
2556,8888.5,28104
2548,8881,28099
2557,8818,28091
2552,8820,28057
2546,8834,28046
2563,8915,27987
2559,8868,27979
2565,8867.5,27970
2553,8798.5,27822
2560,8849,27821
2580,8881.5,27792
2566,8823,27762
2568,8851.5,27754
2564,8834,27733
2572,8841,27726
2567,8948,27703
2569,8893,27700
2576,8846,27604
2577,8991,27580
2571,8929,27563
2594,8940,27554
2570,8923,27546
2574,8802,27521
2573,8835,27521
2582,8889,27499
2578,8864.5,27492
2584,8922,27433
2575,8834,27430
2579,8853,27417
2585,8925,27385
2591,8899,27350
2586,8898.5,27274
2595,8909,27245
2588,8914,27233
2592,8937,27166
2583,8836,27080
2600,8930.5,27058
2593,8940,27053
2590,8953,27044
2587,8956,27021
2589,9007,27005
2603,8912.5,27000
2596,8928,26978
2599,8939,26956
2598,8924,26953
2581,8843.5,26952
2609,8951,26806
2610,8960.5,26792
2604,8964,26768
2615,8885,26756
2605,8908,26699
2626,8961,26697
2614,8953,26693
2597,8965,26675
2602,8910,26614
2607,8910,26611
2620,9014,26604
2617,8897,26603
2601,8977,26601
2612,8908,26583
2616,8960,26567
2611,8952.5,26546
2618,8973,26523
2606,8944,26516
2608,8953,26510
2634,8982,26475
2623,8975.5,26398
2619,9026,26357
2613,9025,26356
2621,8921,26340
2631,9059,26317
2627,9021,26294
2625,8996,26253
2629,8999,26246
2639,9073,26219
2622,8948.5,26216
2624,9012,26208
2630,9009,26195
2637,8981.5,26168
2628,8984,26116
2638,9024.5,26114
2640,9062.5,26110
2648,9025,26065
2642,8952,26051
2632,8928,26037
2644,9028,25936
2636,9044,25923
2635,9044,25916
2656,9082,25904
2643,8906,25901
2646,9001,25880
2641,9048,25872
2654,9120,25867
2633,9016.5,25842
2651,9023,25778
2650,9054,25765
2653,9081.5,25710
2647,9047,25699
2658,9030,25689
2645,9066,25681
2652,9041,25680
2660,9105.5,25624
2649,9003,25609
2657,9032,25559
2655,9059.5,25522
2670,9056,25474
2665,9034,25465
2661,8950,25405
2667,9065,25319
2668,9100,25277
2666,9125.5,25256
2662,9082,25243
2683,9029,25232
2684,9055,25229
2659,9034,25228
2676,9097,25188
2663,9098,25164
2682,9087,25117
2678,9173,25100
2664,9010,25096
2675,9059,25087
2679,9065,25079
2673,9088,25076
2677,9082,25049
2669,9069,25035
2680,9093,25031
2674,9043,25009
2671,9050,24970
2688,9170,24946
2681,9088.5,24930
2672,8991,24893
2685,9104.5,24820
2692,9208,24750
2689,9139,24741
2687,9107.5,24738
2686,9208,24737
2694,9110.5,24732
2690,9155,24725
2698,9112,24724
2696,9147,24697
2695,9091,24684
2693,9141,24654
2710,9330,24628
2699,9069,24597
2708,9156,24596
2703,9098,24582
2706,9147,24578
2691,9127,24569
2700,9109,24552
2697,9083,24533
2704,9100.5,24504
2701,9224,24423
2712,9191,24376
2702,9246,24369
2728,9152,24351
2714,9126,24320
2719,9160,24311
2718,9196,24301
2705,9171,24234
2720,9129,24233
2716,9233,24220
2725,9263,24141
2709,9223,24125
2707,9168,24071
2713,9165,24060
2732,9242.5,24048
2723,9215,24009
2722,9192.5,23994
2711,9121,23974
2747,9310.5,23956
2836,10156.5,23948
2729,9211,23935
2730,9164,23924
2740,9209,23867
2721,9151.5,23848
2739,9194,23824
2715,9068.5,23820
2727,9244,23776
2744,9251,23764
2717,9184.5,23752
2751,9321,23746
2734,9184,23738
2726,9234,23735
2724,9149.5,23732
2731,9272,23720
2736,9197.5,23672
2737,9151,23638
2750,9257,23638
2745,9309,23621
2733,9217,23611
2738,9183,23591
2741,9209.5,23588
2743,9241,23549
2742,9180,23523
2764,9271,23505
2753,9194,23407
2748,9166,23382
2746,9257,23381
2755,9307,23379
2758,9198,23342
2735,9172,23327
2756,9183,23307
2759,9186,23297
2757,9228,23256
2754,9293,23229
2749,9298.5,23226
2762,9282,23203
2752,9266.5,23144
2772,9269,23125
2766,9235,23117
2763,9217,23111
2769,9278,23081
2770,9356,23049
2761,9242,23027
2768,9240,22995
2771,9297.5,22986
2781,9204,22971
2760,9267,22971
2820,9710,22960
2779,9196,22937
2775,9246,22919
2780,9324,22890
2767,9192,22887
2765,9232,22881
2778,9273.5,22878
2774,9281,22811
2776,9335,22775
2777,9341,22775
2782,9246,22705
2773,9253,22645
2783,9332,22623
2796,9287,22568
2798,9318,22565
2785,9283,22541
2788,9360,22515
2784,9335,22503
2791,9299.5,22502
2789,9366.5,22500
2806,9260,22473
2786,9270,22465
2792,9321,22451
2794,9256,22416
2797,9363,22388
2790,9316,22381
2793,9306,22378
2787,9307,22365
2801,9389,22331
2812,9324,22310
2816,9346,22291
2799,9324.5,22278
2802,9322,22270
2800,9374.5,22242
2810,9430,22195
2807,9336,22189
2795,9333,22176
2809,9311.5,22152
2803,9322,22107
2818,9339,22105
2805,9293,22063
2824,9349,22038
2808,9385,22034
2821,9250,22033
2813,9333,22003
2804,9406,21992
2811,9334,21971
2823,9438,21894
2829,9466,21889
2828,9382,21862
2827,9425,21851
2814,9452,21845
2815,9356,21827
2832,9341.5,21816
2822,9325,21803
2826,9356,21790
2845,9370,21781
2825,9442,21756
2835,9408,21723
2819,9433,21702
2834,9283,21657
2817,9381,21649
2831,9347,21601
2833,9433,21573
2830,9455,21569
2850,9532,21543
2840,9357,21531
2849,9408.5,21522
2842,9352.5,21512
2838,9380,21465
2859,9398,21459
2837,9343,21436
2858,9522,21432
2839,9418,21425
2861,9434,21415
2841,9463,21414
2846,9484,21373
2856,9378.5,21366
2847,9444,21347
2848,9399,21332
2851,9378.5,21332
2844,9418,21315
2843,9390,21314
2855,9402,21265
2852,9456,21249
2854,9482,21226
2853,9383,21213
2866,9381,21138
2857,9462.5,21110
2860,9484,21099
2871,9449,21071
2872,9514.5,21056
2862,9536,21054
2869,9452,21041
2865,9424,21008
2864,9430,20883
2867,9479,20859
2863,9483,20852
2870,9558.5,20850
2868,9420,20850
2880,9431.5,20842
2879,9443,20811
2874,9542.5,20774
2877,9468.5,20706
2893,9480,20691
2887,9491.5,20670
2876,9522,20647
2883,9501,20619
2884,9486,20614
2890,9503,20607
2878,9509.5,20594
2900,9517,20587
2897,9474.5,20572
2875,9454,20571
2882,9435,20547
2873,9402,20535
2896,9525.5,20530
2885,9497,20476
2881,9377.5,20472
2898,9450.5,20426
2888,9566,20420
2894,9570,20373
2886,9528,20339
2892,9482,20337
2899,9549,20316
2889,9518,20305
2895,9452,20289
2908,9504,20285
2909,9521,20249
2891,9561,20225
2904,9521,20215
2915,9536,20214
2907,9622,20205
2901,9480,20191
2911,9557,20181
2917,9656,20168
2902,9597,20135
2903,9554,20101
2913,9509,20047
2905,9572,20041
2914,9573,20019
2918,9518,20010
2920,9608,19994
2923,9544,19991
2919,9543,19952
2910,9516,19952
2906,9544,19950
2912,9596,19937
2921,9382,19930
2922,9582.5,19922
2916,9555.5,19910
2930,9560.5,19860
2936,9575,19818
2925,9587,19808
2924,9528.5,19802
2929,9548,19789
2933,9517,19753
2927,9499.5,19752
2926,9627,19731
2937,9542,19709
2934,9600,19676
2932,9588.5,19648
2946,9674,19601
2938,9589.5,19584
2944,9649.5,19572
2939,9662.5,19550
2935,9626,19545
2928,9542,19539
2931,9526.5,19526
2950,9651,19507
2943,9629,19496
2942,9604,19477
2960,9623,19460
2945,9670,19447
2947,9605,19430
2940,9652,19420
2956,9541,19382
2941,9594,19371
2948,9591,19317
2949,9636.5,19298
2964,9638.5,19296
2952,9622,19277
2993,9358,19256
2968,9653.5,19232
2951,9624,19196
2962,9658,19180
2953,9694.5,19174
2963,9584,19159
2965,9645,19147
2966,9621,19146
2969,9714,19143
2957,9733,19117
2954,9571,19099
2971,9690,19090
2975,9614,19073
2961,9610,19069
2955,9658,18999
2976,9694,18995
2980,9702.5,18984
2959,9573,18969
2958,9610,18960
2978,9791,18941
2967,9628.5,18934
3459,10908,18903
2983,9630,18883
2974,9623,18873
2972,9640,18856
2982,9654.5,18790
2986,9692.5,18774
2977,9665,18761
2970,9650,18760
2992,9684,18747
2988,9763,18727
2990,9645,18697
2981,9595,18693
2991,9633,18666
2984,9657,18645
2999,9664.5,18628
2979,9660,18621
2995,9689,18600
2997,9778,18573
2996,9769,18562
3000,9694,18560
2989,9717,18548
2994,9580,18528
3002,9712.5,18522
2987,9688.5,18476
3004,9825,18461
3008,9737.5,18452
2998,9742,18444
2973,9677.5,18428
3009,9677,18385
3003,9654.5,18382
2985,9546,18367
3018,9747,18362
3007,9754,18322
3016,9660,18313
3006,9697.5,18290
3014,9774.5,18250
3015,9680,18213
3010,9808,18171
3001,9772,18142
3012,9695,18135
3013,9686,18135
3005,9746,18127
3026,9814,18119
3011,9754,18108
3020,9758,18107
3024,9835,18084
3034,9757,18063
3023,9784,18053
3029,9807,18024
3025,9752.5,18014
3027,9759,17979
3046,9787,17969
3035,9734,17963
3017,9794,17951
3033,9795,17951
3031,9780,17937
3028,9798,17920
3022,9702.5,17902
3030,9774,17901
3043,9783,17867
3019,9719,17867
3021,9624.5,17854
3040,9817,17843
3044,9698,17827
3036,9842.5,17808
3032,9800,17793
3038,9735,17759
3060,9775,17745
3039,9777,17713
3057,9793,17665
3042,9775,17657
3050,9786.5,17654
3049,9932,17651
3041,9651,17639
3037,9756,17638
3062,9819.5,17636
3048,9763,17619
3045,9923,17592
3051,9835,17565
3052,9779.5,17564
3047,9746,17561
3054,9807,17517
3055,9800.5,17454
3064,9825,17453
3063,9782,17431
3058,9894.5,17420
3067,9894.5,17404
3053,9781,17401
3061,9769,17375
3071,9770,17367
3068,9790,17353
3070,9756,17353
3069,9915.5,17336
3056,9809,17308
3065,9816.5,17292
3094,9983,17283
3073,9841,17283
3081,9914,17268
3066,9817.5,17262
3080,9850,17257
3075,9801,17235
3074,9832,17235
3077,9852.5,17232
3076,9872,17209
3072,9833.5,17154
3079,9837,17121
3084,9888,17116
3082,9838,17091
3059,9867.5,17078
3086,9912,17047
3088,9803,17013
3087,9916,16994
3095,9814,16992
3085,9788,16975
3097,9929,16969
3078,9916,16945
3098,9845,16939
3093,9949.5,16938
3083,9773,16931
3111,9811,16919
3090,9963,16917
3092,9902,16916
3118,9881.5,16910
3089,9860,16871
3106,10042,16863
3112,9893.5,16834
3091,9841.5,16824
3101,9915,16819
3104,9934,16816
3100,9883.5,16802
3096,9875,16801
3099,9968.5,16796
3108,9917.5,16766
3116,9905,16762
3119,9873,16733
3102,9948,16728
3124,9930,16726
3109,9956.5,16720
3110,9995.5,16716
3126,9879.5,16708
3114,9935,16705
3107,9816,16669
3115,10000.5,16656
3103,9937,16648
3117,9952,16633
3120,10020.5,16630
3113,9845,16581
3140,9996,16578
3121,9947.5,16560
3132,9922,16527
3127,9886,16509
3134,9840.5,16506
3122,9813,16503
3123,9857,16488
3137,10050.5,16482
3105,9932,16478
3130,9948.5,16464
3138,9894.5,16458
3142,9899.5,16458
3135,9946,16434
3129,9861,16429
3125,9907,16406
3143,9851,16400
3148,10005.5,16388
3128,9910,16361
3150,9989,16332
3133,9921,16317
