JS_SIZE,TTI,FREQ
1761,5510,4977
2868,6300.5,4974
1992,6130.5,4974
229791,3573,4972
1783,6232,4970
2498,5335,4969
10526,3295,4969
622306,9314.5,4968
1865,5791,4967
2497,5592,4967
2157,5411,4967
2411,5138,4967
11263,3756,4967
2731,5571,4966
710,4268,4966
2002,5565,4963
11032,3624,4961
2087,5991.5,4960
2663,5470,4959
948,5089,4959
49379,1473.5,4958
3061,5518,4957
1809,4669,4957
157004,2864,4957
2142,5238,4957
36303,5303.5,4956
2733,5535,4956
299466,4104,4956
11278,3638,4955
2134,5462,4955
1966,6334.5,4954
11885,5051,4954
1900,5668.5,4952
1779,5589,4952
3782,5100.5,4952
1846,5478,4951
1006,3544,4949
2150,5274.5,4948
1869,5675,4947
10871,3852,4947
146858,6042.5,4946
2362,4799,4945
756,4840.5,4944
808212,10101,4944
2190,5467,4944
515,5809,4943
2729,5630,4943
2195,5306.5,4940
22279,1714,4937
318774,7644,4936
2158,5701,4935
968,4851,4935
955,4607,4933
677,3304,4931
36304,5347,4930
2867,6085,4929
2737,5441,4929
875,5190,4928
1861,5751,4928
69634,3423,4928
58416,7342,4925
1312,5504,4924
1712,5078.5,4924
2689,5551,4923
2476,5351,4922
11276,3583.5,4922
2728,5853,4921
375357,3762,4921
9972,1368,4921
935,5290,4919
419758,3749,4919
3248,5206,4919
965,4799,4919
2332,6183,4918
2862,6849,4914
2747,5645,4913
2137,5159.5,4912
1864,5720,4911
3027,4726,4911
580,4552.5,4910
2145,5879,4909
2684,5302,4909
1982,6160.5,4908
30545,13735.5,4906
2506,5525,4905
1729,5893,4904
2102,6243,4903
10517,3359,4903
516,5862,4902
1932,4818.5,4902
2786,5964,4901
707903,13125,4901
2974,5785,4900
58420,7986,4899
299850,4317,4899
2670,5512,4895
2368,4913,4895
1772,5635,4892
1985,6185.5,4892
1760,5446,4888
1000,4429,4888
2379,5523,4887
36307,5327,4885
3960,6017,4885
2866,6091,4885
10873,3920,4883
114334,5158,4883
825,4971.5,4882
167833,2942,4877
2005,6177.5,4876
362,4058,4875
2288,5623.5,4872
2792,6122,4872
1002,3960,4872
2436,6278,4871
11034,4239,4870
52986,3585,4870
2001,5701.5,4870
2881,5631,4869
1847,5768,4869
2665,5561.5,4868
1717,5146.5,4866
2124,5051,4865
653,5454,4864
1715,5260,4862
1179317,2704.5,4862
2730,5653.5,4862
869,5075,4861
3808,5884.5,4860
308,3986,4860
2802,5303,4859
1876,6321,4859
2419,4661,4858
3834,6416,4858
2139,5174.5,4858
2893,4742,4858
3097,4854,4858
3507,6082,4857
449,5172,4857
2047,5566,4855
3603,6327,4855
2669,5581.5,4854
2461,5154,4854
96694,5707,4853
2182,5649.5,4852
268727,4603,4852
2748,5617.5,4852
325406,6784,4851
2072,7019,4851
2184,5692,4849
2194,5361,4848
10525,3260,4847
1899,5934,4847
1871,5804,4847
3088,6002,4846
2004,5880.5,4846
317286,6529,4845
11279,3666.5,4844
16160,4849.5,4844
1727,5372,4844
366,4872,4843
1728,5827.5,4842
2778,6315.5,4842
10783,3751,4842
15735,3478.5,4838
2407,4848,4838
1993,6149.5,4836
36305,5289,4835
3571,5128.5,4834
2666,5653.5,4834
1780,5677,4834
2507,5577,4834
1896,6127,4833
10876,4028,4831
3899,6024,4831
376,3925.5,4830
3238,6274,4829
50935,17942,4827
332,4802.5,4826
337,1462,4825
433829,2608,4825
3194,5270,4823
4735,4508,4823
1979,5682,4821
2149,5118,4821
609,4513,4820
10002,1175,4819
209,4027.5,4818
2404,5642,4817
954,4652.5,4816
28774,4333.5,4816
2727,5764.5,4816
2357,4865,4816
2857,6182,4816
2049,5530,4816
36301,5369,4815
15341,3689,4815
3783,5484,4815
3775,6631.5,4814
2686,5408,4811
2500,5373,4811
2785,5850.5,4810
1800,5273,4809
3122,4665,4808
2183,5595.5,4808
2374,4723,4808
1005,3821,4808
2828,6241,4807
1790,5947,4805
6374,2197,4805
239,3386,4804
11280,3693,4803
2104,5829,4803
1714,5183,4801
2687,5704,4799
375338,2847.5,4798
6012,4715.5,4798
2146,5468,4795
2191,5474.5,4792
29489,4837,4791
255580,5743,4791
2801,5283,4790
957,4362.5,4790
3120,4740,4789
36306,5279,4789
34747,7011,4785
3051,5703.5,4784
1713,5216,4784
2848,5843,4784
36300,5369,4783
1763,5670,4781
2290,5464,4781
66700,2582,4780
2937,5828,4780
1807,4637,4779
2163,5745,4778
3121,4864,4778
2847,5830,4777
2138,5231,4775
1994,6077.5,4774
1901,5983.5,4774
2169,5729,4773
36308,5250,4772
2882,5502,4770
412,5022.5,4768
1716,5482,4767
3087,6162,4765
11281,3623,4764
2050,5749,4763
3123,4672,4762
2119,4444,4761
36302,5216.5,4760
89873,1773,4759
3509,5931,4759
2664,5445,4758
1958,5626,4758
646,5224.5,4756
2331,5739,4756
723,4229,4755
2131,5402,4755
1803,4961,4753
1832,4694,4752
300742,4588,4751
5584,4049.5,4750
11258,3677,4749
1950,5540,4749
3048,6162.5,4748
36352,2661,4748
11259,3699,4748
62394,5746.5,4748
3397,5581,4744
2688,5534.5,4744
2878,5952,4742
3245,6297,4741
2685,5571,4741
2373,4810,4739
2333,6337,4738
3781,5174.5,4738
2504,5360,4735
2738,5571,4735
2509,5484.5,4732
10768,3398,4731
3604,6449,4731
2323,4748,4731
12314,8528,4731
958,4574.5,4730
56096,10893,4730
2508,5542,4726
3004,5945.5,4726
2803,5344,4725
1981,6214.5,4722
2054,5572.5,4722
2372,4590,4722
1868,6204,4719
268691,4975.5,4718
442084,4434,4717
2154,5247,4717
36309,5234,4716
934,5005,4716
11220,3915.5,4714
2431,5045,4714
1792,5642,4713
2144,5655.5,4712
1789,5561,4711
11262,3625,4711
9745,3647,4709
1793,5792.5,4708
305,3517,4707
52687,2009,4705
11300,3733.5,4704
2152,5173,4703
2130,5168,4703
11282,3631,4703
3398,5494,4703
1771,5508,4703
15774,5502,4701
2081,6470.5,4698
69636,3159.5,4698
2082,6357.5,4698
420301,3273,4695
1855,6334,4695
1922,5610,4692
2052,5721,4691
11264,3634,4689
3086,6470,4687
11269,3701,4687
1874,5858,4685
2880,5739.5,4684
1834,4859,4683
1850,5680,4683
11273,3572,4682
3085,6732.5,4682
36292,5278,4682
2889,5642.5,4680
11272,3621,4680
1833,4749,4679
2381,5429.5,4678
1952,5570,4675
316,3563.5,4674
344600,2904.5,4674
3179,5978,4674
11267,3627,4673
164097,2838,4673
1987,6150,4671
3510,6031,4670
128590,5456,4670
2086,6363,4669
972,4848,4669
11266,3697,4669
3052,5577,4668
1863,5597.5,4668
1951,5788,4668
2367,4968.5,4666
10603,3384,4665
2370,4569,4665
67186,4458,4664
22405,1999,4662
2129,5224.5,4662
3476,6018,4661
3807,5580.5,4660
495563,5762,4660
2148,5470,4660
11277,3568,4659
11268,3706.5,4658
3234,5687.5,4658
163946,5139,4655
2846,5772,4654
1798,5432,4653
2382,5476,4652
11271,3598,4650
973,4710,4649
2300,5223,4648
2759,5536,4647
114467,5281,4646
11285,3655,4645
97548,4156,4645
949,5222,4645
1762,5415,4644
3247,5724,4643
2934,6710,4642
158685,2908,4641
498959,3644,4640
939,5393,4639
69628,3545,4638
1848,5811,4635
3015,6518.5,4634
62798,6352.5,4634
2394,5196,4633
2101,6234,4633
36298,5366.5,4632
3888,8384,4632
2170,5669,4632
2817,5926,4629
2369,4933,4627
2432,5778,4627
1794,5710,4626
2800,5342,4626
2147,5358,4625
2097,5906.5,4624
1768,5665.5,4624
2905,4588,4621
1801,5386.5,4620
11256,3727,4620
377622,8229,4619
96550,4407,4619
21985,2261,4617
2804,5517,4617
3198,5770.5,4616
28350,3369,4616
3124,5023,4616
2334,6510,4616
1770,5358,4615
10521,3392,4615
2363,4759.5,4614
1991,6201,4613
15600,4396.5,4612
1903,5908,4611
811,4900,4611
18414,4925,4611
126291,8824.5,4610
2793,6251,4609
114546,4987,4607
919,5122,4605
408,4585,4604
10869,3865,4604
678,3252.5,4604
2003,5891,4601
2356,5161,4601
26686,4926,4601
1988,6066,4600
2879,5706,4599
3889,7981,4599
579,5140,4599
3964,7316,4598
956,4328.5,4598
26597,6397,4597
2105,5601,4596
2153,5360.5,4596
17433,4023,4596
2903,5138.5,4596
4003,7899,4595
2936,6096.5,4594
2405,5254.5,4594
2071,6783,4593
10779,3742,4593
529485,6227,4593
1924,6121,4592
2739,5782,4591
1965,6069.5,4590
288,3464.5,4590
2305,5428,4590
3778,5090,4590
613,4137,4589
11254,3678,4589
1990,6246.5,4588
3747,6520,4588
896,4514,4587
36291,5281,4587
1978,5762,4586
15551,4839,4585
2843,5797,4585
3053,5541,4585
3049,6278.5,4582
11290,3666,4581
3150,6371,4579
2296,5549,4578
1766,5595,4577
2773,6127,4577
2171,5535.5,4576
2849,5949,4576
2291,5416,4576
1753,5397,4575
5228,1370,4574
26674,5413,4573
2383,5534,4572
36299,5347.5,4572
36354,2808.5,4572
3138,5400,4569
10776,3424,4569
2380,5553,4567
2935,6341,4567
3682,6371.5,4566
3169,6056,4565
1862,5647.5,4564
1835,5173,4563
1870,5767,4563
2413,5155.5,4562
2079,6806,4561
26687,4859,4561
2855,6071,4561
1796,5731,4561
146425,5466,4560
433835,2979,4560
4061,5130,4559
36296,5247.5,4558
607,4505.5,4558
11274,3639.5,4558
97534,4256.5,4558
2428,4419,4557
1875,6439,4557
2989,6052,4556
1765,5699,4555
999,4846.5,4554
1726,5441,4554
299899,4060.5,4554
299470,4023,4553
419667,2833,4553
10524,3337,4551
3231,5173,4550
36294,5266,4549
158683,2646,4549
10883,4149,4548
495564,6055.5,4546
2986,6776.5,4546
2954,5288,4545
26595,6429,4545
1840,5322.5,4544
1897,5897,4543
157025,2497,4542
3093,5664,4541
1767,5767.5,4540
2096,6157,4540
2448,5268.5,4540
345361,5354,4539
1802,5509,4539
3313,5609.5,4538
2330,5562,4538
3098,5071,4537
345375,4076,4536
36295,5303,4535
3126,5322,4535
2856,6250,4535
36310,5471,4532
1849,5715,4532
26688,4934,4531
2864,5843,4529
985,5409,4529
3506,6210,4528
3199,5794.5,4528
625,4917,4528
3246,6051,4527
229,4157,4527
1308903,5230,4527
36297,5239.5,4526
2895,5377,4525
493617,9118,4523
28775,4380,4523
3224,4990.5,4522
584,4641,4521
2371,4805.5,4520
603268,7370,4519
10523,3337,4517
2784,5619,4517
2827,6183,4517
2416,5125.5,4516
2963,5808.5,4516
26622,6096,4512
11293,3654,4512
611,4838,4511
1902,6038,4509
2325,5166,4508
26583,6269,4507
2166,5309,4507
11257,3627.5,4506
2051,5730,4505
599,4665,4505
928,4685.5,4504
298,5245,4504
2806,5798,4504
2754,5904,4503
375329,5155,4503
11147,3584,4502
77403,2868.5,4502
967,5083,4501
2854,6096,4501
1960,5905.5,4500
901,5792,4500
2850,6262,4499
1973,5928.5,4498
181528,4563,4495
2845,6002,4495
2812,5699,4494
2818,6190.5,4494
3047,6162,4492
3129,6141,4492
2753,5820,4491
592583,2527,4490
36293,5356,4490
2385,5661.5,4490
2113,5408,4489
10522,3371,4489
4006,8318,4489
2108,5175.5,4488
2750,5791,4487
963,4772,4485
317574,7205,4484
11289,3648.5,4482
4031,7977.5,4480
419814,4768,4480
26587,6418,4480
2168,5801,4480
345544,4689,4480
458663,6926,4480
2851,6314,4478
2807,5615,4477
3751,6013.5,4476
378780,5013,4476
125733,8778,4476
26598,6419.5,4476
2783,5923,4475
2749,5605.5,4474
2415,4943,4474
3738,6387,4473
26601,6424,4472
2449,5266,4471
26685,4934,4471
2823,5828,4470
2865,6092.5,4470
4005,8573,4469
1785,5813,4468
722,3630.5,4466
11265,3566,4465
52792,1927,4463
419744,3028,4462
10875,4097.5,4462
2799,5567,4461
2085,6431,4461
10767,3375,4460
344630,3107,4459
26586,6486,4458
26610,6438,4457
11403,3894.5,4456
498960,3880,4455
2100,5811,4455
2304,5557,4455
26669,5499,4455
1890,5987.5,4454
3099,5450,4454
3151,6136,4454
2451,5263,4453
36290,5318,4453
3965,7326.5,4452
144062,7661,4451
3084,6511,4450
11298,3821,4449
132,3784,4448
1956,5984.5,4448
2167,5656,4447
15767,5645,4447
3780,5237,4447
26600,6497,4446
2907,4417,4445
3089,5985,4445
2398,5724,4443
326830,5316,4443
1953,5967.5,4442
1797,5711,4441
146703,5743,4441
345019,5477.5,4440
2756,5703,4440
2313,5099.5,4440
11038,3684,4438
2924,6058,4437
822,4090,4437
36288,5212.5,4436
3147,5843,4436
31079,3483,4436
1759,5680,4436
1851,5631,4433
326847,5096,4433
1959,5999,4433
15949,4815.5,4432
2779,6034,4432
1757,5456,4432
2392,5309,4431
377623,8343,4431
2053,5896,4431
26599,6384,4431
2755,5851,4429
2098,5373,4429
1769,5685,4428
2080,6425,4427
1788,5746,4427
3054,5526,4426
3127,5788,4425
914,4979,4425
110471,2357,4424
2808,5588.5,4424
26689,4913.5,4424
1838,5490,4423
2444,5674,4423
518670,5408,4423
433864,3976,4421
2070,6403,4421
3168,5945,4417
4033,8215.5,4416
2365,5022.5,4416
62377,5828,4415
3500,6154,4415
26690,4772,4413
3252,5474,4413
156756,5690,4410
2826,6206.5,4410
2863,6280,4410
2904,4922,4409
1795,5578,4409
1964,6171,4409
3125,5165.5,4408
26592,6367,4408
3891,7711.5,4408
11286,3771,4407
2329,5345,4407
559342,5933.5,4406
1752,5742,4406
77413,3291,4406
11283,3656.5,4404
3128,5956,4402
1954,5839,4401
300002,4350,4401
821,4067,4401
3130,6157.5,4400
4030,7948,4400
346642,4655,4400
2752,5774,4399
2933,6661,4399
27486,4834.5,4398
3602,6049,4398
11284,3678,4398
4002,8231.5,4398
2781,5772.5,4396
67,3506.5,4394
314,4944,4394
2301,5216,4394
11275,3654,4393
602,5365,4393
77377,2859.5,4392
2446,5520.5,4390
2780,5831.5,4390
3809,6798,4390
993,4910,4389
2757,5491,4389
2335,6334,4389
628,4550,4388
3152,6195,4388
3748,6951,4387
2751,5788,4387
2844,5864,4387
10604,3467.5,4386
913,5135,4385
2762,5526,4384
26582,6337,4384
2890,5750,4383
163,2646,4383
4032,8379.5,4382
15875,6634,4379
2760,5614.5,4378
1758,5351,4378
5558,1106,4377
3825,6285,4377
2315,5280,4377
1787,5600,4377
26603,6492,4377
2761,5575.5,4376
3220,5896,4375
36311,5318,4375
2417,4991.5,4372
3750,6618,4371
3675,5194,4371
1001,4589.5,4370
3792,6552,4369
4004,8501.5,4368
157026,2565.5,4366
2811,5748,4366
89874,1886,4366
1778,5649,4366
2809,5800,4365
2805,5530,4365
78292,3221,4365
345564,5089,4365
2127,5419.5,4364
3954,8061.5,4364
1889,5698.5,4364
10778,3572,4363
63536,6358,4363
3083,6229,4362
2883,5680,4362
26668,5607,4362
2164,5567.5,4362
873,4630,4361
26696,4537,4361
2782,5860,4360
2327,4951,4360
160086,6333.5,4360
10910,2866,4359
3131,6273,4359
11294,3732,4358
8080,6388,4358
1972,5814,4357
5559,1134,4357
3195,5551,4356
2309,5302,4356
2121,5095,4356
26677,5328,4355
26670,5696,4353
3736,7194.5,4352
1891,5945.5,4350
2336,5875,4350
2445,5708,4349
26673,5495.5,4348
73149,6376,4348
2303,5365,4348
2316,5231,4347
269573,2993,4346
3170,6123,4346
1092161,5230.5,4346
26593,6362,4345
2057,5706,4344
2814,5844,4343
2364,4925.5,4342
2853,5898,4341
28773,4441,4341
3186,5448,4340
2084,6500.5,4340
3759,6279,4339
598,4871,4339
2055,5913.5,4338
2447,5496.5,4338
3180,6328,4338
2384,5751.5,4336
26675,5481,4335
11291,3722.5,4334
3475,6133,4333
18068,3287,4333
158323,2180,4332
2414,5138,4330
3135,5991,4330
2437,5810,4329
26589,6229,4329
518671,5496,4329
26596,6343.5,4328
1854,5818,4327
3232,5630,4327
3091,6247,4327
3196,5831,4325
1755,5537.5,4324
10761,3537.5,4324
732,4849,4323
62611,1532,4322
3172,5789,4322
3490,6139,4320
2314,5271,4319
419811,3203,4319
10762,3531,4318
10777,3673,4318
2758,5802.5,4318
2794,6092.5,4318
1837,5345.5,4318
2891,5810,4317
10775,3562,4317
1786,5708,4316
1773,5234.5,4316
2344,5673.5,4316
1921,6022,4316
2985,6145,4316
2988,6234,4315
694,4244,4313
3746,6726,4313
3963,6996,4312
3134,6258.5,4312
299468,4111,4311
26588,6360,4311
26678,5432,4311
3119,5227,4309
3144,5641,4309
31132,4160,4308
1915,4993.5,4308
689,4180,4307
1776,5442,4307
3957,5738,4307
1775,5477,4306
3187,5552,4305
5560,1192,4305
10764,3517,4305
22008,2108,4304
2767,5411.5,4304
26602,6360.5,4304
59925,7414,4303
3511,5848,4301
1963,6240,4301
2322,5290,4301
2420,4742,4300
3200,6072.5,4300
27527,5236,4300
2438,5746.5,4300
3182,5958,4299
10288,5990,4299
26584,6484,4299
610,5145,4298
3321,5868.5,4298
2343,5834,4297
3202,5926,4297
2355,5346,4296
3261,6054.5,4296
1852,5677,4294
77406,2963,4293
26585,6333,4293
2439,5540,4293
2354,5551,4293
1961,6182.5,4292
3171,5852.5,4292
26672,5457.5,4292
268708,4562,4291
1853,6028,4291
110217,5134,4289
26684,4970,4289
253,4354,4285
3474,6328,4285
11142,3727,4285
971,4505,4284
3683,6334,4284
2819,6068,4283
58058,3831,4283
3735,7372,4283
4007,8000.5,4282
2311,5294.5,4282
3325,6156,4281
2317,5382.5,4280
2892,5807,4279
709,4418,4279
3990,6754,4278
26683,4988,4277
2820,5949,4277
3139,5444.5,4276
2307,5488,4275
2395,5322,4275
3101,5577,4274
35745,5625,4272
3183,5994,4271
2964,5843.5,4270
3625,4559.5,4270
433836,3441.5,4270
890,4904,4270
746,5341,4269
11299,3682.5,4268
26676,5557,4267
2894,5732.5,4266
2099,5611,4266
2797,5678,4265
2366,5227,4265
995,5154,4265
3090,6037.5,4264
26681,5171.5,4264
11253,3636,4263
2390,5429,4263
3181,5938,4263
26691,4772,4262
11247,3799,4262
63,3034,4261
3489,5863,4261
3749,6835,4260
3146,5853,4259
3092,5924,4259
3853,4944.5,4258
294694,7031,4258
708,4558,4258
2302,5256,4258
2337,5712,4257
26667,5404,4257
4021,8308,4257
56002,12430,4257
1872,5926,4256
2768,5469,4255
1949,5829,4255
3885,5775,4254
2813,5822,4254
26594,6465.5,4254
11146,3813,4254
11733,4665,4253
1873,6318.5,4252
3167,5826,4252
568401,4393.5,4252
154921,5736,4252
2902,5413,4252
2822,5867,4251
3177,6370,4251
71935,4255,4250
3073,5549.5,4250
1756,5706.5,4250
3501,6110,4249
15897,4135,4249
3784,5841,4249
262034,4195.5,4248
3737,7130,4247
58408,5725.5,4246
3017,6451,4243
3758,6363,4243
4019,7967,4242
3887,7798,4241
2391,5363,4241
3505,6517,4241
2338,5439,4238
2107,5374,4238
11255,3671,4237
3166,5819.5,4236
3145,6020.5,4236
2341,5955,4236
3100,5667,4235
3515,5734,4235
11248,3763,4235
279,4443,4235
17802,11290.5,4234
11249,3766.5,4234
26692,4784,4234
26693,4814,4234
3854,4834.5,4234
2306,5415.5,4232
186340,2629.5,4232
1777,5389,4231
2345,5433.5,4230
325421,6845,4229
3068,6249.5,4228
3055,5434,4228
2397,5718,4227
3046,6341,4227
699,4312,4227
1910,5670,4225
3699,6096,4225
3961,6384,4225
3140,5600,4225
26682,5162,4225
2962,5638,4225
196133,3456,4224
10930,4333,4223
4018,8321,4221
2810,5736,4221
2083,6195,4219
1888,5899,4219
3745,6758,4218
885,4838.5,4218
62395,5636,4217
179,3606,4217
2766,5571,4217
2460,5305,4216
2118,5298.5,4216
2453,5334,4216
1774,5569.5,4216
62390,5454,4216
3237,6119.5,4216
26680,5191,4215
36289,5380,4215
4029,7663.5,4214
26666,5499,4213
326831,5338,4213
3018,6391,4211
26581,6317,4209
3574,5244.5,4206
2772,5816,4205
3488,5712,4205
1845,5984,4205
3060,5905,4204
1886,5740.5,4204
2310,5244.5,4204
2387,5529,4203
2955,5418,4203
26591,6435.5,4202
26679,5244,4200
167834,2977.5,4200
937204,11329.5,4200
31423,4346.5,4200
2421,5031,4199
26590,6394,4199
11405,3877.5,4198
3184,5735,4198
1844,5697,4197
3132,6135.5,4196
23202,5452.5,4194
70,3896,4194
11295,3639,4193
2068,5887,4192
3396,5904.5,4192
2312,5284,4191
3734,7049,4191
910,5117,4191
3142,5785,4191
26671,5634,4189
3141,5500,4189
444,4619,4189
3016,6369,4189
2825,6148,4189
10773,3629.5,4188
14413,3550.5,4188
3955,7405,4187
5221,1098,4187
2764,5311,4187
2769,5293,4187
2122,5551,4186
1893,5799,4186
1892,5801,4186
436,4885.5,4186
978,4756.5,4186
409,4478,4186
15676,5906,4185
2763,5619,4185
13483,6542.5,4184
1895,5930,4184
18827,4440,4183
2771,5697,4181
2452,5364,4181
13484,7367,4181
3701,6301,4180
3057,5519,4179
1920,5992,4179
3499,5893,4178
36314,5388,4177
3133,6136.5,4176
2396,5549.5,4176
2987,6205.5,4174
92421,5544,4174
2770,5513,4174
3012,5766,4173
10520,3421,4172
433876,3475,4171
4020,8371,4171
3260,6034.5,4170
2454,5344,4169
36370,2680,4169
2901,5770,4169
11143,3837,4168
2106,5481,4167
3235,6029.5,4166
3153,6199,4166
2969,5811,4165
1841,5698,4165
51993,15529,4164
3959,5817.5,4164
2353,5586,4163
2346,5541,4163
2388,5298.5,4162
2308,5422,4160
418590,5161.5,4158
2386,5716,4157
36312,5173,4157
1754,5581,4156
3193,5463,4155
2440,5493,4155
3204,5799,4155
10772,3540,4153
3005,5476.5,4152
11250,3851,4152
158322,2146,4151
3790,6178.5,4150
2352,5380,4149
3956,6546,4149
3013,6026,4149
3810,6942,4149
11406,3836,4148
2932,6862.5,4146
11292,3734.5,4146
1884,5906,4145
349,4121,4144
2970,5670,4143
2418,4998,4141
2429,5037,4141
3284,5510.5,4140
3221,5988,4140
2340,5566.5,4140
3185,5689.5,4140
345705,4207,4139
226,4269,4139
26698,4600,4137
2351,5418,4137
317783,5624,4135
2852,6062,4133
10609,3487,4133
10608,3538,4133
3791,6488,4132
2884,5799,4131
3579,5184,4130
3962,6781,4130
984,4934,4129
5454,3544,4129
3578,4928,4129
2795,5832,4129
3154,6035,4128
3925,5901,4127
4070,5132,4127
1923,6070.5,4126
3411,5148.5,4126
3190,5806,4125
81366,8185,4125
299465,4078.5,4124
10766,3532,4123
3760,6415,4122
3794,6832.5,4122
15323,4120,4121
51007,2353,4120
3684,6317.5,4120
36315,5361,4120
4892,1314,4119
747,5383,4118
51670,2008.5,4118
812,5001.5,4118
3056,5600,4117
2971,5895,4117
3203,5988,4117
377621,8482,4117
1955,5782.5,4116
1933,5420.5,4116
3045,6067,4116
2128,5586,4115
204621,2505,4115
3143,5588.5,4114
54489,5333,4114
52565,1991,4113
18494,2698,4113
3793,6434,4113
10736,3367,4113
11297,3775.5,4112
3077,5563,4111
36316,5430,4111
58415,7507,4110
3118,5274.5,4110
4022,7776,4109
3174,5958,4109
10605,3517,4109
3831,7844,4109
26694,4715.5,4108
205,3980.5,4108
11144,3926,4107
2318,5520,4107
3161,6321.5,4106
3233,5936,4105
3076,5580,4105
3069,6097,4105
220,4153,4103
484664,4035,4103
3253,5610,4103
2328,5294,4103
3720,7088,4102
20043,3575,4102
3992,7588.5,4102
96971,4389,4099
3082,5849,4099
10519,3489,4099
2798,5850.5,4098
3078,5626.5,4098
3155,5835,4098
2422,5284,4097
3188,5588,4097
4034,7952,4097
3576,5111.5,4096
982,5296,4096
3789,6166,4095
186331,2679,4095
3706,6458,4093
2427,5274,4093
1908,5662,4092
3855,5254.5,4092
3757,6373,4091
2123,5913.5,4090
26604,6317.5,4088
3487,5763,4088
3173,6010,4087
3987,7720,4086
128620,5341.5,4086
2443,5814,4086
3577,5080.5,4086
187478,3169,4085
666,4489,4085
3175,6156,4085
3176,6388,4084
3707,6623,4083
3070,6008,4083
2821,5836,4082
3262,6238,4081
1904,6098,4081
157092,2554,4080
10880,4369,4080
1894,5775,4079
3496,5854,4079
1911,5893.5,4078
3156,6127,4076
2765,5474.5,4076
3014,5956,4075
52566,2167,4075
3722,7116,4075
30775,4108.5,4074
1943,6059,4073
31099,4114,4073
3721,7196,4073
3102,5738,4073
2457,5429.5,4072
3157,5945,4070
2347,5541,4070
3918,6258,4070
1919,5976.5,4070
2069,6158,4068
20707,4473,4068
889,4303.5,4066
5557,1123,4065
3719,7228,4065
3067,6025,4065
127925,4892,4065
3698,6045,4064
3189,5626,4063
31303,5793,4060
2423,4990,4059
157387,2888,4056
895,5014.5,4056
2441,5489,4055
66745,3066,4054
3368,6024.5,4054
11225,4127,4054
564893,3949,4053
75407,3400,4053
261932,3933,4053
3796,6940,4053
3993,7563.5,4052
2923,6076,4051
3494,6229,4051
1887,5877,4051
3705,6381.5,4050
3080,5532.5,4050
3206,6021,4049
2426,5062,4049
49315,1714,4048
480638,7841,4046
33548,3375,4045
2319,5423.5,4044
94795,4748.5,4044
3685,6114,4043
2965,5838,4043
3079,5349,4042
2056,6043.5,4042
2925,6414.5,4042
3504,6360.5,4042
2321,5245,4041
245,4056,4041
3739,6760.5,4040
4028,7436.5,4040
11246,3886,4039
2956,5694,4039
3952,7612,4038
69,3866.5,4038
3788,6024,4037
10882,4222.5,4036
3514,5708,4036
3058,5740,4035
4017,7911.5,4034
3044,6046,4034
36313,5179.5,4034
624,5206,4033
3019,6145,4032
3708,6457,4031
479179,4197,4030
344736,3294,4030
11594,4377.5,4030
3795,6718,4030
2350,5686.5,4028
490151,4713.5,4028
242,3963,4027
9406,5014,4027
3309,5805,4026
2442,5608,4025
1179307,2786.5,4024
26580,6355,4023
10774,3714,4023
3165,6048,4023
2931,6649.5,4020
3205,5914,4020
10927,4144,4019
3081,5581,4019
2967,5884,4019
1942,5699.5,4018
3697,6004,4018
3934,7223,4017
2959,5532,4017
10610,3559,4017
707935,13787,4016
951,5005,4015
375942,4467,4015
3162,6061.5,4014
1842,5719.5,4014
11251,3769,4014
442,4524.5,4014
3671,6720.5,4012
1934,5473,4012
10606,3562,4011
3502,6434,4011
34748,6473,4011
722305,7155,4010
1909,5949,4009
1843,5743,4009
2966,5848,4009
3495,6017.5,4008
3785,6109,4008
359506,4232,4008
824,4784,4007
2973,5738,4007
10611,3503.5,4006
2456,5404,4005
308059,4484.5,4004
3498,5974,4004
5541,2763,4003
3966,7128,4003
1948,5719,4002
1935,5633.5,4002
3989,7765,4001
11252,3805,4001
1929,5918,4000
5670,4667,3999
918,5047,3999
3028,5892,3999
170426,20435,3999
11145,3808,3998
2972,5886,3997
3991,7547,3997
419713,3937,3997
155545,3253.5,3996
31375,4330,3996
3995,7763.5,3996
680,4730,3994
53016,3489.5,3994
2339,5658,3994
3816,6164,3993
3065,5793,3993
433843,3081,3993
1885,5774,3993
11245,3839.5,3992
10607,3534,3992
493656,10239.5,3992
3066,6071,3992
4001,7822,3992
3399,6270,3991
489640,4096,3991
10667,6488,3991
2455,5454.5,3990
3158,6168,3989
3988,7918.5,3988
26605,6432.5,3988
33863,4139,3987
36287,5259,3987
3259,6348,3986
3371,6233,3986
4394,6197,3984
2061,5359,3983
3217,6279,3983
3700,6447,3983
2425,5212,3983
3779,5814,3983
3503,6446,3982
3798,6612.5,3980
10879,4456,3980
3512,6114,3979
2424,5086,3979
3744,6970,3979
1092193,5326,3978
3994,7741,3978
3893,7595,3977
3601,6328.5,3976
1941,5831.5,3976
28766,5104,3975
870,5038.5,3974
3600,6332.5,3974
26697,4767,3973
952,5045,3973
11244,3743,3973
3787,6376.5,3972
357248,2699,3972
3390,6732,3970
3892,7415.5,3970
3469,5608.5,3970
36286,5279,3970
11407,3980,3969
2065,5670,3969
1918,5674,3968
3236,5938.5,3968
3924,5845,3967
4023,7726,3966
745,5258,3965
1945,5874,3965
3491,6295,3964
3774,6267,3964
65,3225.5,3964
3732,7097.5,3964
