JS_SIZE,TTI,FREQ
318486,6349,7399
418589,5073,7398
11886,5005,7398
751,4838,7396
411,4553.5,7396
1377,5169,7396
504,3937,7394
583,4136,7394
1336,5909,7387
1255,4953,7384
1420,6367,7373
1487,5699,7373
3240,6436.5,7372
1342,5088,7365
1489,5524,7365
1589,5375,7364
36360,2367,7363
261929,4021,7363
419712,3342,7361
1187,4569,7357
1601,5521,7355
1335,4897,7354
2479,5237,7354
1576,5667,7353
1586,5561,7347
2713,4900,7347
1584,5650.5,7346
1344,5208,7345
372,5373,7344
740,4559,7340
1396,5804,7334
1488,5599,7333
261911,3864,7332
3000,5630,7331
1588,5462,7329
1229,4348.5,7328
703,6375,7320
50998,2052,7317
786,4805,7317
975,4960.5,7314
343,3532,7311
1347,4841.5,7302
493614,8474,7301
1595,5412.5,7294
1519,5531,7288
1020,4302,7287
30560,15211,7285
11314,3659,7283
2399,4999,7281
1228,4690,7279
326868,5250.5,7274
1334,5937,7265
14344,2934,7260
1587,5668,7257
156,4533,7249
11043,3519,7248
2594,5295,7247
59924,7825,7246
10925,5427.5,7242
1536,5624,7239
274,4115,7235
2246,5323,7232
1176,5014,7229
2552,5426,7220
1214,4157,7218
2840,4989,7215
2620,4997,7214
493577,10919,7214
847,4865.5,7212
325422,6624,7211
1192,4540,7211
1207,4252,7205
1232,4611,7203
744,4903,7202
2999,5655.5,7202
75319,5442,7199
10790,3575,7191
98769,4861.5,7190
428,4457,7189
195971,4638,7185
1509,5577,7185
2941,4055,7184
2228,5891,7181
2715,5443,7179
1367,5640,7177
30767,2835,7171
1254,4772.5,7156
1191,4365,7155
1578,5641,7152
11131,3541,7149
358,6455.5,7146
1218,4824,7143
1352,5106,7139
2655,5146,7135
1401,5894,7132
1735,6708,7131
10861,3733,7131
574,4662.5,7126
11051,3392,7122
3678,4015.5,7122
909917,28267.5,7118
2612,4411.5,7118
3197,3630,7118
11132,3540,7111
2888,5010,7111
2872,5985.5,7110
5223,944,7101
11130,3516,7099
18284,3515,7099
1382,5313,7097
345449,4393.5,7096
2654,5187,7095
872,4031,7093
35827,5511.5,7088
50941,2582,7085
35829,5177,7085
1196,4595,7081
728,4169,7078
11134,3523.5,7076
8183,3346,7070
11046,3453,7069
1017,4556,7069
2587,5317,7068
27670,4547,7065
480581,11677,7057
543,5425,7055
575,4555,7050
836,5278,7043
282,4164,7041
672,3849,7040
5225,1008,7039
1013,3487,7038
1415,5603,7035
933,5170,7034
2551,5472.5,7032
11133,3504,7030
3242,6853,7027
837,5004,7023
10865,4011,7015
651,3872,7013
15869,6906,7013
255581,5764,7012
659,4130,7011
1811,3476,7001
946,4973,7000
2550,5553,6996
476,4905,6996
11040,3371.5,6992
445,4119,6987
685,4403.5,6986
726,4120,6984
1211,4908.5,6976
1734,6942,6967
443,4116,6966
1345,5394,6963
1414,5110,6963
2277,4290.5,6962
326853,5212,6953
15769,5518.5,6950
1348,4680,6950
835,4925,6946
1206,4612,6945
11313,3705,6940
51992,13697,6938
865,5252,6937
1242,5468.5,6936
10792,3562.5,6934
1745,4677,6931
1370,5185,6930
1275,4982.5,6928
1596,5561,6927
52680,1638,6926
3677,3802,6925
1631,5979,6924
285,3779,6923
375369,2985.5,6922
16178,3963,6920
327473,4584,6919
507,5242.5,6918
2623,4454,6917
558976,5667.5,6916
477,5104,6915
42176,8190,6911
213,4737,6909
566457,4333,6903
1597,5619,6903
1607,5664,6903
1326,5295,6902
2656,5228,6898
1629,6017,6896
1422,5190,6891
1406,5454,6890
1248,5333,6887
512,5187,6887
269403,3345,6887
10862,3722,6882
801,4798.5,6880
1603,5507,6879
345540,4521,6878
753,4619,6872
51110,2401,6869
691,4019,6868
1300,5464,6865
2949,4711.5,6864
17815,11074,6864
11047,3452.5,6856
1226,5086,6855
1346,5340,6855
1637,5888,6845
1263,4946,6845
2946,4059.5,6842
1600,5673,6841
2549,5377,6839
627,4026,6839
1340,5562,6838
2558,5709.5,6838
10597,3369,6837
78293,3159,6836
2227,5818.5,6836
1337,5432,6836
15664,4500.5,6834
3283,5503,6833
1610,5736.5,6824
225,4195,6822
2022,4313.5,6820
1638,6043,6820
637,4759,6817
1626,5937,6811
1269,4665,6809
11538,3617,6808
415,3225.5,6808
1813,3325,6807
3002,5960.5,6806
1614,5619,6805
1195,4534,6804
830,4724,6803
816,4694.5,6802
11394,3726,6798
759,4859,6794
1621,5648,6794
1628,5829.5,6794
157002,2549,6790
2559,5876,6789
1608,5738,6788
10864,3879,6787
1598,5700,6787
238167,1559,6784
1612,5918,6783
1599,5645,6782
3310,5390.5,6780
158684,2702,6778
555642,4286.5,6776
10529,3227,6771
864,5377,6771
20254,5762,6770
2503,4783,6768
1743,4935,6768
299903,4168.5,6768
11309,3726,6766
2616,4628,6756
2553,5230,6756
10863,3832,6755
10598,3358,6753
11048,3440,6753
2712,5095,6747
1213,4909,6745
696466,2176,6742
301180,4455,6740
639,5396,6735
2464,5034,6735
1018,4514,6735
936,5488,6733
52745,2299,6733
3096,4751,6733
603,4387,6733
11306,3673.5,6732
11393,3678.5,6730
495571,5490.5,6724
1656,6170,6723
65773,3871,6723
1636,6053,6720
1032,4345,6717
15627,5035.5,6716
11042,3557,6713
1632,5732,6711
1650,6238,6709
7891,8237,6705
419685,4317.5,6704
1220,5002,6702
519,5271.5,6702
198050,1245,6701
2492,4886,6695
214702,3474,6693
797,4701,6691
2563,6069.5,6690
674,2258,6690
3263,5662,6688
2557,5606,6686
831,4675.5,6684
52804,1802,6684
1243,5164,6683
1199,3798,6677
690,4249,6675
1247,5327,6675
2708,6259.5,6674
39362,1770,6672
1744,4769,6670
1645,5750,6664
1617,5670,6662
688,4446,6662
1627,5943.5,6658
479,3781,6657
2459,5366,6654
2237,5026,6653
1652,6002.5,6652
1035,4443,6649
11050,3400,6646
2837,5523,6646
1323,4741.5,6646
1260,5066,6645
834,4487.5,6644
11305,3681,6643
1036,4709,6639
1215,4437,6638
1277,4949,6637
1200,3634,6637
2510,5016,6635
1630,5845,6634
1609,5697,6632
1278,5084,6629
42728,13138,6623
1622,5583,6619
94798,4128,6615
186339,2545.5,6614
55349,4005,6609
1606,5520.5,6608
433854,4208,6605
1625,5808.5,6604
299463,3930,6602
2564,6015.5,6602
858,5820,6600
1653,6230,6598
2716,5451,6598
2463,4997.5,6598
1736,6524,6596
1830,3957,6596
1691,5358,6596
11308,3730,6593
1339,5423,6588
1328,5531,6587
1624,5766.5,6586
2561,5997,6585
1648,6093,6583
10877,3744,6579
2224,5515,6575
2562,5892,6575
1400,5819,6574
1605,5573,6570
1602,5648.5,6570
2094,6716.5,6570
1380,5237,6569
2023,4610,6568
299467,4060,6562
269695,6535,6560
1615,5612,6558
2836,5589,6557
1639,6045,6554
2040,6266,6553
1426,5171.5,6552
1265,5185,6551
2478,5398,6551
43246,3319,6546
1613,5900,6546
299902,4136,6545
2039,5961,6541
4891,1045,6539
970,4972,6537
1616,5630,6536
568402,4370,6533
2021,4369,6533
1633,5953,6532
2245,5255,6529
1611,6015,6529
11307,3686.5,6528
299901,4100,6524
27528,5325,6523
11312,3647.5,6522
1245,5240,6521
2609,5153,6520
1383,5505.5,6518
2610,5213,6518
1657,5970,6517
2222,5735.5,6514
3137,4961,6514
853,5370,6513
1623,5685,6513
330583,2759.5,6512
146704,5845,6509
2044,5009,6507
1859,6129.5,6504
183,3264.5,6502
2653,5295,6500
2554,5369,6499
11049,3434,6499
1604,5589.5,6498
427,4519,6497
419756,3612,6497
2177,6760.5,6496
682,4322,6493
2560,5903.5,6492
2213,4720.5,6492
1031,4415,6484
1823,3617,6481
1655,6239,6480
186332,2536,6480
2816,5422,6477
3679,4707,6475
3323,5533.5,6472
1634,6056.5,6470
1284,5060,6467
1733,6906.5,6464
758,4687.5,6462
1703,4831,6462
2556,5524,6459
1858,6464,6458
1397,5641,6457
798,4696,6457
2555,5492,6454
2221,5673,6453
419666,2603,6453
593,4558,6453
1273,5072.5,6452
2176,6512,6451
2259,5651,6451
75591,3400,6451
34393,4807,6449
1824,4074,6448
1407,5353,6445
425,5266,6444
429,4522,6443
1822,3668,6441
344817,3225,6441
10759,3196,6440
810,4190,6439
1384,5807,6437
1654,6484,6434
2256,5310,6426
11310,3658,6425
643,5639,6419
1693,5385,6418
617,2940,6416
2024,4568,6415
495572,5608,6414
675,4258.5,6412
1019,4190.5,6412
983,5129.5,6408
1425,5071,6408
268709,4529.5,6404
1618,5768,6403
647,4629,6403
2223,5575,6401
1668,5772,6399
152,2915.5,6398
1371,5231.5,6398
1193,4580,6397
1651,6063.5,6396
2952,4816.5,6396
2260,5645,6395
650,5485,6393
833,4156,6390
1354,5241,6389
2639,4677,6388
1702,4717,6382
11876,1776.5,6382
1217,4764.5,6380
1423,5048,6380
1369,5395,6377
2611,5312,6375
385,4790,6373
2983,5697.5,6372
1619,5749,6371
1647,5937,6371
1814,3584,6369
11288,3601,6368
419663,2742.5,6364
420279,2630,6361
433858,3971.5,6360
2257,5356,6359
1659,6083,6356
10770,2961,6353
2906,3613,6352
344816,5477,6351
2276,4609,6350
849,5249,6350
1815,3741,6344
22373,2258,6344
2220,5524,6343
5226,1091.5,6340
400,4095,6338
28276,2988,6335
445546,5791,6335
719,3839.5,6332
20077,5812,6331
612,5490,6331
1222,4770,6329
859,5795,6328
325425,6555,6324
11135,3623,6322
2226,5511,6322
344678,3957,6321
2212,4568,6321
345355,4867,6320
1658,6042,6319
2465,5172,6318
2995,6101,6316
10867,4023,6314
276,4762.5,6314
10599,3386,6311
338,1054.5,6310
10866,3942.5,6310
1620,5796,6309
1332,5167,6309
1641,5889,6309
1642,5941,6308
2225,5527,6308
1233,4867,6307
1330,6196,6305
1684,4970,6305
18044,4260,6304
1274,5074,6303
10893,4493,6303
2324,3597,6301
403,4709,6301
840,5206.5,6300
2829,7899,6296
2016,4750,6295
419692,3786,6291
784,4767,6287
2876,5612,6287
1640,6142,6283
1299,5366,6278
2239,5288,6277
2595,5540,6269
1649,6042,6269
2586,5276,6268
41285,5791,6268
2258,5601,6266
902,6886.5,6260
2210,4365,6260
11304,3717,6259
2871,6213,6258
11303,3707.5,6256
3365,4629.5,6256
1424,5063,6256
2211,4347,6252
1699,5040,6252
2548,5515.5,6250
66,3288,6249
1398,5498.5,6236
15648,3997,6234
1385,5724,6229
3229,4134,6224
344533,4215,6223
2467,5176,6222
2721,5941,6222
27672,5628.5,6218
13966,4171,6218
1224,4489,6215
844,4870,6215
2547,5393.5,6210
506,5206,6209
1732,6641,6205
31390,4281,6202
370,4246.5,6202
2835,5732,6201
2579,5491,6201
644,5435,6200
770,4600.5,6196
1322,5063,6189
1179334,2883,6185
673,2691,6182
89876,1665,6179
127,3726,6179
67137,5069,6178
1210,5110,6178
1290,5158.5,6176
1704,4777.5,6176
1009,3804,6174
1298,5582.5,6174
306,3888.5,6174
991,4291,6173
2155,4154,6170
2570,5854,6168
10600,3435.5,6168
846,4899,6166
718,4258,6166
2025,4685.5,6166
1219,4913,6164
333,2454.5,6164
2841,5161,6161
838,5446.5,6160
11041,3468,6159
2607,5319,6156
1246,5392,6156
2359,4288.5,6156
960,4800.5,6154
2577,5508,6154
69627,3276.5,6154
2546,5573,6152
2580,5392.5,6152
1857,6378,6150
832,4365.5,6148
2494,5467,6148
752,4930,6147
11136,3531,6143
30536,13925,6143
8648,3394.5,6142
255,3431,6141
1644,5938,6141
1262,5220.5,6140
1999,6494,6135
2719,5825,6132
1239,4683,6131
2262,5597,6131
2581,5423,6127
441456,7321,6127
2203,5143,6125
635,3614.5,6124
2261,5624,6124
1660,5995.5,6124
299460,4079.5,6122
1731,5880,6122
879,5169.5,6118
493596,10661,6116
1197,4562,6116
1673,6248.5,6114
2466,5484,6114
2718,5837,6112
2709,5925,6111
1662,5922,6111
1730,5475.5,6110
1381,5623,6109
1355,5664,6107
80432,5888,6105
2038,6216.5,6104
1221,4839.5,6104
31100,4103,6103
2574,5579,6097
1669,5909,6097
1264,5459.5,6096
11397,3761,6096
622288,8643,6094
11311,3692,6093
1820,4651,6090
2458,5480,6090
34746,6479,6089
2578,5577,6087
705,4884,6087
1821,4007,6085
3225,4281,6085
2037,6228,6085
2125,3774,6085
1010,3736.5,6084
67156,4377,6082
998,4870.5,6080
733,4331,6079
987,5060,6079
2014,6005.5,6074
1661,5975,6071
2175,5920,6071
35844,4927,6069
2576,5458,6068
1408,4998,6065
144176,7953.5,6064
35930,4396,6063
71545,4893,6063
529484,6229,6062
280,3552.5,6062
2565,5980,6061
992,4701.5,6060
2717,5793,6055
2600,5287.5,6054
1410,5151,6050
2575,5468,6049
2601,5363.5,6048
828,4162,6047
1003,3472,6046
1030,4584,6043
1279,5280.5,6042
489676,3969,6038
601,4313.5,6036
52803,1957,6033
2657,5167,6032
1358,5493,6030
2720,5919.5,6028
2711,5240,6025
2602,5407,6025
2487,4981.5,6024
252,4139,6024
56739,2100,6023
1285,5016,6023
2566,5815,6021
2075,7526,6021
2638,4948.5,6020
2536,5161.5,6012
1399,5774,6012
2219,5236,6010
1216,4746.5,6010
1723,5705,6009
1694,5159,6007
769,5034,6006
2178,6570,5998
1710,4359,5997
2582,5422.5,5996
2614,5157.5,5992
1697,5283.5,5992
1683,5144,5991
10528,3256,5991
1409,5114.5,5990
359578,3582,5989
2202,4935,5989
2240,5259,5987
2572,5757,5987
1357,5588,5987
1356,5527.5,5986
1643,6011,5985
2870,6245,5984
2744,5677,5981
676,3063.5,5980
2606,5438.5,5980
2243,5314,5978
2027,5418,5977
994,6337,5977
592441,2392,5975
62396,6016.5,5972
2263,5581,5971
10787,3630,5971
1296,5799.5,5970
1682,5278,5967
1724,5613,5965
11875,1792,5961
2269,5289,5961
2401,5891.5,5960
2270,5346,5959
31391,4308,5958
2229,5394,5957
2286,5847,5955
254,4126.5,5954
2596,5525.5,5952
101717,4662.5,5952
1705,4856,5951
2998,5769.5,5950
671,3358,5949
2584,5366,5949
374,4685,5948
1748,5171,5947
2493,5461,5946
735,4340.5,5946
1281,5392.5,5944
2599,5592,5943
2218,5061,5941
416210,6104,5941
424,4511,5939
1925,7105.5,5936
1374,5478,5936
1027,4890,5935
22275,1563,5932
2360,4152,5930
1302,5767,5922
3072,6425,5921
1237,4871,5921
2264,5563.5,5920
513,6236,5920
2241,5374.5,5920
2076,7410,5915
3201,5171,5914
782,4682,5913
2242,5309,5913
878,5325.5,5912
2209,4549,5911
3243,6728.5,5910
2204,5299.5,5910
2652,5420,5907
2598,5528.5,5902
2174,5354,5901
1361,5788,5901
2583,5320,5901
785,4833,5899
2635,5507.5,5898
2471,5605,5898
2585,5349,5897
819,3860,5897
20040,5097,5896
53005,3523,5895
157003,2446.5,5894
2824,7220.5,5890
2569,5975,5889
1375,5413,5889
2285,5698,5889
2990,6147.5,5888
2201,4925.5,5884
997,5145,5883
1967,7072.5,5882
2272,5413.5,5882
1280,5330,5879
2233,5488.5,5878
605,4199,5878
2948,4727,5877
597,3892,5877
1695,5417,5875
416209,6200.5,5874
839,5420,5874
881,5223,5873
15729,5178,5869
2545,5611.5,5868
559546,5437,5867
1412,5047,5863
2402,6133,5860
1204,5060,5860
419634,3505.5,5860
1282,5222,5859
2947,4369,5858
2573,5771.5,5854
2110,4064.5,5854
2605,5449,5853
1212,4783,5853
34290,4583,5853
712,4301.5,5852
648,4697.5,5852
814,4685.5,5852
2208,4761,5851
1234,5186.5,5850
1236,5246.5,5850
2571,5787,5850
11302,3750,5849
123773,20493,5846
1325,5717.5,5846
815,5097.5,5840
2214,4751,5837
2266,5428,5836
5222,1018,5832
493615,9492,5830
1261,5305.5,5828
419786,3285,5827
433827,2764,5827
2273,5320.5,5826
2567,5700,5825
2568,5826,5823
1664,6043,5821
299907,4163,5821
1692,5318,5820
1974,4684,5815
2236,5308,5810
11395,3717,5810
3305,2615,5810
1333,5670,5809
1879,6295,5807
433853,4946,5806
11137,3532,5802
2658,5497,5800
1303,5680,5799
11396,3714,5798
2293,4100,5798
1373,5333.5,5796
871,3936.5,5796
3149,5847,5795
876,4830,5794
1225,4629,5793
2041,5914,5793
1698,5357.5,5792
3003,6008,5789
1327,5461,5789
447,5340,5788
2015,5680.5,5786
1719,4730.5,5782
2271,5499.5,5782
2089,6163,5780
1411,5025,5779
518,5467,5778
986,5552,5772
433831,2749,5769
10892,4408,5769
2268,5379,5769
2618,5087,5767
10868,3974,5765
1696,5431,5760
2231,5467,5759
1817,4541,5757
1209,4848.5,5756
2597,5524.5,5756
3239,6721,5753
1706,4755.5,5750
2637,5430,5750
37761,3829,5747
307956,4231,5745
2660,5357.5,5742
827,4181.5,5742
52794,2092,5742
2207,4862,5741
783,5312,5740
1746,5522,5740
24150,3774.5,5736
2088,6466,5735
979,5546,5735
2267,5398,5733
2234,5301,5733
15996,6594.5,5732
2710,5690.5,5732
2619,5096,5730
2400,5698,5730
590,4920,5729
2469,5214.5,5728
23470,7874.5,5728
667,3995,5725
2996,5911,5725
2622,5397,5723
2543,5334,5723
2077,7432,5723
2193,5701,5722
1198,4438,5720
311,3639,5719
170,2494.5,5718
2625,5442,5718
2217,4956.5,5718
1360,5954,5718
157365,2917,5713
39365,1848,5713
2232,5441.5,5712
1971,4880,5709
2834,6049,5708
1315,5403,5708
2520,5514,5707
433,4539.5,5704
10601,3465.5,5702
2626,5447,5701
2659,5366.5,5700
16000,6697,5699
2215,4658,5698
2735,5182,5698
1722,5333,5697
1666,5968,5697
2534,5563.5,5696
479143,4366.5,5696
1007,3492,5695
2468,5405,5693
3606,4731,5689
2284,5749,5689
1235,5166.5,5688
2491,5229.5,5686
2519,5598.5,5686
2640,5453,5683
246,3828.5,5680
2235,5276,5679
2462,5107,5675
2283,5834,5674
1208,4887,5673
2488,4980,5671
2074,7134,5671
3680,5435,5667
2490,5064.5,5666
2621,5210,5664
2642,5494,5664
634,4266,5663
2647,5673,5660
1289,5176,5659
1318,5042,5656
2776,6870.5,5656
1836,5308,5655
2238,5262,5655
1238,4958,5653
1995,6141,5653
2650,5369,5650
1324,5472.5,5650
2530,5815,5649
2026,5102,5645
1663,5964.5,5644
419603,2715,5644
2690,5571,5643
11138,3631.5,5634
87537,6486,5631
5568,2483,5631
1825,3998,5630
1791,5443,5630
450,4697.5,5630
266,3661,5629
1674,5706.5,5628
2486,5171,5626
2535,5649.5,5622
921,5090,5621
3676,4321,5621
15584,5009,5618
2631,5496,5618
1205,4620.5,5618
448,4980,5617
1319,5209,5613
2403,5921.5,5612
2636,5370,5612
2265,5585,5609
2538,5066,5609
1740,5646,5607
15608,3744,5605
1805,4522,5605
845,5090,5605
922,5210,5605
2230,5371,5604
2541,5169,5603
1707,4647,5602
3777,4970,5601
645,5580,5601
3064,5567,5601
843,4842,5601
235721,7281,5598
1996,6701,5596
1223,4664,5595
15702,5788,5593
739,4306,5593
426,4647,5591
2483,4918.5,5588
1665,5966.5,5586
2537,5436,5585
2199,4705,5585
2628,5346,5581
2173,5228,5581
2472,5157,5580
2410,4626,5579
1804,4216,5578
251,4123,5577
43022,497,5575
969,4840,5574
2518,5699,5569
809,5058,5569
11402,3679,5568
1737,6311,5568
2627,5591.5,5566
1720,4909,5565
655,5996,5563
2495,5460.5,5562
2470,5337,5561
2641,5452,5555
2643,5500,5555
14218,2163,5553
2489,4972.5,5550
433699,3782,5550
2358,4445,5550
10784,3674.5,5548
4886,1095.5,5546
2629,5409,5545
406,4193,5545
1288,4951,5545
931,4586,5544
1305,5416.5,5544
929,4608,5543
410,5044,5540
2540,5262,5539
2742,5448,5537
10924,5301,5537
2544,5569,5536
281,4123,5536
224784,2474,5535
1321,5440,5531
2542,5313,5531
3971,9097,5530
2274,5473,5530
97533,4156,5529
2940,4974,5529
2126,4362,5529
405396,6167.5,5528
2634,5641,5528
2292,4491.5,5520
15691,15140,5519
2997,5758,5517
586,4163.5,5516
2632,5395.5,5514
2361,4419.5,5512
2860,7219,5511
2633,5439,5511
2485,5132,5508
2206,5081,5506
1810,4220,5504
1711,4463,5504
2216,4719,5503
2200,4952.5,5502
2673,5528,5501
22245,2511,5499
1826,4296,5499
2539,5336,5498
1320,5449.5,5498
696,4316,5495
2651,5348.5,5494
2743,5662.5,5494
164560,4007.5,5490
2140,4801,5490
1293,5148,5487
974,4971,5486
1313,5379,5486
2789,5762,5486
2045,5605,5486
813,4772.5,5484
2287,5784,5483
1709,4685,5483
2161,5588,5483
1297,5613,5483
433846,4214,5481
1819,4910,5477
1980,5057,5477
2869,6364,5476
167,4388,5476
1675,5898,5476
87539,5625,5475
2722,5869,5475
2409,4661.5,5472
3605,5397,5471
2010,5905.5,5470
2532,5710,5469
2533,5719,5464
2649,5351,5464
729,4390.5,5464
17819,3829,5464
757,4649,5463
1829,4351,5463
851,4985,5463
877,5311,5461
326873,5331,5459
2529,5937.5,5458
850,4894,5458
1880,6309,5457
214,4847,5454
818,4269,5453
2648,5637,5451
300009,4486,5450
1742,5534,5449
101798,4865,5448
2013,5950,5448
80425,6643,5447
2112,4065.5,5446
2832,6099,5445
2645,5398,5443
88963,6628,5442
255582,5747,5441
3776,6452,5439
1294,5260.5,5438
253495,7791.5,5436
2842,5799.5,5436
2205,5160,5435
517,5560,5434
799,4783.5,5434
38558,4573,5433
10527,3226,5430
633,5013.5,5430
2179,6005.5,5428
235720,7627,5427
1670,5972,5426
2496,5479,5425
1883,6130.5,5424
1828,4363.5,5424
1881,6111,5423
829,4455,5420
2745,5630.5,5420
168,3651.5,5418
1309,5354,5417
566455,3835.5,5416
1316,5116,5415
2646,5465,5415
1839,5656.5,5414
30604,3831,5413
11009,3260,5411
846674,9870,5411
589,4477,5409
664,4259.5,5408
2141,4969,5407
2630,5324,5405
1287,5260,5405
3050,6249,5405
2523,5280.5,5404
2275,5291,5399
325401,6820,5398
1751,4822,5397
1680,5574,5395
514,6024.5,5394
862,5237,5393
1307,5494,5393
10780,3549.5,5392
1306,5546,5392
2299,5150,5391
1827,4536,5391
1028,4779,5391
18828,4511,5390
2111,4292,5389
66878,6513,5387
80428,6952,5385
1677,5731,5385
1240,5081,5383
11714,4775,5383
2661,5434,5383
88946,6571.5,5382
1721,5236,5381
1291,5004,5380
938,5080.5,5380
1203,4954.5,5380
2473,5377,5377
1718,4844,5374
1860,5876,5373
2043,5490,5373
2011,6050,5371
3178,5818,5369
11401,3693.5,5368
2968,5371.5,5368
1681,5526,5365
588,4927,5365
1331,5847.5,5362
959,4465,5361
2484,5123.5,5360
11039,3551,5359
2644,5576,5358
2732,5599,5357
39361,1857,5355
2681,5511.5,5354
2046,5539,5352
45,2789,5351
3958,4446.5,5350
2777,6809.5,5350
92697,2111,5350
3508,5940.5,5346
820,4114.5,5344
33820,4277.5,5344
78954,4266,5343
1678,5626,5341
1818,4717.5,5340
2377,4898,5337
5566,2423.5,5334
214642,5255.5,5334
13901,3290,5334
632,4650,5333
340,4727,5332
344998,5557,5330
2683,5464,5328
51176,2241.5,5326
1667,6014,5325
863,5394,5323
2521,5571,5323
663,4784,5323
2833,6149,5321
1286,5280,5321
2517,5689,5317
2042,5637,5317
2434,6389.5,5316
1856,6217,5315
2859,7068,5315
2953,4827,5311
2196,5034,5309
12703,5803,5304
178,7860,5303
1292,5247,5301
754,4682,5299
11287,3559,5298
419674,3318,5297
2430,4003,5293
2435,6400,5293
1241,5154,5293
2682,5234.5,5292
2528,5716.5,5292
11301,3661,5291
2132,5369.5,5290
930,4585.5,5290
2073,7269,5289
344690,2545.5,5288
2861,7310,5286
1882,6203.5,5286
2831,6163,5283
860,5606.5,5282
345572,4740,5281
13990,2717,5281
10874,4025.5,5278
2297,5085.5,5276
2674,5775,5273
327,6311,5273
10872,3912,5272
2531,5995,5271
3890,6851,5271
1784,5662,5269
446,4915,5269
164,3364,5267
2775,6649,5266
1970,6482,5265
10769,3095,5264
1004,3364,5262
1878,6419.5,5260
2723,5647.5,5260
976,4726,5259
2120,4341,5257
2326,4376.5,5256
10946,4192,5251
2143,5065,5251
2724,5503,5251
10781,3532.5,5250
345704,4132,5250
3250,4928,5249
1679,5470.5,5248
2516,5472,5248
1201,4582,5247
1989,5389,5246
440,5062.5,5244
3230,4748,5241
932,4790,5239
1672,5884,5237
2376,4619,5233
2675,5746.5,5232
10737,3382,5230
2482,4938.5,5226
1202,4733,5225
937,4906,5224
2197,4918.5,5224
841,5130,5223
1671,5574,5223
683,4331,5221
708743,11233.5,5216
1708,4944,5216
2187,5662,5214
2662,5468.5,5214
5317,3237,5213
224,4910,5207
2095,6414.5,5204
11877,1675,5204
2526,5575,5203
2788,6031,5201
419660,3158.5,5200
11139,3664,5200
1008,3084,5200
578,5019,5199
10786,3696,5199
2017,5231,5199
505,4837,5195
11400,3760.5,5192
606,4419,5191
2160,5687.5,5190
2198,4841.5,5190
2480,4890,5189
2393,5177.5,5186
490186,4636,5186
1976,5483,5183
1764,5852.5,5182
1984,5981.5,5178
2725,5526,5177
62393,5674,5177
636,4875,5177
11427,3740,5173
2680,5245,5173
2734,5372,5171
2877,5675,5165
2527,5775.5,5164
941,5193.5,5164
2298,5346,5163
981,4272,5163
2151,5003.5,5162
345450,4461.5,5162
2746,5643,5161
2672,5544,5161
920,4957.5,5160
1831,4401,5155
2109,4661,5153
1782,6001,5153
2172,5575,5153
3249,5037.5,5152
2830,6150.5,5150
493597,10985,5149
2512,5377,5149
2522,5434,5149
10602,3446,5144
11270,3550.5,5144
1877,6260,5142
2018,5347,5142
630,4963,5141
2726,5649,5137
1029,4714,5134
2667,5474,5133
711,4044,5131
2679,5452.5,5128
1310,5755,5127
2790,6165.5,5126
2676,5672,5124
22282,2265,5124
1977,5438,5118
2189,5608,5117
2103,6036,5115
2524,5412,5115
2156,4908,5113
2475,5465,5113
261909,3817.5,5112
11261,3703,5111
375651,4312,5111
2180,5746,5111
2677,5619.5,5110
2159,5473.5,5110
167385,911,5109
3251,5189,5107
693,4100,5107
2736,5418,5107
2939,5687,5105
2984,5806,5105
2815,5982,5103
2511,5278,5102
2433,6201,5101
11260,3757,5101
884,4971,5099
433859,4884.5,5098
10870,3925,5097
2188,5649,5094
5227,1214,5091
62392,5628,5091
1311,5663.5,5090
842,5024,5087
940,5219,5087
2741,5682,5087
2181,5646,5086
1741,5714,5082
687,3859.5,5082
2858,6745,5081
2525,5544,5080
3071,6171,5079
1867,6145,5077
2668,5579,5076
2671,5528,5073
996,5004.5,5072
2135,5138,5070
11907,1459,5070
2012,6086,5069
227774,2114,5068
3244,6633,5068
2481,5004.5,5068
2406,4653.5,5064
2186,5718,5062
2408,4773,5061
755,4707,5059
2078,7123,5057
2678,5423,5057
2887,5411,5056
826,4172,5056
97471,4488,5055
1983,5944,5055
2289,5537,5053
293,6235,5052
2477,5201,5051
1975,5542,5048
10782,3695,5047
2474,5330.5,5046
2791,6106.5,5044
62487,5958.5,5044
11140,3631,5043
724,3769,5042
2136,5023,5042
2938,5757,5040
10785,3654,5039
2185,5744.5,5038
1738,5997,5038
2378,5243.5,5038
2006,5561,5036
923,4872.5,5036
3148,5858,5035
927,4907,5032
268710,4600.5,5032
3681,6074,5032
2787,5760,5029
2505,5591,5026
345360,4956,5025
2294,4649.5,5022
2514,5341,5021
2900,5065,5021
2515,5543,5019
2502,5242,5019
3160,5518.5,5018
240,4017,5016
1866,5684,5015
11141,3705,5015
1898,5921,5014
2165,4893.5,5014
433856,3695,5012
2513,5424,5009
1986,5911,5007
1295,5547,5006
1808,4496.5,5006
707958,14230,5004
1781,6326,5003
2192,5427,5001
2774,6514,4999
2450,4794,4999
861,5409,4995
1747,5862,4994
27671,5478,4991
1725,5635,4991
15633,3645,4990
1806,4602.5,4990
381,3970.5,4986
2499,5263.5,4986
2162,5872,4986
2048,5623,4985
446561,20096,4983
1799,5056,4982
2375,4663,4982
30636,3844,4981
1739,5867,4979
2412,5109,4979
62391,5422,4979
