LASTFONT,TTI,FREQ
2235,5405,192
2281,4852,192
2341,4923.5,192
2210,5899.5,192
2538,5066.5,192
747,2285.5,192
2328,5742,191
2571,5649,191
2627,6218,191
2594,6555,191
2345,5570,191
2492,5672,191
2458,5317,191
2429,5289,191
2217,5120,191
2681,5842,191
706,2124,191
2604,5356,191
2379,6038,191
2784,5910,191
2570,5402,191
801,2581,191
2665,5918,191
721,2044,191
788,2707,191
2688,5445,191
2543,5822,191
2599,5410,191
2519,5563.5,190
2511,6197.5,190
2470,5225,190
2648,6098.5,190
790,2641.5,190
2549,5333,190
2554,5556,190
2851,5719,190
2592,5298.5,190
2414,5972.5,190
2302,5353,190
2400,5275,190
2483,5411,189
2427,5914,189
729,2226,189
2535,5315,189
2700,5839,189
2472,5048,189
2474,5250,189
2516,5418,189
2486,5393,189
2882,6203,189
2220,4644,189
2655,5587,189
2311,5373,189
2052,4810,189
2426,5521,189
2704,6008,189
772,2296,189
2380,5337,189
731,2331,189
2364,5471,189
1949,4798,189
819,2580,189
743,2261,189
2481,5894,189
704,2142,189
748,2296,189
2847,6218,189
2450,5589.5,188
2420,5610.5,188
2914,6382,188
2895,6410.5,188
2358,5071.5,188
800,2324.5,188
2409,5472.5,188
2524,6087,188
2668,6324.5,188
783,2243,188
2370,5231.5,188
711,2428,188
746,2298.5,188
2667,5923,188
2111,5361,188
2293,5900,188
2439,5331,188
2440,5147,188
2649,5428.5,188
2377,5536,188
2817,6308.5,188
2354,5458,187
2312,5317,187
2557,5466,187
776,2349,187
2525,5796,187
751,2179,187
2874,6165,187
2310,5424,187
2305,5194,187
2451,5686,187
2586,5569,187
2229,4709,187
2610,5473,187
2462,5836,187
2623,5542,187
2487,5676,187
2268,5281.5,186
2919,5904.5,186
836,2597,186
2432,5319.5,186
2181,4972,186
2547,5728.5,186
2300,5391.5,186
1885,5376.5,186
2660,5918,186
2589,5586,186
2588,5468,186
1890,4566.5,186
2654,5430.5,186
2639,5482,186
2505,5725,186
806,2605.5,186
2565,5311.5,186
786,2348,186
2387,5325,185
2520,5969,185
2825,5817,185
2522,5334,185
2752,5588,185
2584,5349,185
2922,6283,185
2192,4806,185
2531,5718,185
804,2516,185
812,2435,185
2347,5185,185
2652,5975,185
2484,5752,185
2331,5174,185
2411,5421,185
2539,5935,185
2491,5601,185
2080,4705,185
2781,5990,185
754,2235.5,184
2363,5923.5,184
657,2378.5,184
2596,5671,184
694,2526.5,184
2356,5562,184
2381,5523,184
2436,5639,184
2237,5099.5,184
2857,5728,184
2514,5855,184
2669,6072,184
2399,5074,184
2670,5504.5,184
2829,5688.5,184
2693,5441.5,184
2778,6006.5,184
738,2450.5,184
2733,5550.5,184
2741,5527.5,184
2499,5574.5,184
2806,6094.5,184
2853,6229,183
2666,5773,183
2901,5913,183
808,2523,183
866,2433,183
2723,5990,183
2737,5662,183
2075,5120,183
2567,5165,183
2502,5451,183
2350,5606,183
881,2546,183
745,2159,183
2326,5243,183
2333,5539,183
2415,5377,183
2663,5353,183
705,2303,182
2658,5517,182
2612,5729,182
2731,5910.5,182
2206,5188.5,182
2357,5172,182
2566,5887.5,182
2856,5571,182
2496,5536,182
2510,5675.5,182
2647,5074.5,182
2740,5675,182
2810,5688,182
2396,5341,181
2636,5303,181
2585,6271,181
2454,5619,181
2764,5600,181
2477,5895,181
2521,5608,181
2672,5818,181
2183,5049,181
2533,5407,181
2288,5238,181
2284,5289,181
2545,5459,181
2606,5860,181
2702,6235,181
2697,5319,181
2711,5928,181
2332,5035,180
2710,5673,180
2894,6018.5,180
2814,6633,180
2605,5252,180
2495,5506.5,180
2500,5385.5,180
2714,6212,180
2808,6065,180
3041,5817.5,180
2482,5587,180
2791,6134.5,180
2232,4955,180
784,2209.5,180
2568,5745,180
2756,5666,180
2708,5767,180
688,2101,179
2725,5680,179
2095,5308,179
2562,5442,179
2494,5479,179
794,2374,179
2489,5202,179
700,2247,179
2878,6064,179
2460,5693,179
2597,5440,179
2732,5622,179
2637,5624,179
2301,5753,179
2843,6129,179
827,2530,179
2469,5941,178
2497,5287,178
676,2150.5,178
2717,6223.5,178
2815,6426,178
2304,5189,178
2726,5726.5,178
767,2460.5,178
2590,5449,178
2478,5678,178
2707,5591,178
2558,5447,178
719,2372,177
2207,4967,177
736,2342,177
727,2537,177
2613,5311,177
2424,5193,177
762,2503,177
837,2625,177
2471,5692,177
2587,5519,177
2536,5379,177
2614,6550,177
2392,5487,177
2528,5628,177
2689,5725,177
2692,5872,177
2419,5578,177
2241,5463,177
2864,5950,177
2376,5191,177
750,2463,177
2967,6068,177
2374,5539.5,176
2425,5392.5,176
2193,5244.5,176
714,2292.5,176
2887,6086.5,176
2719,5780,176
2546,5792.5,176
744,2598.5,176
2544,6288,176
2650,5968.5,176
2679,5883.5,176
2423,5269,176
689,2345,176
2918,5833,176
2441,5635,176
777,2265,176
2564,5862.5,176
2577,5523,175
2995,7245,175
2574,5532,175
2842,5950,175
2509,5663,175
2783,5928,175
2638,5440,175
735,2229,175
2532,5301,175
2630,5411,175
2664,5126,175
2818,6354,175
2476,6069,175
2398,5196,175
2390,5856,175
2371,5532,175
1990,4873.5,174
3000,6538.5,174
2699,5542,174
667,2545.5,174
2645,6364,174
2785,6055,174
2671,5394.5,174
740,2187.5,174
2801,6152.5,174
2877,6100.5,174
2572,6055,174
2696,5623.5,174
2480,5246.5,174
2830,6527,174
2797,6119,174
2635,6064,174
2758,5878,174
749,2465,174
2512,5181,174
713,2234,173
703,1997,173
2759,6151,173
2542,5595,173
2601,5291,173
717,2492,173
701,2358,173
2581,5453,173
2518,5575,173
2946,5887,173
2739,6629,173
2938,5976,173
724,2397,173
671,2064,173
2803,6136,173
2837,6164,173
2925,5916,173
773,2325,173
766,2560,173
2880,6625,173
3046,6391.5,172
755,2090,172
2563,5629.5,172
2769,5912,172
715,2414,172
709,2265.5,172
2751,6054.5,172
2629,6025,172
3015,5983.5,172
2691,6272,172
2687,5988.5,172
660,2247,172
710,2259,172
649,2039.5,172
2682,5650,172
2744,6739.5,172
2576,5562.5,172
2578,5627.5,172
2807,6270.5,172
712,2290,171
2709,5746,171
2727,5488,171
2888,6218,171
2796,5717,171
733,2234,171
2897,6232,171
787,2657,171
2780,5770,171
2720,6020,171
664,2152,171
2852,5956,171
2738,5730,171
732,2033,171
2729,5540,171
2760,6301,170
2742,5865.5,170
2195,5174.5,170
677,2335.5,170
2860,6150,170
2736,5710.5,170
2656,6005,170
2910,5741.5,170
2792,6134.5,170
2802,5965,170
2616,5478,170
2580,5242.5,170
2651,5676,170
2657,5711,170
2994,6022,170
2661,5727.5,170
2827,6198,169
665,2160,169
2685,5797,169
678,2175,169
2560,5481,169
2553,5573,169
2643,5655,169
650,2077,169
2330,5207,169
699,2432,169
2823,5575,169
2674,5725,169
2868,6056,169
2833,5738,169
673,2191,169
780,2534,169
2881,6377,169
2813,6376,168
2703,6131,168
2721,5891,168
2779,6009.5,168
695,2307,168
698,2180.5,168
2889,5992.5,168
2513,6105.5,168
640,2127,168
2406,5497,168
2873,6119.5,168
708,2343.5,168
685,2201.5,168
2728,5916,168
726,2132,168
2782,5683,168
2866,7704,167
3002,6146,167
2906,6326,167
2718,5503,167
2908,6081,167
2540,5579,167
2507,5497,167
2686,6067,167
681,2308,167
663,2312,167
2892,6636,167
696,2310,167
2941,6253,167
2820,5662,167
2870,6489,167
2776,5563,167
3131,6297,167
2767,5748,167
2677,5860,167
2988,6667,167
2890,6699.5,166
2913,5900.5,166
2619,6086,166
2407,5397,166
2786,6238.5,166
2855,6959,166
2884,5526.5,166
2634,5717,166
2683,6078.5,166
2466,5494.5,166
2863,6130.5,166
2730,5894.5,166
2615,5404,165
2506,5771,165
2826,6018,165
3233,6636,165
2680,6150,165
2464,5211,165
2903,6110,165
2712,5714,165
2626,5889,165
2966,5715,165
2609,5679,165
756,2298,165
2975,5625,165
3059,6382,165
2805,6256,165
2939,6454,165
2422,5410,164
3042,6034.5,164
2713,6267.5,164
2749,5375.5,164
757,2327.5,164
2858,5665.5,164
2743,5784,164
2958,5621.5,164
2757,6361,164
687,2453.5,164
2899,6297,164
679,2329.5,164
2694,5646,164
759,2210.5,164
769,2402,164
3016,6282,164
3013,5920,163
2996,5904,163
641,2220,163
2768,5745,163
693,1963,163
2902,6312,163
2997,6425,163
2945,6080,163
686,2191,163
2798,6079,163
669,2256,163
2950,6362,163
2569,5366,163
2848,6574,163
2753,6040,163
2904,6378,163
631,2033,163
692,2226,163
3019,6574.5,162
2804,5791,162
2555,5618,162
2735,5824.5,162
3106,5665.5,162
2773,5660,162
2754,5658.5,162
730,2299.5,162
2891,5452.5,162
2844,6543.5,162
2747,6524.5,162
739,2106,161
2788,6628,161
2957,5858,161
3021,6101,161
2750,6019,161
2916,6437,161
3020,6223,161
2678,5757,161
2816,5521,161
2795,5657,161
3164,6358,161
2968,6041,161
2774,5810,161
651,2272,161
2405,5537.5,160
2777,5672,160
741,2346,160
2593,5787,160
633,2154.5,160
675,2258.5,160
2872,5930,160
2948,6127,160
3057,6334.5,160
2929,6315.5,160
2640,5764,160
697,2491,160
2861,6846.5,160
2898,6496,160
752,2388.5,160
2885,6061,160
2940,5949,159
2854,5972,159
3226,6513,159
672,2456,159
2912,6166,159
2841,6358,159
670,2135,159
2836,6095,159
2859,6148,159
601,2156,159
2523,5310,159
2822,5689,159
3038,5924,159
2911,5673,159
2821,5768,159
2772,6049,159
2915,5761,159
3004,5704.5,158
2819,6001.5,158
2862,6177.5,158
2770,5760.5,158
702,2333.5,158
3003,6139,158
2978,5674,158
2831,6059,158
2921,5501,158
2850,5971,158
2983,6109.5,158
2695,5683,158
728,2413.5,158
619,2112,158
2849,6254.5,158
2828,6083,158
662,2882,157
2625,5580,157
2982,6512,157
3040,5741,157
2722,5663,157
2838,6631,157
3116,6047,157
3051,6016,157
716,2199,157
3123,6411,157
707,2260,157
2812,5792,157
666,2814,157
2765,6103,157
2935,6108,157
2905,6569,156
3029,6929,156
2839,5625.5,156
2976,5947.5,156
2871,5906,156
659,2232,156
3092,5919.5,156
2799,5377,156
643,2568,156
3058,5880,156
2789,5843,156
2924,6472.5,156
2766,5597,156
2942,5770,155
690,2125,155
2917,5978,155
3008,6202,155
3018,6349,155
2762,5644,155
2684,5826,155
2909,5784,155
3124,6237,155
3077,6053,155
2999,6408,155
2960,6986,155
2865,6375,155
3217,6255.5,154
2977,5399,154
2832,6063.5,154
2907,6184.5,154
2953,6299.5,154
3163,6681,154
3128,5979,154
2867,6027,154
661,1985.5,154
3348,6065,154
3269,6674.5,154
2809,5984.5,154
2959,6351,154
2973,5734,153
2886,6250,153
684,2152,153
654,1983,153
2748,6065,153
624,2253,153
2607,6124,153
2990,5835,153
682,2241,153
2598,5163,153
3045,6221,152
3168,6134,152
580,2196,152
3006,6250,152
691,2555,152
2771,6520.5,152
3273,6186,152
2835,5710,152
645,2316,152
2840,5657,152
2928,6892.5,152
2875,6159.5,152
3091,6069,152
680,2209,152
2949,6377,151
3052,6263,151
2989,6194,151
668,2209,151
2869,6210,151
2992,6133,151
3122,6406,151
3055,6399,151
3030,6286.5,150
3465,6685,150
3050,6212.5,150
2951,5955,150
3073,5809,150
2811,6017.5,150
3069,5928,150
3144,5919,150
3188,6241.5,150
2964,5996.5,150
2633,5180,150
3108,6604,149
2947,6002,149
3039,6249,149
3096,5904,149
3031,5806,149
3172,6196,149
2934,5951,149
3049,6769,149
2972,6256,149
3081,6305,149
3370,6567,148
2845,5953.5,148
3064,6141,148
3072,5842.5,148
3317,6801.5,148
2734,5913.5,148
3001,6418,148
2991,6244,148
652,2063,148
3198,5740.5,148
2787,5736.5,148
2705,5953,148
3319,6796,147
554,2167,147
3079,5995,147
3177,6392,147
3147,7147,147
2931,5968,147
2985,6148,147
3094,6495,147
2920,6172,147
3025,6576,147
3161,6429,147
3148,6061,147
648,2096.5,146
674,2123,146
613,2214.5,146
2962,6210.5,146
592,2560.5,146
3196,6986.5,146
2876,6067.5,146
2706,6165,146
3107,5938.5,146
3439,6464,146
2775,5844,146
3100,6347,146
3043,6751,146
559,2115.5,146
2690,5732,145
2923,6382,145
574,2019,145
2981,6754,145
589,2351,145
618,2149,145
3189,6468,145
620,2263,145
3036,6211,145
3139,6439,145
646,2451,145
3138,6622,145
722,2194,145
3070,6371,145
609,2217,145
3324,5734,145
2896,6306,145
2763,5112.5,144
3125,6420,144
683,2227.5,144
2974,6515,144
2993,6629,144
3205,6061.5,144
2954,6366,144
3127,6718,144
2834,5713.5,144
634,2188.5,144
3088,6032,144
2933,5954.5,144
656,2023.5,144
3089,6214.5,144
3349,6508.5,144
3062,5600,144
3200,6719,144
2716,5482,144
3253,6833,144
2893,6120,144
658,2067.5,144
599,1787,144
3071,5882,143
3133,6089,143
3012,6057,143
3083,5811,143
3257,6892,143
3182,6388,143
630,2339,143
3023,6062,143
2793,5763,143
3283,6500,143
2800,6102,143
3184,6358,143
3166,6848,143
590,2202,143
3120,6851,143
2979,6261,143
573,2074,143
610,2507,143
3146,6438,143
3063,6084,143
2926,6032,143
604,2055,143
3056,6666,143
3181,6011,142
593,1817.5,142
3117,6097,142
3090,6687.5,142
2944,6211.5,142
3005,5910,142
3032,6033,142
578,2070.5,142
636,2166,142
637,2025,142
3220,6243.5,142
3409,6669,141
647,2151,141
3027,6414,141
632,1977,141
2745,5706,141
3432,6459,141
2900,5906,141
3373,6245,141
3054,6680,141
627,1972,141
3037,6033,141
3078,6558,141
2943,6020,141
3321,6554,140
587,2148,140
3279,6930,140
2937,6381.5,140
2932,6056.5,140
629,2185.5,140
3099,6262.5,140
644,2274,140
3007,5722.5,140
617,1885.5,140
3132,6751.5,140
3201,6511,140
3262,6300,140
596,2191,140
3268,6800,140
3076,5952,139
2998,6079,139
3085,6645,139
3068,6096,139
3327,6417,139
615,2247,139
3211,6481,139
3143,6455,139
3287,7415,139
3028,5852,139
3390,6524,139
2965,6606,139
3293,7290,139
3130,6779,139
616,1995,139
3203,5927,139
3150,5819,138
3219,6216,138
3066,5919,138
3112,6915.5,138
3010,6380.5,138
3230,6514,138
3044,6195.5,138
561,1891.5,138
3285,6228.5,138
3271,6255,138
3215,6418.5,138
3140,6570,138
3313,6631,138
3346,6911.5,138
3149,6546.5,138
608,2320,138
3356,6714.5,138
3342,6129,137
3171,6932,137
3240,6124,137
3234,6143,137
3207,6258,137
3679,6630,137
3265,6492,137
3118,5985,137
3034,6592,137
3678,6705,137
3026,6233,137
3332,6437,137
3264,6544,137
3095,5983,137
3155,6322,137
3291,6419,137
3035,6634,137
3433,6309,137
3236,6112,137
3255,6306,137
2927,6123,137
3448,7570,137
2987,5678,137
3395,6552,137
3022,6671,137
3521,7582,136
3141,5959,136
3111,6491,136
3492,6733,136
3301,6558.5,136
614,2102.5,136
3372,6327.5,136
3087,6658.5,136
3340,6530.5,136
2956,5934.5,136
642,2407.5,136
598,2304,136
3165,6281.5,136
621,2271,135
3214,6212,135
3167,6124,135
623,1919,135
3671,7188,135
3242,6621,135
2930,6851,135
3231,6564,135
2971,6532,135
3296,6236,135
3277,6208,135
3093,6363,135
2969,5869,135
2824,5849,135
3213,6443,135
3169,6013,135
622,2168.5,134
3101,6283,134
3082,6136.5,134
3407,6127,134
3286,6653,134
625,2093,134
3170,6320,134
3212,6356.5,134
3280,6500,134
639,1995,134
606,2340.5,134
600,1977,134
2986,5973,134
3075,5829,134
3251,6271.5,134
628,2188.5,134
3456,6114.5,134
3048,5955,134
603,2077.5,134
655,2116,134
3237,6122,134
3086,6408,134
3396,6911.5,134
3376,6685,133
638,2047,133
653,2015,133
3382,6228,133
520,2170,133
3014,6318,133
3224,6052,133
3493,6605,133
3067,6466,133
3308,6258,133
3102,5852,133
537,2064,133
3421,6684,133
3505,6701,133
3202,6671,133
3193,6465,133
3347,6928,133
3156,5892,132
3445,6645,132
3575,6548,132
3180,6219,132
3110,6304.5,132
3302,6323.5,132
3204,6975,132
3239,6320.5,132
576,2396.5,132
3303,6676,132
3185,6686.5,132
611,1977.5,132
3136,6130,132
565,1889,132
3343,7053.5,132
3158,6370.5,132
3129,6701,132
3477,6693,132
3223,6733,132
2955,5993,132
3206,6455.5,132
3690,6450.5,132
579,2214,131
3074,5813,131
3430,6736,131
3366,6309,131
3238,6749,131
3259,6405,131
597,2288,131
3061,6013,131
560,1888,131
612,2437,131
3443,6805,131
581,2156,131
3261,6520,131
2952,5771,131
3192,6343,131
3065,6735,131
3276,5901,131
3476,5693,131
3245,5708,131
3263,6687,131
3173,5486.5,130
3176,6620,130
3543,7366.5,130
3326,6123.5,130
3272,6631.5,130
493,2099,130
3053,5881,130
3371,6683.5,130
3119,6371.5,130
3243,6028.5,130
586,2068.5,130
3151,7273.5,130
3500,6743.5,130
3275,6570,130
3248,6480.5,130
2961,6175.5,130
584,2457,130
536,2119.5,130
3628,6728,130
3228,6415,129
3159,5996,129
3134,6071,129
3537,6174,129
3362,6056,129
483,1811,129
3135,6300,129
3190,6269,129
3145,6232,129
525,2563,129
3438,7046,129
3137,6350,129
3375,6737,129
3399,7027,129
3114,5989,129
3727,6805,129
3573,6822,129
3097,6156,129
3104,6464,129
3358,6652,128
585,2008,128
3229,6714.5,128
3009,6075,128
3084,6067.5,128
3227,6052.5,128
3306,6392.5,128
2963,5680.5,128
3247,6434.5,128
3295,6610,128
569,2284.5,128
607,2049.5,128
3449,6247,128
3292,6439,128
3415,6355,128
3178,5903,128
3289,5970,128
3175,6347.5,128
3033,6158,128
3414,6548.5,128
3299,6742,127
533,2151,127
3335,6356,127
3571,7004,127
602,2124,127
3333,6247,127
575,2342,127
3428,6690,127
3450,6465,127
3235,6218,127
3355,6750,127
556,1741,127
3429,6454.5,126
567,2080,126
3527,6708,126
3254,7036.5,126
3183,6043.5,126
591,2105.5,126
562,2156.5,126
3398,6575,126
3350,6369.5,126
3553,6791,126
3195,6681.5,126
3546,6590,126
3391,6953,126
3310,6665,126
3105,6192,126
524,1797,126
626,1888,126
3024,5589.5,126
3692,7033.5,126
3518,6697,126
3365,6819,125
3558,6854,125
3581,6567,125
3484,6385,125
3378,6562,125
3060,6816,125
3379,6536,125
3486,7058,125
3323,6439,125
3258,6807,125
3412,6214,125
3208,5993,125
555,2229,125
3278,6830,125
635,2171,125
3614,6474,125
3377,6487,125
3294,6661,125
3109,6826,125
3564,6671.5,124
3446,6742,124
605,2200,124
2970,6563,124
3103,6350,124
3344,6511.5,124
3339,6728.5,124
3649,7365.5,124
3210,6586.5,124
3413,6088,124
3427,6646,124
3174,6320,124
3312,6173.5,124
3244,5986.5,124
3157,7225,124
3644,6775.5,124
3194,6792,124
3364,6228,124
3441,6428,124
3431,6732,124
3320,6462.5,124
3400,6190,123
3461,6383,123
3270,6296,123
3357,6404,123
3186,6775,123
549,2417,123
3359,6050,123
3256,5666,123
3634,6241,123
3423,6043,123
3011,6657,123
3197,6500,123
583,2144,123
3152,6980,123
595,1810,123
3516,6601,123
3467,6752,123
3624,6500,123
3410,6576,123
3328,6532,123
3113,6822,123
3384,6815,123
3743,6638,123
3600,6731.5,122
3385,6078,122
3482,6117,122
3488,6687,122
3784,7148.5,122
3713,6348.5,122
588,2081.5,122
3569,7038,122
3653,6627,122
3579,6516,122
3617,6714.5,122
2980,5368,122
3576,6718.5,122
3179,6125,122
3562,7357,122
572,2288,122
3460,6150,122
484,1869,122
3418,6420,122
3851,6903,122
3442,6224.5,122
3501,6212.5,122
3393,7004.5,122
3309,6512.5,122
3420,6812.5,122
2984,5806.5,122
3704,6931,122
3530,6897,121
547,1887,121
3298,5375,121
3274,6548,121
3591,5901,121
3525,6839,121
3126,6133,121
3316,6419,121
3555,7037,121
3222,6233,121
594,1941,121
3765,6698,121
3225,6835,121
3047,6283,121
558,1994,121
582,2427,121
3232,6633,121
3250,6807,121
496,1844,121
566,2042,121
3098,6711,121
515,2133,121
3017,5986,121
3142,6820,121
3590,6121,121
3341,6335,120
3121,5781,120
3626,6389.5,120
3948,7220,120
542,2423,120
3381,6654,120
3425,6947,120
521,2181.5,120
3481,6464.5,120
3191,6948.5,120
3403,6564.5,120
3491,7099.5,120
3314,6508,120
564,2068,120
3260,6612,120
3405,7512.5,120
3322,6201,119
3411,6523,119
3402,6666,119
3507,6504,119
3115,5861,119
505,1958,119
3723,6501,119
568,2144,119
513,1858,119
3592,6680,119
3218,6357,119
3435,6214,119
3707,7375,119
3209,6503,119
3386,6730,119
544,1840,119
3454,7408,119
3715,6712,119
3336,6094,119
530,2211,119
3513,7810,119
3374,6429,119
3509,6916,119
550,2159,119
3221,5767,119
3290,6776,119
3740,7665,119
3187,6497.5,118
3288,6958.5,118
3199,6339.5,118
3444,6597,118
3612,7060.5,118
3728,6310.5,118
3329,6466,118
498,2034,118
551,1920,118
3304,6053.5,118
541,1756.5,118
3711,7636,118
3833,6646,118
3459,6535,118
3282,6151,118
2936,5628.5,118
3502,6170,118
3154,5999,118
475,1988,118
3267,6297,118
3542,7598.5,118
3389,6884,118
3369,6869,118
3514,6640,118
3388,6625,117
3541,6487,117
3249,6137,117
3567,6936,117
3734,7345,117
3160,6382,117
3647,6997,117
3424,6011,117
577,1988,117
3498,6733,117
534,1920,117
526,1971,117
3560,7115,117
546,2159,117
3580,7169,117
3451,6606,117
570,2041,117
3687,6372,117
3318,6059,117
3657,7115,117
3665,6845,117
3455,6444,117
3437,6229,117
3554,6936,117
3538,6819,117
3426,6597,117
3307,6251,116
3881,6862,116
3495,6418,116
3698,7570.5,116
3517,6958.5,116
3534,7077.5,116
3536,6525.5,116
3662,7831,116
3755,7162.5,116
522,2050.5,116
3345,6626.5,116
3504,6699.5,116
3305,5817,116
3471,6739,116
3472,6298.5,116
532,1881,116
3352,6175,116
519,1985,115
3458,7001,115
3738,7209,115
3281,5902,115
3284,6442,115
3561,6367,115
3566,6458,115
3791,6794,115
4028,6999,115
3368,6232,115
3494,6160,115
3080,6463,115
3453,6467,115
3216,6264,115
503,1857,115
3325,6290,115
432,1785,115
3480,7144,115
3337,6451,115
3367,6265.5,114
3490,6624,114
3697,6813.5,114
3394,6582.5,114
3691,6494,114
3519,7267.5,114
3440,6239.5,114
3503,6636,114
3363,6725,114
3652,7225.5,114
3747,6887.5,114
3551,6754.5,114
3434,6402.5,114
3315,6358,114
3511,6243.5,114
3658,6342.5,114
543,2062.5,114
3512,6959,114
3916,6979,114
3520,7208,114
3351,6308.5,114
553,2023,114
3487,6762,114
3702,6301,114
3246,6819.5,114
3544,6807,113
3818,6683,113
485,2200,113
540,2037,113
538,2055,113
3588,6685,113
3696,6988,113
3479,6272,113
504,2199,113
528,2195,113
3877,6831,113
3550,6659,113
3162,6098,113
3616,6557,113
3334,6397,113
3673,6586,113
3789,7172,113
3826,7264,113
3776,6777,113
3703,6903,113
548,2201,113
3557,6795,113
457,1913.5,112
3890,7264.5,112
527,2195.5,112
3706,6820,112
3621,6839.5,112
3611,5972.5,112
3832,7703,112
3722,6641,112
3380,6660.5,112
510,2065,112
517,1985,112
3436,7547,112
563,2151,112
3772,7727.5,112
557,1937.5,112
3875,6669,112
3990,7075,112
3950,7513,112
3404,6073.5,112
545,2147,112
4042,7240,111
486,1986,111
3547,7227,111
3360,6364,111
3609,6932,111
3638,6116,111
3666,6469,111
3401,6973,111
3655,7177,111
3485,6026,111
3297,6381,111
3955,7306,111
3473,6817,111
3605,6827,111
3654,7320,111
3794,6828.5,110
3422,7620.5,110
3392,6615,110
3529,6743,110
3845,6985.5,110
3620,6411.5,110
3565,6778.5,110
3725,7057.5,110
3827,7119.5,110
3674,7440.5,110
3889,6905,110
3751,6886.5,110
3811,6936.5,110
3266,6575.5,110
3463,6535.5,110
3785,7055.5,110
4086,7675.5,110
3774,6523,110
4083,7206.5,110
500,2102,110
3764,6413.5,110
3918,7413.5,110
4012,6957.5,110
3603,7044,109
3545,7358,109
3241,5798,109
3397,6280,109
3574,6783,109
3664,6694,109
3524,6608,109
3748,7423,109
3695,6849,109
3469,6986,109
3522,6665,109
529,2050,109
3354,7707,109
3563,6673,109
3416,7583,109
3353,6134,109
3910,7003,109
3769,7040,109
3515,7148,109
3668,6597,109
3622,7050,109
3846,8460,109
3745,6857,109
3535,6799,109
3661,6949,109
3361,7165,108
3676,6534.5,108
3941,6926,108
3823,7284.5,108
499,1947.5,108
512,2299.5,108
3660,6197,108
3311,6491,108
3712,7485.5,108
3767,6734,108
3523,6867,108
3559,6627,108
3880,7144.5,108
3908,6599,108
3874,6942.5,108
3876,6291,108
3589,7013,108
3496,7216.5,108
3962,8108,108
3958,6919,108
3759,6800,108
3829,7699,108
3497,6502,107
3642,6817,107
3330,6560,107
3871,7389,107
3777,7144,107
3945,7860,107
3300,6909,107
3682,6898,107
3470,6297,107
3417,6578,107
3838,7425,107
3680,7315,107
3447,6413,107
3408,6492,107
3466,6420,107
3766,6786,107
3604,6943,107
3821,6679,107
3806,6295,107
3861,7610,107
3489,7113,107
3645,6190,107
3803,6858,107
3641,6884,107
4166,7157,107
3633,6392,107
3636,7229,107
3648,7199.5,106
3718,6472.5,106
3688,6499.5,106
3839,7236,106
511,1805.5,106
3783,7162,106
3570,6293,106
3770,6633,106
3608,6892,106
3817,7252.5,106
3599,7579,106
3669,6630.5,106
3597,6363.5,106
3464,6643.5,106
479,2026,106
3929,7322.5,106
3834,7535,106
3483,7076,106
3736,6755,105
552,2139,105
3983,7394,105
3997,7067,105
3587,6185,105
3835,6895,105
3859,6880,105
3885,6422,105
3760,6843,105
3601,7372,105
459,1875,105
3630,6837,105
3528,7089,105
3739,7078,105
3387,6791,105
539,1842,105
495,1800,105
3844,7294,105
3927,7634,105
3499,6710,105
3994,7109.5,104
3762,7176,104
3969,7208.5,104
3906,7174,104
3598,7388,104
3812,7111,104
3949,7338.5,104
3578,6414.5,104
4087,7485.5,104
490,1837,104
3901,7916.5,104
463,1890,104
3452,6436.5,104
3932,7024,104
3646,6250.5,104
4067,6921.5,104
3675,6941.5,104
4054,7943,104
3510,6979,104
3709,6971,104
3872,7439.5,104
4069,7286.5,104
3406,6834,104
4118,7408,104
3828,6936,104
3797,7649,104
3595,6882.5,104
3852,7253,104
3788,6267,104
3925,6242.5,104
4016,6614.5,104
3619,6623.5,104
3995,7385,104
4298,7935,103
3749,7203,103
3531,6717,103
3731,7399,103
3815,7290,103
3457,6111,103
3867,6634,103
3944,7378,103
3681,6954,103
4008,7491,103
3733,6786,103
3841,6756,103
3700,6739,103
523,1971,103
3808,6780,103
4046,7412,103
3716,6903,103
3708,7538,103
3840,6752,103
3778,6843,103
3632,6511,103
4006,7042,103
3552,6729,103
4017,7664,103
3549,7192,103
509,1879,103
3831,7236,103
3577,6116,103
3585,7402,103
3153,6223,103
4212,7156.5,102
3693,7503.5,102
3989,7596,102
3685,7706,102
3331,6072,102
3849,6765.5,102
3780,6682.5,102
455,1851.5,102
3980,7342.5,102
3807,6561,102
3468,6631,102
3583,6455,102
3720,7095.5,102
3338,6970.5,102
3773,6394,102
3730,7430.5,102
3651,6849.5,102
3419,6669.5,102
487,1881,102
3383,6580,102
535,2339.5,102
518,1989,101
508,2099,101
4197,7607,101
467,2080,101
3781,7551,101
3813,7753,101
4024,7025,101
4004,7807,101
3804,6950,101
415,1747,101
4145,7339,101
507,2108,101
3478,6734,101
3533,6264,101
506,2094,101
3623,7372,101
3717,7651,101
4121,7170,101
4070,6753,101
3746,6876,101
3891,6901,101
3539,6745,101
3744,6245,101
3475,6320,101
3548,7350,101
3252,6516,101
3930,7570,101
531,1950,101
3922,6983,101
434,1887.5,100
3824,7368.5,100
4021,7095.5,100
478,2090,100
4073,7930,100
464,1794,100
3882,7528,100
3796,6878,100
3809,6516,100
3757,7073.5,100
3582,6465.5,100
3996,7143.5,100
3985,7657,100
4031,7504.5,100
4116,7679.5,100
