IMAGE_SIZE,TTI,FREQ
5575383,4075.000,10119
228847,10582.500,10106
614467,6991.000,10101
8607,6350.000,10087
6957,5582.500,10080
64751,2655.000,10074
3550058,3574.000,10073
9262,3751.000,10068
298828,5184.000,10065
45879,4968.000,10051
24718,7119.000,10043
91558,7885.000,10042
6743,3938.000,10038
57347,10400.000,10028
499432,4173.000,10023
61249,8592.000,10020
417093,3985.000,10017
267862,3402.500,10004
77539,6981.500,10002
8817,6095.000,9993
264075,9524.000,9992
5978,6367.500,9988
624462,4134.000,9977
69724,4783.000,9973
155646,2609.000,9972
24261,3518.000,9964
11274,4846.000,9955
87,2657.500,9936
2374,5615.000,9924
3231110,1705.500,9920
1584,4257.000,9916
58369,5230.500,9906
127683,22244.500,9898
34806,10317.000,9897
8735,4695.000,9891
295,7332.000,9875
46721,4004.000,9874
438823,6515.000,9861
26211,8632.000,9854
334496,4424.500,9852
22596,3616.000,9839
13787,2957.000,9831
80234,5400.000,9826
37697,5630.500,9822
7711,3914.000,9806
656940,3272.000,9801
185861,4522.000,9793
9304,6525.500,9792
23826,3495.000,9791
21741,5752.000,9789
24068,3559.500,9778
298975,5742.500,9776
48842,7070.000,9770
306270,6146.500,9758
716725,7340.500,9754
546783,3800.000,9752
1212075,5277.000,9747
3376,5494.000,9741
155194,4982.000,9740
57090,6850.000,9732
3432,10503.000,9729
41427,10142.000,9729
12117,6266.000,9717
5679,2522.000,9709
682964,3775.000,9707
301037,5777.000,9706
13440,6163.000,9704
93264,1465.000,9696
45408,5326.500,9692
33855,5007.000,9691
139330,2817.500,9684
46683,5203.500,9682
3752,8331.500,9680
154044,5363.000,9660
6874,4890.000,9660
72397,8253.000,9655
268751,6644.000,9651
91657,4351.000,9651
93247,6567.000,9649
717469,3439.000,9649
455826,10368.000,9647
9679,3626.000,9644
29774,5399.000,9637
10346,7790.500,9632
38031,3629.000,9629
1058418,4638.000,9617
4152,9201.000,9613
1188413,5015.500,9612
22468,6638.000,9605
91257,9934.000,9598
695830,4051.000,9590
361691,9461.500,9584
138120,4551.000,9577
813566,5561.000,9571
653045,8839.000,9569
3737,8855.000,9567
86621,6862.000,9563
2170,3699.000,9559
70348,7072.000,9554
8276,11664.000,9552
1971859,6883.500,9544
494328,2242.000,9544
62162,5347.000,9539
6075,7658.000,9539
2421,4620.000,9535
50911,2692.000,9532
31506,841.000,9531
1452155,11589.000,9530
10860,6336.500,9526
2499,7041.500,9524
4769875,4082.500,9510
7621,11673.000,9507
560090,3804.000,9505
217183,6984.000,9500
157969,2929.500,9498
1272981,5140.000,9487
15833,2666.000,9477
160989,3991.000,9477
12112,7442.000,9475
36769,5963.000,9474
253,6605.500,9474
19409,6621.000,9468
834512,3957.000,9465
3221770,3172.000,9443
120864,3602.000,9438
15250,3489.000,9437
134978,6159.000,9434
64884,3290.000,9431
91131,5205.000,9411
8983,19095.000,9397
624272,6002.000,9391
65096,3317.000,9389
2667,3224.000,9387
3226,6200.000,9381
53888,3049.000,9379
90736,4141.000,9369
95971,2161.000,9358
22644,5954.000,9352
3844,4576.000,9347
25278,7315.000,9342
19321,4470.000,9340
4448808,5638.000,9336
167556,3176.000,9327
7173,5755.000,9321
10645,5691.000,9321
67281,10657.000,9312
1695254,4826.000,9298
190541,7174.000,9294
41267,2722.500,9290
3415,8187.000,9275
12070,5742.000,9273
1531289,3767.000,9272
409,531.000,9272
2751,3539.500,9270
6644,2985.000,9270
563834,2984.500,9268
4957,2566.000,9261
6378,3619.500,9254
249387,7435.500,9244
93221,1429.000,9240
426842,6509.000,9239
289334,3248.000,9239
301943,5945.000,9235
6158,3944.000,9235
34666,2017.000,9234
49280,3347.000,9230
3612427,11372.000,9223
76404,2264.500,9220
85965,7272.000,9213
403138,3452.500,9208
251218,3608.000,9198
24450,3994.500,9196
4272900,3647.000,9194
18040,3604.000,9192
8620,11381.000,9192
602585,2410.000,9184
1119,2533.000,9177
15038,6567.000,9173
222147,4147.000,9165
105436,1452.000,9158
58613,6637.500,9156
35026,5760.000,9147
81292,5240.000,9147
85961,7019.500,9144
37633,6555.500,9130
2850,8148.000,9118
34220,6406.500,9108
2720,5227.000,9087
128460,7022.000,9081
135439,6015.000,9074
44480,4738.000,9072
649892,11667.000,9068
17475,4936.000,9066
673,4201.000,9062
1125989,4642.500,9060
8090,8159.000,9059
85029,7288.000,9056
668786,3687.000,9056
639114,4739.000,9038
16861,9577.000,9033
1488657,4486.500,9026
54947,6098.000,9022
15704,6627.000,9010
176162,7603.500,9004
1488615,4870.000,8985
424259,3786.000,8975
62087,8680.000,8969
16916,4803.500,8948
4223830,3820.000,8942
137649,6600.000,8937
4601,3545.000,8929
4489,4314.000,8924
3505,4706.000,8921
11317,5692.000,8907
7014,5320.000,8896
389694,7501.000,8881
841088,5531.000,8881
78178,6724.500,8848
11435,3439.500,8844
387310,7689.500,8840
3408,8026.000,8837
40380,5072.000,8821
138966,4740.000,8820
91886,6241.500,8818
6032,8125.000,8797
11287,5326.000,8789
28562,1625.000,8785
1531498,4556.000,8784
3441,9062.000,8761
1154342,2046.000,8760
4597,5441.000,8759
30142,2411.000,8756
649737,8700.000,8752
562,5271.500,8746
370667,3531.000,8745
32375,4812.500,8742
7094,3470.000,8740
245472,7533.500,8738
220850,1061.000,8735
4026,3780.500,8734
2800,6591.500,8724
298594,5713.000,8707
49308,6230.000,8703
835033,3092.000,8695
156146,4755.000,8692
41925,5625.000,8681
14144160,9429.000,8677
3049,8954.000,8673
4405,4865.000,8667
199,6952.500,8642
269778,3477.500,8634
19407,4063.500,8632
488087,3508.000,8621
20088,10301.000,8619
357935,4625.000,8617
19069,6594.500,8616
9988,5385.000,8615
69950,2689.000,8605
23593,4547.000,8599
252296,3948.000,8599
1733187,3484.000,8582
122798,14327.000,8581
130360,6037.000,8578
120651,3738.000,8575
1718780,3412.000,8565
2922,8016.000,8563
2320009,2521.000,8557
557469,3888.000,8550
31704,10897.000,8550
93036,5397.000,8544
809,10805.000,8541
280155,3959.000,8538
2470,15279.000,8535
15292,3067.000,8534
139755,3637.500,8532
17894,3119.000,8524
42240,8164.500,8518
420788,3806.500,8516
53957,7954.500,8516
2058,3010.500,8512
767102,6424.000,8507
44896,4803.000,8496
28813,2423.000,8496
37707,5685.000,8492
65579,4815.000,8488
457362,3685.500,8468
7753,4388.000,8462
25521,5237.500,8452
2512,13108.000,8435
57358,3599.500,8434
4236,8062.500,8432
65731,1190.000,8432
644203,8859.000,8424
268662,7602.000,8422
164664,6155.000,8421
16305,4656.500,8418
38672,7798.000,8413
15747,4218.000,8407
44850,2113.000,8394
252930,6769.000,8392
14443,4092.000,8386
53636,2241.000,8380
369979,3445.500,8366
27037,2526.500,8360
6805777,5654.000,8347
84054,3243.000,8343
91712,5087.000,8341
18144,5471.500,8338
45787,2458.000,8313
363923,5531.000,8309
33981,10618.500,8308
37696,5738.000,8293
25166,4116.000,8293
2050,7393.500,8292
970926,4924.000,8290
25194,6951.000,8287
586759,4172.000,8283
8733,337435.000,8279
19095,2929.000,8279
11523,10580.500,8270
309315,4807.000,8270
280595,7092.000,8264
9346,6949.000,8249
4531,5425.000,8249
1471702,3084.000,8239
832138,7656.000,8213
463693,6189.000,8213
66314,6168.500,8210
863620,7926.000,8205
18334,3944.000,8202
159431,6747.500,8186
35042,8532.500,8174
7241033,3229.000,8160
52555,2761.000,8157
55158,4988.500,8154
45932,3346.000,8149
10704357,4268.000,8141
227781,4421.000,8135
2128,4980.000,8126
1254302,1857.000,8125
48496,5259.000,8124
30356,601.000,8121
562338,3130.500,8118
44412,3774.000,8118
59147,1984.000,8114
43708,7040.000,8111
44603,3689.000,8105
174254,3790.000,8103
298981,4228.000,8101
161165,6994.000,8096
1361064,4788.000,8096
71830,2640.500,8094
244106,5819.500,8092
3462,4225.000,8087
259242,7028.000,8083
156130,5489.000,8067
827951,7129.000,8067
689448,5448.000,8061
1053477,1991.000,8053
371251,3998.000,8051
41051,5424.000,8046
567618,5776.000,8039
2797,8084.500,8038
356,4941.500,8030
892162,4154.000,8018
639157,4469.500,8016
28744,6391.000,8013
59094,2478.000,8007
151091,5697.000,8003
3528,5402.000,8000
897502,3582.000,7998
35446,10190.000,7996
25653,6031.000,7995
1444,7235.500,7994
1270761,14613.000,7992
19237,4975.000,7988
1669747,10888.500,7986
4217840,3543.500,7986
29838,8523.500,7976
804380,7682.500,7968
60190,6183.000,7946
561101,2997.500,7940
370098,3335.000,7937
36163,3682.000,7927
45999,3481.000,7921
6127761,4404.000,7921
54511,556.000,7915
2537974,6258.000,7913
18104,3444.000,7897
11421,4232.000,7895
9388,7231.000,7894
302192,5222.500,7894
693,4741.000,7888
34996,6039.000,7887
58781,7934.000,7886
51269,5412.500,7884
53134,2350.500,7884
1166903,5302.000,7883
192603,4780.000,7876
50993,3610.500,7876
103271,5482.000,7874
29571,7242.500,7872
9596,4625.500,7872
49708,2645.000,7863
69858,4822.000,7846
63932,3288.000,7845
579571,4446.000,7839
6303315,4088.000,7832
15173,2923.000,7819
182832,9147.000,7816
163,8693.000,7809
560820,3024.000,7804
148545,4858.000,7800
5720,8653.000,7797
708480,7280.000,7796
31083,3682.000,7791
45074,9045.000,7790
9343,6437.500,7786
13978,3068.000,7786
55974,6847.500,7774
2674,5908.500,7772
283438,14085.000,7767
3561,6644.000,7766
43715,6242.000,7755
9528,1934.000,7754
3961,1676.000,7750
56504,4625.500,7744
9595,6376.000,7739
56926,5953.500,7738
12100,8522.500,7734
3511,10256.000,7733
98289,14019.000,7731
3439,10902.000,7728
161073,4456.000,7714
8115,7712.000,7711
19336,4304.000,7710
35068,10367.000,7702
11299,4403.000,7701
119464,6578.500,7688
37586,4958.000,7686
43197,3106.000,7683
163109,5337.000,7681
605130,4422.000,7680
8821141,3831.000,7670
351991,4141.000,7665
348962,2651.000,7663
96757,13896.500,7658
260170,5473.000,7654
46681,2206.500,7644
416022,3698.000,7638
91737,4294.000,7638
63133,7626.000,7637
601306,15000.000,7637
383314,6541.000,7636
18272,6276.500,7630
33671,6780.000,7626
104098,3339.000,7626
2471362,6198.000,7624
18102,5000.500,7622
3450,9518.000,7618
563722,3004.000,7617
31746,13542.000,7615
62499,2497.000,7614
64531,4946.500,7610
45786,2457.000,7609
15330,3706.000,7608
298457,7071.000,7603
168113,5041.000,7599
8381,6514.500,7598
226390,5333.000,7596
13507,3614.000,7593
16906,3325.000,7591
14053,2816.000,7580
6860,8003.500,7574
520683,5041.000,7573
55289,2577.000,7569
220507,5900.000,7561
6694,6754.500,7550
247808,3984.000,7546
1077449,5200.000,7546
54858,3246.000,7537
495106,6444.000,7533
9183,5869.000,7533
18270,4582.500,7530
651615,11495.500,7528
6923,8989.000,7527
83003,8948.000,7527
237240,2528.500,7524
80067,4046.500,7522
17987,4648.000,7521
225584,5307.500,7520
8730,848.000,7518
16415,2465.000,7518
5337,4544.000,7517
76287,3686.500,7504
219058,4670.500,7504
75191,6463.500,7502
1133,2220.000,7496
6733,1700.000,7490
85626,6673.000,7486
3431488,7168.500,7476
13591,6881.500,7472
7981,6362.000,7471
3821,10892.000,7459
1755150,9040.000,7457
5001,5910.500,7454
3506,7137.000,7453
35105,3722.000,7451
50952,5574.000,7447
188482,7914.000,7446
62597,5160.000,7445
153218,6819.500,7444
14404,3869.000,7441
370161,5584.000,7434
61039,6500.500,7434
46564,5445.000,7432
129917,5908.000,7419
358536,8209.500,7418
9119,8508.000,7409
26719,3650.000,7406
85960,7116.000,7406
158936,5355.000,7404
56431,38832.000,7403
29726,7756.000,7399
3196,11543.500,7398
40683,3396.000,7396
716768,6580.500,7396
65537,4924.500,7396
37360,3265.000,7393
14166,5004.000,7391
492450,3772.000,7384
13983,3120.000,7381
38117,3421.000,7367
37224,4555.000,7360
308773,3124.000,7360
369071,7895.000,7357
300340,6372.000,7351
61856,7066.500,7348
38368,6366.000,7348
7899,4187.000,7347
75064,7057.000,7335
63978,2587.000,7330
476316,5823.000,7329
37225,3792.500,7328
824543,14691.000,7326
61667,7947.000,7323
61810,7647.000,7319
742204,6277.000,7310
91775,10358.000,7310
140395,3442.000,7301
3746,12694.000,7299
37695,5640.000,7287
41311,4547.000,7280
4514,6598.000,7273
57138,536.500,7270
33622,3501.000,7265
55124,5625.000,7263
1804028,3597.500,7258
554282,6082.500,7254
34622,2234.000,7251
273939,4724.500,7248
141131,8786.000,7247
1276431,7678.000,7246
14172,6379.500,7232
26785,4867.000,7231
50107,4506.500,7216
574685,4129.000,7214
528979,5084.500,7212
32035,5613.000,7210
3144,4766.500,7208
559353,8727.000,7205
646683,10933.000,7204
81122,3657.000,7203
59726,7550.000,7202
647855,4899.500,7202
61447,2542.000,7201
51704,2439.000,7188
3005,7385.500,7186
49698,8070.000,7185
66102,6861.500,7184
53236,1621.000,7179
2432477,4298.000,7179
686212,5052.000,7178
54989,5236.500,7172
249143,7327.000,7170
1253887,7713.000,7168
6647,4187.000,7167
294952,9827.000,7159
4063,6082.000,7153
344041,4436.500,7152
26669,7061.000,7148
2152003,5697.000,7146
6977,4244.500,7138
25236,6595.000,7134
2501751,8208.000,7133
301885,5680.000,7133
16289,11338.000,7130
5149,4549.000,7129
137404,2739.000,7124
34595,5248.000,7113
1330271,2873.000,7111
163018,5319.000,7101
91690,2337.000,7095
8469427,6378.000,7094
237436,4722.000,7079
127599,16368.000,7079
133157,5190.000,7078
92128,7600.000,7077
558227,5249.500,7072
25311,4652.000,7067
43734,3247.500,7066
331316,4753.000,7065
4363,5236.500,7058
3968,12890.000,7057
1026990,9643.000,7056
87312,8199.000,7052
402054,3322.000,7050
87689,4640.000,7049
40258,9428.500,7040
69669,9521.000,7039
9237,5170.000,7037
6762,6166.000,7036
4272942,3563.000,7035
425597,3625.000,7033
418501,4798.500,7032
55527,3717.000,7024
44565,2227.000,7020
422,6387.000,7020
555138,6260.000,7011
318037,3468.000,7009
7714,5260.000,7004
26032,8104.000,7000
813456,9486.000,6995
20146,5016.000,6992
51492,4490.500,6990
242322,3791.500,6990
1480738,4438.000,6990
145753,4534.000,6988
97846,9744.500,6986
6509,6665.000,6979
1729983,5127.500,6978
177422,10043.000,6976
501193,3605.000,6973
695704,3825.000,6972
227453,3315.000,6969
38525,3685.000,6967
298061,9116.000,6966
13851,4867.000,6965
8649,335533.000,6963
91469,4142.500,6956
144726,4661.000,6955
2788904,4403.000,6955
9481,3516.000,6954
2154818,6789.000,6949
247,7522.000,6947
6280,6758.500,6946
283437,13809.000,6943
814606,1119.000,6936
230937,4683.000,6934
106997,670.000,6934
2489704,7833.000,6927
11282,5312.000,6923
85966,7364.500,6922
3399,8197.000,6920
139342,5955.000,6911
590424,6236.000,6907
557291,3639.000,6904
6841,7426.000,6901
573666,2866.000,6899
48374,1881.000,6899
150400,5969.000,6898
353548,6089.000,6895
169805,5871.000,6894
167514,3042.500,6894
309132,6895.000,6891
623470,3885.000,6883
228665,2908.000,6883
292467,6206.000,6880
9329,3804.500,6876
39785,3688.000,6876
796838,8985.000,6872
28786,5687.000,6868
314685,6931.000,6864
3617,6228.500,6864
16546,3885.000,6860
12050,3532.500,6860
294956,9757.000,6859
324449,5486.000,6851
1046369,7950.000,6848
7131,7664.000,6847
63087,9230.500,6844
762325,3607.500,6826
418567,5508.000,6824
49027,8758.000,6819
108683,9491.500,6814
16413,1557.500,6808
238469,2176.000,6802
345093,5320.500,6800
22294,4529.000,6799
45829,2548.000,6797
1816,5588.500,6794
443490,6359.000,6793
7267,8733.000,6790
1480781,4450.000,6785
1229963,4970.000,6779
119506,7805.000,6770
614359,7041.000,6766
13789,6456.000,6765
69851,3800.000,6764
648770,4460.500,6760
355450,6331.000,6754
31907,5037.000,6752
665047,13189.000,6751
44180,2347.000,6751
63270,5889.500,6748
341389,5354.500,6746
49203,2929.500,6746
298165,2795.000,6744
19279,6344.000,6743
627863,4030.000,6741
897138,4370.000,6735
98380,2969.000,6735
964844,3049.000,6727
717078,8169.000,6725
53230,3400.000,6722
1064475,7051.000,6721
364900,7685.000,6715
404552,6009.500,6710
150443,5765.500,6708
300795,6154.000,6703
87129,5540.000,6703
17507,2714.000,6695
20633,2437.000,6695
647812,5292.000,6695
1389,4930.000,6689
309126,2435.000,6688
344083,7629.000,6685
23791,14103.000,6677
42493,3959.000,6673
7264,7167.500,6672
1575122,8547.500,6672
138078,4582.000,6670
280638,7037.500,6666
14485,5913.000,6666
9133,2784.500,6660
1302676,5717.500,6658
197049,5126.000,6657
110489,4413.000,6656
966710,6234.500,6648
63571,6532.000,6647
28823,7360.500,6644
411537,5955.000,6640
64424,4635.000,6630
60020,3471.500,6628
435220,10777.000,6619
535166,6329.000,6619
37159,5409.000,6615
247884,5230.000,6611
429695,3721.000,6611
35872,3845.500,6610
1779460,2989.000,6606
679728,3665.000,6599
76596,868.000,6599
5115,2012.000,6598
1041764,11097.000,6594
80835,14509.500,6592
1245,6882.000,6590
1256,11514.500,6588
347351,6611.000,6586
2168313,4279.000,6585
245176,4719.000,6585
13806,3508.500,6580
57816,5282.000,6580
1970,4170.000,6577
42679,6103.000,6575
27189,10794.000,6565
1275667,4139.000,6564
6610,4926.000,6563
549084,7077.000,6561
6606,8874.000,6559
1028687,4565.500,6554
5514,3810.000,6547
152894,5885.000,6544
1248336,5508.000,6541
415500,3960.000,6540
557581,3645.000,6537
126680,5419.000,6537
134337,5660.000,6535
59095,2706.000,6533
580485,3811.000,6532
79056,4714.000,6531
54012,3262.000,6529
517899,3023.500,6528
4019963,7960.000,6528
16158,7580.000,6527
4105262,4269.500,6524
2974,8337.000,6523
237114,2366.000,6519
448384,3660.000,6519
836306,5108.500,6518
6989,3184.000,6517
58283,5845.500,6516
19378,6894.000,6513
3536,9730.000,6499
131805,14066.000,6497
8395,3407.000,6496
41195,6843.000,6494
240123,9733.000,6493
457006,3251.500,6484
50302,6587.000,6473
50404,5439.000,6469
91937,9234.000,6463
58709,3795.000,6457
3397,11310.500,6456
592129,7310.000,6454
649725,13627.000,6453
1497405,10825.000,6449
2407,2420.000,6446
125508,12167.000,6445
12205,3587.000,6440
16420,5231.000,6433
179810,3416.000,6429
7515,4393.000,6416
514267,3719.000,6415
540148,6938.000,6414
1054336,12602.000,6414
1776156,6005.000,6413
693860,3741.000,6412
73087,6824.000,6409
9721,4752.500,6400
456961,42483.000,6398
36537,5350.000,6395
11982,3753.000,6395
38687,7845.000,6395
75476,5791.000,6388
63156,4139.000,6388
252028,9333.000,6387
767272,10538.000,6385
2151221,5938.500,6372
98082,5872.000,6367
1350,5193.000,6367
31373,3737.000,6360
32488,4337.500,6356
252888,7604.000,6353
722287,7324.000,6351
6454,6311.000,6347
305753,6710.500,6346
53001,1289.000,6343
4377,7013.000,6341
500115,2981.500,6340
35084,9747.000,6335
103013,2172.500,6334
12477,3459.000,6332
7061,4118.000,6319
41622,7530.500,6316
71123,7608.000,6311
5000172,3921.000,6307
49988,6402.000,6307
37058,7239.000,6305
52520,6370.000,6299
96715,12636.000,6299
3187,6737.000,6296
249077,6259.000,6294
144725,5785.000,6293
91173,7833.000,6291
11439,5098.000,6291
7255,7166.000,6289
39372,2891.000,6289
67463,5695.000,6287
3918,7860.500,6284
5193990,3779.000,6284
27273,14568.000,6284
193439,3017.000,6279
22700,7290.000,6276
544066,5520.000,6269
18350,5421.000,6267
549082,5254.000,6265
4348,5837.000,6263
3119,2958.000,6263
139643,3251.500,6262
53775,7233.000,6261
5804,8054.000,6261
181764,13721.000,6260
12407,3899.000,6257
25695,7922.500,6256
23673,8238.000,6254
35,3180.500,6250
63539,2997.500,6244
765291,4922.500,6240
154505,2462.500,6234
35168,8328.000,6233
60871,4563.000,6232
3373,3848.000,6232
504011,11721.500,6224
3918755,4779.000,6221
135954,6022.000,6220
252410,5855.000,6218
78836,3826.000,6213
409837,5722.000,6212
54378,4816.000,6212
689180,4859.500,6210
840479,9686.500,6208
492492,4879.500,6204
176087,4464.500,6202
287502,8191.000,6202
12449,7089.000,6200
574843,3931.000,6199
39618,7322.000,6199
622874,4603.000,6197
46893,5916.000,6195
747262,3736.500,6194
105070,6263.500,6192
159533,4621.000,6184
379009,3847.000,6177
61102,6973.000,6177
5123,7040.000,6177
4062,3414.000,6171
30212,3895.000,6170
482225,3037.000,6165
6425,4718.500,6164
6282,4401.000,6161
1802,7213.000,6159
2426896,4097.500,6156
165993,9366.500,6154
104318,3655.000,6146
1120422,10908.000,6142
11207,3793.500,6140
193575,4791.500,6140
11384,6954.000,6139
21250,4650.000,6139
20436,6392.500,6134
6482221,5094.000,6134
43551,4016.000,6133
92182,3499.000,6132
9161,8620.000,6132
53821,5884.000,6130
490165,4637.000,6129
5556,3464.000,6129
19402,4331.000,6128
22485,4573.000,6126
48871,5854.000,6125
12656,6098.500,6124
142480,5439.000,6121
98247,12778.000,6119
8641,6558.000,6119
47080,3776.000,6118
35022,2803.000,6109
11660220,8198.500,6108
85959,7532.000,6107
131974,2762.000,6105
20492,4578.500,6104
184653,5063.000,6101
6758,3929.500,6096
983955,7312.500,6092
20076,3900.500,6088
8014,4931.000,6081
18221,5067.000,6080
3930,4185.000,6077
418268,3978.000,6077
613939,4292.000,6071
35565,6229.000,6067
21557,4582.500,6066
66350,7209.000,6063
418413,4195.000,6063
5266,13290.000,6062
64316,4184.500,6062
429917,8944.000,6057
163649,4559.000,6057
3368,14393.500,6056
34727,5877.000,6055
638409,5097.000,6054
47478,7352.000,6053
3444,5052.500,6050
52296,2304.000,6049
159008,4126.000,6033
426374,5594.000,6026
28745,3108.000,6023
122917,4222.000,6016
297013,3794.000,6012
12925,5257.000,6011
716683,7578.000,6010
3809988,4077.000,6002
400022,3122.000,6001
670599,4261.000,5999
7764,10416.000,5999
123964,5510.000,5995
23868,3593.000,5993
310515,6454.000,5992
18313,4862.500,5990
129713,9560.000,5990
6806928,10107.000,5987
65788,11877.000,5986
91335,3342.000,5986
8837,3844.000,5977
10802,1522.000,5975
387705,2783.000,5973
3091,8872.000,5970
3162,2765.000,5969
13934,8596.000,5967
39110,5312.500,5964
222863,8934.500,5964
19398,4137.000,5963
7175,4052.000,5963
29909,3096.500,5960
4217882,3444.500,5960
10101,10917.000,5959
66927,6451.000,5959
12028,5347.500,5958
67393,5082.500,5958
23484,2926.000,5953
24369,3452.000,5951
418234,3377.500,5950
17361,4478.000,5949
18230,5045.000,5946
402852,5127.000,5941
121821,5928.000,5921
217712,4566.000,5918
145370,3942.000,5911
61252,7613.000,5911
261740,4938.000,5910
1402,5302.500,5910
431567,3228.000,5903
88703,3247.000,5901
3326,10736.000,5899
292267,9851.500,5896
1028296,9701.000,5895
7947,7339.000,5894
145099,10989.000,5894
53182,6558.500,5892
44771,7366.000,5884
3330,4424.000,5883
325386,5460.000,5882
345219,7279.000,5880
5678,6522.000,5878
225240,5920.000,5877
237109,1150.000,5874
12867,8054.000,5871
53272,4922.000,5869
18376,6601.000,5868
26227,8249.000,5865
59043,2641.000,5865
649634,4267.000,5863
2499597,11592.000,5862
19171,3631.000,5859
6689,2392.000,5859
10704399,4545.000,5855
74140,1198.500,5850
140581,5715.000,5850
7348,6739.000,5846
127851,8168.000,5846
18225,4611.500,5846
534911,4196.000,5844
49502,3862.500,5844
58601,2621.500,5840
5224,13927.000,5840
1446,14576.500,5834
88753,9954.000,5833
70049,1228.000,5827
6643,3528.500,5826
85708,2570.500,5824
58536,5389.000,5823
10066,4967.000,5819
331348,5522.000,5819
561213,2996.000,5819
18748,3092.000,5817
11961,6559.500,5814
128807,7481.000,5812
167635,1998.000,5804
4736,2997.000,5803
716715,7083.500,5802
10979,3725.000,5801
10947,5493.500,5798
423286,3893.000,5797
15260,3098.000,5796
783756,6962.000,5792
75868,7189.000,5791
65025,18660.000,5791
595033,5315.000,5791
65633,6165.000,5791
499640,4458.000,5785
1797547,5334.000,5783
88080,3119.000,5783
347101,2380.000,5782
10534,3651.500,5782
239722,7416.000,5779
2396946,2742.500,5778
20286,3765.000,5777
63003,7246.000,5775
417172,4477.000,5770
40564,4222.000,5768
1203720,4401.000,5767
14013,2995.000,5765
77425,6216.500,5762
1695,6014.500,5756
195713,12584.000,5756
282648,3852.000,5749
40484,4594.000,5746
45902,3998.000,5742
14029,5132.000,5739
31731,11027.000,5733
289936,6721.000,5722
12227,4494.000,5722
84442,3580.000,5720
182968,6471.500,5716
38410,5234.000,5716
30728,9750.000,5715
252024,8954.000,5713
17872,4575.000,5713
56882,8758.500,5712
71236,6259.000,5711
657748,7372.000,5711
48523,9971.000,5706
57486,4194.000,5705
112977,11347.000,5703
238412,1059.000,5703
90803,4017.000,5698
13752,9466.500,5690
68351,1218.000,5683
78607,5575.000,5681
166035,9795.000,5681
4078,3734.000,5680
8572,6053.000,5676
5762,8941.000,5670
30641,5685.500,5670
52142,2329.000,5669
202203,8211.000,5661
85957,7593.000,5658
5130,3878.000,5657
20394,5801.000,5655
355644,5228.500,5654
92143,7224.000,5653
4696,3896.500,5652
73,4889.500,5652
370063,3215.000,5651
501741,3114.000,5649
3187142,5195.500,5648
215858,4047.000,5647
123909,5176.000,5644
3620,11264.000,5644
65421,1206.000,5642
2203,5064.000,5639
64709,2705.500,5638
170456,2351.500,5632
575262,6350.000,5631
314643,3087.000,5629
38191,8651.000,5625
109079,7676.000,5625
156,5755.000,5621
3674,12368.000,5615
5616,5589.000,5612
7895,3899.000,5606
11291,2292.000,5606
570231,4329.000,5603
30556,4542.000,5601
493289,9417.000,5600
119544,3147.500,5598
269048,5717.000,5598
205041,4132.500,5596
23589,8213.000,5594
3309,5658.000,5593
2117801,4646.000,5592
49091,3580.500,5590
187132,9343.000,5587
94173,5756.500,5580
338419,3864.500,5578
5820655,4645.000,5571
57798,3332.500,5568
93331,7723.000,5568
307688,4153.000,5566
73524,7219.000,5565
19016,9096.000,5565
23442,6678.000,5564
3583,8626.500,5564
78,4719.000,5562
1021,2443.500,5560
240590,3617.000,5558
160947,4959.500,5558
27421,4517.000,5553
301234,2362.000,5549
1168118,2642.000,5549
392310,6109.000,5548
614275,7324.000,5544
5085,6251.000,5543
16596,9307.000,5543
71788,2508.000,5543
411057,3682.000,5535
555906,2212.000,5535
1348475,7192.000,5535
4261,5886.500,5530
1062923,6173.000,5527
32646,10425.000,5526
891,3423.000,5525
39824,5903.000,5524
584464,6564.000,5522
3416,4953.000,5519
128765,6049.000,5511
11543,4554.000,5509
90261,4403.000,5506
375418,8658.500,5506
4555,4527.500,5506
140079,10339.000,5499
100795,9743.500,5498
311786,7010.000,5497
28967,6552.000,5494
497660,4963.500,5494
12680,8860.500,5494
105928,7101.000,5493
1099477,4316.500,5492
12520,5677.000,5491
301521,5616.000,5489
129797,5653.000,5486
2646,5604.000,5481
265233,5232.000,5477
8169,4155.000,5475
104533,4905.000,5472
501157,2630.000,5468
8963,7044.000,5467
19710,4859.000,5464
26930,6079.500,5464
39329,3728.000,5463
2458,6867.500,5460
43142,3098.500,5452
142671,3788.000,5449
252368,5875.500,5448
128980,7491.000,5447
88588,1294.000,5445
34578,2205.500,5442
123736,10569.000,5441
693734,3558.500,5440
110706,12305.500,5440
58444,5989.000,5438
669894,4519.000,5437
620841,4033.500,5436
200353,5895.000,5435
475096,6450.000,5431
3379,6002.000,5427
6570,5272.500,5426
2551,5322.000,5423
536585,1694.000,5422
33344,4016.000,5421
334454,5299.500,5420
6029,5555.000,5418
27452,8688.000,5415
37352,5552.000,5413
2370021,5704.000,5413
265351,9748.000,5411
12124,4532.500,5400
657468,4850.000,5399
20993,5572.000,5394
27759,5799.000,5393
66809,7656.500,5386
13494,2715.000,5384
159389,5443.000,5382
30121,4371.000,5380
268794,6325.500,5380
20675,2528.000,5379
52564,5727.500,5378
1681552,4811.500,5374
1452717,6147.000,5373
81011,3547.000,5373
3100,8079.500,5370
323045,5778.500,5370
5598,3868.000,5367
