corpus,corpus_label,size,live_arm,index_arm,index_topk,corpus_tokens,regime,infra_mode,n,c_live,c_index_query,saving_per_query,embed_once,infra_month,fixed_daily,break_even_qpd,judge_accuracy_live,judge_accuracy_index
agentic_hil,agentic-hil: code it has never seen,S,agentic,indexed,10,1139248,claude,dedicated,37,0.14416254054054053,0.06771886486486486,0.07644367567567567,0.014826859999999999,86.06751,2.8277206215342465,36.99090338789171,0.8919,0.9730
agentic_hil,agentic-hil: code it has never seen,S,agentic,indexed_topk3,3,1139248,claude,dedicated,37,0.14416254054054053,0.09257481081081081,0.05158772972972972,0.014826859999999999,86.06751,2.8277206215342465,54.81382174305389,0.8919,0.9730
agentic_hil,agentic-hil: code it has never seen,M,agentic,indexed,10,2017476,claude,dedicated,37,0.1897402162162162,0.07985713513513515,0.10988308108108105,0.027044860000000004,86.06751,2.827754095506849,25.734208284715756,0.9189,0.9730
agentic_hil,agentic-hil: code it has never seen,M,agentic,indexed_topk3,3,2017476,claude,dedicated,37,0.1897402162162162,0.07045562162162163,0.11928459459459458,0.027044860000000004,86.06751,2.827754095506849,23.70594547533458,0.9189,0.9730
agentic_hil,agentic-hil: code it has never seen,L,agentic,indexed,10,4307363,claude,dedicated,37,0.13922416216216216,0.09489540540540542,0.04432875675675674,0.055415780000000005,86.06751,2.8278318240547944,63.7922655844339,0.9189,0.9730
agentic_hil,agentic-hil: code it has never seen,L,agentic,indexed_topk3,3,4307363,claude,dedicated,37,0.13922416216216216,0.10495421621621621,0.03426994594594594,0.055415780000000005,86.06751,2.8278318240547944,82.51637830170901,0.9189,0.9459
