DOM_SIZE,TTI,FREQ
3820,4423,40454
3530,5519,40414
3339,6717,40376
2931,5947.5,40374
3550,5175,40321
3755,4464,40318
2968,5816,40317
3790,4570,40297
3512,5215,40294
3612,5661,40286
3553,5252,40263
3078,4962,40245
2937,5927,40209
2829,6778,40125
5624,5963,40090
3503,5256,40084
3702,5327,40081
108,2561.5,40080
3423,5746,40075
3914,5304,40048
3532,5475,40041
2929,6133,40038
5566,4931.5,40036
3870,5172,40033
3751,4606,40020
3200,5457,40009
3754,4668,39976
3036,5333,39971
3704,5495,39953
3034,5439,39904
3797,4318,39847
2795,6368,39843
2807,6457,39839
3017,5690,39823
3847,4870.5,39800
2951,5879,39750
2809,6593,39734
3784,4364,39700
3744,4450,39672
2828,6827.5,39650
3842,4633,39647
3437,5632,39633
3899,4075,39611
2945,5859,39603
2822,6899,39602
3766,4729,39586
3915,5832,39578
3813,4215,39570
3852,4939,39565
2926,6177,39563
3780,5429,39561
2783,6471,39544
3045,5548,39541
2834,6641.5,39534
3581,5430,39518
2778,6610,39509
3771,4521,39471
2796,6530,39452
3590,5385,39418
3551,5232,39406
3317,4576,39395
3591,5450,39335
3559,5350,39320
2952,5917,39307
3869,5091,39291
2779,6621,39261
2882,6361,39259
3008,6018,39252
3385,6831,39252
3471,5592,39185
2928,6092,39163
5626,6112,39151
2993,5965,39150
3944,4723,39133
3760,4772,39118
3900,5134.5,39108
3483,5604,39106
3412,5912,39092
3421,5795,39089
3019,5741,39075
3470,5875,39071
3080,5050,39059
3548,5390,39039
2883,6178,39036
3436,5808,39034
3468,5839.5,39028
2833,6655,39025
3354,5846,39024
91,2997,38994
3881,4517,38929
2782,6568,38922
3864,4742,38917
3611,5720,38907
3817,5050,38883
2780,6763,38878
2999,6104,38803
2819,6643,38797
2922,6175,38758
81,3055,38747
3533,5413,38728
5559,4655,38721
3492,5515.5,38704
3798,4774,38703
2830,6700,38675
3703,5484,38647
2832,6624.5,38642
3004,6313,38640
3038,5361,38637
3872,5292,38631
3051,5646,38590
3082,5169,38578
3511,5321,38577
3408,5669,38570
3770,4949,38531
2918,6019,38525
3028,6287,38515
3767,4877,38515
2925,6168,38497
3795,4704,38488
2814,6503,38470
3706,5416,38470
2793,6665,38470
3515,5290.5,38450
3380,4540.5,38438
2917,6084.5,38436
2992,5890.5,38386
2808,6406,38362
3516,5192,38351
3700,5417.5,38312
3419,5782,38274
3072,5327,38270
3482,5479,38233
2927,6148,38214
2826,6662,38183
2919,6059.5,38154
3024,5635.5,38146
3291,6366,38112
3652,5437,38070
3153,5147,38064
3808,4613,38044
3894,4961,38041
2912,6448,38030
3170,5390,38021
2816,6479,38005
3027,5811,37978
2995,5879.5,37968
3413,5972,37935
2824,6612,37924
2909,6146,37920
2996,5977,37920
5625,6213,37912
104,1554,37902
3873,5128,37897
2921,6149,37893
2823,6694,37893
3764,4919,37873
5557,4765,37870
3816,4997,37853
2916,6143.5,37826
2831,6722.5,37826
2813,6405,37826
3022,5595,37823
3434,5724,37821
5749,4964,37799
3050,5727,37793
2821,6605,37759
2924,6291,37759
5544,4371,37755
2915,6395,37752
2946,5940.5,37742
3730,4678,37730
2920,6165,37707
97,3818,37703
2784,6501,37703
3856,4940.5,37668
2914,6186.5,37658
3418,5901,37654
3513,5206,37651
3567,5199,37650
2913,6412,37629
3414,5840,37629
3696,5120,37607
3765,4861,37588
3087,5411,37584
5561,4958,37486
3882,4981,37484
3535,5306,37471
3786,5007,37457
3417,5784,37421
3457,6164,37384
3151,5156,37383
3778,4645,37382
3546,5476,37377
3338,7538,37371
3489,5608,37360
5560,4949,37335
3586,5386,37334
5633,5678.5,37332
3577,5537,37322
3415,5847,37320
3613,5612,37306
2818,6407,37289
2825,6639,37273
3433,5815,37237
3801,4642,37162
3083,5303,37148
3046,5868,37145
3653,5705,37122
3416,5875,37115
2820,6555,37109
3945,5334,37093
2910,6202,37073
3814,5136,37054
5558,4880,37026
3773,4711,37015
3917,5386,37012
3804,4181,36986
3796,4604,36977
3473,5518,36949
3076,5407,36939
3462,5439,36936
2817,6394,36902
3101,5418.5,36870
5556,4622,36869
3598,5611.5,36852
3384,6891,36802
3478,5473,36797
3791,4894,36795
3561,5409,36794
3884,5278,36791
5628,6039.5,36774
3707,5185,36771
3566,5336,36703
3047,5654,36692
5553,4508,36661
3794,4977,36659
3481,5707,36649
3594,5707,36623
2911,6209,36586
3867,5076,36581
3487,5421,36558
3750,4410,36550
3742,4417,36543
3441,5794,36535
3000,6203,36506
3886,4880,36490
3866,5290,36479
3710,5030.5,36434
3461,5442,36434
3821,5147,36423
3782,5246,36407
4053,4488,36406
3349,6152,36382
3724,4617,36353
3806,4674,36347
3924,5536,36303
3768,4778,36303
3426,5842.5,36302
3469,5669,36293
3818,5222,36219
3135,5732,36216
3788,4939,36177
3424,5879,36174
3741,4759,36155
3749,4685,36153
3340,6392,36134
3341,6796,36124
3289,6205,36123
3762,4625,36119
3486,5702,36119
3725,4936,36112
3347,6054,36110
3033,5489,36093
3851,4646.5,36080
3582,5492,36080
3950,5216,36056
3803,4636,36047
3305,5954,36021
3839,5267,35998
3737,4373,35989
3446,5692,35981
3719,4690,35952
3439,5840.5,35948
3976,4588,35920
3442,6031.5,35904
3947,5728,35880
3734,4695,35844
3593,5728,35843
103,1967.5,35750
3557,5254,35729
5550,4909,35707
3723,5354,35701
3783,4834,35697
3619,5655,35692
3599,5549,35683
3139,5670,35650
3086,5437,35644
3452,5985,35627
3589,5709,35610
3039,5728,35594
3152,5437,35517
3023,5825,35515
3477,5438,35504
3029,5922,35493
3587,5476.5,35410
3300,5833.5,35410
3776,4892,35393
3440,5780,35361
3603,5613,35360
3212,5616,35351
3793,4862,35341
3925,5437,35341
5631,5809.5,35338
3304,5981,35334
3150,5512,35332
4054,4880,35324
3600,5706,35318
3761,4973,35308
117,3010,35300
3049,5801,35290
3595,5667,35278
3829,4808,35258
3614,5699,35241
3002,6304,35241
3474,5515,35202
3287,6206.5,35184
3425,5883.5,35158
3728,5291,35157
3085,5429,35143
3774,5032,35141
3939,4708,35113
5629,5893,35101
13,1208.5,35092
3453,5639,35088
3837,4432,35079
3878,5019,35068
3460,5499,35051
3171,6142,35045
3031,5988,35021
3136,5796,35001
5636,5713,34993
3201,5271,34989
3841,4803,34971
3877,5274,34959
3480,5518,34895
41,2561,34878
3779,5054.5,34874
3097,5518,34852
3954,5310,34827
3552,5194,34823
5554,4948,34813
3923,5904.5,34792
3484,5495,34780
3747,4563,34755
3213,5531,34741
3822,4699,34738
3427,5864,34727
3091,5419,34663
5551,5022,34655
3956,4867,34642
3889,5363,34624
3692,5277,34611
3564,5453,34605
3763,4910,34582
3455,5838,34548
3585,5598.5,34540
3874,5319,34534
3588,5587,34524
3431,5852,34517
3898,4873,34497
3134,5744,34489
3199,5398,34482
3290,6310,34476
3785,4513,34434
3299,6093,34434
3811,4963,34410
3828,4977,34397
3048,5824,34394
5747,5612,34386
3919,5386.5,34374
3003,6333,34370
4240,6100,34342
3100,5652,34336
5635,5997,34330
3622,5568,34326
3089,5569,34316
3444,5788,34285
3138,5813,34280
4244,6245,34271
3693,5276,34268
3824,5327.5,34264
3800,5045.5,34260
3802,4852,34255
3709,5617.5,34242
3752,4808,34231
5548,5224,34222
3825,5138,34216
3198,5027,34199
3597,5743.5,34180
3743,4709,34174
3173,6013,34172
3792,4710,34156
3443,5947.5,34138
3343,6424,34122
4008,5863,34120
3827,5056,34111
3088,5668,34095
3099,5619,34089
3030,6167.5,34080
3601,5670,34077
3838,5523,34071
3609,5663.5,34056
3041,5924,34021
5547,5060,34018
5632,6179,34005
3714,5400,33993
3084,5557,33992
3855,4976,33989
3465,5822,33986
3810,4712,33982
3845,4386,33967
4007,5923,33963
3411,6210,33952
3174,6035,33943
5555,4955,33921
3859,5416.5,33910
3717,5110,33901
4243,6249,33863
3608,5799,33859
3604,5842,33835
3475,5556.5,33822
3729,4731,33816
3617,5542,33811
4242,6213,33800
3488,5568,33775
3249,5818,33741
3194,5566,33740
3137,5945,33737
3769,5013,33727
3615,5731,33671
3381,5851,33661
3605,5761,33659
4245,6361,33647
3090,5682,33639
3574,5580,33638
3602,5871,33636
3430,5847,33612
4004,6040.5,33586
3345,6130.5,33576
4241,6292,33564
3042,5942,33556
3880,4762,33556
3095,5714,33555
3032,5992,33552
3410,5888,33532
3860,5191,33527
3922,5171,33524
4247,6246,33490
5552,4947,33485
3658,5661,33470
3248,5992,33467
3929,5411.5,33456
3214,5728,33432
3573,5369.5,33418
3746,4923,33398
3292,6503.5,33386
3805,4928,33381
3863,5190,33363
4246,6290,33349
3132,5889.5,33330
3731,4987,33306
5549,5432,33299
3366,5847,33287
3663,5496.5,33286
3370,5990,33272
3098,5629,33221
3610,5625,33217
3093,5544,33215
3333,6127,33215
3449,5989,33207
3698,5281,33192
3459,5773,33184
3946,5212,33169
3142,5774,33168
3745,4725,33167
3620,5856,33134
3716,5100,33129
3094,5725,33109
3109,6277,33085
4057,5218,33084
3476,5443,33079
3739,4722,33063
3040,5865.5,33062
3657,5745,33059
3830,5004,33058
3409,6119,33046
3115,5910.5,33046
3348,6498,33031
3102,5669,33029
3596,5794,33019
3286,6328,32989
3862,5180,32986
3402,5035,32983
3949,5728,32978
3445,6015.5,32974
3565,5307,32966
3464,5708,32965
3666,6296.5,32956
3298,6156,32938
3738,4932,32886
3807,4902,32838
4279,6824,32818
3357,6171,32810
3197,5319,32774
3659,5538,32772
3447,5680,32753
3697,5328.5,32748
3844,4669,32745
5634,6310.5,32730
3575,5701,32712
3226,5451,32681
3352,6077,32679
4248,6299.5,32652
3107,5789,32648
3140,6173,32636
3118,5936,32605
3106,6027,32601
5423,4935.5,32584
3266,5874,32579
3691,5341,32577
3479,5525,32556
4002,5973,32554
3583,5805,32546
3715,5153,32541
3448,5752,32490
3699,5290,32474
3740,4903,32456
3572,5479,32454
3832,4810,32449
3616,5536.5,32442
3288,6372,32432
3958,5087,32413
3092,5748,32398
3389,7258,32391
3149,5666,32385
5545,5084.5,32380
3879,5254,32355
3344,6278,32347
109,2950,32327
3407,6115,32312
3833,4934,32311
3225,5663,32302
3664,5654,32299
4001,6037,32292
3885,4894,32280
3133,6048,32264
4239,6377,32250
3346,6627,32243
4233,6346.5,32216
4250,6317,32215
3294,6699,32209
49,1297,32202
3669,5563.5,32160
3736,4602,32158
3720,5044,32153
3141,6080,32147
3787,4853,32141
3722,4927,32130
5638,5961,32122
3689,5322,32122
3463,5798,32107
4003,5964,32101
3306,6269.5,32100
3655,5490,32094
3942,5561,32090
3454,5755,32087
4249,6270.5,32084
3458,5619,32081
3456,5931,32076
3607,5732,32071
3606,5940,32045
3826,5056,32041
3108,5867.5,32036
4235,6388,32035
3848,4681,32015
3963,5905,31984
3103,5850,31983
3215,5803,31982
3711,5457.5,31978
5542,5247.5,31952
3926,5792,31952
3623,5759,31942
3297,6344,31916
3718,5044,31902
3355,6065.5,31876
3105,5835,31873
4236,6414,31851
3307,6118,31835
3193,5574,31828
4237,6335,31806
3216,5784,31793
4284,6306,31793
4234,6401,31769
3373,6162.5,31762
5639,5870,31757
3405,5898,31737
3302,6273,31737
3921,5336,31725
3831,5134,31715
4005,6033,31710
5008,8223,31693
3128,6054,31688
3960,5551.5,31678
4227,6375,31676
3928,5851,31669
3897,5197,31665
3809,4864,31648
3937,5364,31632
3116,6148,31631
4000,6049.5,31626
4251,6326,31611
4231,6375,31608
3131,6044,31593
3375,6128,31587
3185,6727,31581
4256,6359,31581
4255,6368,31555
3196,5498,31547
3329,6407,31534
4225,6297,31525
3210,5727,31513
4226,6294,31505
3337,6450,31504
4230,6384.5,31502
3096,5741.5,31484
3308,6187,31481
3111,5987,31464
4232,6363,31456
3144,5843,31435
5535,4891,31435
3656,5772,31420
3148,5770,31403
4257,6353,31402
4238,6289,31389
3941,5290,31372
3895,5260,31367
3146,5811,31361
3117,6060,31361
3388,7173.5,31346
4224,6224,31343
4259,6366,31316
4266,6356,31303
3713,5155.5,31284
5642,5291,31267
5538,4804,31265
4252,6333,31258
3849,5004,31254
3660,5374,31251
3857,5176,31248
4229,6381.5,31216
3104,5759,31209
4165,6482,31197
4261,6402,31195
3650,5692,31181
3228,5634,31180
4254,6381,31172
4260,6387,31160
3143,5985,31142
3667,5955,31133
3126,6207,31132
3727,4938,31127
4258,6375,31088
3618,5700.5,31074
4021,5426.5,31068
4281,6372,31065
3399,5902,31038
3887,5274,31023
3334,6286.5,31002
4267,6407.5,30988
3726,4803,30979
3695,5538,30963
4228,6374,30937
3735,4925,30924
3231,5681.5,30924
3371,6313,30922
3404,5893,30920
3694,5323.5,30914
3733,4997,30907
4262,6352,30903
3364,6088,30875
4253,6362,30853
3124,5928,30843
3871,5287,30842
4222,6190,30842
3823,5223,30833
3335,6407,30831
4058,5563,30829
3114,5983,30817
3940,5436,30811
3668,5851.5,30808
3175,6208.5,30794
4223,6280.5,30792
4264,6398.5,30784
3999,6106,30763
4283,6322.5,30752
3846,5090,30745
4296,6355,30737
3854,5723,30728
3621,5551,30727
3935,5323,30723
3933,5139,30721
3429,6052,30718
4006,5995,30716
3217,5752.5,30690
3232,5709,30687
3258,6432,30678
3662,5738.5,30654
3172,6268,30646
3129,6059,30634
3113,6054.5,30622
3953,5367,30604
3331,6363.5,30604
4269,6436,30604
4285,6427,30596
4268,6418,30593
4265,6373,30581
3368,6379,30579
3310,6169,30562
3998,6080,30549
4282,6321,30540
3858,5105.5,30530
4221,6275,30528
3363,6091,30523
3147,5987,30519
3850,4797,30518
3372,6420,30496
3211,5875,30489
4052,5415,30487
3145,5965,30466
5640,6097,30463
3712,5237,30418
4164,6619,30403
4009,5783,30370
3179,6370,30362
3931,5254,30361
3130,6144,30359
3654,5771,30355
4271,6377,30351
3203,5636,30334
3974,5064,30333
4056,5636,30327
4270,6433,30322
3301,6151,30303
3876,5164,30295
3649,5647,30280
3223,5878.5,30276
3195,5634,30259
3295,6399,30257
3403,5760.5,30246
3202,5381,30234
3122,6078,30228
3326,6156.5,30224
3959,5333.5,30220
3252,6220,30207
3975,4870,30198
3123,6015,30197
3843,5203,30184
3891,5175,30181
3626,5724,30173
3890,4842,30166
4280,6522,30153
4163,6559,30148
3303,6448,30144
5637,6316,30129
3450,5964,30127
4263,6385.5,30124
3968,5676,30084
4079,6104,30072
3276,6247,30067
3721,4941,30047
4080,6093,30044
4022,5277,30044
3336,6475.5,30038
4166,6524,30031
3625,5763,30029
4297,6412,30015
3240,5945.5,30012
3112,6028,30007
3732,4838,30000
3875,5161,29999
3218,5714,29980
3997,6166,29979
3406,5983,29977
3224,5837,29963
3250,5841,29958
4162,6488,29953
3234,6094,29949
4084,6258,29943
3247,6099,29941
3296,6476,29936
4051,5419,29936
3222,5667,29932
3367,6450,29911
3220,5428.5,29908
3396,6212,29898
3119,6100,29891
3191,6184.5,29878
3397,6130.5,29876
5647,5607,29871
4220,6301,29853
3227,5791,29813
4286,6426,29791
3285,6351,29786
5546,5386,29770
4161,6532,29768
5543,5466.5,29764
3687,5500,29748
3246,6195.5,29746
3332,6378,29742
4168,6441,29737
4078,6152,29713
3964,5344,29713
4047,5389,29703
3888,5302,29672
3120,6088,29666
3673,5861,29657
3273,6180.5,29654
3708,5560.5,29618
4055,5503,29617
3996,6136,29610
4167,6544,29597
3110,6168.5,29590
3314,6504.5,29568
4278,6470,29563
4272,6391,29559
3369,6328,29558
3644,5705.5,29552
3121,5978,29546
3374,6234,29544
3834,4829,29487
3836,5073,29478
3221,5704.5,29456
3648,5709,29441
3330,6505,29433
4020,5604,29413
6880,9720.5,29376
3995,6041,29369
4276,6425,29326
3243,5920,29326
3641,5721,29309
3125,6100,29306
4289,6415,29300
3645,5732,29292
3322,5937.5,29272
4290,6476,29248
3255,6100,29246
3251,6148,29243
3690,5537,29241
4169,6522,29235
3674,5749,29219
4219,6316,29214
3853,5018,29204
5287,5091.5,29200
3204,5538,29188
3936,5376,29182
5645,5788,29181
3176,6193,29171
3629,5961,29161
3235,5985,29156
4273,6352,29155
3893,5498.5,29130
3651,5842,29128
3309,6318,29101
3401,5993,29100
3242,5928,29065
3253,6172.5,29062
4287,6477,29054
3245,5997,29050
3267,6249,29039
3376,6208,29021
3661,5765,29000
3646,5638,28976
5541,5579,28973
3219,5666,28963
4295,6377.5,28954
3229,5784,28932
4170,6531.5,28922
3312,6225,28915
4050,5562,28873
3665,5631,28866
3398,6279,28865
4274,6374,28853
3192,5885,28850
5536,5272,28846
4046,5553,28804
3284,6270,28788
3230,5798.5,28762
3632,5794,28741
3624,5770,28739
4288,6491,28716
3630,5892,28709
4275,6367,28699
3311,6306,28683
4019,5789,28680
5311,5948,28680
37,2186,28650
4291,6543,28648
4293,6522,28633
3239,6008,28632
4077,6204,28622
3628,5637,28596
3927,5849,28573
3207,5842,28569
3360,6378,28563
4277,6396,28552
4018,5745,28539
3965,5889,28533
3835,5245,28529
5641,5953,28503
4298,6557,28501
3208,5967,28457
4299,6597,28456
3318,6170,28419
4160,6718,28409
3631,5736.5,28404
58,3163,28399
4171,6510,28380
4317,6663,28365
3672,6152,28349
3233,6006,28337
3688,5579,28336
4048,5701.5,28312
4320,6538.5,28302
3392,6605,28296
3278,6153,28287
3686,5575.5,28276
3274,6141,28269
3962,5896,28267
4310,6529,28259
5539,5378,28249
3327,6545,28248
4218,6338.5,28248
3187,6205,28241
3840,5070,28220
3685,5674,28219
3205,5960,28202
3189,6102,28201
3268,6132,28170
4995,8168,28161
3209,5990,28161
3256,6380,28160
4294,6548.5,28146
4076,6286,28145
5534,5260,28134
3241,5880,28119
4043,5738,28113
3282,6307,28103
3315,6335,28100
3362,6397,28082
3642,5819,28075
3237,5983.5,28062
3316,6319,28057
3378,6263,28048
5104,6038,28041
4303,6425,28034
3671,5517.5,27998
3190,6264,27990
3236,6038,27986
4082,6230,27972
4010,6017,27965
4309,6462.5,27956
4074,6412,27940
3319,6395,27939
3257,6271,27937
3177,6332,27936
3182,6179,27934
3394,6131,27934
5540,5703,27917
3275,6167.5,27916
4011,6199,27903
4324,6393.5,27868
4081,6253,27867
4292,6547,27859
4311,6537,27855
5643,6100,27827
3395,6352,27813
3633,5879,27808
4315,6578,27800
4217,6389,27797
3647,5777,27763
4319,6549,27760
3358,6385,27755
3260,6266,27749
3206,5788,27749
4025,5682,27744
3244,6018,27741
4302,6428,27740
4322,6421,27737
4083,6186.5,27726
4326,6469,27721
3269,6325,27713
4332,6599,27676
3180,6364.5,27674
3681,5662,27667
4216,6489,27648
5525,5313,27630
3259,6427,27622
4318,6491,27622
3938,5541,27617
3324,6343,27614
4329,6522,27613
3966,5519,27611
3377,6249,27610
101,2444,27609
3313,6340,27593
4308,6465.5,27588
5918,5800,27586
4327,6412,27572
3254,6289,27545
4214,6466,27532
4323,6511,27521
3184,6194.5,27518
4300,6461.5,27512
3972,5416.5,27488
4159,6712.5,27486
4325,6408,27469
4328,6507,27453
4075,6373,27451
3627,5778,27449
4321,6434,27434
4330,6408.5,27430
4301,6531,27428
5537,5275,27423
4111,6499,27422
5532,5056.5,27418
3400,6201,27417
4085,6269,27407
4060,5939,27383
3265,6392.5,27378
3970,5780,27375
4306,6417,27369
4312,6557.5,27344
3951,5718,27333
82,3431,27330
3283,6297,27327
3682,5512,27323
4201,6567,27317
3932,5268,27308
3637,6021.5,27300
4313,6510.5,27292
3640,5980,27280
4729,6005.5,27278
3325,6560,27267
4316,6572,27263
3238,6187,27259
3183,6213.5,27250
4067,6358,27247
3328,6545,27235
4215,6395,27224
3930,5455,27223
4024,5727.5,27220
4086,6230.5,27220
3961,5414,27211
3320,6283.5,27182
3181,6286.5,27178
5526,5370,27155
3379,6222,27133
4172,6607,27127
5529,5119,27126
3676,5830,27121
4305,6454,27119
4066,6300,27107
4304,6502,27103
3638,5948,27095
4331,6494,27086
3271,6316,27052
5649,5910,27040
4107,6437,27039
4158,6677,27037
3186,6406,27025
4213,6478,27024
4017,6145,27022
4068,6308,27018
4314,6524.5,27010
4108,6474,27008
4059,5957,27006
3670,5700,26977
4307,6371,26951
3643,5947,26950
84,2871,26921
3955,5632,26917
3361,6533,26908
3994,6312,26901
3263,6108.5,26896
4034,6321,26876
3636,5954,26858
5533,5372,26851
3321,6376,26828
3279,6267,26802
3639,5939.5,26792
3973,5670,26788
3178,6173,26769
3323,6342,26765
4109,6443,26708
3634,6110,26707
3635,5969,26688
5916,5739,26676
4211,6488.5,26666
3280,6160,26643
3272,6319,26635
3359,6434,26633
4098,6421,26625
4064,6395,26617
3684,5580.5,26604
3277,6293.5,26598
4042,5849,26574
3393,6338.5,26560
4942,6920,26553
4209,6602,26512
4940,6955,26504
3264,6231.5,26460
4202,6655,26457
4035,6139.5,26454
3680,5736,26451
85,3386,26446
4210,6532,26445
4015,6003.5,26442
4951,6988,26429
4113,6497,26411
4014,6237,26409
4071,6378,26403
4212,6491.5,26396
4069,6452,26364
4333,6484,26363
4087,6252,26328
3934,5614,26291
5523,5477,26267
3675,5820,26263
4065,6362,26245
4112,6420.5,26238
5528,5295.5,26232
4073,6336,26223
4026,6000,26219
3683,5604,26217
4070,6379,26214
4099,6421.5,26212
4012,6352,26147
4173,6677,26146
3261,6394,26137
5524,5804,26121
3679,5623,26109
4199,6595,26092
4104,6490,26075
3980,5845,26067
4334,6426,26063
3281,6303,26061
4096,6467,26061
4110,6507,26055
4027,5936,26046
4208,6613,26041
4106,6472.5,26034
4105,6487,26021
4097,6478,25977
4023,5907,25949
4101,6557,25943
5648,5818.5,25942
4072,6399,25941
4177,6713,25938
4114,6432,25934
3270,6344,25931
3892,5736.5,25910
4115,6441,25881
55,1768,25870
3188,6367,25852
4207,6538.5,25852
3262,6230,25849
4157,6681,25849
4206,6575,25838
4335,6359,25793
4176,6658.5,25790
4200,6672.5,25774
5527,5586,25768
4116,6525,25764
4049,6064,25762
4203,6660,25759
4013,6277,25725
4036,6278.5,25724
5920,5905,25723
4100,6501.5,25720
5646,5970,25655
3677,5657.5,25626
5650,6125,25625
4895,6720,25621
4102,6445,25616
4205,6585,25595
4063,6410,25581
4204,6646,25577
3957,5930,25529
47,2756,25528
4088,6396,25521
4103,6522,25515
4137,6283,25509
4095,6504,25488
5103,5936,25469
5644,6042,25456
83,3181,25454
4093,6452.5,25434
3993,6242,25392
4337,6488,25379
4041,6035,25353
5530,5465.5,25346
4118,6563.5,25346
4939,6381,25336
4117,6570,25323
3977,5715,25295
4178,6675,25292
4188,6665,25285
3991,5987,25285
4091,6359.5,25274
5101,6138,25273
4182,6459,25265
4174,6631,25253
4016,6262,25241
4044,6080,25232
5531,5404.5,25228
4336,6457,25227
4361,6580,25202
4179,6560,25193
4092,6396.5,25190
4184,6503,25178
3992,6160,25164
4094,6415,25123
4180,6627,25112
4197,6755,25112
5105,6203,25109
53,1477,25105
4033,6271,25094
4195,6745,25061
4090,6429,25060
4198,6792,25049
4194,6634,24999
5100,5925,24982
4028,6102,24971
4123,6588,24967
4089,6411,24901
4196,6645,24889
5658,5724,24887
5108,6042.5,24874
4175,6688,24841
4126,6640.5,24838
4156,6742,24809
4189,6601,24793
4154,6726.5,24788
4148,6694,24779
4045,6418,24765
3978,5937,24762
59,2675,24732
4122,6629,24718
4181,6591.5,24716
3981,5881,24708
3678,5721,24693
4193,6685,24687
5651,5721.5,24682
3979,5947,24659
4061,6385,24637
4190,6630,24616
4119,6551.5,24614
4030,6182,24581
4192,6682,24575
4029,6109,24569
5107,6224,24557
4183,6466,24548
4185,6551.5,24536
5111,6217,24503
4155,6865,24503
4340,6530,24499
4062,6568,24483
4973,7399,24444
4903,6762,24441
36,2557,24419
4191,6655,24406
4341,6456,24365
4991,7541,24361
4187,6656,24360
4990,7783.5,24334
3969,5900.5,24330
4125,6556,24330
4120,6499,24325
4040,6170.5,24308
4941,6603,24284
4121,6518,24236
4339,6449.5,24234
5110,6227.5,24198
4338,6553.5,24192
4153,6796,24163
5921,6052,24152
3967,6072,24143
4186,6563,24142
5519,5570,24118
4133,6555,24093
4152,6715,24091
5502,5537,24090
4038,6302,24083
3982,5969,24071
5520,5374,24054
42,2833,24041
4887,7122,24031
3989,6326,24023
4147,6651,24019
105,2094,24006
4039,6275,24002
5510,5466,23999
4894,6902,23974
5941,5818,23965
4943,6907,23946
4989,7520,23940
4884,7101,23934
4730,6083.5,23930
5652,5888,23919
4124,6574,23917
4136,6652,23876
4728,6248,23844
51,1287,23841
5517,5726.5,23800
3971,6034,23787
4902,6704.5,23786
5656,6224.5,23760
4135,6744.5,23742
4140,6693,23736
4362,6425,23726
4974,7471,23701
4127,6667,23693
5097,6392,23683
4032,6339,23677
6906,8088,23657
4128,6728,23631
5522,5528,23619
4144,6736.5,23604
3990,6108,23600
4875,6711,23531
4342,6494,23523
6884,9746,23502
4139,6709,23493
5661,5746,23477
4130,6801,23477
6727,4698,23473
5518,5968.5,23470
5109,6324.5,23470
4138,6856.5,23456
4883,6875,23439
4876,6822,23437
4037,6342,23437
4891,7644,23419
4944,6917.5,23406
4896,6765.5,23398
4975,7435,23391
4131,6759,23385
4149,6741,23364
4129,6751.5,23360
4885,7027,23359
5116,6254,23354
4993,7981,23353
4151,6860,23351
5006,8541,23347
4358,6368,23314
3988,6336,23299
4031,6435,23270
5115,6185,23247
5939,5940,23232
4134,6736,23228
4893,7012,23226
4141,6616,23206
4953,7230,23193
5106,6319,23188
5007,7949,23173
8,708,23163
4132,6750,23157
4892,6838.5,23152
4727,6329,23143
3987,6332,23109
4976,7380.5,23092
5114,6373,23070
4962,7222,23061
4978,7258,23051
5099,6476.5,23034
4351,6713,23033
5927,6071,22922
3983,6161,22847
3986,6304,22813
4143,6687.5,22810
5664,5799,22809
4150,6721,22791
5516,5475,22781
4977,7281,22760
4142,6641,22719
5096,6424,22709
4988,7434,22708
5521,5645,22690
5950,6324,22683
5513,5546.5,22664
5665,6370,22652
4726,6334,22648
4952,7105,22623
4888,7082,22617
4359,6685,22581
4146,6624,22567
4145,6665,22527
4955,7112,22518
5447,5312,22517
5784,5871,22515
3984,6350,22505
5102,6539,22421
4960,7402,22408
4346,6601.5,22390
4954,7065,22384
4901,6733,22369
4343,6588,22368
4352,6615,22364
5117,6455,22354
5653,5924,22351
4963,7314,22329
4354,6568,22324
5098,6438,22317
5113,6348,22307
5655,5828,22306
4904,6980.5,22282
3985,6293,22219
4360,6665,22215
4979,7345,22195
4724,6230,22193
4355,6646,22189
4882,6762,22177
4994,7568,22148
4959,6911,22129
5952,6349,22113
4356,6773,22103
4948,6963,22100
4357,6703.5,22098
5009,7736.5,22080
4353,6526,22080
4890,7280.5,22054
5933,6198,22044
4999,7153,22039
4347,6614.5,22026
4707,6644,22008
4945,6915,21993
4961,7177,21965
5504,5585,21960
4949,6822,21959
4350,6625.5,21956
4980,7354,21955
4344,6643,21927
4900,6776,21903
4898,6861,21889
5431,6010.5,21880
4972,7476,21835
4889,7327,21833
5512,5743,21825
5119,6458,21812
5831,7332.5,21804
4897,6698,21792
5118,6348,21773
4478,7308,21761
5095,6529,21749
4383,6565,21742
5514,5510,21733
4947,6906,21731
5697,6169.5,21704
4886,6946,21703
4946,7037,21683
5917,5927,21670
4349,6625,21659
4872,6741,21658
4345,6619,21656
5938,6008,21648
4874,7119,21640
5511,5827,21629
4348,6636,21628
4374,7206,21609
5515,5694.5,21602
5033,6405.5,21596
5663,6594.5,21556
4635,6448,21525
6254,5855,21494
4699,6674,21485
4985,7248,21472
4373,7102.5,21472
5313,6712,21471
4950,7078,21467
4987,7250,21461
4870,6969,21460
4880,6837.5,21450
5943,6066,21430
4363,6645,21409
5662,6111,21374
4736,6788,21353
5112,6452,21350
4364,6616,21337
4981,7258.5,21328
4382,7208.5,21290
4877,7006,21289
4871,6769.5,21288
5944,6137,21259
5891,6305.5,21244
