DOM_SIZE,TTI,FREQ
622,4865,115071
605,5157,115028
1789,6068.5,115014
1824,6201,114843
268,4051,114779
1758,6079,114701
1892,5483,114670
489,5735,114637
1868,5769,114631
618,5180,114559
1752,6078,114540
1735,5989,114501
1913,5637,114475
1832,6220,114446
1786,6084,114383
1898,5563,114254
1915,5674,114245
1916,5700,114179
598,4763,113961
1762,5894,113931
747,5074,113834
1912,5606,113806
1936,5787,113764
1886,5583,113688
1703,6070,113551
1791,6023,113352
1733,5982,113347
548,5320,113172
1795,6068,113042
1884,5611,113025
1792,6240,112994
1882,5597,112976
743,5147,112967
1833,6131,112939
1838,6038.5,112924
278,4900,112916
742,5141,112903
620,4954,112902
509,4312,112789
484,5359,112765
1712,6077,112759
745,5077,112724
528,4184,112646
563,4974,112605
1760,6091,112320
1911,5662.5,112284
2396,5673,112203
1883,5587,112009
1879,5695,112002
2286,5924,111972
262,3974,111971
744,5103,111968
226,4568,111940
1894,5660,111902
1709,6026,111818
259,2669,111792
1893,5635,111676
2057,6393,111665
2047,7021,111507
350,4429,111500
1835,6135,111392
735,5593,111366
1837,6153.5,111302
1877,5993,111284
1799,6122,111280
107,1843,111280
29,2389,111228
736,5602,111115
487,5628,111056
1887,5583,111047
190,3929,110900
225,4719,110854
1890,5542,110821
1878,5917,110817
153,3226,110685
1952,5878,110659
527,4192,110642
1869,5768,110637
1895,5680,110567
1862,5869,110400
1705,6119,110293
1708,6037,110236
490,5282,110218
1975,6023,110199
2287,6029,110195
1863,5811,110181
2048,6783,110157
541,5178,110152
31,3024,110119
1700,6022,110053
33,2588,109987
1964,5834,109906
1889,5586,109825
19,4247,109792
2053,6190,109750
210,8777,109667
1888,5649,109527
1707,6003,109497
1880,5849,109461
296,5581,109273
748,5047.5,109250
568,4863,109207
499,5299,109175
1864,5800.5,109130
1968,5799,109085
547,5268,108981
299,7507,108915
1706,5929,108824
530,4503,108548
1966,5875,108534
1865,5884,108518
1957,6022.5,108316
1979,6673,108298
346,4006,108195
1891,5643,107982
532,4536,107847
749,5121,107590
2050,6482.5,107438
2263,6001,107375
1953,6027,107111
597,4778,107009
498,5637,106948
1704,6052,106929
1969,6004,106743
2288,6066.5,106648
1954,6094.5,106496
1861,6146,106490
497,5449,106389
2701,5623,106199
2223,5959,106169
1963,5906,106144
2028,7191,106127
334,5864,106111
564,4957,105947
545,5012,105934
2339,5754,105879
250,3515,105835
2056,6751,105794
567,4715,105772
596,4701,105682
1974,5904,105543
1977,6165,105362
2264,5828,105294
539,4674,105201
251,4147,105196
1965,5924,105187
2221,5680,105149
1970,6014,105037
142,4036,104808
1958,6155,104683
546,5161.5,104680
393,4827,104657
540,5109,104604
1971,5950,104554
2743,4364,104361
340,5175,104351
1991,5705,104063
1962,5862,103859
1976,6071,103769
1961,5885,103701
1972,6147,103260
129,3067,103257
1959,6045,103109
1973,6118,102989
276,5704,102881
279,5300,102838
2713,5083,102783
2224,6037,102674
1967,5925,102654
2702,5383,102487
339,5283,102466
228,3742,102216
2016,5776,102189
17,1992,101872
508,4609,101722
1992,5900,101650
220,5346,101563
1981,6428,101488
537,4749,101387
2029,6963,101300
272,3836,100814
1960,5904,100780
280,5358,100498
534,4689,100474
2052,6235,100453
2009,6507,100435
511,4601,100397
2045,6664,100220
1990,5918,100196
2289,6092,100099
2051,6536,99921
500,5146,99828
2703,5687,99811
2290,6121,99811
3164,2699,99713
1978,6039,99281
62,2881,98906
167,3825,98825
1982,5926,98818
1984,5797,98775
274,4986,98721
2262,6101,98420
2700,5228,98399
523,4561,98323
513,4570,98287
283,4898,98202
538,4891.5,98194
3167,2832,97931
2044,6314,97818
524,4312.5,97790
2055,6445,97739
2010,6625,97620
260,3869,97614
2102,6908,97175
1986,5994,97084
2013,6378,97080
1993,6067,97024
2698,5271.5,96846
2017,6161.5,96748
2001,6289,96723
2159,6729.5,96718
1995,6078,96690
122,2444,96386
535,4880,96273
501,5299,96272
394,5748,96241
502,5493,96214
2007,6372,96203
2710,5463,96119
1983,6015,96067
48,1829,95983
2008,6353,95939
1987,6003,95862
282,4984,95809
2019,6651,95765
2225,6143,95709
2398,6013,95628
285,5278,95365
2054,6304,95335
2261,6009.5,95070
2670,5244,94803
2012,6319,94768
2707,5466,94702
2260,5855,94540
2018,6526,94413
2011,6167,94372
1988,6048,94329
2027,6566,94188
2043,6326,94185
2020,6263,94117
512,4402,94099
3161,3254,93915
2005,6290,93882
536,4672,93734
522,4303,93722
2338,5909,93382
1985,6099,93339
2002,6416,93148
525,4617,92960
2340,5951,92899
1997,6258,92863
2708,5643,92847
1996,6321,92845
221,5675,92774
357,4075,92607
2040,6375,92575
2211,5991,92569
74,2365,92552
165,2398,92527
45,3345,92381
2061,6031,92304
1989,6157,92238
2690,4917,92146
2014,6180.5,92120
526,4446,92120
1994,6215,91966
2202,6277,91945
2026,6205,91838
2344,6275,91837
510,4548,91809
2294,6559,91791
2000,6284,91711
2209,6267.5,91510
503,5335,91503
1999,6308,91406
2160,6049,91354
2293,6495,91334
2357,5943,91193
2004,6344,91153
2956,3349,91149
2210,6416,91095
2161,6174,91087
1998,6203,91020
2042,6637,90639
2006,6418,90590
2101,6892,90421
2343,6158,90285
505,5068,90209
2573,6128,90198
2015,6195,90183
2203,6110,90092
2574,6201,90053
2205,6160,90049
2576,6218,90028
521,4394,89956
2715,6044,89819
2397,5842,89708
2291,6179,89657
130,1972,89563
2572,6319,89529
2368,6109,89417
2065,6057,89369
504,5193,89351
2041,6449.5,89326
2335,6193,89260
171,4729,89229
2341,6157.5,89186
2149,5860.5,89160
261,4364,89083
2059,6221,89010
2201,6337,88990
2322,6205,88933
348,4773,88906
2021,6291,88890
2347,6321,88881
2345,6243,88810
2195,6333,88807
2039,6602,88730
520,4428,88718
2003,6366,88716
3163,3091,88443
2238,5959,88342
2336,6165,88216
2023,6506,88214
2337,6045,88210
2218,6092,88128
2568,6049,88069
2206,6207,88051
2348,6156,87934
2349,6314,87905
2103,6236,87789
2520,4301,87764
75,2499,87755
2240,6170,87689
2220,6024,87499
2510,4229,87456
2196,6296,87412
2030,6278,87278
3162,3488,87270
507,4874,87183
2038,6452,87101
2194,6433,87048
2738,5053,86936
2207,6254,86857
514,4617,86795
2158,7136,86785
2342,6186,86754
387,4947,86749
342,5590,86735
381,5317,86724
35,2742,86681
2241,6355,86611
2025,6399,86568
289,5301,86547
2292,6001,86517
172,3775,86481
2033,6143,86420
2957,3460,86414
506,5121,86398
2575,6416,86367
287,4260,86342
2705,5703,86338
2024,6177,86219
2076,6150,86171
2204,6223,85962
2208,6039,85937
370,3927,85837
2226,6090,85796
2198,6243,85782
2577,6310,85681
2197,6245,85624
2068,6138,85531
275,4958,85496
2399,6145,85451
2217,6162,85410
192,4142,85389
2346,6274.5,85388
2212,6297,85337
2200,6187,85248
2031,6113,84914
2304,6002,84862
2437,6121,84841
2570,6408,84797
2099,6587,84769
2243,6216,84760
2032,6144,84739
2258,6124,84648
2213,6167,84646
2359,6127,84499
347,4721,84424
386,5489,84421
2022,6286,84403
2579,6555,84376
2239,6285,84369
2035,6128,84141
2571,6423,83926
2184,6441,83916
3160,3492,83908
2334,6218,83805
2356,6183,83802
2332,6526,83799
2242,6540,83679
2333,6190,83637
2295,6357,83601
2423,6025,83572
2358,5965,83489
2075,5906,83406
2216,6226,83403
2062,6101,83397
2214,6158,83390
2176,5928,83375
2363,6109,83352
2219,6107,83327
2034,6243,83264
344,5339,83253
2321,6336,83234
2296,6616,83179
2323,6478,83146
2563,6173,83048
2257,6258,82964
2231,6235,82815
2227,6208,82815
2060,6122,82761
2069,6180,82713
2230,6253,82539
2037,6311,82478
2371,5961,82271
2245,6229,82127
2193,6399,82116
515,4706,82037
2362,6068,81961
2360,6145,81942
516,4896,81925
2712,5546,81882
359,4478,81864
519,4710.5,81820
3165,3154,81745
2436,6126,81730
2303,6078.5,81602
2695,5460,81557
2305,6067,81517
2233,6208,81468
2036,6300,81462
2185,6442,81403
388,5333,81334
222,5786,81250
2232,6236,81237
518,4889,81215
341,5309,81167
2567,6410,81163
2519,5589,81151
343,5597,81117
353,4081,81101
230,3463,81036
2354,6260,80909
2369,6369,80864
2072,6089,80853
2073,6160,80799
2435,6065,80777
2228,6166,80751
2372,5975,80668
2566,6392,80653
2259,6240,80647
2319,6087,80629
2317,6380,80585
2254,6310,80513
2569,6464,80489
2355,6177,80456
154,3037,80275
2562,6136,80240
2564,6254.5,80234
2162,5998.5,80202
223,5221,80197
2229,6115,80169
2078,6029,80142
2244,6211,80119
2100,6230,80103
2412,6052,80088
2366,5890,80052
392,5410,79945
3157,2843,79912
3166,3474,79908
2350,6271,79803
2361,6063.5,79754
2302,6154,79688
2077,5987,79665
2156,6865,79615
2256,6431,79599
517,4627.5,79592
2309,6230,79526
2411,5995,79492
2431,6314.5,79472
2070,6163,79471
2255,6335,79419
2063,6161,79407
2237,6245,79397
2187,6265.5,79378
2071,6162.5,79372
2353,6382,79317
2199,6207,79303
2351,6152.5,79216
2157,6527,79175
2067,6236,79169
2424,6326,79107
2308,6240,79061
2299,6499,79019
2253,6274,78914
2565,6340,78885
2300,6341,78873
2318,6264.5,78754
2306,6194,78654
174,3737,78644
371,5039,78628
2401,6062,78564
2074,6244,78540
2518,5524,78524
2098,6620,78522
2246,6226,78516
352,4685,78447
2320,6382,78444
284,4868,78419
2183,6484,78417
44,2601,78404
2235,6282,78379
2310,6324,78362
2426,6100,78350
2234,6133,78344
2400,6128,78338
2066,6235.5,78316
2301,6281,78294
2215,6250,78277
2247,6319,78175
2316,6401,78133
93,4762,78015
2177,6456,77990
2352,6308,77849
2079,5931,77745
358,4113,77731
2307,6119,77695
2438,6137,77614
2082,6053,77547
2298,6333,77465
2189,6157,77462
2409,6009,77456
2172,6541,77401
2440,6199,77393
120,3149,77337
2716,5736,77335
5754,4670,77321
2104,6047.5,77292
2248,6299,77268
78,2726,77248
2561,6256,77199
2191,6293,77181
30,2677,77130
2408,6061,77101
385,5508,77096
2313,6380,77090
2186,6338,77081
2578,6667,77074
2414,6195,76993
2430,6252,76985
2439,6202,76975
2669,5694,76963
2367,5995,76953
2188,6287,76915
25,2290,76894
349,4681,76885
2155,6905,76884
252,3286,76853
2413,6131,76821
2314,6321,76813
2236,6356,76751
2182,6314,76731
2394,5865,76692
3014,4328,76652
2129,5859,76643
351,4548,76630
2364,6111,76601
2402,6124,76527
2425,6058,76497
2410,6030,76431
390,5441,76426
170,5542,76424
2392,5973,76347
2370,6025,76347
2407,6134,76321
2442,6100,76265
2432,6257,76257
2252,6390.5,76224
380,4928,76147
2163,6067,76097
2080,6062,75986
2441,6203,75971
2192,6228,75969
2373,6096,75964
2190,6223.5,75964
2330,6221,75893
2324,6300,75811
2393,6181,75603
2580,6639,75601
2676,5697,75569
2251,6339,75483
2416,6416.5,75478
2311,6294,75455
2064,6232.5,75430
2249,6299,75386
2415,6237,75351
232,4156,75275
2085,6049,75254
2083,6128,75208
2418,6173,75158
2417,6197,75131
2704,5845,75103
2433,6174,75094
2297,6391,75091
2081,5981,75011
373,5009,74971
2406,5956,74946
2365,6073,74918
2150,5794,74907
2443,6114,74907
2127,6191,74870
2404,6120,74858
2859,4421,74774
2315,6377,74741
2153,6272,74723
2434,6202,74680
2106,5976,74593
2132,6150,74578
2126,6189,74507
2312,6478,74480
2551,5625,74453
2466,6258,74406
2331,6192,74374
2181,6515,74357
2429,6143,74329
2419,6334,74314
2105,6014,74303
2329,6130,74276
2250,6324,74221
2391,6175,74213
2420,6188,74136
391,5437,74118
98,1994,74068
2457,6325,74031
389,5231,73935
2389,6201.5,73900
2444,6173,73722
2395,6163,73689
2454,6420.5,73634
2107,6157,73631
229,4451,73547
2326,6197,73544
3158,3560,73537
379,5141,73528
249,3668,73481
2130,6173,73473
2180,6230,73450
2084,6189,73424
2325,6225,73420
2131,6217,73409
2327,6167,73382
2164,6071,73377
2108,5963,73351
2175,6417,73277
2376,6300,73264
376,5601,73245
2711,6169,73239
2128,6092,73190
2697,5883,73170
2550,5725,73128
2479,6838,73075
2421,6198,73025
2506,6116,72963
2125,6228,72939
146,3536,72928
360,4331,72868
2139,6267,72867
2448,6284.5,72856
2378,5970,72703
94,3869.5,72694
2134,6249,72684
2138,6292,72635
2451,6211,72608
2403,6067,72606
2458,6416,72546
224,5343,72513
2675,5773,72447
2090,6270,72395
2123,6192,72386
2445,6300,72362
2119,6238,72312
2328,6164,72261
2554,6188,72230
2405,6156,72225
2092,6093.5,72184
2097,5955,72179
383,5501,72133
2094,6148,72041
2456,6392,71999
168,3827,71977
2174,6424,71958
2091,6258,71942
2179,6509,71893
2178,6407,71864
2388,6325,71848
2154,6291,71813
2379,6279,71784
2446,6301,71758
2120,6170,71755
372,4890,71729
2169,6262,71677
384,5745,71642
2671,5942,71593
2455,6318,71568
2118,6433,71546
2109,6093,71539
361,4618,71504
151,2787.5,71470
2427,6240,71463
2459,6429,71436
173,3757,71366
2467,6337,71306
2089,6304,71256
2693,6023,71201
2422,6243,71196
2096,6163,71177
2133,6138,71160
2140,6351,71157
2166,6263,71079
2117,6249,71073
2428,6254,71066
2087,6145,71061
2088,6316,71043
2173,6426,70933
2941,3584,70910
2143,6399,70877
2124,6247,70876
2116,6301,70848
2122,6280,70847
125,2728,70826
2093,6148,70818
2582,6707,70790
2581,6795,70748
2375,6319,70727
253,2912,70699
2135,6347,70677
2461,6490,70672
2556,6391,70655
2555,6306,70610
2144,6495,70572
2382,6160,70556
2141,6341,70552
2464,6338,70520
2449,6373,70515
2387,6196.5,70410
378,5200.5,70388
2447,6384,70380
2095,6180,70368
2673,6039,70357
161,2626,70346
2452,6303,70327
119,3049.5,70306
2086,6148,70302
2465,6470,70297
266,4217,70284
2559,6539,70191
2121,6235,70125
245,3627,70041
2463,6368,70034
248,3716,69926
2558,6410,69854
355,4415,69813
2453,6441,69801
2152,6345,69746
2171,6327,69741
2583,6920,69727
2390,6207,69704
2168,6198,69603
2377,6215,69585
2142,6470,69571
2647,6516,69507
2450,6337,69451
2111,6258,69422
2110,6209,69415
2714,6190,69376
150,2782,69331
2462,6423,69272
2678,5991,69254
2689,5529,69254
2137,6367,69253
2848,4547,69237
2170,6262,69203
2898,4821,69196
38,2021,69157
369,5065.5,69126
2560,6434,69123
366,4602,69052
2151,6331,69051
143,3685,69023
2115,6243.5,68988
2460,6430,68944
166,2670,68816
2480,6848,68758
2148,6257,68715
2112,6227,68644
258,3304.5,68632
2478,6812,68631
2383,6199,68623
2374,6234,68605
2165,6260,68562
2380,6274,68559
90,3734,68498
2717,6137,68498
2167,6269,68383
377,5193,68255
138,3798,68177
363,4649,68121
2386,6371,68102
2679,5933,68065
2136,6260,68061
2677,5907,68035
2468,6544,67979
2694,5889,67926
2862,4693,67821
2385,6279,67786
2114,6297,67753
12,1624,67719
2384,6285,67631
2552,5995,67595
2942,3991,67541
2145,6481,67248
2381,6328,67153
3903,5051,67113
2682,5948,67066
2586,7127,66948
2146,6393,66917
2849,4538,66817
2557,6483,66816
2584,6853,66790
3789,5445,66768
2666,6268,66692
2667,6195,66593
2113,6202,66528
39,2715,66490
2863,4751,66322
2481,6801,66256
2507,6607.5,66238
2846,4820,66196
2590,7165.5,66148
18,1130.5,66144
2470,6541,66144
3908,5032,66095
2147,6275,65982
2894,5976,65937
2587,7205,65906
241,3994,65906
61,3058,65872
5600,4352,65852
362,4768,65815
2661,6422,65715
2672,6156,65620
368,5385,65483
375,5017,65360
2683,5887,65356
2674,6143.5,65314
2476,6606,65245
2591,7194,65221
2588,7071,65219
2469,6577.5,65032
2549,6303,65031
2847,4618,65016
2845,4997,64969
382,5553,64946
2592,6856,64890
2473,6778,64871
2585,6985,64864
6903,10875.5,64864
2850,4596,64687
265,4667,64561
5752,5239,64517
2472,6666,64503
2589,7211.5,64500
27,2261,64458
2477,6726,64447
2843,5216,64437
2895,7040,64382
354,4310,64309
2474,6882,64177
2492,6270,64048
2680,6195,64045
2668,6179,63933
2719,6335,63829
2475,6829.5,63704
72,2588,63604
2691,5986,63453
2851,4819,63394
115,2420.5,63368
2985,3820,63358
2593,6932,63249
365,5477,63068
2594,6801,63025
2471,6646,62981
2529,6215,62962
5591,4549.5,62862
5603,4656.5,62798
2517,6239,62776
5609,4674,62760
367,5445,62758
2509,6605.5,62704
2665,6208,62514
92,2724,62499
159,2870,62392
288,4984,62389
2681,6227,62372
2534,6164,62367
169,4334,62365
374,5099.5,62106
2553,6432,62095
2660,6259,61952
2530,6316,61584
2844,5161,61531
3168,3790,61501
2901,4666,61489
2482,6883,61187
5594,4487,61130
2861,4990,61081
5601,4622,61004
2537,6492,60967
2740,6284,60821
5606,5027,60805
286,5338,60782
164,3807,60613
240,4194,60608
2533,6030,60602
2720,6410,60562
2607,6905,60542
2595,6807,60453
2893,5824,60431
2692,5987,60386
5595,4978,60377
234,3818,60335
2505,6464,60182
2531,6314,60064
2596,6702.5,60024
2493,6653,59988
364,5441,59973
157,3085,59953
5588,4413,59924
2650,6593,59854
2684,6072.5,59752
128,2052,59714
2858,4848,59706
238,4328,59685
2609,6815,59623
2736,6316,59554
2610,7066,59524
32,2127,59491
43,2244,59468
145,2448.5,59436
2737,6277,59430
2688,6169,59345
2536,6529,59338
2648,6623,59294
2663,6378,59265
3067,4597,59252
2852,5048,59213
2611,6811,59200
2597,6791,59182
2538,6577,59122
233,3961,59107
2600,6771,59045
137,3904,59021
2762,6005,59005
2664,6337,58896
2528,6409,58776
2501,6545,58733
2535,6619.5,58712
2601,6914,58649
140,3868,58648
2599,6774,58542
2606,6964,58517
2629,7491,58516
5598,4587,58475
2598,6784,58465
2605,6858,58334
2658,6603,58288
2627,7081,58274
2657,6580,58250
2976,3956,58187
2842,5579,58143
3018,4869,58125
2608,6913,58109
99,2146,58101
2494,6683,58067
5604,5146,58050
2749,6332,58021
2502,6632,58012
5607,5128,57941
3010,4787,57913
2604,6977,57893
236,3989,57885
2521,6281,57863
2735,6251,57855
2613,7081,57806
2621,7269,57806
2603,6839,57776
2484,6467,57776
2628,7020,57705
2540,6477,57601
2602,6854,57590
2654,6465,57574
2532,6480,57553
3556,4268,57529
239,4409,57522
2546,6543,57520
2630,7295.5,57512
257,3363,57510
5610,5190,57495
2642,6887,57460
2739,6389,57451
124,2230,57451
2485,6700,57441
5592,4762,57396
2511,6194,57335
2622,6958,57258
2728,6606,57236
3386,12649,57178
2841,5806,57139
2662,6478,57125
2503,6572,57064
3009,5115,57013
2853,5011,56964
136,3652,56935
5585,4396,56914
5005,9295,56904
2618,7084.5,56902
2625,7114.5,56852
141,5027,56813
2745,6664,56797
2499,6577.5,56784
2483,6742,56755
2515,6499,56689
2526,6419,56681
2721,6582,56624
2525,6425,56621
2548,6527,56619
5597,4698,56570
246,3707.5,56532
2513,6411,56527
2722,6541,56524
2631,7191,56493
2635,6944,56479
2724,6646,56439
2489,6489,56438
2488,6691,56417
2626,7097,56403
2659,6446,56388
2547,6569,56386
2516,6396,56352
2527,6670,56324
2486,6656,56318
2649,6657,56307
2725,6573,56303
5615,5092,56273
2504,6420,56214
2638,7060.5,56184
2685,6105,56182
244,3848,56155
3159,4301,56147
2839,6013,56136
5699,5215,56134
2734,6483,56104
3529,5572,56090
3578,4996,56077
2655,6441.5,55982
2636,6991,55971
2645,6697,55959
254,3133,55939
2514,6540.5,55916
2512,6320,55903
2495,6721,55893
2840,5829,55823
5602,5229,55797
2616,7150,55759
5608,5470,55748
2759,6012,55727
2522,6364,55722
2651,6484,55721
2644,6640,55685
2624,6993,55647
2500,6644,55598
2633,7211,55589
2899,4917,55567
2487,6653,55531
2632,7186,55494
3156,4002,55491
2637,7077,55475
2731,6512,55439
2758,6294,55426
2615,7054,55409
2612,7015,55376
2617,7060,55353
2539,6710,55308
243,4027,55295
237,4341,55287
2490,6536,55285
2958,4461,55276
2889,5826,55240
2652,6556.5,55198
2623,7089,55188
2730,6711,55184
2763,5852,55134
2727,6610.5,55108
2742,6852,55094
2788,7055,55060
247,4391,55026
2541,6733,55021
2496,6726,55013
2857,5154,55004
5612,5492,54990
2687,6352,54947
2686,6382,54940
3063,4625,54919
2620,7000,54900
2640,6996,54837
2619,6979.5,54798
2733,6501,54773
2726,6666.5,54772
2741,6790,54733
2614,7124,54724
3521,5090,54723
6883,12694.5,54708
5593,5058,54707
2643,6891,54668
139,4362,54653
2744,6811,54641
2639,6970,54572
2523,6445.5,54546
2497,6763,54538
2542,6685,54393
2748,6867,54364
2656,6578.5,54304
2729,6659,54302
2491,6617,54290
2723,6684,54261
100,2311,54257
2750,6923,54233
2524,6513.5,54154
3540,5048,54152
2634,7199,54126
2746,7129,54091
3066,4354.5,54074
5701,4751,54034
2545,6656,54022
2732,6594,54020
256,3366,53955
3342,10580.5,53938
2959,4659,53928
2943,5076,53921
5694,4830,53916
135,3123,53894
231,4327,53889
2855,5271,53866
2641,6980,53860
3013,5294,53737
2646,6757,53598
5587,4688.5,53572
5586,4576,53396
131,2942.5,53350
5599,5181,53333
2977,5347,53299
2747,7024,53258
2752,6549,53243
5605,5664,53195
2984,4481,53167
2543,6690,53119
3523,5090,53106
2761,6430,53085
2544,6692,53061
126,2341,52889
2653,6597,52870
3545,5100,52839
2498,6720,52778
2865,5303,52741
5613,5558,52689
3387,13147,52677
2854,5254,52600
242,3944,52596
3904,4000,52566
235,4398,52563
3507,5115,52437
3536,5110.5,52214
2988,5031,52082
3528,5468,51996
2856,5266,51980
2891,6279,51971
3522,5125,51942
3912,4882.5,51840
2890,6018,51835
3057,5338.5,51638
3580,4715,51508
3065,4869,51424
3501,5586,51407
3913,5529,51391
57,2537,51349
152,3494,51317
2963,4748,51280
5611,5869,51054
86,3704,50829
2753,6645,50826
2838,6082,50761
2897,5439,50753
3068,5635,50662
2902,5432,50641
5590,5208,50547
2751,6909.5,50526
2986,4836,50516
5589,4830,50443
116,2710,50386
60,3070,50373
3069,4880,50329
2969,5570,50273
2754,6553,50223
3015,5264,50136
2866,5598,50092
3909,4507,50044
2987,4815,50001
5692,5552,49969
3155,4736,49880
162,4746,49830
149,2889,49801
2760,6652,49768
3579,5070,49726
3062,4623,49713
160,3935,49710
5596,5258,49683
3035,4757,49634
2757,6701,49569
5614,5765,49556
3509,5123,49513
2973,5289,49448
3554,4825,49423
112,2328,49380
5580,4676,49370
5618,5604,49248
5621,5334,49178
3054,5759,49054
2776,7180.5,48870
3016,5157,48846
5583,4678,48841
3073,4686.5,48838
3916,4478,48663
5576,4577,48595
2978,5571,48561
3907,4743,48540
5582,4645,48533
3077,4334,48526
2982,5052.5,48398
3542,4938,48367
5616,5755,48285
5577,4658,48209
3518,5218,48206
3504,5179,48206
2966,5374,48127
2962,5284,48107
96,2869,48096
3011,5307,48082
3353,5391,47941
2767,6405,47887
2765,6512,47881
3064,4982,47857
2755,6588,47742
2756,6617,47728
5579,4792.5,47724
3865,4933,47700
3534,5081,47653
127,2425.5,47626
2892,6660,47539
2768,6236,47484
156,3520,47383
2764,6551,47366
3570,4807,47256
50,1673,47220
2864,5771,47220
2948,5130,47120
3071,5047,47119
2867,5899,47033
3948,4912,46952
2970,5705,46895
2997,5270,46874
2874,5991,46822
16,2008,46770
3905,5149,46706
158,3381,46619
2876,6166,46499
40,2767,46498
2888,5927,46441
3055,5270,46429
3502,5269.5,46402
2981,5412,46331
3496,5437,46315
3705,5298,46165
3505,5087,46143
3154,4673,46118
2880,7174,46066
3568,5266,46033
3432,4839,45995
3025,5492,45950
2802,5815,45896
2766,6473,45869
3059,5077,45856
2887,6110,45839
3753,4410,45831
3037,4882,45825
3420,5319,45754
2989,5385,45728
3056,5313,45725
3563,5176,45672
2998,5441,45651
5630,4546,45632
2944,5074,45627
2801,6590,45611
132,2550,45562
5619,5960.5,45472
3061,5176,45469
3499,5530,45455
3510,4826,45325
5570,4568,45322
3531,5213,45289
3772,4834,45202
56,2013,45143
2786,6100,45134
3508,4999,45120
2983,5407,45115
5571,4445,45102
3541,5039,45102
2939,6607,44991
2974,5599,44978
2961,5433,44972
134,2983,44954
3058,5360,44935
3526,5221,44933
2798,6178,44834
3127,4362,44801
2868,5864,44788
3549,4722.5,44784
2967,5279,44751
255,3779,44620
3543,5139,44581
3075,5218.5,44536
2803,6023,44493
3539,5340,44491
2790,6100,44481
3493,5632,44472
5617,5969,44438
2799,5937,44429
3911,5101,44390
3060,5297,44388
3520,5089.5,44264
2815,6023.5,44262
5584,5298.5,44254
3943,5197,44251
2769,6545,44039
5578,5270,43928
2785,6288,43918
2940,6117,43912
3490,5456,43889
5622,5715,43860
3555,4889,43858
5573,4662,43856
2806,6351,43833
3952,5014,43832
2980,5808.5,43814
3053,5449,43769
2886,5848.5,43764
3026,5529.5,43746
3592,5268,43696
3896,4532,43690
3861,5121,43617
2836,6368,43591
3544,5121,43569
3883,5184,43546
5581,5296,43525
3005,5519,43411
3562,5212,43406
2804,6264,43397
5620,5925,43391
2934,5783,43386
3524,5207,43376
144,4118,43358
3506,5082,43354
3906,5240,43351
5574,4664.5,43300
3467,5592,43287
5627,5337.5,43272
2955,5496,43270
3021,5310,43256
2936,5505,43182
3527,5223,43121
3525,5449.5,43088
3901,4603,43077
2810,6209,43072
3558,4663,43044
2979,5610,42955
5575,5037,42926
3012,5644,42925
5565,4438,42897
3569,5387,42886
3356,5878,42875
3500,5197,42838
3519,5284.5,42822
3498,5514,42808
3514,5267.5,42788
2904,5738,42781
4992,8974,42773
2837,6468,42747
3538,5135,42673
3902,4350,42670
3868,5021.5,42648
5568,4716,42609
2777,6761,42597
114,2239,42550
2933,5905,42443
3350,6350,42432
2990,5561,42429
3910,5080,42415
3383,8408,42405
3006,6056,42399
3390,7319,42383
2875,6143,42379
2938,5812,42378
2771,6633,42359
2772,6580,42352
2971,5650.5,42344
3074,5084,42339
3365,4900,42319
3547,5229,42245
3920,5601,42209
2770,6655.5,42208
2870,6137,42208
3756,4618,42201
3491,5544,42184
2965,5495,42177
2773,6626,42147
3020,5350,42118
3079,5031,42095
148,3284,42091
5623,5711,42066
2949,5543.5,42032
3495,5546,42007
3497,5281,41990
2872,6531,41965
2774,6758,41943
3812,4843,41931
3758,4588.5,41920
2797,6725,41918
3485,5696,41915
2930,5900.5,41886
2923,6011,41877
2869,6180,41855
5567,4711,41849
2794,6624,41830
118,3912,41791
3052,5477,41789
3428,5114,41787
3422,5793,41783
2900,5892,41779
2877,6169,41766
2873,6434,41763
2972,5754,41695
3007,5933.5,41680
2775,6693,41643
3781,4812,41640
3777,5021,41628
14,2588,41612
2947,5723,41600
87,2537,41595
2953,5841,41588
2805,6231,41565
2879,6141,41541
3466,5291,41529
3472,5412,41521
133,2951,41475
3815,4386,41447
2835,6465,41426
3918,5553,41426
5563,4785,41418
3560,4850,41396
3169,5077,41390
3799,4526,41356
3043,5107,41321
3819,5132,41320
2871,6455,41282
3351,5930,41268
3576,5217,41256
2812,6460.5,41248
3001,6515,41243
3748,4569,41236
2935,6298,41202
2878,6219,41195
3044,5418.5,41194
3391,9179,41191
2903,5878,41141
5564,4719,41099
2885,6077,41091
3584,5146,41032
3537,5581,41014
3070,5279.5,40998
5562,4553,40981
3775,5278,40979
2954,5862,40968
5572,4919,40947
2994,5763,40927
2975,5782,40927
2991,5734,40904
2906,5998.5,40896
3081,4958,40894
2907,6074.5,40870
3451,5778,40867
2791,6635,40852
3382,7398,40827
2881,6068,40823
3571,4941,40819
2800,6457.5,40802
3293,6512.5,40800
2781,6395,40798
3757,4631,40743
2789,6685,40739
3517,5182,40713
3438,5339,40702
3759,4827,40677
2792,6835.5,40644
3494,5611,40641
2908,6348,40633
3435,5644,40625
2905,6105,40595
2827,6777,40595
3701,5265,40594
2884,6151,40566
2811,6004,40558
2787,6525,40556
2950,5745,40503
2932,6110,40481
5569,5101.5,40460
