DEVICETYPENAME,DOM_SIZE,TTI,FREQ
Tablet,3840,5472.000,86546
Tablet,4330,5428.000,86485
Desktop,8170,5918.000,86414
Tablet,3970,5351.000,86345
Tablet,3910,5491.000,86137
Desktop,8040,5631.000,86099
Tablet,3850,5413.000,86052
Tablet,3990,5416.000,86026
Tablet,3940,5294.000,85990
Tablet,4430,5486.000,85972
Tablet,4440,5415.000,85711
Mobile,7550,4838.000,85671
Tablet,3930,5267.000,85562
Mobile,7500,4902.000,85537
Tablet,3890,5158.000,85497
Desktop,8190,5379.000,85453
Tablet,4450,5645.000,85118
Mobile,7490,5118.000,84903
Mobile,7480,5074.500,84884
Tablet,4320,5514.000,84813
Mobile,7930,4527.000,84767
Tablet,3920,5302.000,84749
Tablet,5200,6865.000,84614
Mobile,9710,4850.000,84572
Tablet,5330,6075.000,84449
Mobile,7660,4727.000,84395
Tablet,3870,5405.000,84223
Tablet,4310,5397.000,84169
Tablet,3980,5432.000,84025
Tablet,4040,5289.000,83989
Tablet,5300,6040.000,83873
Tablet,5290,6361.000,83833
Desktop,8030,5854.000,83585
Mobile,7410,5328.000,83502
Tablet,4300,5371.000,83429
Tablet,3830,5465.000,83409
Tablet,3860,5561.000,83311
Desktop,8760,3422.000,83146
Tablet,4420,5625.000,83114
Tablet,5420,5278.000,83112
Tablet,4250,5425.000,83053
Tablet,4010,5461.000,82936
Mobile,7560,5312.000,82858
Tablet,5410,5445.000,82812
Desktop,8140,5794.000,82769
Tablet,4120,5277.000,82739
Tablet,4280,5394.000,82647
Mobile,7680,4728.000,82545
Tablet,5400,5159.000,82061
Tablet,4100,5289.000,82046
Desktop,8270,5813.000,82038
Tablet,4260,5377.000,81958
Tablet,4340,5508.000,81886
Tablet,5320,6490.000,81853
Tablet,4110,5431.000,81821
Tablet,4350,5564.000,81736
Tablet,4090,5409.000,81659
Mobile,7670,4917.000,81657
Tablet,5430,4976.000,81585
Tablet,4400,5552.000,81585
Tablet,4410,5664.000,81528
Mobile,7840,5138.000,81499
Mobile,7880,4795.000,81314
Mobile,7400,4731.000,81140
Tablet,4140,5361.000,81095
Tablet,5360,6168.000,81090
Tablet,4360,5637.500,80690
Mobile,7460,4881.000,80529
Tablet,4220,5456.000,80489
Desktop,8250,5444.000,80436
Mobile,7890,4783.000,80393
Tablet,4240,5425.000,80381
Mobile,7610,4414.000,80304
Tablet,4270,5451.000,80180
Tablet,4230,5362.000,80125
Mobile,7650,4893.000,80115
Desktop,8210,5595.000,79930
Tablet,5390,5703.000,79853
Mobile,7450,4731.000,79734
Tablet,4200,5536.000,79713
Tablet,5440,5000.000,79653
Tablet,4290,5512.000,79537
Tablet,4130,5348.000,79399
Tablet,4000,5399.000,79373
Desktop,8130,5881.000,79165
Desktop,7990,5761.000,78906
Tablet,4020,5555.000,78854
Tablet,4390,5688.000,78787
Mobile,7570,5298.000,78745
Tablet,4370,5630.000,78735
Tablet,5340,6418.000,78690
Tablet,4210,5521.000,78549
Desktop,8240,5786.000,78133
Desktop,8360,5912.500,78074
Tablet,4190,5373.000,77797
Desktop,8370,5910.000,77674
Tablet,5220,7121.500,77648
Mobile,7470,4959.000,77645
Tablet,4150,5331.000,77642
Desktop,8200,5399.000,77598
Tablet,5230,7279.000,77565
Desktop,8220,5729.000,77510
Tablet,90,2479.000,77369
Mobile,7990,4709.000,77344
Mobile,7620,4453.000,77314
Tablet,5270,6798.500,77270
Mobile,7970,4781.000,77133
Desktop,8260,5709.000,77068
Tablet,4380,5726.500,76948
Tablet,5240,7013.000,76679
Mobile,7770,4899.000,76642
Tablet,4180,5386.000,76493
Tablet,4160,5266.000,76180
Tablet,5280,6759.000,76165
Desktop,8350,5704.500,76118
Mobile,7580,5586.000,76085
Tablet,5350,6430.000,75933
Tablet,5250,6886.000,75752
Desktop,8230,5810.000,75576
Mobile,7630,4750.500,75504
Tablet,4170,5339.000,75469
Tablet,5460,5196.000,74980
Tablet,5260,7016.000,74887
Mobile,7980,4905.000,74703
Mobile,7740,4672.000,74650
Mobile,7640,4880.000,74482
Mobile,7430,4789.000,74339
Mobile,7690,4979.500,74308
Tablet,120,2629.000,74031
Mobile,7960,5043.500,74018
Desktop,8020,5567.500,73988
Mobile,7600,4225.000,73713
Desktop,8280,5813.000,73580
Mobile,7750,4992.000,73340
Desktop,8750,3986.000,73119
Tablet,5450,5300.000,73027
Mobile,7420,5142.000,73011
Desktop,8380,5868.000,72489
Tablet,10,696.000,72443
Desktop,8000,5691.000,72336
Mobile,7700,4933.000,72070
Desktop,8320,5736.500,72018
Desktop,8310,5960.000,71956
Mobile,8000,4788.000,71771
Tablet,5510,4915.000,71685
Tablet,5470,5731.000,71139
Tablet,5480,5985.500,70884
Desktop,8340,5576.000,70713
Mobile,8310,4698.000,70653
Mobile,8010,4789.000,70569
Mobile,7590,5189.000,70206
Tablet,5540,5532.000,69603
Mobile,13900,2092.000,68908
Mobile,9470,4762.500,68862
Tablet,5530,5559.000,68222
Desktop,8290,5881.000,68157
Tablet,5550,5596.000,68100
Desktop,8300,6170.000,68054
Tablet,5610,6041.000,67671
Desktop,8010,5673.000,67261
Mobile,7760,5174.000,66692
Desktop,8710,5561.000,66660
Mobile,7730,5144.000,66470
Tablet,5630,6217.000,66374
Tablet,5620,6098.500,66356
Desktop,8330,5641.000,66082
Tablet,6260,5478.500,65376
Desktop,8390,6003.000,65289
Tablet,6270,6188.000,64980
Mobile,7720,5256.000,64410
Tablet,5940,5626.000,64380
Tablet,5490,6095.000,64373
Tablet,5590,5832.500,64218
Tablet,5760,5137.000,64171
Mobile,8320,5096.000,64085
Tablet,5520,6007.500,63948
Tablet,5500,5871.500,63718
Tablet,5600,5874.000,63655
Tablet,5570,5669.500,63632
Tablet,6250,4731.000,63615
Mobile,9460,4838.500,63324
Tablet,5640,6034.000,63311
Desktop,8480,5229.000,63033
Mobile,9700,5112.000,63029
Tablet,5580,5766.000,62834
Tablet,5960,5889.500,62732
Tablet,5910,6975.000,62693
Tablet,6240,5228.000,62631
Tablet,5560,5888.000,62549
Tablet,5950,5664.000,62541
Desktop,8400,5941.000,62465
Tablet,6320,5715.500,62362
Tablet,5790,5497.000,62332
Tablet,6600,5452.000,62285
Tablet,5750,5228.000,62254
Tablet,5690,5963.000,62024
Tablet,6690,5392.000,61726
Desktop,8470,5213.000,61453
Tablet,130,2049.000,61357
Mobile,7710,5134.000,61307
Tablet,5660,5575.000,61300
Tablet,5680,5481.000,61260
Tablet,6230,6605.000,61259
Tablet,6700,4572.000,60771
Tablet,6330,5659.000,60745
Tablet,6680,5470.000,60131
Tablet,6370,5285.000,60111
Desktop,8410,5622.000,60106
Tablet,5770,5174.000,60039
Tablet,5700,6263.000,59728
Tablet,5920,6842.000,59725
Mobile,8020,4927.000,59652
Tablet,5670,5956.500,59634
Tablet,5930,6449.000,59583
Tablet,6560,6791.000,59579
Tablet,5780,5476.000,59337
Tablet,5650,5988.500,59212
Mobile,9720,5067.000,59173
Mobile,9380,4817.000,59122
Mobile,8300,4061.000,58734
Tablet,6280,6993.000,58649
Tablet,6310,5908.000,58559
Tablet,6660,6274.000,58511
Desktop,8420,5549.500,58326
Mobile,9800,5061.000,58259
Tablet,5800,5910.000,58111
Desktop,8460,5443.000,58087
Tablet,6360,5299.000,58048
Tablet,5740,5632.000,57938
Tablet,5730,6319.000,57777
Tablet,6650,6639.000,57558
Tablet,6590,5224.000,57224
Tablet,6490,5644.000,57221
Tablet,6380,6063.000,57109
Mobile,8050,4983.000,57026
Tablet,6220,7214.500,56936
Tablet,6550,6413.000,56811
Desktop,8490,5597.000,56808
Mobile,8250,4343.000,56660
Tablet,6350,5670.000,56562
Mobile,8670,10450.000,56434
Tablet,6340,6034.500,56282
Mobile,9520,4872.000,56179
Tablet,6210,7281.000,56151
Mobile,9770,4949.000,56009
Tablet,6460,5898.500,55830
Tablet,6570,6219.000,55795
Desktop,13880,1037.000,55619
Tablet,6580,5420.000,55346
Tablet,6480,5850.000,55327
Tablet,6450,5772.000,55191
Tablet,6610,6291.000,55119
Tablet,150,2317.000,54999
Tablet,140,2626.000,54992
Desktop,8450,5932.000,54979
Tablet,5710,6263.500,54892
Tablet,5860,5969.000,54705
Mobile,9730,4970.000,54632
Mobile,9620,4882.000,54554
Tablet,5980,6590.000,54335
Tablet,5900,6808.000,54315
Mobile,8220,4917.500,54220
Mobile,9280,4986.000,54198
Tablet,5810,6065.000,54113
Mobile,8260,4879.000,54103
Desktop,8430,5845.000,54039
Tablet,5890,6692.000,54037
Tablet,6470,6089.000,54035
Mobile,9420,5005.500,53958
Tablet,5720,6376.000,53951
Desktop,9000,5932.000,53928
Tablet,6300,6139.000,53882
Mobile,9540,4840.000,53817
Tablet,6000,7439.000,53606
Desktop,8500,5467.000,53474
Tablet,5840,6318.000,53461
Tablet,5970,6301.000,53455
Tablet,6200,6729.000,53384
Mobile,8600,4692.000,53325
Tablet,5990,6911.000,53160
Tablet,6540,6456.000,53119
Tablet,6290,6293.500,52744
Mobile,8460,4713.000,52258
Mobile,9790,5139.000,52201
Mobile,8140,4814.000,52166
Tablet,5880,6645.000,52056
Tablet,5820,6066.000,51957
Desktop,8440,5958.000,51476
Tablet,6510,4901.000,51428
Tablet,6670,5919.000,51382
Tablet,5830,6044.000,51325
Tablet,5870,6162.500,51310
Tablet,6640,6854.000,51160
Tablet,6390,6440.000,51135
Mobile,9660,5166.000,51065
Tablet,6500,5863.000,51049
Mobile,8470,4784.000,51046
Mobile,8710,3178.000,50931
Desktop,8770,5685.000,50911
Mobile,9760,5068.000,50867
Mobile,9820,5136.000,50746
Desktop,9010,6215.500,50736
Tablet,6530,5989.500,50500
Tablet,6430,6239.000,50361
Tablet,6440,5817.000,50341
Tablet,6410,7211.000,50162
Mobile,8030,4928.000,50121
Mobile,8040,4814.000,50094
Mobile,9680,5061.000,50043
Mobile,8060,5073.000,49989
Mobile,8270,4851.000,49916
Tablet,6750,6092.000,49906
Desktop,8990,5869.000,49758
Mobile,9370,4987.000,49659
Tablet,6420,6420.000,49550
Tablet,5850,6359.000,49491
Mobile,8210,4865.000,49430
Mobile,9600,4944.000,49220
Mobile,9330,4929.000,49117
Mobile,9850,5328.000,49106
Tablet,6010,7286.000,49011
Mobile,9590,5031.000,48917
Desktop,8730,6297.000,48916
Mobile,9580,5186.000,48875
Mobile,9610,4964.000,48874
Tablet,6620,6368.000,48747
Mobile,9430,4958.000,48707
Tablet,6190,6586.000,48529
Mobile,9350,4974.000,48517
Mobile,9640,5086.000,48516
Desktop,8720,6181.000,48479
Mobile,9440,5085.000,48459
Desktop,8960,6015.000,48438
Mobile,9320,5036.000,48318
Mobile,9530,5048.000,48316
Desktop,8740,5442.000,48304
Mobile,9810,4938.000,48222
Mobile,8480,4763.000,48183
Tablet,6630,6778.000,48165
Tablet,7370,6410.000,48098
Tablet,6030,6251.000,48020
Mobile,8070,4713.000,47941
Mobile,8120,4814.000,47891
Tablet,6710,4983.000,47890
Tablet,6520,5346.000,47744
Mobile,9310,4920.000,47689
Desktop,8950,5883.000,47511
Mobile,9190,4826.000,47497
Mobile,9740,5028.000,47463
Mobile,9510,4950.000,47277
Mobile,9410,5161.000,47231
Desktop,8930,6031.000,46984
Mobile,9630,4939.500,46838
Mobile,9780,5130.000,46705
Tablet,6720,5187.500,46678
Tablet,6800,4702.000,46664
Mobile,9390,4963.000,46545
Desktop,8820,5630.000,46475
Tablet,6400,6610.000,46465
Mobile,9840,5363.000,46461
Mobile,8330,5112.500,46460
Mobile,8240,4202.000,46453
Desktop,8580,5702.000,46265
Mobile,9300,4800.000,46240
Mobile,9490,5080.000,46171
Mobile,8230,4672.000,46163
Desktop,8510,6026.000,46121
Tablet,7360,6354.000,46095
Mobile,9650,5056.000,46070
Mobile,9830,5160.000,45862
Desktop,8900,6202.000,45852
Desktop,8780,5726.000,45814
Desktop,8970,5873.000,45766
Mobile,8110,4850.000,45557
Desktop,8520,6151.000,45528
Desktop,8680,6125.000,45511
Mobile,9570,5085.000,45488
Mobile,9860,5080.000,45481
Tablet,6740,5070.500,45390
Tablet,40,1993.500,45212
Mobile,9450,5063.000,45204
Mobile,8200,5003.000,45037
Desktop,8980,5959.000,45025
Mobile,8350,4870.000,44952
Mobile,8290,3973.500,44882
Desktop,8570,5528.000,44862
Mobile,9230,4871.000,44850
Mobile,9480,5084.000,44810
Desktop,8600,6091.000,44672
Mobile,9160,4680.000,44645
Tablet,6810,4447.000,44636
Desktop,9360,5486.000,44624
Mobile,9670,5054.000,44620
Mobile,9360,4965.000,44526
Mobile,8410,4611.000,44430
Tablet,6150,6966.000,44426
Desktop,8810,5898.000,44388
Desktop,8920,6036.000,44371
Mobile,9690,5308.500,44356
Desktop,8910,6288.000,44304
Mobile,9550,5073.000,44247
Desktop,8640,6139.000,44230
Desktop,8560,5726.000,44218
Tablet,6040,5952.000,44131
Mobile,8130,4725.000,44069
Mobile,9150,4666.000,44067
Tablet,6050,5689.000,44030
Desktop,8610,6031.000,44000
Desktop,8590,5859.000,43959
Desktop,8650,6153.000,43952
Tablet,7350,5234.000,43903
Desktop,8830,6012.000,43883
Desktop,8540,5898.000,43805
Desktop,8660,6172.000,43773
Desktop,8670,6281.000,43757
Mobile,9220,4907.000,43739
Desktop,8840,6140.000,43736
Desktop,8530,6113.000,43726
Mobile,9750,5245.000,43504
Desktop,8620,5958.000,43499
Mobile,9270,4990.000,43471
Desktop,8890,6089.000,43454
Mobile,8280,4511.000,43358
Tablet,7380,7065.000,43323
Desktop,8630,5845.000,43323
Desktop,9020,6105.000,43129
Mobile,8080,4855.000,43002
Tablet,6180,6362.500,42962
Mobile,9170,4854.000,42934
Desktop,8800,5755.000,42870
Desktop,8790,5845.000,42859
Mobile,9340,5122.000,42834
Mobile,8150,4575.000,42829
Desktop,8550,5776.000,42776
Tablet,6020,6546.000,42730
Mobile,9200,4941.000,42719
Mobile,8450,4238.000,42555
Mobile,9870,5071.000,42541
Mobile,9180,5031.000,42483
Mobile,9560,5088.000,42402
Mobile,8360,4697.000,42382
Tablet,6160,7105.000,42332
Desktop,8850,6102.000,42217
Tablet,6760,6817.000,42179
Mobile,9140,4687.000,42143
Mobile,9290,5021.500,42116
Mobile,9250,5062.000,42051
Desktop,8690,6116.000,42028
Tablet,6770,6581.000,41934
Desktop,8700,6230.000,41921
Mobile,8340,4703.000,41887
Mobile,9240,4980.000,41831
Desktop,8880,5988.000,41752
Tablet,6100,5346.000,41720
Tablet,6730,5205.000,41559
Desktop,8940,5809.000,41441
Mobile,9500,5045.000,41430
Tablet,6140,6717.000,41289
Mobile,9400,5074.000,41216
Mobile,8420,4715.000,41169
Tablet,7620,6482.000,41051
Mobile,9210,4933.000,41017
Tablet,6780,6300.000,40773
Mobile,8100,4969.500,40622
Tablet,6820,4750.500,40476
Mobile,8090,4788.000,40410
Mobile,9260,5080.000,40375
Desktop,8870,6161.000,40335
Mobile,9880,4969.000,40229
Mobile,8590,4309.500,40014
Tablet,6790,5479.000,39973
Tablet,6060,5781.000,39873
Mobile,8170,4467.000,39849
Mobile,9890,4963.000,39769
Desktop,8860,6224.000,39766
Tablet,6170,6267.000,39765
Tablet,7600,6123.000,39718
Mobile,8390,4426.000,39587
Tablet,7610,6147.000,39388
Mobile,8160,4600.000,39387
Tablet,7340,5157.000,39306
Tablet,6080,5710.000,39191
Tablet,7410,4965.000,39119
Mobile,8380,4463.000,39065
Mobile,8750,3891.000,39064
Mobile,8370,4705.000,38957
Desktop,9030,6270.000,38610
Mobile,8500,5198.000,38275
Tablet,7520,5875.000,38174
Tablet,7420,5347.000,38074
Desktop,9080,6096.000,38016
Desktop,13890,1144.000,37997
Tablet,7400,4955.000,37952
Tablet,6070,5606.000,37793
Tablet,7310,6905.000,37742
Mobile,8680,6718.000,37658
Mobile,8400,4444.000,37647
Tablet,6090,5708.000,37581
Mobile,9900,5046.000,37528
Mobile,8560,4423.000,37435
Tablet,6830,6003.500,37430
Desktop,9210,5783.000,37361
Mobile,8190,4786.000,37248
Mobile,8430,4605.000,37168
Desktop,9200,5725.000,37109
Tablet,7390,5889.000,37020
Desktop,9090,6097.000,36952
Mobile,8610,4699.000,36916
Tablet,7590,5543.000,36915
Mobile,13880,2161.000,36789
Desktop,9040,6367.000,36705
Tablet,7320,5838.000,36699
Mobile,9930,5075.000,36628
Mobile,9910,5070.000,36615
Tablet,6130,6757.000,36454
Tablet,7580,5685.000,36441
Tablet,7300,6718.000,36385
Tablet,6120,6017.000,36356
Mobile,8180,4803.000,36341
Mobile,8930,4513.000,36261
Mobile,8740,4056.000,36057
Tablet,6110,5854.500,36000
Tablet,7240,6054.000,35959
Desktop,9190,5718.000,35917
Mobile,8520,5404.500,35808
Mobile,8620,4464.500,35808
Desktop,9100,5987.000,35746
Desktop,9070,6104.000,35641
Tablet,7120,5880.000,35620
Tablet,7180,5160.000,35577
Mobile,8570,4759.000,35556
Tablet,7230,6131.000,35461
Tablet,7540,5999.500,35454
Mobile,9940,4975.000,35413
Tablet,7330,5702.000,35275
Desktop,9110,5950.000,35157
Desktop,9230,6062.500,35038
Desktop,9120,5966.000,34861
Tablet,6870,6102.000,34858
Tablet,7630,6717.000,34845
Mobile,9950,4968.500,34820
Mobile,9130,4633.000,34732
Tablet,7560,5813.000,34639
Mobile,8440,4353.500,34608
Tablet,7570,5489.500,34568
Desktop,9180,5702.000,34391
Mobile,8810,4884.000,34371
Desktop,9050,6176.000,34345
Mobile,10180,4573.000,34337
Mobile,8550,4107.000,34333
Desktop,9370,6195.000,34286
Mobile,8640,4649.000,34227
Tablet,6860,5483.000,34211
Tablet,7290,6434.000,34126
Tablet,100,2284.000,34122
Mobile,8530,4738.000,34092
Mobile,9100,5021.000,34054
Desktop,9130,5803.500,34022
Mobile,9920,4952.000,33983
Tablet,7170,5120.000,33774
Tablet,7130,5594.000,33769
Mobile,9110,5046.000,33697
Tablet,7190,6056.000,33551
Desktop,9220,5963.000,33490
Tablet,6880,5728.000,33465
Mobile,9970,4911.000,33461
Tablet,7220,6221.000,33453
Desktop,9350,6058.500,33428
Tablet,7550,6403.000,33351
Desktop,9240,5977.000,33325
Tablet,7530,6061.000,33319
Tablet,6850,5802.000,33305
Tablet,6920,6115.500,33296
Tablet,6890,5884.000,33289
Tablet,7510,6662.000,33242
Tablet,6910,6089.000,33149
Mobile,8580,4389.000,33058
Desktop,9060,6130.500,33042
Mobile,8910,4713.000,32917
Mobile,8920,4341.000,32912
Desktop,9160,5801.000,32875
Mobile,8490,5016.000,32865
Desktop,9150,5838.000,32853
Desktop,9380,6199.500,32778
Desktop,9140,5757.000,32739
Mobile,8630,4593.000,32732
Tablet,7040,4647.000,32706
Mobile,8950,4927.000,32701
Mobile,10030,5013.000,32676
Desktop,9260,5923.000,32663
Tablet,7150,6321.000,32592
Mobile,8960,4889.000,32532
Tablet,6930,6421.000,32495
Desktop,9170,5789.000,32336
Tablet,6900,5783.000,32211
Desktop,9410,6083.000,32167
Mobile,8780,4705.500,32128
Tablet,8200,6633.000,32114
Desktop,9250,5945.000,32012
Desktop,9270,5923.000,31970
Desktop,9390,6044.000,31892
Tablet,7430,5841.000,31835
Tablet,7110,5707.500,31788
Tablet,7210,6139.500,31780
Desktop,9300,6010.000,31776
Desktop,9430,6223.000,31765
Tablet,7800,7063.500,31708
Mobile,10020,4892.500,31702
Mobile,8970,4768.000,31694
Desktop,9330,6068.000,31688
Mobile,9120,4847.000,31672
Tablet,7250,6215.000,31643
Desktop,13940,1137.000,31622
Desktop,9290,5929.000,31589
Tablet,6840,6103.000,31568
Desktop,9400,6033.000,31539
Desktop,9340,6112.000,31497
Desktop,9440,6288.000,31474
Mobile,9960,4946.000,31388
Tablet,7280,5854.500,31338
Tablet,6980,6182.000,31289
Mobile,8510,5223.000,31287
Mobile,8900,4643.000,31227
Mobile,10100,4999.500,31212
Tablet,7270,5917.000,31079
Desktop,9450,6258.000,31077
Tablet,7030,5043.000,31062
Desktop,9280,5966.000,31051
Tablet,7000,6476.000,31033
Tablet,7070,5703.000,31027
Tablet,7460,5897.000,30941
Tablet,7060,5243.500,30926
Desktop,9420,6068.000,30911
Tablet,7140,6048.000,30875
Tablet,7640,6023.000,30820
Tablet,7050,5093.000,30796
Desktop,9550,6199.500,30742
Desktop,9540,6325.000,30647
Tablet,6960,5739.000,30581
Desktop,9310,6162.000,30554
Tablet,7260,5608.000,30544
Tablet,7500,6711.500,30362
Desktop,9320,6087.000,30335
Mobile,8540,4438.000,30324
Mobile,10110,4927.000,30229
Tablet,7160,6027.000,30150
Mobile,8940,4494.000,30148
Tablet,7020,5661.000,30115
Desktop,9460,6152.000,30103
Mobile,8650,4719.000,30039
Desktop,9520,6295.000,30026
Tablet,6990,6452.000,29943
Desktop,9470,6075.000,29848
Tablet,7100,5470.000,29595
Mobile,8700,4468.000,29570
Mobile,10000,5075.000,29532
Tablet,7440,6292.500,29526
Tablet,7200,6407.500,29514
Desktop,9500,6190.000,29469
Tablet,6970,5988.000,29367
Desktop,9620,6288.000,29119
Desktop,9510,6288.000,29098
Desktop,9530,6284.500,29090
Desktop,9560,6092.000,29083
Tablet,7480,6390.000,29047
Desktop,9650,6069.000,28981
Tablet,6940,6223.000,28952
Tablet,6950,5799.000,28908
Mobile,10010,5072.000,28768
Desktop,9630,6241.000,28760
Tablet,7470,6126.000,28739
Mobile,9980,4945.000,28626
Desktop,9580,6119.000,28579
Tablet,7910,7850.000,28535
Tablet,7490,6636.000,28516
Tablet,7790,6295.500,28512
Desktop,9490,6191.500,28442
Desktop,9480,6162.500,28366
Tablet,7660,4121.500,28218
Desktop,9570,6026.000,28137
Tablet,7940,4343.000,28077
Mobile,9090,5096.000,27832
Mobile,9050,4580.000,27816
Tablet,8240,5639.000,27677
Mobile,9990,5070.000,27676
Desktop,9590,6241.500,27638
Mobile,8690,4504.000,27607
Mobile,10080,5212.000,27597
Desktop,9920,6671.500,27546
Mobile,10140,4966.000,27475
Tablet,7780,7361.000,27405
Desktop,9910,6450.500,27372
Mobile,8660,4805.000,27350
Desktop,9640,6295.000,27254
Mobile,8720,4576.000,27127
Tablet,8190,6623.000,27093
Tablet,7450,6127.000,27013
Mobile,10120,5063.500,26996
Tablet,7810,5483.000,26933
Tablet,7830,4944.000,26925
Tablet,7010,6345.000,26881
Mobile,9040,4612.000,26875
Tablet,7670,4682.000,26831
Desktop,9600,6101.000,26769
Mobile,10130,5179.000,26720
Desktop,9930,6789.000,26685
Mobile,8800,4945.000,26541
Mobile,9070,4815.000,26463
Tablet,7930,4518.000,26399
Tablet,7080,6307.000,26381
Desktop,9750,6192.500,26356
Tablet,8230,5710.000,26349
Mobile,10040,5020.000,26324
Tablet,8210,5985.500,26290
Desktop,9770,6247.000,26265
Desktop,9900,6294.500,26192
Mobile,10220,4682.000,26183
Mobile,8980,4959.000,26152
Desktop,9730,5870.000,26137
Desktop,9610,6277.000,26136
Mobile,10250,4746.500,26132
Mobile,10150,5126.500,26082
Tablet,7770,7806.000,26042
Tablet,7820,5408.500,26040
Desktop,9670,6295.500,25982
Mobile,11190,5623.000,25857
Desktop,9680,6144.000,25854
Desktop,9740,6047.000,25733
Tablet,7920,6416.000,25720
Desktop,9710,5939.000,25680
Mobile,9080,4955.000,25601
Mobile,8820,5072.000,25547
Desktop,9660,6210.000,25535
Tablet,7650,4983.500,25500
Mobile,10050,4954.000,25472
Desktop,9760,6066.000,25469
Mobile,10090,5305.000,25416
Mobile,8880,4957.000,25160
Mobile,10070,5025.000,25133
Desktop,9720,6056.000,24938
Tablet,7090,5992.500,24930
Mobile,10210,4785.000,24908
Mobile,8730,4733.000,24850
Mobile,11170,5552.000,24845
Tablet,7900,7204.000,24799
Mobile,11020,5686.000,24788
Desktop,9690,6149.500,24752
Mobile,8840,4938.000,24744
Mobile,10160,4942.000,24733
Mobile,8890,4919.000,24652
Tablet,8220,6034.000,24641
Desktop,9940,6632.000,24539
Tablet,7840,5992.500,24522
Mobile,10970,5101.000,24459
Mobile,8770,4381.000,24399
Mobile,9000,4962.000,24370
Mobile,9060,4813.000,24370
Tablet,7680,5453.500,24358
Mobile,8990,4900.000,24166
Mobile,10260,4877.000,24142
Desktop,9780,6178.000,24128
Mobile,8870,4886.500,24122
Desktop,9840,6487.000,24090
Mobile,10980,5344.000,24090
Desktop,9790,6195.500,24088
Desktop,9890,6211.000,24085
Tablet,8260,6160.000,24044
Desktop,9700,6135.000,23999
Mobile,11010,5703.000,23985
Tablet,8250,5475.000,23982
Desktop,9830,6361.000,23908
Mobile,10190,4773.000,23777
Mobile,10230,4918.000,23708
Tablet,7890,7414.000,23664
Tablet,8760,2805.000,23649
Mobile,8860,4829.000,23642
Desktop,9850,6556.000,23578
Mobile,8830,4953.000,23522
Mobile,10200,4611.000,23504
Desktop,9800,6243.000,23409
Mobile,10170,4782.000,23387
Desktop,9950,6661.500,23378
Tablet,7960,4695.000,23204
Mobile,8850,4935.000,23190
Mobile,10240,4674.000,23129
Tablet,7950,4616.000,23121
Desktop,9960,6654.500,23082
Mobile,10060,5040.000,23065
Mobile,9010,4996.000,22923
Mobile,11060,5425.000,22921
Tablet,8120,6742.000,22787
Mobile,10990,5684.000,22787
Mobile,11000,5703.000,22779
Desktop,9860,6471.500,22764
Mobile,11040,5477.000,22705
Mobile,11030,5794.000,22439
Mobile,11070,5422.000,22429
Mobile,13890,2321.000,22408
Tablet,7690,6615.000,22389
Mobile,11590,4702.000,22294
Desktop,9880,6214.000,22279
Mobile,10270,4860.000,22212
Desktop,9810,6262.500,22146
Mobile,9030,4754.000,22117
Desktop,9870,6272.000,22088
Desktop,9970,6562.000,22077
Mobile,10340,4765.500,21978
Tablet,7760,7309.000,21961
Tablet,7730,5704.000,21917
Desktop,9820,6257.000,21766
Mobile,9020,4825.000,21681
Desktop,10110,6411.000,21661
Mobile,11050,5421.000,21649
Desktop,10120,6363.000,21591
Mobile,10350,5155.500,21554
Mobile,10370,4714.000,21414
Tablet,7850,6322.000,21330
Tablet,7720,5413.000,21320
Tablet,7750,7229.000,21314
Desktop,10070,6315.000,21234
Desktop,9990,6545.000,21166
Tablet,7740,6071.000,21163
Tablet,8180,6567.000,21127
Desktop,9980,6516.500,21112
Tablet,8160,6246.000,21093
Mobile,8790,4587.500,21060
Tablet,8140,6012.500,21050
Desktop,10100,6613.500,21020
Desktop,10090,6571.000,20992
Desktop,10080,6305.000,20965
Mobile,10280,4983.000,20941
Mobile,11180,5457.500,20876
Tablet,8130,6292.000,20842
Tablet,8320,6589.000,20798
Mobile,10950,5453.000,20729
Mobile,10360,4731.500,20652
Mobile,10320,4998.000,20621
Desktop,10030,6454.000,20524
Mobile,10960,5473.000,20504
Tablet,8850,6973.500,20480
Mobile,10380,4692.000,20475
Desktop,10020,6427.500,20364
Tablet,8170,7425.500,20336
Tablet,7860,6819.500,20262
Desktop,10060,6472.000,20223
Desktop,10160,6549.000,20186
Mobile,11160,5775.500,20168
Desktop,10050,6541.500,20080
Desktop,10000,6590.000,20071
Desktop,10040,6578.000,20050
Desktop,10010,6558.000,20038
Mobile,10290,4952.000,19996
Mobile,13940,2286.000,19957
Tablet,8110,6631.000,19944
Mobile,10310,4958.000,19855
Mobile,14410,6270.000,19829
Desktop,13910,1121.000,19829
Tablet,8360,5004.500,19730
Tablet,8270,5073.000,19719
Mobile,11080,5551.500,19714
Tablet,7880,6911.000,19707
Desktop,13930,1140.000,19655
Tablet,7700,6958.500,19650
Mobile,10330,4990.000,19619
Mobile,11570,5650.000,19428
Mobile,11650,6185.000,19377
Tablet,8280,4928.000,19353
Mobile,10940,5543.000,19330
Tablet,8840,4598.500,19280
Mobile,10300,5031.000,19269
Desktop,10150,6572.000,19262
Mobile,11510,4969.000,19181
Tablet,8070,5594.000,19162
