TTI,IMAGES,FREQ
4763,70.148123,48453
4864,71.299870,48451
4833,71.081045,48442
4725,70.146134,48442
4821,70.562490,48440
4812,70.185945,48439
4851,71.445052,48437
4871,71.426757,48428
2299,58.135281,48425
2290,58.291438,48422
4901,71.342661,48421
4820,70.704162,48415
2292,59.060520,48414
4848,71.200591,48407
4792,70.232646,48404
4791,70.262830,48404
4815,71.337776,48399
4770,70.159231,48395
4786,71.034322,48394
4804,70.771403,48382
4779,70.250656,48381
2274,57.510357,48374
2286,58.608220,48369
4830,71.909952,48363
4827,70.783508,48362
4862,71.061734,48353
4893,73.142370,48353
2295,59.166898,48353
4838,70.348355,48353
4826,71.074249,48351
4803,70.979812,48346
4822,70.768591,48343
2278,57.449039,48341
2293,59.338705,48337
4808,71.330271,48336
2272,57.445412,48335
4900,71.329270,48316
4839,71.406408,48316
4859,71.133023,48315
4749,70.464997,48310
4844,71.121261,48309
4787,71.123215,48306
2283,57.798050,48304
4866,70.500424,48293
2270,57.057551,48288
4854,71.047135,48287
4889,70.722663,48277
4762,69.931310,48275
4888,69.943778,48273
4897,70.688422,48264
4813,70.670686,48264
4772,70.367031,48252
4796,69.731943,48251
4807,70.247446,48249
4858,71.616818,48246
4875,71.105054,48242
4789,70.259540,48216
4855,69.914020,48209
4806,70.679597,48208
4869,71.690591,48208
4857,71.928970,48205
2273,58.206846,48205
2289,58.484898,48204
2281,57.611194,48204
4876,70.135115,48196
4790,70.784480,48195
4883,71.288235,48176
4852,71.437965,48166
2276,58.182817,48152
4890,71.588814,48151
4870,71.120020,48142
4899,71.139180,48132
4788,70.169569,48128
4793,69.844240,48119
4885,71.897471,48113
2268,57.148862,48105
4878,71.191219,48102
4818,71.150357,48099
4874,71.803772,48097
4861,70.758937,48087
2252,57.062575,48086
4872,71.237829,48085
4881,71.317257,48084
4898,71.884722,48075
4843,71.314334,48073
4879,70.990804,48063
2279,58.073878,48052
4840,70.620203,48052
4823,70.903417,48052
4892,70.932015,48040
4880,71.551470,48028
2269,57.066569,48025
2260,57.733875,48015
2256,57.740855,48004
2248,57.242172,47999
2266,58.261293,47996
2271,59.045299,47992
2251,56.410765,47991
4809,69.875699,47956
2262,57.501543,47954
4842,71.407641,47954
4903,70.854685,47944
4896,70.601235,47938
2265,57.242661,47931
2261,57.470760,47931
2275,58.362955,47926
4891,70.959041,47926
4877,71.091958,47924
4904,70.504289,47909
4873,69.894725,47903
2277,58.267601,47896
2249,57.496888,47880
4856,70.542963,47867
2267,57.794159,47867
4902,70.853423,47852
4895,70.407018,47848
4887,72.084580,47848
4915,70.884792,47818
2258,57.642738,47808
4911,70.464870,47794
2264,57.545850,47786
4894,72.143820,47782
2250,56.532911,47781
2242,56.522123,47778
2236,56.717106,47767
2234,56.725725,47766
4908,71.303879,47746
2243,57.038543,47739
4918,70.055190,47726
2255,57.150675,47712
2263,58.214428,47699
4863,71.221370,47694
4910,71.226274,47690
2244,57.379798,47678
4916,70.712503,47677
2254,57.639329,47675
2246,57.271717,47671
2139,58.810456,47646
4917,71.031383,47637
4913,71.164676,47633
4914,71.144813,47613
2253,56.850355,47606
2237,57.648985,47602
2233,57.513354,47589
4929,71.340703,47584
2247,56.906105,47564
4919,70.517535,47533
2257,58.268532,47525
4930,71.585403,47516
4951,69.978636,47510
2224,56.428108,47509
2245,57.800029,47487
4909,71.282939,47466
4981,69.870803,47447
2235,57.294195,47438
2239,57.661184,47418
4933,71.545700,47418
4912,71.701286,47373
2225,56.734572,47365
2229,56.527248,47361
4934,70.710423,47338
2230,55.776836,47333
4905,70.758468,47327
2108,59.495225,47326
4906,70.216372,47326
2220,56.385487,47322
4920,70.972570,47320
2232,56.254275,47315
4907,70.781904,47314
2216,55.459895,47313
4931,70.708096,47310
2241,57.037650,47304
2223,56.714032,47292
2203,55.931836,47283
4938,70.674473,47271
4937,71.246530,47264
2218,56.600415,47254
2226,56.365382,47241
2211,56.849928,47224
2240,57.525175,47209
4922,70.520125,47206
4935,70.223451,47205
4926,70.291873,47202
2228,55.604487,47202
4923,70.361311,47192
4953,70.426891,47190
2199,54.816334,47189
2212,55.836869,47189
4921,70.688615,47186
4928,70.465389,47182
4945,70.662195,47181
2214,56.271755,47149
4959,71.313041,47144
2213,55.672395,47136
2238,57.770770,47123
5016,70.032301,47120
4944,71.076296,47119
4949,70.277957,47108
4964,70.527854,47102
4966,70.434595,47099
4932,71.671064,47079
2222,56.830189,47070
2202,56.186164,47066
2198,55.797947,47062
4973,70.610348,47060
4965,70.489141,47056
4948,70.320516,47046
2210,56.341377,47033
4983,70.537114,47031
5002,70.618334,47028
2215,56.419339,47024
2221,57.134870,47023
2231,56.089768,47021
2201,55.562407,47014
4962,70.738869,47007
4976,71.335532,47006
4958,70.800745,47000
4942,70.418303,46997
4941,71.144651,46982
2209,56.719534,46979
4952,71.423187,46965
2206,56.288093,46964
2227,57.419351,46963
4967,70.514908,46956
4925,70.420743,46955
4999,71.274088,46952
4950,71.313095,46941
4963,69.656198,46934
4956,70.774104,46933
4960,69.773273,46933
5000,71.116519,46928
4974,70.546020,46914
4939,70.380625,46907
2197,55.570271,46904
4943,71.163955,46903
4985,70.109803,46902
5010,71.301684,46900
4969,70.483644,46894
4924,70.193385,46891
4979,69.901147,46888
4955,70.214284,46877
2200,56.045677,46873
2217,55.943392,46866
5244,77.577410,46861
4947,70.344494,46860
4990,70.253175,46853
4995,71.093228,46853
4946,69.937461,46835
4927,70.330357,46819
2205,56.434363,46818
4988,70.496775,46816
4980,69.645087,46803
4972,69.784995,46799
4996,71.340835,46791
2196,55.445311,46783
5003,70.519197,46778
4987,71.410893,46764
4940,70.134169,46762
2204,55.807438,46759
4936,70.657834,46758
5018,70.493818,46746
5001,69.602790,46746
5005,70.704925,46744
2186,55.100464,46743
4968,72.222303,46729
4977,70.555957,46723
5013,69.778684,46716
5014,70.736425,46704
4971,70.891278,46697
4970,71.648384,46693
2208,56.248089,46693
5020,70.592726,46686
2189,55.157484,46684
5024,69.973135,46678
4994,71.525067,46674
5021,70.622579,46672
4992,70.872616,46662
5004,70.811898,46645
5015,71.263990,46642
2191,56.647544,46630
5029,70.594866,46629
2187,56.167321,46629
5048,71.819307,46615
4957,70.942996,46611
5050,70.914077,46600
2182,54.265977,46598
2219,56.927624,46576
4954,70.997423,46574
4982,71.497123,46574
4986,71.662845,46572
4975,70.580834,46571
2177,54.701570,46557
4984,70.833505,46554
5051,70.722284,46544
2170,55.244118,46543
5006,70.575198,46537
5012,70.754142,46535
5066,71.190742,46534
2183,54.327352,46531
5046,70.196892,46528
2184,54.922743,46520
4991,70.975104,46514
5047,71.140326,46513
5034,71.029541,46511
4998,70.643015,46509
5058,71.777599,46506
5011,70.610649,46503
5035,71.334588,46502
2207,55.981247,46499
5054,71.226273,46497
2069,49.721565,46492
5017,70.945386,46490
4993,70.298009,46455
5009,70.470443,46452
2190,55.008418,46448
2185,55.533072,46444
5040,70.507859,46444
4997,70.538145,46441
2162,54.714446,46436
4978,70.633374,46426
5049,71.517814,46424
4961,70.685699,46395
5025,71.672266,46376
5026,71.496215,46373
5007,71.041491,46371
5041,70.614918,46359
2181,55.619768,46348
5052,70.505470,46341
5791,68.635534,46339
5008,70.038848,46335
5044,70.375070,46322
5031,70.854367,46315
2180,54.304887,46309
2195,56.167174,46299
5092,70.763661,46298
2188,56.629683,46282
5070,70.866321,46275
2193,55.834367,46271
5072,70.466439,46259
5100,71.319416,46250
5065,71.064280,46235
4989,69.444315,46233
5071,71.325073,46202
2179,55.361767,46201
2172,55.743220,46199
5038,71.075741,46197
5117,71.198714,46197
5022,70.423067,46196
5033,70.990840,46181
2192,55.578123,46177
5037,70.006973,46175
2175,55.301208,46174
2178,54.896479,46174
5081,71.252967,46172
5028,71.445097,46163
2155,54.994649,46161
5109,71.397734,46154
5060,71.066194,46152
5019,70.578844,46142
5083,70.607679,46128
5062,70.041760,46121
5077,71.200963,46118
5098,70.606051,46110
5059,70.629045,46108
2165,54.815673,46092
2163,54.048036,46090
5103,70.010545,46090
5080,70.989238,46090
2171,54.698208,46088
5068,70.244976,46082
5069,71.062499,46081
2166,54.787396,46081
2168,53.872759,46078
5111,69.862864,46071
5076,70.911668,46065
5099,70.709448,46064
5032,70.747574,46061
5057,70.894115,46050
2169,54.476345,46036
5023,71.203620,46027
2167,54.444879,46026
5045,71.629655,46022
5056,71.144487,46018
5042,72.222679,46017
2149,54.087600,46016
5053,71.726965,46016
5102,71.118768,46014
5073,71.255770,46010
5036,70.796730,45993
5030,71.208332,45989
5082,70.401405,45986
2194,55.800835,45982
5027,70.935931,45982
5039,70.987516,45979
5133,71.171191,45978
2150,54.177169,45956
5134,70.091940,45954
5136,70.656940,45954
5096,71.352457,45946
2147,54.836935,45945
5168,74.158818,45933
2164,55.125656,45927
5075,71.302384,45925
2158,55.122515,45921
5085,70.251535,45914
2161,55.005794,45912
2159,54.768795,45903
2157,55.609559,45902
5088,71.262587,45901
5119,70.621988,45898
5091,71.509512,45887
2152,54.012032,45877
5129,71.137803,45877
5087,70.958188,45872
5078,70.799795,45868
5090,71.425605,45850
5043,70.859611,45844
5063,70.551745,45840
2137,53.881520,45839
5074,71.697487,45836
5106,71.273945,45834
5086,70.811023,45831
5116,70.381040,45822
5055,71.542002,45819
5097,70.238394,45815
5067,71.866252,45765
5094,71.166812,45764
5122,71.729098,45762
5064,71.381788,45761
5061,71.710748,45756
2133,53.960068,45753
5149,71.195812,45748
5079,71.351405,45745
5127,72.050379,45733
2134,53.508256,45725
5115,71.208334,45715
5110,70.751805,45714
2140,53.718745,45713
5084,71.370944,45705
2174,55.286033,45701
5132,71.426339,45696
5118,70.238744,45685
2145,54.088063,45683
5104,71.053413,45682
5108,72.249491,45677
2142,52.937882,45671
5101,70.911464,45654
2116,53.849510,45651
5135,70.373973,45645
5150,71.630028,45644
5157,72.398777,45642
5140,70.354456,45639
5093,71.329396,45626
2153,53.590694,45626
5208,70.651191,45621
5107,70.144201,45610
5105,70.569111,45608
5154,70.671534,45606
2156,54.845496,45591
5155,70.479061,45585
5131,70.611851,45583
5148,71.523905,45577
5121,71.760005,45576
5123,71.455525,45576
5120,71.540715,45573
5089,71.338133,45562
5130,70.382498,45561
5112,70.438427,45556
2148,54.250390,45541
5146,70.679470,45534
5153,70.695673,45530
5125,71.418933,45530
2154,54.860751,45530
2118,53.005559,45514
2132,53.553966,45510
5166,71.605814,45509
2146,53.992151,45485
5200,71.501539,45484
5164,71.742275,45471
2130,53.982866,45465
5124,71.294391,45460
2151,55.189615,45450
2138,53.566986,45435
5114,70.422534,45433
5113,71.328190,45431
2160,54.861501,45430
5145,72.325085,45425
5095,70.855042,45420
5143,70.869170,45410
2131,53.736565,45404
5142,71.011519,45402
5163,71.207459,45397
5184,70.705243,45373
2141,54.111238,45371
5160,71.345537,45370
5151,72.064079,45366
2135,54.996979,45351
2120,53.017024,45348
5161,71.357937,45346
5126,71.559469,45343
5170,70.549074,45340
5144,71.170836,45336
5128,71.336282,45334
5175,71.456918,45332
5162,70.485661,45332
5190,71.923223,45313
5167,71.767209,45311
5192,70.978261,45311
2127,53.409187,45302
5230,71.653965,45296
5178,70.834500,45293
2128,54.001325,45287
2144,54.531843,45269
5183,72.139739,45263
5139,71.547602,45261
5138,70.676057,45261
5216,71.086040,45235
2173,54.880715,45228
2136,53.682513,45227
2143,54.584111,45226
5191,72.240017,45226
5147,71.542614,45220
5185,70.474429,45208
5159,71.973058,45208
5141,71.603818,45204
5177,71.153761,45200
5137,71.512767,45194
5199,70.779506,45194
5174,70.832511,45191
5152,70.783507,45184
5172,72.030787,45181
2126,53.094167,45175
2129,53.933457,45174
5202,71.039122,45166
2124,54.215629,45147
2109,52.667383,45142
5188,71.411621,45141
5165,71.228659,45124
5182,71.214357,45121
5213,71.474369,45121
2119,53.373526,45116
5169,70.800204,45096
5181,71.383907,45063
5189,70.702310,45057
2113,53.747353,45047
5198,71.579291,45043
5217,71.207337,45033
5201,71.058166,45026
5224,70.731959,45023
5219,70.452136,45013
2100,52.758013,44990
5225,70.974772,44989
5187,70.438128,44980
5203,71.573160,44977
5233,71.715880,44974
2121,53.880973,44973
5205,70.806764,44971
5176,71.221300,44957
2115,53.671294,44955
5179,71.219268,44945
5171,70.503828,44936
5218,71.245370,44924
5214,70.644114,44902
5156,70.840836,44897
2090,52.027843,44894
5204,70.875434,44892
5220,72.008488,44889
5228,72.010160,44882
5194,71.488690,44873
5186,72.101736,44861
2107,52.758276,44861
5211,71.464382,44851
5193,71.231956,44849
5279,73.365895,44838
5222,71.239300,44835
5251,71.731006,44830
5197,70.967227,44824
2123,53.468353,44823
2104,53.009528,44817
5234,70.717451,44817
2098,53.169475,44803
2092,53.092911,44785
5227,71.916747,44779
2117,53.554109,44771
5256,71.370689,44768
1999,47.584404,44767
5226,71.177220,44758
2101,52.630158,44757
2125,53.783662,44754
5196,70.674480,44750
5173,71.496860,44743
5235,71.160904,44741
5232,71.484912,44738
5284,71.870459,44735
2095,52.786990,44735
5231,71.738653,44726
5238,70.701266,44722
5195,71.047386,44718
2099,52.650006,44715
5242,71.203502,44712
2103,52.824971,44707
2110,52.991969,44703
2111,53.779600,44696
2112,53.208749,44690
2102,53.354867,44690
5243,70.909060,44689
5206,71.095645,44686
5158,70.899875,44684
2122,53.271622,44676
5223,72.464750,44652
5262,71.552173,44640
5281,70.859962,44638
5239,71.248342,44636
5250,71.352303,44632
2105,53.492516,44630
5255,71.150508,44629
5207,72.387492,44628
5180,71.653192,44627
5247,70.587898,44620
5210,72.471869,44612
5209,72.048229,44600
5249,71.027377,44599
5236,70.951183,44595
2094,52.894936,44592
5229,71.388757,44578
5221,71.893054,44574
5265,70.924638,44558
5215,71.146391,44552
5212,70.605805,44544
5286,71.398020,44543
2083,52.928358,44541
5270,71.176583,44540
5263,71.118327,44529
5245,72.145706,44528
5294,71.405072,44518
2087,52.713021,44512
5253,70.953697,44511
2096,52.333730,44506
2079,51.820676,44495
5304,70.714934,44481
2085,51.697518,44472
5248,72.442785,44464
2088,51.956119,44461
2093,53.134397,44458
2086,52.891797,44435
5280,70.820128,44426
5299,72.238643,44422
5266,72.268572,44409
5264,72.251588,44402
5267,71.998311,44401
2097,52.438391,44401
5254,71.318000,44390
5302,70.642125,44387
5261,71.502051,44378
2106,52.326438,44376
2089,52.526396,44362
5282,71.530701,44347
5259,71.189811,44344
2080,52.720263,44331
5289,71.199192,44324
2082,52.539519,44321
2074,51.364262,44317
2071,51.468293,44312
5269,71.290347,44309
2062,52.661069,44304
5316,71.704663,44302
5309,71.395160,44296
2091,52.433309,44294
2081,50.919267,44294
5268,70.809465,44291
2078,52.444668,44287
5283,71.087738,44268
5252,71.896648,44266
5237,71.210651,44258
5241,71.947783,44258
2084,52.945881,44254
5246,71.451913,44232
5278,71.207999,44231
5292,72.040901,44229
5315,72.143028,44229
5272,70.989418,44225
5293,70.817980,44215
5298,71.494332,44199
5257,71.181863,44198
2060,51.234840,44196
5314,71.977640,44187
5317,71.112336,44180
5258,71.556212,44154
2075,52.769353,44154
5274,72.087793,44138
5277,71.688320,44135
5240,71.091840,44131
5295,72.027374,44129
5291,71.462933,44123
5333,71.569431,44123
5276,71.669137,44121
5312,71.064726,44109
5326,70.963454,44109
5285,70.837845,44106
2077,51.777707,44104
2067,52.333364,44102
5318,71.863884,44102
5260,71.488581,44093
5288,71.862764,44092
5303,70.104086,44079
5334,71.572012,44076
5308,72.226931,44075
5332,71.249013,44074
2068,51.803526,44072
5337,70.797658,44069
5324,72.140893,44069
5297,71.968009,44044
5300,71.173425,44042
5307,72.099752,44029
5301,72.303060,44021
5358,71.730360,44018
2064,51.815785,43992
5306,72.004842,43989
5296,72.246084,43981
5330,71.871831,43981
5339,70.697398,43962
5349,71.957644,43961
5364,71.670542,43951
5311,71.944616,43948
5327,71.965342,43944
5335,70.202786,43938
5346,72.490894,43928
2070,52.615805,43923
5273,71.159032,43922
5275,70.413831,43902
5322,71.300540,43891
5366,71.920502,43888
5352,71.461572,43887
2076,52.119560,43886
5362,71.429737,43878
2054,51.690072,43878
5350,71.356242,43869
5331,71.111073,43863
5320,71.631370,43857
5287,71.212478,43854
2065,51.366620,43852
2049,50.752839,43850
5271,72.751192,43845
5356,72.924619,43844
5290,72.233533,43831
5342,70.968488,43825
2073,52.350556,43819
5383,72.496724,43809
2072,52.838983,43809
5313,71.257899,43804
5336,72.016232,43802
2063,52.438385,43788
5354,71.933058,43784
5328,71.829865,43783
5343,71.495203,43774
2052,51.750000,43772
5323,71.238270,43757
5321,71.568136,43736
5370,71.583196,43728
5365,72.354361,43721
2066,51.177004,43711
5398,73.321460,43710
5381,71.992173,43697
2056,51.528542,43690
2048,51.187876,43683
2044,50.886741,43661
5325,71.875782,43657
2061,51.473050,43655
5382,71.211662,43645
5410,71.805092,43636
5379,72.189301,43629
5340,72.058770,43628
5329,72.406684,43626
5373,71.249318,43615
2041,51.940015,43611
5338,71.047540,43605
2053,51.587781,43603
5360,70.754788,43599
5355,71.761455,43585
5424,72.004293,43564
5305,72.379588,43563
2055,51.318779,43560
2046,50.387575,43558
5351,71.373889,43553
5348,71.601998,43545
2051,51.621669,43536
5404,71.266573,43534
5363,71.070269,43533
5369,71.557192,43529
5368,72.047831,43528
5380,72.022264,43524
5367,71.987038,43513
2057,51.351816,43500
5385,71.393521,43492
2050,51.205753,43489
2038,51.088532,43487
5400,72.879504,43487
2037,51.741496,43477
2035,50.834169,43466
5353,71.043988,43466
5372,71.352055,43462
5344,70.718782,43461
5384,71.730955,43450
5345,72.007941,43445
5395,71.339710,43437
5394,71.734868,43435
5378,71.936475,43432
5347,70.986300,43432
5310,71.675394,43428
5399,71.515580,43421
5415,72.196707,43420
5405,71.017437,43414
5390,71.080671,43411
2039,51.589489,43402
2032,50.918679,43396
5377,71.560713,43393
5361,71.618225,43392
5393,71.878987,43392
2059,51.604711,43386
5448,72.169663,43380
5389,72.014454,43379
2045,51.463494,43377
2042,51.016416,43372
5426,71.150724,43364
5396,71.172986,43356
5412,70.624648,43354
5403,71.732354,43352
2043,51.594445,43348
2034,51.291532,43340
5386,71.108631,43330
5407,71.766548,43328
5449,72.440280,43327
2058,52.182211,43318
5401,71.345761,43316
5371,71.109941,43314
5388,71.938939,43301
5409,71.067651,43296
5414,71.913770,43291
5359,73.256722,43288
5451,72.374604,43283
5429,70.916917,43282
5375,72.223026,43273
5397,70.551470,43268
5431,71.836508,43262
5402,72.012229,43259
1676,37.812931,43246
5467,71.074701,43239
5341,71.810265,43234
5387,71.957402,43218
2028,50.285883,43210
5433,71.723262,43207
5445,71.745116,43204
2030,50.595565,43201
2025,50.166231,43199
5408,72.093567,43199
5391,71.125663,43195
5357,72.725488,43193
5430,71.113509,43186
2040,50.895789,43172
2027,51.065073,43167
5435,70.217773,43155
5436,71.164639,43155
2036,50.926193,43153
5432,71.478888,43150
2020,50.385307,43150
5428,72.532006,43148
5413,71.011503,43120
5462,72.309217,43096
5450,72.577979,43095
5376,71.797265,43071
5442,72.287772,43041
5422,70.706117,43041
5374,72.153834,43040
2021,50.654776,43030
2031,50.783279,43023
5454,71.918329,43014
5452,71.499779,43013
5490,71.424738,43010
5420,71.346106,43007
5411,71.323527,42998
5456,71.633995,42994
2023,50.812686,42992
5481,72.235521,42960
5473,70.957634,42959
5416,72.053568,42955
1998,48.983096,42948
5446,72.067593,42948
5392,71.801397,42945
2016,50.536129,42943
5466,72.373163,42941
5516,71.398053,42939
2022,50.442884,42939
5455,72.270530,42938
5494,71.006266,42933
5418,71.175214,42919
2026,50.987208,42918
5406,71.566921,42916
5447,71.469550,42907
5464,71.522298,42897
5474,71.610141,42895
5437,71.732183,42895
5460,71.821889,42889
5444,71.306729,42888
5419,71.364372,42882
5423,72.815565,42877
5482,71.079215,42858
5441,71.676290,42847
5498,72.401391,42846
5438,71.096244,42839
5417,71.760570,42835
2033,50.465488,42826
2012,50.210027,42823
2015,50.519083,42814
2018,50.653905,42812
5483,73.052977,42811
5457,72.079541,42808
5491,73.447754,42807
5479,70.977479,42804
5425,71.835919,42796
5486,71.549461,42791
5489,72.010563,42791
2013,50.312954,42773
2000,50.033575,42770
5427,70.815167,42763
5500,72.364638,42763
5471,71.397384,42732
5480,71.279646,42729
5499,72.345816,42725
5465,72.032511,42724
5421,71.811624,42723
5472,72.184596,42715
5434,72.761333,42708
2007,50.275427,42701
5440,70.765176,42700
2008,49.732728,42698
5485,72.369273,42692
2017,50.916633,42691
5506,72.300874,42689
5497,72.035607,42688
2002,49.666464,42685
5531,72.465731,42677
5468,71.509021,42676
5513,72.138408,42671
5476,70.539044,42670
5496,71.727652,42666
5439,72.056450,42657
1997,49.899834,42649
5484,71.080502,42645
5505,71.113360,42643
5492,71.291031,42638
5503,71.741561,42629
2029,51.261898,42612
5458,72.107369,42610
2001,50.054825,42608
5478,71.652495,42598
2014,49.825319,42592
5520,70.937051,42590
5469,71.909445,42582
5504,72.106573,42581
2024,50.438103,42579
5487,71.549289,42575
5514,71.401193,42573
2019,50.237833,42555
5529,71.348913,42555
5495,72.251798,42554
2010,49.681099,42543
5475,71.506808,42523
5463,71.228593,42521
5453,72.377143,42517
5512,71.001835,42510
5518,72.947929,42500
5551,72.256583,42493
2005,50.207310,42487
5459,71.396451,42487
2011,49.868327,42484
5532,70.497434,42478
5519,72.374070,42476
5515,72.468403,42472
5470,71.131567,42465
5477,71.935852,42464
5501,71.984787,42464
5534,72.112807,42462
5461,72.168256,42459
5488,71.011920,42448
5542,71.872783,42447
5524,71.582047,42445
5527,71.678101,42445
5493,72.118766,42428
1981,48.905697,42427
5525,72.090393,42426
2003,49.911147,42396
1983,49.476480,42390
5508,72.687883,42388
5566,71.645063,42354
5549,72.293620,42354
5502,71.120942,42351
5517,71.630244,42336
5528,72.538178,42328
5536,73.235280,42324
5443,72.010018,42324
2009,50.464466,42311
1996,49.723659,42310
5565,71.630039,42291
5552,71.552310,42277
1984,49.126410,42275
5526,70.501585,42274
1994,50.186554,42272
1966,48.864442,42255
5541,72.131834,42250
5580,71.993631,42234
5537,71.411925,42231
5510,71.128913,42230
5560,72.801340,42228
5556,72.625509,42228
5550,71.951455,42208
5558,71.813212,42203
5511,72.766588,42200
2006,50.274923,42190
5523,72.575116,42188
1982,49.265979,42180
1995,49.556449,42180
1976,49.941200,42177
5555,72.960166,42175
5507,72.593600,42158
5509,72.223849,42140
1987,49.052639,42136
1986,48.961242,42133
5530,71.397455,42118
5522,71.637458,42111
1990,49.967746,42103
5521,72.866494,42103
5538,71.989596,42099
5598,71.093332,42097
5600,71.846592,42097
5562,72.467326,42082
5533,71.369644,42081
5572,71.401826,42068
5546,71.491086,42068
5544,71.574781,42063
5602,71.811735,42063
5587,71.684592,42063
5540,72.313307,42061
5553,72.141013,42060
5592,72.121762,42041
5573,72.537598,42037
5539,72.274955,42036
5578,72.267182,42035
5567,71.687970,42028
1985,50.645488,42024
5579,71.888989,42014
1978,49.641674,42012
5535,71.099526,42009
5596,71.678770,41998
1993,49.801210,41994
5584,71.615593,41992
1992,49.670707,41990
5564,72.141768,41977
5554,70.650693,41966
2004,50.409523,41961
5594,71.756119,41959
5589,72.656711,41953
5577,71.712266,41952
5561,73.268863,41947
5591,72.211265,41919
5583,71.641169,41886
5581,70.871756,41881
5599,72.415379,41875
1975,49.488309,41871
5548,73.708274,41868
1973,50.110899,41867
5563,71.112677,41854
5576,72.776187,41843
1968,48.990104,41833
1980,50.193209,41820
5586,72.570858,41816
5569,72.859600,41809
5559,72.851368,41808
5604,70.940010,41807
5639,71.920915,41803
5557,72.152089,41798
1974,49.127162,41797
5582,71.233995,41783
1989,49.177327,41776
5571,71.359249,41776
1965,48.901736,41765
1979,48.743876,41761
5593,71.709558,41757
5633,71.959974,41748
5588,71.349248,41744
5568,71.757337,41741
5615,72.589277,41741
1969,48.701701,41740
1991,49.017276,41734
5547,72.721632,41729
1977,49.116240,41724
5620,73.112518,41700
5616,70.942638,41700
1960,48.279426,41689
5585,71.486265,41683
5545,72.112703,41676
5575,71.433076,41674
5543,73.175801,41672
5649,71.574798,41672
5621,72.249700,41670
1972,49.337295,41649
5636,70.888312,41625
5610,71.512998,41622
5617,72.656359,41619
5597,72.297722,41616
5618,73.464428,41606
5601,71.786204,41605
1971,49.291239,41605
5619,72.467172,41595
5608,72.087204,41592
5574,71.543210,41588
1942,49.027558,41585
5603,72.036865,41584
1955,49.253325,41579
5666,71.805311,41574
1964,48.609422,41564
5609,71.589918,41560
5665,72.031476,41555
5612,72.502154,41551
1954,48.964327,41544
1957,48.449700,41541
1967,49.289821,41536
5622,71.808798,41532
5606,72.270600,41530
5635,72.000795,41526
5607,71.371842,41523
5613,71.522916,41521
1950,48.522064,41516
1958,49.639097,41507
5630,71.826551,41505
1962,48.433633,41489
5614,72.479607,41484
5590,72.242537,41470
5664,71.580595,41454
5647,71.889018,41439
5662,72.220160,41438
5643,72.829327,41430
5624,71.268252,41420
1961,49.004104,41419
5673,72.027090,41418
5625,73.233876,41398
1951,48.754300,41392
5661,73.236047,41390
5631,72.657726,41385
5627,71.783167,41382
5570,71.977570,41374
1953,48.711040,41369
1959,48.640172,41367
5641,72.083501,41365
5626,71.509079,41359
5595,72.815796,41351
5638,71.590368,41342
1963,48.578254,41340
5697,72.160932,41328
5670,71.699545,41324
1921,47.195643,41315
5628,71.585709,41314
5691,71.259404,41314
5659,71.739622,41313
5648,71.514973,41309
5684,72.076383,41305
5650,71.961556,41281
5634,71.714151,41270
5637,72.719413,41267
5642,72.259584,41266
1970,49.003151,41253
5703,71.517577,41248
1949,48.233884,41247
5669,71.249230,41231
5645,72.174688,41222
5701,73.515174,41221
5646,72.004393,41204
5644,70.770677,41182
1956,49.723676,41169
5605,71.792674,41167
5700,73.051001,41156
1947,48.242947,41153
5667,72.094731,41148
5654,72.769522,41145
5658,73.045118,41137
5687,71.958722,41136
5640,71.423543,41134
5632,72.504814,41132
5656,71.395409,41127
1935,47.870483,41122
5707,72.047214,41111
5651,71.723237,41111
5629,71.380781,41105
5655,72.160739,41104
1948,48.864258,41100
5653,71.700645,41095
1952,48.624814,41089
5718,73.803213,41080
1941,47.964940,41073
5711,71.686587,41064
1946,49.223023,41063
5611,71.963244,41054
5675,71.422986,41051
5674,71.904626,41049
5693,71.679053,41041
5704,72.904508,41040
1944,48.593747,41036
5623,71.110052,41035
5679,72.564987,41031
5682,71.702374,41028
5709,72.481281,41028
5652,71.593975,41027
5660,71.462812,41021
1943,48.716814,41019
5689,72.082139,41016
1939,47.939461,41015
5692,71.314680,40994
5663,70.963968,40991
5716,72.229317,40987
1940,48.658240,40979
5735,71.447672,40972
1937,48.442923,40971
5726,71.650791,40964
5672,72.531262,40944
5695,72.820384,40943
5727,72.112618,40935
1916,47.867931,40933
5730,72.890700,40915
5744,73.147505,40914
5680,71.695764,40909
1933,48.390036,40909
5723,72.273590,40908
1930,47.882630,40905
5686,72.940348,40904
5685,71.885803,40903
1928,47.872662,40899
5671,72.679153,40898
5677,71.979433,40890
5690,72.127278,40887
5717,72.020232,40875
5683,72.630260,40872
5713,71.917635,40867
5732,72.415745,40864
1927,47.930119,40855
1934,48.313129,40849
5698,72.381796,40849
5720,71.476715,40842
5715,73.380051,40834
5688,72.355457,40832
1923,47.306262,40831
5734,72.321591,40822
5728,71.556993,40812
5696,73.116187,40805
5668,72.699779,40800
1924,48.030670,40789
5657,71.700289,40786
5748,72.205031,40784
1936,47.787881,40779
5702,71.672185,40776
5712,71.794869,40774
5729,72.811459,40755
5681,71.617142,40754
5724,72.273921,40738
1911,46.917485,40732
1919,47.791239,40702
5746,72.207164,40702
5706,71.759166,40696
1926,47.792041,40686
1925,47.198604,40684
5714,71.611215,40678
5766,71.039193,40671
1945,48.100234,40665
