TTI,IMAGES,FREQ
3840,69.002598,53897
2646,65.556413,53897
2621,65.934001,53895
3888,68.073971,53886
3903,68.228087,53883
3872,69.004955,53881
2671,67.071157,53881
3863,68.798341,53873
2658,67.269745,53862
2665,66.018529,53861
2673,64.846501,53857
2677,67.164763,53853
3980,68.301571,53848
3985,67.910340,53848
3938,68.507280,53846
3895,68.772495,53845
4016,68.920510,53843
4017,69.663856,53843
3956,67.880656,53836
3873,68.793410,53836
3935,68.675554,53824
3998,69.439682,53823
4033,68.977982,53820
3777,68.493181,53818
2676,65.935986,53816
3893,68.873158,53815
3843,68.951630,53814
2647,66.356885,53810
3929,69.334052,53809
2684,66.744336,53809
3971,69.172843,53806
2652,66.080217,53804
3981,69.281192,53803
2630,66.573197,53800
3825,69.089224,53797
4011,68.276750,53785
3953,69.090257,53780
2660,66.611307,53770
2693,66.748294,53769
3942,69.469506,53765
3986,68.705662,53758
2697,66.053797,53758
2643,65.512297,53752
3939,68.057730,53750
3937,68.312471,53749
3944,68.630594,53743
3997,68.614310,53740
2617,65.741705,53737
3955,68.657355,53732
3989,68.749693,53730
4029,68.853875,53728
3880,68.961858,53720
4010,68.441929,53710
4014,69.180579,53705
2679,66.187699,53703
3976,68.901788,53700
3906,68.874500,53697
3904,67.993407,53692
2639,65.806187,53691
3928,68.604739,53686
2616,65.682960,53684
2598,65.273350,53682
3993,67.779318,53679
3968,69.165915,53678
4009,69.150169,53673
3992,67.572001,53673
3909,68.501109,53663
2666,65.616195,53660
2653,66.116792,53651
2634,65.694527,53648
3922,69.948589,53646
4001,68.129747,53643
3931,68.741303,53642
3957,69.162043,53634
2613,65.691155,53632
3857,68.333346,53632
2640,65.560766,53632
3923,68.136861,53631
3994,68.758857,53628
2619,64.996177,53620
3943,68.707404,53620
2637,66.109484,53615
3988,69.072860,53610
4021,68.704205,53608
3995,68.881230,53608
3990,68.954707,53607
2618,66.112042,53605
3963,68.633290,53601
2633,66.499627,53594
3984,68.487834,53592
4028,69.252156,53582
3972,69.495698,53581
2687,66.232601,53581
3926,69.748003,53572
3977,68.893222,53569
2644,66.530786,53564
3978,68.951607,53561
3941,69.487649,53559
2581,64.650310,53556
3887,69.437457,53555
4036,68.299636,53555
2662,65.744356,53551
4019,68.431639,53547
2632,65.215177,53542
2648,66.443990,53535
3910,68.458900,53528
2635,65.151459,53526
3975,69.016274,53521
3962,68.864742,53520
3821,68.598404,53519
2600,64.591625,53517
4099,69.429105,53516
3958,69.288098,53513
2659,65.455225,53512
4068,68.819312,53512
2614,65.544994,53507
2601,65.791618,53498
4066,68.841590,53494
3854,67.970276,53492
2631,65.477660,53492
3925,68.873661,53491
2627,65.888820,53490
2657,66.400224,53480
4215,70.449838,53477
3940,68.988331,53477
3897,68.995736,53474
3974,68.568613,53474
4051,68.375627,53468
3973,68.850738,53463
2674,66.777896,53457
2607,65.838469,53451
4045,68.458730,53441
4024,69.215514,53435
2605,65.512260,53426
3969,68.573776,53425
3983,68.607832,53421
2645,67.409941,53415
2587,65.498399,53415
2602,64.483562,53414
3979,70.269779,53414
4012,68.177738,53410
4006,69.188751,53409
3924,68.310314,53404
4083,68.867228,53400
4093,69.440688,53396
3921,69.719546,53392
2586,64.639808,53391
4034,68.683374,53391
4094,68.114541,53387
3961,69.568461,53381
2596,64.955276,53372
4023,68.917465,53371
2585,64.840022,53370
3987,68.672164,53359
4067,69.039286,53352
4003,69.621602,53346
4055,68.756275,53343
2620,66.775343,53339
2675,66.152363,53333
3959,68.811855,53326
2636,65.783231,53324
4030,68.653302,53323
2641,66.457202,53320
3954,68.705077,53319
2629,65.524145,53304
2582,65.262465,53291
4020,68.303652,53288
4031,68.980408,53288
4050,69.238326,53280
4077,69.488175,53278
2669,66.121161,53276
4018,69.577215,53273
2611,65.068535,53272
2603,65.242440,53271
4008,69.737740,53264
3927,68.362141,53261
3991,69.327136,53253
2599,64.974141,53251
2594,65.163151,53245
2583,65.283337,53244
4057,68.708415,53240
4110,68.876825,53233
4100,68.531788,53228
4082,68.495500,53227
2623,65.792875,53224
3967,68.788651,53220
2622,66.186641,53209
4048,68.990545,53198
4004,69.639773,53197
4149,68.745592,53194
2591,65.565103,53185
4027,68.595912,53184
2612,65.188709,53177
2595,64.906499,53176
4059,68.516456,53172
4047,69.235594,53172
2588,65.500480,53161
2593,64.707390,53156
4096,69.111492,53152
4132,68.785396,53149
4022,68.307970,53148
2608,64.789112,53142
4032,69.386173,53142
4078,69.124410,53139
4105,69.073452,53137
2562,64.720023,53133
4038,68.414847,53128
2570,64.763590,53128
4007,68.946710,53124
4114,69.393434,53122
4166,68.839687,53121
4061,69.111582,53118
4102,69.164599,53117
4084,68.272791,53114
4013,68.517832,53108
2579,63.921178,53107
4039,68.357771,53101
2584,65.474311,53096
4026,68.493502,53096
4117,68.712322,53094
4044,69.440449,53089
4049,69.264507,53076
4060,68.862172,53066
4116,68.486139,53063
2558,64.643055,53053
4123,68.582604,53048
2590,66.283931,53041
2576,65.774920,53039
4056,68.607112,53038
4088,69.209367,53036
4053,68.155067,53035
2552,64.660356,53029
4118,68.519443,53026
2592,65.039491,53025
4109,68.389955,53024
2638,65.232657,53018
2176,52.159454,53006
4062,69.183017,53006
4128,69.152101,52991
2554,63.709635,52985
4075,67.506616,52981
2609,65.853049,52977
4086,69.390429,52975
4005,69.048386,52970
2625,65.918838,52968
4064,67.853582,52958
2533,63.798527,52955
4042,68.903276,52955
4058,68.555568,52953
4063,68.594629,52949
4074,68.880203,52948
2561,64.420232,52947
2568,65.260662,52946
4147,68.920534,52941
4090,68.477746,52934
4041,68.570937,52934
4040,69.193640,52928
4065,69.279395,52925
2624,64.817074,52923
4076,69.365806,52916
2567,64.250799,52907
2549,64.296605,52902
4080,69.068563,52900
4101,69.338860,52895
2556,65.281369,52895
4131,68.853564,52890
4037,68.781278,52889
2520,63.330484,52886
2573,64.949626,52884
2615,64.261168,52874
4069,68.250194,52867
2604,64.980744,52867
4103,69.080811,52864
2550,63.908178,52863
4135,69.591189,52863
4079,68.707380,52857
2560,64.455629,52850
4092,68.684763,52846
2597,64.983026,52846
4152,68.873853,52843
2518,63.887997,52838
2589,65.551177,52836
4085,69.106462,52836
2565,64.550102,52832
4184,69.263946,52829
4070,68.404301,52822
4113,69.393980,52820
2547,65.415203,52820
4072,69.535895,52820
4071,69.270622,52819
4046,68.850906,52819
4134,68.478606,52818
4098,68.593457,52816
4095,69.264740,52814
2526,63.707882,52804
4107,68.653762,52796
4150,69.073209,52794
2572,64.926259,52793
4156,69.274546,52789
2571,64.861744,52786
4217,68.901577,52772
4054,69.563424,52772
4073,68.791600,52764
4133,68.541538,52759
4115,68.872064,52753
2548,64.656062,52742
2577,64.740918,52740
4188,68.969018,52740
2555,63.726925,52740
2563,64.408963,52726
4119,69.276090,52722
4121,69.234231,52713
4202,69.094027,52708
2566,64.456729,52703
4087,69.117607,52701
4130,68.744573,52700
2564,64.963773,52696
4091,69.514736,52693
2606,65.738427,52689
4168,69.088224,52684
4126,68.988610,52676
2580,64.730062,52675
2538,63.505610,52673
4052,68.932698,52673
2524,63.167163,52673
2578,65.677495,52669
2546,64.675813,52664
2553,64.309508,52661
4097,69.268825,52655
4146,69.260602,52655
4144,68.751382,52647
4200,69.624264,52638
4198,69.182395,52633
4043,68.546370,52631
4180,68.256517,52628
4143,69.245972,52628
4182,69.194197,52627
4127,68.903453,52627
4120,67.700992,52624
4186,69.679380,52623
2540,64.738341,52622
2569,64.245358,52621
4148,69.866928,52618
2542,64.477735,52617
4112,70.546519,52613
4124,68.810268,52611
2502,63.618537,52608
4201,68.988270,52601
2610,65.794330,52589
4106,68.839093,52577
2532,64.552206,52571
4104,68.965892,52569
4159,69.876589,52564
2557,64.266228,52564
4164,69.330866,52562
4089,68.577131,52560
4122,69.324345,52549
2551,64.661535,52546
2543,64.809645,52544
4140,68.627612,52542
4216,69.132470,52540
4161,69.506062,52539
4187,68.866160,52533
2574,64.258761,52531
4136,69.012679,52526
4111,68.809257,52521
4181,69.049225,52514
4163,68.907522,52510
4183,68.943226,52506
2527,64.371554,52493
4246,70.318404,52490
4125,69.319540,52488
4141,69.455521,52463
4145,69.474777,52452
4203,68.211179,52439
4165,68.379420,52438
2544,64.926636,52437
4170,68.704308,52433
4155,69.554119,52431
4081,69.141252,52424
4108,68.558774,52413
4222,68.949152,52411
2559,64.527772,52409
4153,69.028966,52406
4138,69.103044,52405
4137,69.098093,52389
2516,64.394747,52388
4162,69.262547,52383
4209,69.959031,52381
2501,63.644387,52380
2529,63.743657,52379
4169,69.329527,52375
2536,63.495274,52369
2477,62.849013,52362
2537,64.361121,52362
2575,65.165998,52362
4139,68.612044,52359
4282,68.649489,52355
2517,64.084672,52355
4196,69.292332,52348
4158,69.863466,52346
4199,68.935868,52345
4167,69.679697,52338
4174,69.356201,52330
4193,68.420451,52320
2525,63.876732,52317
4142,67.983619,52316
4191,69.317824,52312
4190,68.512714,52306
4254,69.767080,52297
4205,68.936858,52295
4244,69.044291,52291
4173,69.105603,52290
4210,68.602704,52286
4175,68.477957,52283
2484,63.293696,52282
4157,69.547924,52281
4231,68.630693,52279
2485,63.916252,52276
4249,70.092200,52267
4178,68.460262,52255
4172,69.082070,52236
4263,69.341935,52235
2506,64.321578,52233
4300,68.877635,52229
4171,68.510312,52223
4256,69.025911,52217
2489,62.825950,52215
4233,68.889063,52210
2510,63.956024,52188
2507,63.880344,52158
2515,64.133336,52154
4234,68.983681,52147
4154,69.276556,52145
4177,68.596336,52135
4204,69.421203,52134
2521,62.785653,52121
4218,69.423158,52120
2522,63.552437,52120
4240,69.702947,52112
4195,69.846220,52107
2500,62.864466,52105
4213,68.649566,52104
4266,69.222418,52100
4179,69.208756,52099
4248,69.426082,52098
2539,64.458613,52094
2528,64.483328,52093
2534,64.426512,52083
2519,64.027419,52080
4194,68.640258,52079
2499,63.492953,52078
4283,69.226238,52078
4268,69.012962,52075
4223,69.140819,52074
4151,68.758935,52073
2531,64.457335,52069
4230,69.556070,52042
4236,68.454776,52041
4197,69.313932,52040
4206,69.669107,52038
4239,69.298005,52036
2535,65.085582,52032
2514,63.619419,52031
2503,63.777293,52019
4219,69.056419,52004
4295,68.402900,52003
4245,69.426635,52000
2530,64.878952,51996
4227,69.296163,51995
4189,69.281683,51991
2465,63.545626,51988
4247,68.988959,51987
2511,62.949531,51973
4305,69.284279,51970
2481,62.688872,51969
4208,68.633362,51964
4192,69.372695,51962
4255,68.691994,51960
2496,63.509393,51956
2523,63.732927,51952
4160,68.706050,51951
4214,68.366090,51949
4333,69.071301,51949
2541,63.504418,51947
4185,68.589154,51944
4232,69.026319,51939
2493,63.100046,51936
4229,69.168448,51933
4212,69.079455,51929
4242,68.613259,51921
4221,69.579460,51919
4220,67.965003,51919
4235,69.743649,51917
4285,69.021535,51916
2509,63.930020,51915
4224,68.522066,51913
4298,69.466007,51907
4129,67.546055,51905
4207,68.876826,51902
4228,69.005030,51893
2513,63.351654,51889
2467,62.686424,51879
2490,63.567719,51876
4275,69.506334,51867
2508,63.631047,51863
4264,69.196841,51859
2488,63.107467,51858
4301,69.707739,51851
2486,63.262184,51849
2474,62.733836,51844
4250,68.857283,51844
4292,68.631026,51841
4262,69.843738,51836
2466,62.980243,51829
2479,64.380474,51817
4299,68.766294,51813
2498,63.960415,51812
2512,62.899817,51805
2487,62.772383,51802
4241,69.375980,51798
4238,69.462643,51798
4260,68.909782,51797
4274,69.077363,51795
2497,62.763965,51789
4284,69.113604,51785
4315,69.573867,51782
2494,63.273567,51779
4176,69.072640,51776
4243,69.313514,51768
2483,62.864606,51760
4265,67.963097,51758
4257,68.995614,51755
4286,68.854415,51750
4278,68.771658,51747
4369,69.065617,51740
2504,63.498280,51738
4211,69.180757,51738
4277,69.517173,51737
4297,69.457877,51730
4288,69.283057,51721
4313,68.963588,51714
4226,69.225192,51707
2458,63.394720,51700
4348,69.344108,51693
4261,68.858381,51688
4307,69.138952,51687
4258,69.741148,51686
4279,69.069054,51684
4270,68.494776,51684
4225,68.317886,51682
4252,69.551662,51682
4237,69.500213,51676
4294,68.693436,51676
4273,69.320386,51669
4253,69.334908,51665
4316,68.658086,51665
4314,68.980991,51661
4267,68.897518,51658
4344,69.069115,51653
2478,62.741680,51653
4269,69.283783,51638
4324,69.816435,51633
4271,69.723177,51625
4310,69.551070,51625
4318,69.543200,51620
4304,68.629566,51599
2470,62.407214,51597
4321,69.474142,51590
4332,68.878848,51588
2456,62.998197,51588
4330,69.327698,51581
2495,63.912066,51573
4287,68.844040,51571
4311,69.212869,51567
4327,69.470402,51558
4323,68.909179,51552
2492,63.388873,51549
4276,68.773954,51547
4280,69.266345,51531
2475,64.346452,51528
2473,63.153343,51525
4319,69.323395,51519
2491,62.750107,51518
4296,68.803284,51516
5319,64.078666,51509
4350,69.386224,51509
2476,62.253553,51504
2460,62.763545,51494
4317,68.733917,51484
4312,69.481379,51475
4367,69.498747,51475
4272,69.777223,51473
4320,69.448049,51472
4384,69.630205,51461
4289,69.654520,51456
4353,69.045654,51452
4302,68.358297,51449
4293,68.589092,51447
4335,68.922570,51440
2468,63.183672,51434
4351,68.672104,51431
4334,70.102028,51427
4281,69.430085,51427
2480,62.296751,51427
4346,68.638289,51425
4306,68.715077,51421
4308,69.930802,51418
4290,69.541245,51400
4343,69.842792,51397
2447,62.454968,51397
2472,62.833012,51387
2482,63.458813,51387
4325,68.263004,51387
2457,62.487787,51381
4251,69.270649,51358
2469,63.257639,51347
4329,68.773131,51338
4416,69.303337,51329
4331,68.100277,51328
2452,62.378544,51323
4337,69.955902,51317
2451,62.241717,51312
2446,62.304949,51307
4309,69.271659,51307
2416,61.163592,51286
4322,68.679107,51285
4371,68.940620,51280
4356,67.822955,51275
2392,60.005734,51274
4415,69.433567,51270
4259,68.312839,51266
4363,68.381818,51260
2450,62.655200,51250
2464,63.242043,51247
4347,69.818812,51245
2441,62.044863,51245
4342,68.598958,51239
4385,68.853521,51236
4362,68.762438,51233
2461,62.994047,51232
4428,69.698792,51227
2463,62.258262,51227
2442,62.420319,51223
4436,69.092350,51218
4291,68.841564,51213
2432,62.228151,51203
4338,69.247451,51194
2462,63.252911,51188
2435,61.702737,51187
4354,68.660382,51184
4381,68.892093,51183
4349,70.054840,51167
4433,69.710081,51166
4373,68.686455,51157
4366,69.495465,51154
2428,62.043010,51151
2438,61.765320,51142
4360,69.097718,51137
4365,69.576081,51130
4370,69.243003,51127
4368,69.154373,51123
4383,69.115554,51119
4326,68.230139,51117
4392,69.543450,51116
4405,68.967211,51114
4372,69.394197,51114
2459,62.271342,51109
2414,61.785183,51104
4380,70.379790,51094
4394,68.944882,51090
4434,68.427970,51090
4412,68.082327,51089
4358,70.278945,51089
2454,62.975531,51086
4401,69.933148,51083
4364,68.828109,51079
2433,62.182610,51076
2426,61.968042,51067
4382,70.376802,51064
2434,61.826746,51058
4450,69.666288,51047
2445,62.122507,51042
4396,69.838977,51030
4375,69.601411,51030
2448,62.759226,51027
2440,62.684357,51026
2430,62.226530,51022
4345,69.630309,51021
2449,61.597981,51020
2453,62.577754,51020
4408,69.370215,51019
4336,69.379641,51014
2455,62.966714,51013
4406,69.095907,51008
4341,69.195295,51005
2417,61.038667,50999
2431,61.334405,50998
4303,68.863931,50996
4328,69.326496,50993
4389,68.201855,50992
2429,61.558511,50982
4488,73.011691,50979
2443,63.081411,50976
4359,68.367607,50962
2419,61.823299,50956
4376,69.755039,50951
4410,69.313050,50944
2444,62.932112,50937
4427,70.049143,50933
4500,69.018279,50932
4357,68.985745,50931
4397,69.523036,50920
4340,69.979320,50918
2471,62.880866,50909
4352,69.377193,50905
4435,69.007505,50902
4361,69.747549,50897
4417,69.266234,50895
4395,69.129792,50889
4393,68.985870,50885
4444,70.052831,50879
2437,62.514439,50869
4498,69.329388,50861
2423,62.412424,50853
2420,62.329407,50849
4418,68.891203,50847
4441,70.260862,50843
2439,61.559865,50839
4429,70.419526,50836
2413,61.229292,50826
4386,69.440621,50826
4339,69.457205,50824
4464,68.695265,50818
4404,69.617061,50807
4391,69.535413,50800
4448,69.829902,50800
2415,61.912271,50793
4378,68.454554,50786
4377,69.098970,50783
4437,69.385998,50780
4431,69.398153,50772
4442,68.876967,50767
4402,68.488672,50760
4355,70.486042,50759
4432,69.475675,50751
4419,68.972432,50747
4388,69.383596,50733
4451,69.255993,50728
4438,69.853425,50718
4379,68.824628,50715
4424,69.370945,50711
4430,69.096194,50710
4400,69.264278,50708
4398,69.986550,50707
2400,61.008481,50701
4443,69.489033,50696
4470,69.345551,50693
4479,69.334464,50687
4532,71.332728,50687
4374,68.584654,50683
4456,69.640102,50681
2424,62.117107,50680
4420,68.919081,50680
2436,63.048315,50668
4413,69.746023,50662
4399,69.851283,50660
4467,69.054206,50659
2394,61.702957,50656
4403,69.480671,50650
4468,69.076293,50647
4484,68.992438,50645
4447,69.823661,50641
4496,69.083295,50615
4526,69.339972,50613
4482,68.912349,50610
4409,69.448647,50601
4414,69.402364,50596
4390,68.758830,50595
2407,61.261711,50594
4421,70.001542,50592
4483,69.506750,50589
4481,68.974817,50589
2421,61.589396,50584
2412,61.889139,50577
4501,69.453949,50574
4486,69.673324,50573
2409,61.322713,50562
1988,45.837150,50562
2408,61.663245,50559
4516,69.391506,50556
4533,69.744183,50544
4411,69.211026,50534
4469,69.288833,50531
2403,60.765601,50525
4457,70.372984,50525
2388,61.117907,50523
4515,69.368356,50519
4407,68.864031,50519
4518,69.984936,50517
2425,61.800641,50507
4487,69.097315,50506
4490,69.479699,50490
2402,61.528445,50484
4460,69.603696,50484
2401,62.473575,50482
4476,69.719821,50482
4423,69.319564,50475
4426,69.870111,50474
4472,69.240662,50465
4506,69.699546,50457
4446,69.780482,50456
2381,60.954443,50442
4499,68.763207,50428
2369,59.889266,50427
4454,69.801158,50427
4504,69.883615,50419
4474,69.364201,50409
4465,69.361101,50407
4466,70.222738,50400
4440,69.150638,50399
4452,69.751066,50399
4502,68.369638,50398
4480,69.575360,50398
4505,70.380512,50390
4462,69.058478,50378
4387,69.026303,50375
2404,61.247166,50375
2391,61.084885,50374
4445,68.642169,50373
4509,69.574565,50372
4425,69.582215,50368
4517,69.251137,50363
4514,70.155435,50349
4513,69.284863,50347
4449,69.246728,50347
4534,68.947255,50337
4489,69.669084,50336
4491,68.917215,50335
4512,68.856995,50334
4531,70.106175,50332
2427,62.823796,50328
4478,70.119218,50328
2406,60.995489,50318
4473,69.695569,50307
4453,69.565726,50307
4492,69.885467,50300
2418,61.920330,50295
2422,62.003022,50291
2393,61.158126,50289
4548,69.232627,50278
2410,60.853540,50273
2395,62.039176,50260
4540,69.911678,50259
4555,69.098360,50254
2390,61.731647,50251
4439,69.163379,50239
2399,60.969862,50236
4538,69.857231,50214
4529,69.978910,50214
4570,68.986418,50214
4494,70.189708,50214
2397,60.702914,50211
4455,69.098211,50208
2386,60.916899,50204
4475,69.756792,50204
2387,61.199757,50201
4521,70.020160,50199
4549,69.910841,50191
4471,69.211915,50190
2384,60.246199,50183
4507,69.061163,50177
2411,61.986089,50177
4520,69.793029,50176
4463,68.809226,50164
2398,60.934652,50162
4508,69.004467,50151
4458,69.795576,50141
2374,60.721939,50140
2405,61.293493,50134
4461,69.238749,50128
4493,70.968195,50118
4497,68.568758,50118
4524,69.749411,50114
4522,69.942489,50112
2382,61.191958,50110
4546,69.580527,50101
4539,70.191690,50086
4495,69.119100,50084
4519,69.474083,50082
4536,69.206074,50079
4459,69.839807,50077
4503,69.342626,50075
4485,70.382719,50055
2396,61.113323,50043
4567,69.989089,50040
4565,69.378820,50037
2380,60.823807,50036
2383,60.931848,50035
4556,70.027042,50033
2364,60.930368,50020
4604,70.250345,50019
4525,69.521706,50009
4558,69.993261,50008
4511,69.091898,50001
4566,69.115938,50001
2385,62.062953,49990
2368,61.143572,49989
2377,61.534858,49989
4523,69.748770,49986
4542,69.833270,49985
4535,69.161835,49983
2362,60.225284,49977
4560,70.063932,49975
2371,60.871713,49974
4649,69.488562,49963
4586,69.365747,49958
4618,69.289103,49958
4580,68.980600,49949
4477,69.461060,49948
2373,60.463348,49943
4578,69.105435,49936
4582,70.565864,49936
4510,68.927634,49927
4552,70.215655,49927
4584,70.303183,49927
4551,69.552462,49922
2370,61.072978,49919
2376,61.066566,49905
2366,60.000461,49904
4544,69.195551,49900
4545,69.923996,49892
2378,60.456023,49890
4585,69.056848,49887
4530,69.502005,49874
4617,70.929371,49866
4588,69.793811,49862
4590,69.578366,49856
4543,69.791331,49854
2365,61.201521,49851
2363,60.344581,49846
2375,60.590812,49845
2379,61.171736,49838
2355,59.971084,49834
4598,69.290129,49833
4553,68.904479,49832
4563,69.060736,49822
2372,60.490526,49820
4568,69.617648,49818
4593,70.326575,49814
4583,69.590384,49793
2349,59.848065,49791
2389,60.752626,49791
2351,60.339119,49782
2347,59.850115,49778
2345,59.387711,49769
4537,70.243243,49765
4528,69.410899,49764
4572,68.679463,49754
2341,60.228345,49745
4550,69.921954,49740
2359,59.641781,49735
2367,59.869529,49735
4620,70.761723,49732
4587,70.120306,49723
4717,70.541503,49719
4633,69.779935,49708
4557,69.288968,49708
4554,69.791830,49695
4547,69.485017,49691
4605,70.250322,49684
4541,68.709133,49679
4608,70.677247,49654
4527,68.929440,49646
2334,59.600439,49642
4592,69.849087,49638
4599,69.861287,49635
2339,60.086476,49632
4652,70.760276,49628
4600,70.194757,49626
4589,69.647052,49622
4569,70.006087,49618
4634,69.969299,49608
4562,70.419692,49603
2352,60.573137,49599
4606,70.644914,49588
4561,69.736744,49583
4602,69.302170,49578
2346,60.245143,49571
4650,69.714706,49570
4596,69.556773,49566
2354,60.036438,49563
4615,70.681209,49556
2356,59.973747,49556
2342,60.281984,49556
4645,70.519374,49550
4575,70.613756,49549
4571,69.886290,49547
4591,69.227471,49536
2337,60.806727,49531
4613,68.808795,49528
2333,60.103134,49528
4636,69.179986,49526
4624,69.594879,49521
4595,70.095680,49519
2348,60.001535,49516
4616,69.125702,49514
4603,70.058503,49485
2338,61.016692,49484
4574,69.313211,49481
4564,69.536849,49459
4559,68.821347,49459
2344,59.213244,49455
2360,60.719951,49452
4609,70.044449,49450
4621,69.689929,49450
4623,69.638324,49442
4626,69.549123,49437
4581,69.799866,49427
4577,69.933934,49420
2358,60.013397,49413
4666,70.180322,49406
4664,70.738720,49403
4611,69.957893,49398
4637,70.224791,49397
2353,60.061565,49395
4573,69.035733,49394
4648,70.290385,49393
4644,70.090653,49386
2343,59.992203,49381
4631,69.391782,49377
4597,69.740708,49373
4683,69.719786,49373
4642,70.163615,49372
2350,59.929136,49362
2357,60.042929,49361
2361,60.120095,49361
4579,69.521434,49360
4629,70.094270,49358
4668,70.470744,49358
4601,69.055499,49352
4641,68.921757,49346
2336,59.540717,49340
4630,70.281196,49325
2308,58.872344,49320
4576,70.531604,49313
4718,69.277692,49310
4653,69.921249,49307
4719,70.130598,49304
4681,69.834165,49302
4643,69.654641,49285
4654,69.457060,49278
2329,59.561792,49278
4639,69.940803,49276
2319,59.217565,49268
4619,70.498742,49268
4594,69.305952,49243
4625,70.503391,49242
2332,58.999289,49230
4697,69.789404,49227
4607,70.418873,49225
4628,69.934015,49223
4610,69.300845,49218
4658,70.042201,49217
4748,70.794761,49206
4700,69.792726,49191
2330,59.805733,49185
4632,70.222087,49179
2320,59.854241,49177
2325,59.246294,49177
4622,70.151445,49173
4714,70.562889,49166
4667,69.833015,49160
4675,70.973534,49158
4798,70.974954,49150
4737,70.821969,49143
4679,70.153090,49141
4732,70.738185,49134
2324,59.942890,49133
4706,70.344413,49130
4684,70.122066,49129
4651,70.439840,49127
4694,69.611176,49125
4646,70.496102,49125
2322,59.721638,49123
4657,70.639136,49121
4720,69.778929,49120
4660,69.599190,49118
4661,70.781529,49114
4662,69.804109,49114
2114,61.173233,49113
4767,70.967787,49111
2340,60.474800,49107
4715,70.447653,49105
2328,59.642316,49102
4730,71.149063,49080
2331,58.454553,49079
4766,70.718323,49074
4713,70.762885,49069
4726,69.887478,49066
4665,69.751355,49062
4724,69.378145,49050
4673,69.737562,49044
2311,58.626397,49044
4685,69.222258,49042
2318,58.190974,49038
4678,69.913961,49036
2300,59.130320,49033
4698,69.965716,49032
4671,71.008525,49032
4686,69.710599,49022
4682,70.219412,49022
4612,70.532194,49016
4687,70.489422,49015
2321,59.191721,49014
4669,71.207002,49014
4655,70.964621,49012
4635,69.399825,49009
2323,59.977391,49007
4674,69.546527,49004
4708,69.628031,48996
4701,69.954852,48994
4733,70.099210,48987
2317,58.448185,48982
4627,70.043691,48980
2314,58.619053,48978
2316,59.166626,48978
4672,70.657002,48974
4692,70.466580,48967
4614,69.572327,48965
2312,59.096756,48958
2305,58.772837,48956
4710,69.815110,48948
4716,70.492727,48948
4702,70.130078,48940
4638,70.705578,48940
4703,70.255124,48937
4747,70.056504,48935
4696,70.246965,48934
4647,70.632837,48932
4699,70.339049,48931
4677,69.784495,48927
4752,69.729698,48912
4761,71.412957,48901
4816,71.531024,48898
4663,70.613624,48898
4656,70.356355,48895
4845,70.876843,48889
4783,70.458339,48883
2335,59.213729,48861
4680,70.134269,48857
4705,70.321475,48856
4727,69.573186,48855
4735,69.506540,48853
2301,58.937052,48850
4670,70.421420,48842
4795,69.799431,48841
4712,69.613780,48840
4693,70.461611,48829
4829,71.486105,48829
4817,70.455486,48827
4794,70.281351,48818
4805,70.468924,48816
4778,70.130805,48813
4676,70.428612,48804
4850,71.321454,48797
4765,69.867015,48795
4640,69.636213,48795
4688,70.330327,48794
2285,59.083412,48794
4695,70.324965,48793
4689,70.736863,48792
4691,70.674544,48790
4799,70.270963,48789
4704,70.369312,48788
2310,58.925262,48784
4756,70.775942,48782
2303,58.035629,48780
4741,69.992168,48777
4739,70.956124,48774
4753,71.272841,48772
2297,57.962904,48765
4768,70.437905,48764
4728,70.368927,48763
4734,69.951435,48759
2298,59.014606,48748
4884,70.871845,48738
4757,71.066171,48737
4832,71.225155,48722
4785,70.698682,48716
4782,70.612953,48715
4740,69.870684,48710
4825,70.572305,48710
2304,58.446735,48709
4814,71.512915,48704
4776,69.880331,48701
4711,69.805417,48699
4707,70.886053,48698
4834,70.999014,48697
4811,71.204399,48694
2315,59.368849,48692
4867,71.297022,48690
4836,71.216615,48690
2327,59.553351,48687
4755,71.051454,48684
4781,71.494649,48683
4774,70.915369,48682
4743,71.021959,48681
4865,73.620365,48681
4754,70.287578,48679
2313,59.244176,48678
4777,69.742096,48677
4853,70.558934,48673
4801,71.573108,48668
2294,59.321272,48666
4882,70.366652,48662
4721,70.989520,48662
4731,70.706336,48661
2284,57.970693,48658
4837,71.386373,48655
4690,70.286674,48651
4780,69.870275,48649
4868,70.924271,48647
2280,57.592816,48634
4736,69.594661,48626
4729,69.975814,48624
4819,70.035622,48622
4742,70.105724,48617
2282,58.257174,48613
2306,59.371531,48607
2287,58.800815,48603
4775,70.796217,48591
4744,70.354553,48588
4835,71.124390,48581
4659,70.447736,48580
4802,70.662838,48576
4800,71.422242,48574
4828,71.107529,48573
4758,70.242655,48571
4759,70.247776,48568
4847,70.375978,48564
4849,71.064001,48562
4722,70.182050,48558
2326,60.143301,48555
4738,71.191855,48547
2288,58.387224,48543
2302,58.463095,48543
4723,70.938920,48543
4841,71.068749,48539
4846,71.656920,48531
2309,58.640393,48528
4773,71.013769,48515
4797,70.121454,48512
4751,71.017111,48508
2307,59.197303,48504
2296,58.176196,48497
4831,70.757423,48496
4760,70.969460,48494
4886,71.323208,48492
4746,70.547794,48489
4810,70.323219,48481
4769,70.542354,48472
4709,69.760399,48468
4745,70.124020,48468
4824,70.955413,48467
2291,57.907420,48466
4784,70.966120,48465
4764,70.095496,48463
4771,70.645513,48456
4860,70.695697,48455
4750,70.040059,48454
