IMAGE_SIZE,TTI,FREQ
4148,6144.858354,16866
20765,37579.397531,16849
2879,9559.677373,16843
440062,4569.887201,16791
64044,5326.287342,16764
17172,6414.430353,16763
27440,6272.689241,16730
134629,4532.260765,16697
23819,2739.231129,16692
57483,6269.274880,16680
334538,8180.759861,16657
223707,1651.705416,16654
92504,9181.002824,16645
30770,12156.003069,16620
647276,5293.501746,16612
16260,9504.104385,16602
13198,20002.772396,16599
649557,16165.881576,16576
79691,5948.639896,16573
31586,5873.974667,16540
56116,5819.438404,16519
55853,6873.195855,16502
168608,17019.152694,16497
45946,3367.569471,16489
185081,5527.700073,16484
4581,8081.368552,16459
220,99785.040542,16452
43752,1289.069561,16446
160218,6119.566496,16422
2416,6778.918309,16391
21911,9588.012104,16358
81606,5986.069658,16337
2027,2788.667443,16322
417357,6685.803274,16312
50635,8210.933693,16303
743424,6446.713260,16290
12382,7469.350752,16228
27105,3454.259182,16201
3145,8561.135309,16200
11897,5377.642985,16159
72565,9743.963039,16152
4590,151191.312163,16123
3302261,9754.749533,16070
252026,12303.438080,16045
40648,16404.964290,16018
360,5401.650553,15991
306661,5366.021913,15972
1527194,14309.308801,15965
2394939,3630.425359,15963
932448,5154.592135,15944
7098,8654.994292,15943
66178,1872.558633,15921
198296,9581.333983,15908
15592,4527.423016,15893
11702,7060.293406,15862
50156,7882.341587,15832
80317,2164.022068,15815
52723,3914.535260,15811
7737,11191.215931,15806
12638,10573.418844,15729
26797,3999.137390,15729
2943,4535.116972,15696
65936,8521.103336,15677
1734493,7434.826874,15636
108631,3999.069781,15563
3492,13298.223608,15554
63361,5373.669518,15550
639071,5089.042664,15540
1720357,3629.829771,15532
708396,8625.872148,15518
22699,6788.900949,15487
140069,5021.555182,15476
727859,9056.607201,15471
1997803,6892.630731,15463
11771,6197.019481,15451
144684,6380.564983,15427
28914,6899.227871,15421
294953,13151.127136,15393
246093,10028.165864,15374
647319,4993.978766,15353
16777,13137.018328,15332
43594,5716.094508,15332
10175,3268.527529,15311
48056,5497.551239,15291
1250380,4232.337807,15275
684764,6533.053911,15266
49866,10020.792832,15263
355404,11109.072648,15224
51712,13228.505295,15203
625652,9350.550333,15169
4113,5919.056150,15138
558802,14045.240302,15106
52372,8772.930616,15090
28907,6453.513655,15086
2767,3262.704453,15023
16416,10231.901385,15018
6187,6832.186122,15017
6153,6142.492400,15000
18503,9502.145138,14972
560202,6746.576748,14958
19609,9572.470262,14947
10758,127478.968148,14944
594696,2177.294181,14933
7431,4245.324050,14902
543759,7048.736563,14884
41580,6707.487598,14877
49662,46630.518688,14849
203,7030.258356,14840
32959,13777.025250,14812
1135,5612.499763,14797
141847,3569.913689,14749
413250,4703.229742,14747
659986,7920.829157,14727
4654,5901.378507,14721
46180,6540.546091,14721
14214,7790.605238,14662
16668,9346.952697,14608
2631,8917.829235,14599
5873,2271.509910,14581
1493685,3939.701605,14578
56283,8204.123430,14567
617773,5603.674431,14553
104875,1717.679543,14523
872570,7571.514087,14517
577083,6197.261127,14514
4391,8552.023576,14506
121168,4981.815395,14485
30807,6919.777908,14467
38674,9871.271525,14437
66669,3058.276501,14405
599,12006.353685,14397
2332,6370.944985,14396
34786,6182.367930,14375
93003,12195.579325,14365
69092,9241.449979,14354
60832,6482.328572,14353
64599,1045.862812,14338
2498706,3405.028671,14335
13143,3255.001326,14327
12076,8709.708051,14321
13987,15692.928881,14314
50144,9859.810835,14305
24060,5793.103301,14298
9195,12900.933240,14275
514121,9404.105739,14271
16804,2876.834363,14242
37700,7253.050418,14221
130,14750.823111,14201
189209,2478.788045,14187
47665,4093.600465,14179
21699,9030.917894,14128
8879,5978.426375,14112
180924,9802.669882,14101
55969,8550.050674,14090
12004,7189.238661,14066
120,6626.695392,14064
378834,7530.856218,14049
337311,4751.750303,14037
242123,11841.428093,14025
2105874,28097.085865,14022
242039,10196.961835,13992
38891,9804.081901,13968
3723,7882.172982,13961
48437,9031.363297,13939
348405,5251.177142,13921
35110,13451.199741,13918
145997,6958.955516,13915
3648,6786.923376,13912
64083,6816.306376,13911
117979,5734.590334,13904
4202,6396.513876,13873
173710,16347.307209,13844
1093,6827.664547,13838
402205,7209.237999,13811
210759,2986.026076,13806
64020,3627.415278,13798
44729,9614.280473,13791
548506,6315.432093,13791
168524,13052.244831,13785
56546,6517.121485,13763
61922,10277.097112,13747
1026409,4222.536933,13741
764,5208.596652,13740
2839,21173.687587,13703
67561,6061.905753,13698
11021,6014.520096,13684
7596,14731.509685,13681
37706,7242.547816,13667
1165842,4882.711691,13652
41962,7449.024412,13641
142004,4295.153553,13624
328921,5572.466264,13591
71854,8200.159847,13588
44209,4573.471186,13587
307732,9116.133741,13586
49105,12072.744110,13541
40220,7138.172286,13524
379441,7720.840415,13485
355602,6035.278276,13483
804321,2702.438813,13475
58739,6639.444560,13456
165515,5463.804147,13454
7096,8512.584628,13453
6978,9838.610879,13420
563509,7245.930446,13414
8824,3788.911732,13391
263165,12319.563032,13390
86432,5239.104013,13383
6645,7668.766592,13380
223782,7257.266582,13343
417113,7208.751782,13327
34576,228750.373395,13321
294955,13283.462532,13318
176413,7254.614050,13310
1045180,9270.835490,13294
92462,8056.439630,13293
398890,3541.272064,13291
47113,16591.003989,13286
7160,5029.651876,13274
73496,10745.719982,13267
128418,9233.317123,13263
1802722,3968.025877,13255
249023,4339.796738,13244
71749,7175.225836,13222
849,7043.499054,13215
6729,10635.553301,13161
26995,6965.477188,13129
216619,1597.905557,13119
144234,6260.350774,13111
1818289,5534.915717,13075
34497,1696.046901,13070
224106,1590.855776,13063
12342,4324.044557,13062
44091,3831.751074,13036
167787,3004.060801,13026
58643,3784.354204,13001
894,11267.343492,12961
133115,8896.576267,12961
31589,5305.593161,12956
647769,5740.895347,12938
686742,4670.602554,12920
1008,16275.425349,12900
32768,6583.204921,12883
454171,4521.758192,12878
2637,15129.229771,12865
1318,8823.349132,12849
1494700,3616.383687,12836
41385,12596.273979,12782
1254575,2763.172470,12779
3153,13365.763725,12769
345261,11543.811275,12754
54394,5647.594692,12736
1509518,7015.395144,12727
11983,3447.616969,12717
627947,8828.334146,12713
13705,5807.037265,12693
38673,9906.391818,12687
558706,4536.736447,12654
495800,8060.141907,12628
301351,4565.152591,12622
249413,13255.455482,12613
34764,12615.776032,12600
3030,8988.351843,12588
60030,8383.625606,12583
2499144,7717.947929,12579
139483,4906.850950,12573
877552,6138.070343,12567
22658,6968.480156,12548
1360999,3648.294277,12546
92170,12411.053584,12541
4255,8319.044755,12535
4110,11620.101381,12527
5828,6498.124840,12480
18797,5833.574403,12439
41306,70883.537181,12439
252025,12232.641754,12430
473,17232.223206,12419
1817596,5115.288304,12414
6652,8867.051650,12391
350410,3830.177421,12383
6396,7141.570259,12340
44854,7241.016703,12333
63210,1613.239938,12324
42197,10528.897626,12298
1192,8726.165527,12288
42914,2508.126069,12279
17896,4049.540505,12270
26636,7979.637061,12261
49752,8743.034832,12259
28355,7832.466128,12252
252027,12560.524210,12247
3231152,7122.932054,12245
142557,10670.516010,12242
6261,7397.220241,12223
18008,2952.876688,12221
11882,5441.237210,12217
258696,3676.392070,12207
79,7352.878569,12188
51038,8531.595649,12180
23718,5630.548374,12176
541247,9910.288739,12139
38685,10126.150424,12139
68850,3418.665924,12117
46370,6286.644709,12114
287055,6921.277081,12112
67477,4510.495003,12107
9626,6138.327662,12107
2505,7291.434135,12093
4775,2603.123841,12080
8343,5752.448484,12074
39321,6939.541042,12073
364383,4324.580519,12053
3553,12598.098905,12052
62551,7573.054449,12048
28949,6988.990506,12008
3972,4341.924871,12006
168029,4600.618992,12005
57904,8058.361326,12003
48206,4736.596531,11991
183259,10141.395260,11982
187090,12853.667752,11982
277941,6958.429850,11953
12162,3994.631905,11948
8921,8142.847314,11933
174595,3676.356501,11913
4127622,5386.516531,11887
6104,7993.746298,11884
2173594,3293.082218,11883
84548,4584.950539,11868
29894,11814.942655,11858
346886,4733.930787,11833
277088,8355.124905,11833
301315,5991.789839,11829
13324,19024.158424,11829
122068,4786.384154,11826
205046,5817.373699,11817
8691,285867.332741,11811
645421,10131.425921,11805
129839,9395.276643,11795
8203,2923.048923,11794
3016,13096.144263,11784
62596,6011.566624,11775
3240,6196.086979,11773
18930,4806.830812,11768
2137,14853.494476,11766
41896,4995.421661,11763
4223788,6179.704135,11752
1622263,2497.384733,11751
402248,7004.758726,11746
654339,5129.435956,11742
91802,7649.248274,11733
1219168,4654.304937,11727
35391,6759.431545,11723
7259,10406.378263,11722
59970,10213.897611,11720
6231,9741.780661,11717
3778,12376.001879,11710
180118,8399.933311,11696
7863,6663.123514,11691
490349,6470.456719,11668
428062,6779.340628,11652
5545,3438.741218,11643
1053435,2047.247401,11641
477980,8164.612001,11616
66016,3175.860501,11613
264,38797.754736,11612
6736,12300.740160,11611
40693,10217.980859,11598
939123,6064.479510,11591
37773,10075.941873,11578
2022,4655.357316,11564
11654,4830.336102,11559
307341,11279.064896,11557
5831,9062.529508,11556
4938,6377.271492,11551
384273,4711.189346,11545
583283,6692.999220,11535
16247,13817.392733,11532
46655,2903.249501,11531
25492,6198.027259,11519
58931,4654.451467,11518
135912,10469.613172,11509
2542,6083.328409,11507
650903,15153.142061,11488
9867,7694.493209,11486
6529,2943.426392,11473
2892,12050.527068,11471
17489,6284.649464,11471
76750,9630.379726,11453
69774,4003.927085,11438
634373,9430.605758,11427
167830,5295.849829,11427
53388,6464.668185,11416
37699,7375.255431,11416
80678,8162.456505,11415
163915,14174.469377,11413
173597,9754.709083,11395
85962,9780.192098,11390
1042533,7460.758433,11384
45737,6397.648444,11378
7241170,8443.010822,11366
65446,4897.395195,11364
369506,10178.396881,11351
13839,4203.734514,11349
1844,10437.689725,11348
8550,5166.451721,11330
364,4543.100523,11291
85964,9886.448157,11284
164877,17399.521809,11280
41593,9910.280000,11275
648615,11620.883663,11269
34953,6880.557668,11254
1176468,7313.741815,11240
646594,11270.952966,11226
61186,9517.186459,11225
23715,12636.218733,11210
15174,15400.267972,11184
299971,6520.774407,11175
90751,8973.715705,11175
93220,13136.944062,11173
158011,4047.575763,11173
14101,7448.697124,11163
2212,7216.231045,11158
6820,18430.583117,11147
463623,13700.336295,11142
157536,5956.918373,11136
4769917,5865.725423,11108
63960,5275.823529,11101
284056,6127.965704,11051
34259,5263.534142,11042
30536,7563.810581,11039
61254,10816.498232,11031
752845,7332.444686,11019
125408,9877.549737,11018
660785,9831.411930,11014
5022,11249.702953,11005
61377,6761.286286,11003
390700,11288.851137,10990
53022,5569.747222,10978
1081,1665.926456,10973
332383,12475.649302,10961
15860,4644.201551,10960
535754,5268.807046,10956
32965,34633.467763,10950
9268,964.822998,10949
5471,5095.472938,10938
30806,8916.543307,10922
10002,8986.683574,10922
1421773,11875.362696,10921
456196,31794.324171,10914
